recipient_name,action_date_fiscal_year,prime_award_transaction_recipient_cd_current,federal_action_obligation
"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",2004,CA-36,550015.0
"LEIDOS, INC.",2004,CA-90,-158591.0
"MANTECH SRS TECHNOLOGIES, INC.",2004,CA-47,0.0
"KBR WYLE SERVICES, LLC",2004,CA-36,110000.0
DEXTA CORPORATION,2004,CA-04,25337.0
"COLLIERS INTERNATIONAL GREATER LOS ANGELES, LLC",2004,CA-90,400000.0
"KBR WYLE SERVICES, LLC",2004,CA-36,2215000.0
VALIDITY CORPORATION,2004,,-73000.0
"ACCUSOURCE OPERATIONS, INC.",2004,CA-14,2085.0
LOCKHEED MARTIN CORP,2004,CA-17,1536000.0
STERLING COMPUTERS CORPORATION,2004,,67872.0
STERLING COMPUTERS CORPORATION,2004,,12108.0
"TECHNICAL COMMUNITIES, INC.",2004,CA-15,3405.0
STERLING COMPUTERS CORPORATION,2004,,35154.0
"TECHFINITY, INC.",2004,CA-26,450000.0
"BECKMAN COULTER, INC",2004,CA-90,61909.0
"SAN DIEGO PERSONNEL & EMPLOYMENT AGENCY, INC.",2004,CA-90,27826.0
"POLYCOM, INC.",2004,CA-14,3202.0
BROADAX SYSTEMS INCORPORATED,2004,CA-31,75044.0
"AGILENT TECHNOLOGIES, INC.",2004,CA-17,9918.0
EDO CORPORATION,2004,CA-90,218187.0
"AGILENT TECHNOLOGIES, INC.",2004,CA-17,41197.0
"PICO MACOM, INC",2004,CA-90,864.0
"AMRAD, INC.",2004,CA-51,12000.0
BLUE TECH INC.,2004,CA-50,36225.0
"ABLE ADVANCED TECHNOLOGIES, INC.",2004,CA-26,19050.0
"L-3 SERVICES, INC.",2004,CA-90,378454.0
LOCKHEED MARTIN CORPORATION,2004,CA-16,111416.0
"HARTSOCK DISTRIBUTORS, INC",2004,CA-18,0.0
"TECHNICAL COMMUNITIES, INC.",2004,CA-15,21961.0
BLUE TECH INC.,2004,CA-50,384462.0
"AGILENT TECHNOLOGIES, INC.",2004,CA-17,157481.0
"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",2004,CA-23,11040.0
LAKESHORE EQUIPMENT COMPANY,2004,CA-44,13970.89
"BECKMAN COULTER, INC",2004,CA-39,-11494.0
"SPACE CASE COMPANY, INC.",2004,CA-90,4090.0
"TURTLE STORAGE, LTD.",2004,CA-26,15576.0
PIXELL,2004,CA-10,271620.0
"HOIST FITNESS SYSTEMS, INC.",2004,CA-90,92335.0
"WILLARD MARINE, INC.",2004,CA-46,253211.0
DELTA SCIENTIFIC CORPORATION,2004,CA-27,2347.0
RGB SPECTRUM,2004,CA-12,11010.0
"AGILENT TECHNOLOGIES, INC.",2004,CA-17,291903.0
TONY'S FINE FOODS,2004,,0.0
"TOSHIBA AMERICA INFORMATION SYSTEMS, INC.",2004,CA-47,8118.0
RENTFROW INCORPORATED,2004,CA-24,43011.0
"CAMELBAK PRODUCTS, LLC",2004,CA-02,49655.0
"TAPESTRY SOLUTIONS, INC.",2004,CA-90,1000.0
SECUR-SERV INC,2004,CA-47,8476.0
CANOGA PERKINS CORP,2004,CA-32,56666.0
"PELICAN PRODUCTS, INC.",2004,CA-90,6028.0
WORKRITE ERGONOMICS LLC,2004,CA-02,25328.0
"PRODUCT DATA INTEGRATION TECHNOLOGIES, INC.",2004,CA-90,202871.0
"LEIDOS, INC.",2004,CA-90,-11006.0
"POLYCOM, INC.",2004,CA-14,51691.0
"CHRISTIE DIGITAL SYSTEMS USA, INC.",2004,CA-42,87565.0
DELTA SCIENTIFIC CORPORATION,2004,CA-27,291996.0
SOFTEK STORAGE SOLUTIONS CORPORATION,2004,CA-17,123569.0
"AGILENT TECHNOLOGIES, INC.",2004,CA-10,6515.0
DAVE'S LOCK SERVICE,2004,CA-16,4495.0
"NETAPP, INC.",2004,CA-17,25831.0
"PAULI SYSTEMS, INC.",2004,CA-08,36432.0
SRI INTERNATIONAL,2004,CA-16,75000.0
SRI INTERNATIONAL,2004,CA-90,24997.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2004,CA-52,11695.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2004,CA-52,360239.0
EPSON AMERICA INC,2004,CA-90,5278.0
WENZLAU ENGINEERING INC,2004,CA-28,25096.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2004,CA-90,43888.0
"BUILDING ENGINEERING AND SCIENCE TALENT, INC.",2004,CA-50,330502.0
"AECOM TECHNICAL SERVICES, INC.",2004,CA-90,24130.0
"MEDSTONE INTERNATIONAL, INC.",2004,CA-40,156000.0
"HEART RATE, INC.",2004,CA-47,3691.0
"CALABAZAS CREEK RESEARCH, INC.",2004,CA-16,69999.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2004,CA-52,388668.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2004,CA-90,1204595.0
"TRITON IMAGING, INC.",2004,CA-90,5100.0
PACIFIC POWER SOURCE,2004,CA-47,91968.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2004,CA-90,200000.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2004,CA-90,1931.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,2004,CA-90,9494.0
"HEALTH NET FEDERAL SERVICES, LLC",2004,CA-90,-8000.0
TRIM-LOK INC,2004,CA-45,7854.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2004,CA-52,24263.0
"AGILENT TECHNOLOGIES, INC.",2004,CA-17,48612.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2004,CA-90,49933.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,2004,CA-90,6951.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2004,CA-52,108954.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2004,CA-52,-70000.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,2004,CA-90,41297.0
"PELICAN PRODUCTS, INC.",2004,CA-90,4038.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,2004,CA-90,-1453.0
"LEIDOS, INC.",2004,CA-50,342000.0
"CUBIC DEFENSE APPLICATIONS, INC.",2004,CA-90,700000.0
BLUE TECH INC.,2004,CA-50,3900.0
AMERICAN METAL BEARING CO,2004,CA-90,761637.0
"PRIME MEASUREMENT PRODUCTS, L",2004,CA-38,30352.0
DEEP OCEAN ENGINEERING INC,2004,CA-12,781690.0
"L3 TECHNOLOGIES, INC.",2004,CA-15,0.0
LOCKHEED MARTIN CORP,2004,CA-17,-522257.0
"METSON MARINE, INC.",2004,CA-24,332628.0
RAYTHEON COMPANY,2004,CA-24,50072.0
MISSION RESEARCH CORPORATION,2004,CA-24,40000.0
"MILLENNIUM HEALTH & FITNESS, INC.",2004,,113124.0
AEGIR SYSTEMS,2004,CA-24,0.0
"ALLIANCE HEALTHCARE SERVICES, INC.",2004,CA-46,65250.0
"BAUGHN ENGINEERING, INC.",2004,CA-31,28740.0
HORIBA INSTRUMENTS INCORPORATED,2004,CA-47,5900.0
CALIFORNIA INSTITUTE OF TECHNOLOGY,2004,CA-28,25275.0
"DIGITEC BUSINESS SYSTEMS, INC",2004,CA-51,3744.0
THE CARPENTER GROUP,2004,CA-52,9400.0
"NORTH COAST MEDICAL, INC.",2004,CA-90,2862.0
"NEURODYNAMICS, INC.",2004,CA-51,300.0
GEORGE T HALL CO INC,2004,CA-90,3289.0
"COORDINATED WIRE ROPE OF SAN DIEGO, INC.",2004,CA-52,3578.0
OWL INTERNATIONAL INC.,2004,CA-47,135233.0
SIERRA GROUND SUPPORT EQUIPMENT,2004,CA-03,137472.0
"JMG SECURITY SYSTEMS, INC.",2004,CA-45,49807.0
"CARDINAL HEALTH 414, LLC",2004,CA-51,826.0
"BRANTNER AND ASSOCIATES, INC.",2004,CA-90,37206.0
"ROCKWELL COLLINS, INC.",2004,CA-17,100.0
CORPORATE EXPRESS US INC.,2004,CA-48,5498.0
BURNS & SONS TRUCKING INC,2004,CA-51,17800.0
"ALL COUNTY INDUSTRIAL & MARINE, INC.",2004,CA-52,10077.0
"STACO SYSTEMS, INC.",2004,CA-47,65500.0
JACOBS ENGINEERING GROUP INC,2004,CA-28,24107.0
KARL STORZ ENDOSCOPY-AMERICA INC,2004,CA-37,545.0
TIME AVIATION SERVICES INC,2004,CA-31,37500.0
"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",2004,CA-41,16411774.0
"CONNECTEC COMPANY, INC.",2004,CA-47,70088.0
"GOODMAN BALL, INC.",2004,CA-16,39015.0
REGENTS OF THE UNIVERSITY OF CALIFORNIA,2004,CA-50,40.0
ENVIRONMENTAL CHEMICAL CORPORATION,2004,CA-90,737648.0
SEESCAN INC,2004,CA-51,0.0
"L-3 SERVICES, INC.",2004,CA-90,2796.0
"K.O.O. CONSTRUCTION, INC.",2004,,37892.0
NEW HAMPSHIRE BALL BEARINGS INC,2004,CA-32,26151.0
"R.A. BURCH CONSTRUCTION CO., INC.",2004,CA-48,2998.0
"BRANTNER AND ASSOCIATES, INC.",2004,CA-51,-500.0
SYSTEM TECHNICAL SUPPORT CORPORATION,2004,CA-37,140250.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2004,CA-90,215000.0
NORTH COAST LABORATORIES LTD.,2004,CA-02,5000.0
BAE SYSTEMS SAN FRANCISCO SHIP REPAIR INC.,2004,CA-11,-123905.0
HONOR MARINE COMMUNICATIONS,2004,CA-90,1155.0
"HASKEL INTERNATIONAL, LLC",2004,CA-30,10575.0
"HWI GEAR, INC.",2004,CA-24,1400000.0
PERATON TECHNOLOGY SERVICES INC,2004,CA-16,63288.0
"M2 ANTENNA SYSTEMS, INC.",2004,CA-90,11038.0
"3D SYSTEMS, INC.",2004,CA-27,32460.0
"ACCORD SOLUTIONS, INC",2004,CA-90,350000.0
ARETE ASSOCIATES,2004,CA-32,100000.0
MOFFATT & NICHOL ENGINEERS (IN,2004,CA-47,618561.0
"NOVA GROUP, INC.",2004,CA-04,11737.0
TRUGREEN LIMITED PARTNERSHIP,2004,CA-17,1782.0
"TELEDYNE, INC",2004,CA-90,2300000.0
"MATRIX ENGINEERS & CONTRACTORS, INC",2004,CA-50,99800.0
"CUBIC GLOBAL DEFENCE, INC",2004,CA-51,-71670.0
"ONTARIO REFRIGERATION SERVICE, INC.",2004,CA-35,0.0
"NAVCOM DEFENSE ELECTRONICS, INC.",2004,CA-31,1153.0
TOYON RESEARCH CORPORATION,2004,CA-24,375000.0
"REXNORD INDUSTRIES, LLC",2004,CA-26,0.0
"PROCESS METRIX, LLC",2004,CA-10,175000.0
"FRASER'S BOILER SERVICE, INC.",2004,CA-90,33111.0
"AMETEK PROGRAMMABLE POWER, INC.",2004,CA-90,25965.0
NATIONAL SEMICONDUCTOR CORPORATION,2004,CA-17,2352800.0
PERATON TECHNOLOGY SERVICES INC,2004,CA-16,52730.0
"METRIC EQUIPMENT SALES, INC.",2004,CA-14,21485.0
S P AIRPARTS,2004,CA-29,54495.0
NETWORKS ELECTRONIC CORP,2004,CA-32,83244.0
"BECKMAN COULTER, INC",2004,CA-39,9457.0
HOWMET GLOBAL FASTENING SYSTEMS INC,2004,CA-26,1708.0
FRAZIER AVIATION INC,2004,CA-29,65737.0
HYDRO-AIRE AEROSPACE CORP,2004,CA-30,0.0
"PRECISION METAL PRODUCTS, INC",2004,CA-51,87486.0
"AVIBANK MFG., INC.",2004,CA-29,37458.0
INNOVATIVE MATERIAL SOURCES,2004,CA-49,62950.0
MERCURY INTERACTIVE CORP,2004,CA-04,30000.0
WESCO AIRCRAFT HARDWARE CORP.,2004,CA-27,0.0
"NOROTOS, INC",2004,CA-46,185652.0
CONDOR SYSTEMS INC,2004,CA-90,28341.0
"CUSTOM CONTROL SENSORS, LLC",2004,CA-32,28363.0
"INTEROCEAN INDUSTRIES, INC.",2004,CA-90,23258.0
"VINYL TECHNOLOGY, LLC",2004,CA-31,75472.0
SWCA INCORPORATED,2004,CA-51,65452.0
MAC-LYN INDUSTRIES INC,2004,CA-47,68510.0
AVIATECH INTERNATIONAL INC.,2004,CA-47,500.0
DAVIS ULTRASERV INC,2004,CA-10,9400.0
"TECHNICAL COMMUNITIES, INC.",2004,CA-15,87605.0
ALLIED LOGISTICS INC,2004,CA-24,173100.0
GREEN MOUNTAIN CORPORATION,2004,CA-26,31950.0
ASTRO SPAR INC.,2004,CA-90,238717.0
SPEED VISION TECHNOLOGIES INC,2004,CA-90,136900.0
SENIOR OPERATIONS LLC,2004,CA-30,41574.0
"LEIDOS, INC.",2004,CA-90,56059.0
"DRS TECHNICAL SERVICES, INC.",2004,CA-51,78813.0
"LIFT-IT MANUFACTURING CO., INC.",2004,CA-90,63920.0
FEDERAL-MOGUL CORPORATION,2004,CA-47,43940.0
"CONNECTEC COMPANY, INC.",2004,CA-47,0.0
MEGGITT SAFETY SYSTEMS INC,2004,CA-26,69498.0
CARL TAYLOR,2004,CA-26,43546.0
MAC-LYN INDUSTRIES INC,2004,,0.0
FRAZIER AVIATION INC,2004,CA-29,81920.0
SENIOR OPERATIONS LLC,2004,CA-30,0.0
HOWMET GLOBAL FASTENING SYSTEMS INC,2004,CA-26,0.0
"RQ CONSTRUCTION, INC",2004,CA-48,19122.0
PACIFIC CONSOLIDATED INDUSTRIES LLC,2004,CA-39,0.0
ALL CITIES ENTERPRISES,2004,CA-35,2284.0
CAPITOL CITY CONDUCTOR INC,2004,CA-10,0.0
"MWH AMERICAS, INC.",2004,CA-28,181436.0
"ILN TECHNOLOGIES, INC.",2004,CA-32,-43.0
DUPLAN INDUSTRIES,2004,CA-50,2275.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2004,CA-90,35000.0
"DIMENSIONS CONSTRUCTION, INC.",2004,CA-52,3834.0
PARSONS GOVERNMENT SERVICES INC,2004,CA-40,2523948.0
"PARSONS ENGINEERING SCIENCE, INC.",2004,CA-28,-14978.0
"BECHTEL NATIONAL, INC.",2004,CA-11,117964.0
GENTEX CORP,2004,CA-90,0.0
SKYSPARES PARTS INC,2004,CA-39,0.0
PTI TECHNOLOGIES INC.,2004,CA-26,33459.0
"MONADNOCK COMPANY, THE",2004,CA-90,73300.0
"MARVIN ENGINEERING CO, INC",2004,CA-43,0.0
SPACE COMPONENT SUPPLY,2004,CA-50,0.0
HOWMET GLOBAL FASTENING SYSTEMS INC,2004,CA-26,89225.0
REVERE TRANSDUCERS INC,2004,CA-90,12.0
"AECOM GLOBAL II, LLC",2004,CA-11,-5000.0
SPIRAL TECHNOLOGY INCORPORATED,2004,CA-90,535649.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2004,CA-17,110810.0
BAE SYSTEMS NATIONAL SECURITY SOLUTIONS INC.,2004,CA-90,150000.0
"PHOTERA TECHNOLOGIES, INC",2004,CA-90,-69976.0
TEKNOWLEDGE CORPORATION,2004,CA-90,420000.0
"ATLAS SPECIALTY PRODUCTS, LLC",2004,CA-46,0.0
"LEIDOS, INC.",2004,CA-90,450000.0
"NESSTAY SUPPLY, INC.",2004,CA-14,28202.0
MASON ELECTRIC CO.,2004,CA-29,83902.0
THE BOEING COMPANY,2004,CA-46,792052.0
"PREMIER GEAR & MACHINING, INC.",2004,CA-41,-300.0
ENVIRONMENTAL CHEMICAL CORPORATION,2004,CA-15,75635.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2004,CA-44,126000.0
J.M.R. CONSTRUCTION CORP.,2004,CA-03,2050690.0
"PAE GOVERNMENT SERVICES, INC.",2004,CA-90,290867.0
WEST SONOMA COUNTY DISPOSAL INC,2004,CA-90,33017.0
ORI SERVICES CORPORATION,2004,CA-90,612298.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2004,CA-36,570000.0
"CONNECTEC COMPANY, INC.",2004,CA-47,1056.0
"URS GROUP, INC.",2004,CA-46,-6659.0
MONOPOLE RESEARCH,2004,CA-26,365245.0
ROBO ONE PLUMBING & DRAIN INC,2004,CA-90,-3500.0
THE BOEING COMPANY,2004,CA-44,189642.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2004,CA-32,14276.0
"PROTOTYPE ENGINEERING, INC.",2004,CA-90,9630.0
"TONY'S MULTI-SERVICE FIRM, INC.",2004,CA-39,0.0
"MILLENNIUM HEALTH & FITNESS, INC.",2004,,-524.0
"LEIDOS, INC.",2004,CA-90,283836.0
"UNIVERSITY OF CALIFORNIA, SAN DIEGO",2004,CA-50,112558.0
COMMERCIAL MOBILE SYSTEMS,2004,CA-39,2800.0
"PHOTON RESEARCH ASSOCIATES, INC.",2004,CA-90,200000.0
"MOBILE STORAGE GROUP, INC.",2004,CA-30,53687.0
"GENERAL DYNAMICS MISSION SYSTEMS, INC.",2004,CA-16,349980.0
"SENSOR TECHNOLOGY ENGINEERING, INC.",2004,CA-24,314330.0
LOCKHEED MARTIN CORPORATION,2004,CA-90,77100.0
"DRS SENSORS & TARGETING SYSTEMS, INC.",2004,CA-46,-10000.0
MASON ELECTRIC CO.,2004,CA-29,50162.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2004,CA-31,218126.0
ARTHROCARE CORPORATION,2004,CA-17,785.0
"TELEDYNE, INC",2004,CA-50,2750000.0
THE BOEING COMPANY,2004,CA-90,177433.0
"TELEDYNE RD INSTRUMENTS, INC.",2004,CA-51,109482.0
"XCOM WIRELESS, INC",2004,CA-44,342861.0
KOSER ENTERPRISES INC,2004,CA-90,31990.0
"EDAW, INC.",2004,CA-90,35900.0
"LEIDOS, INC.",2004,CA-90,-325000.0
"ALLIED SERVICES & SPARES GROUP, LLC",2004,CA-38,94208.0
RAYTHEON COMPANY,2004,CA-36,1386983.0
ARTHROCARE CORPORATION,2004,CA-17,20000.0
"KIN ENTERPRISES, INC",2004,CA-06,183570.0
AMERICAN CIVIL CONSTRUCTORS WEST COAST LLC,2004,CA-08,650001.0
"ETHICON, INC",2004,CA-47,8100.0
AEROJET-GENERAL CORPORATION,2004,CA-90,502780.0
NORTHROP GRUMMAN SYSTEMS CORP,2004,CA-27,-232657.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2004,CA-44,438163.0
AGBAYANI CONSTRUCTION CORPORATION,2004,CA-15,127208.0
ULTRAMET,2004,CA-29,61000.0
"SOLPAC, INC.",2004,CA-90,258212.0
BOSTON SCIENTIFIC NEUROMODULATION CORP,2004,CA-29,25750.0
"L-3 SERVICES, INC.",2004,CA-90,100000.0
RJC ARCHITECTS INC,2004,CA-90,-753.0
PAVE-TECH INC.,2004,CA-49,76925.0
BLUE TECH INC.,2004,CA-90,49199.0
L-3 COMM SECURITY,2004,CA-46,5834.0
"LINEAR INDUSTRIES, LTD.",2004,CA-31,35883.0
"UNITEC SYSTEMS, INC",2004,CA-40,78126.0
"BECHTEL NATIONAL, INC.",2004,CA-90,-23748.0
STRONGHOLD ENGINEERING INC,2004,CA-39,27300.0
"CHANG INDUSTRY, INC.",2004,CA-31,2450641.0
DAVID ALLEN,2004,CA-45,-5352.0
SOUTHWEST AEROSPACE CORPORATIO,2004,CA-40,15901.0
JLP BUILDING MAINTENANCE LLC,2004,CA-14,26208.0
MILLER/WATTS CONSTRUCTORS,2004,CA-02,146132.0
"LEIDOS, INC.",2004,CA-90,88160.0
"RQ CONSTRUCTION, INC",2004,CA-48,65648.0
TOYON RESEARCH CORPORATION,2004,CA-24,367337.0
"SOUTHERN CALIFORNIA SAFETY INSTITUTE, INC.",2004,CA-90,26919.0
"LEIDOS, INC.",2004,CA-90,0.0
"GIS/SOLUTIONS, INC",2004,CA-10,1250.0
ACE ENGINEERING INC,2004,CA-31,171897.0
SIERRA MONITOR CORPORATION,2004,CA-17,92400.0
"MEGGITT SAFETY SYSTEMS, INC.",2004,CA-31,35298.0
"BLACKSTONE CONSULTING, INC",2004,CA-32,96031.0
HYDRO-AIRE AEROSPACE CORP,2004,CA-30,104520.0
"SOUTHERN CALIFORNIA GOLD PRODUCTS, INC.",2004,CA-26,31220.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2004,CA-32,573535.0
SELECT PERSONNEL SERVICES,2004,CA-24,700000.0
BOSTON SCIENTIFIC NEUROMODULATION CORP,2004,CA-29,25750.0
"CIRCOR AEROSPACE, INC.",2004,CA-90,96056.0
PAN AM BUILDERS INC,2004,CA-45,403153.0
"ARA, INC",2004,CA-31,29761.0
PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA LLC),2004,CA-18,212004.0
"CH TECH, INC",2004,CA-46,28600.0
"IBASET FEDERAL SERVICES, LLC",2004,CA-40,25000.0
"LEIDOS, INC.",2004,CA-90,218472.0
"MERKEL & ASSOCIATES, INC.",2004,CA-51,62891.0
SYSTEMS APPLICATION & TECHNOLOGIES INC,2004,CA-26,72533.0
"MIRANDA'S LANDSCAPING, INC.",2004,CA-24,36369.0
"CUBIC GLOBAL DEFENCE, INC",2004,CA-50,47540.0
"LEIDOS, INC.",2004,CA-90,122220.0
"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",2004,CA-90,-23370.0
"PREDICATE LOGIC, INC.",2004,CA-51,39923.0
"SHAW ENVIRONMENTAL, INC.",2004,CA-10,-200000.0
LOCKHEED MARTIN CORPORATION,2004,CA-27,600000.0
THE BOEING COMPANY,2004,CA-90,191051.0
MULTIGEN-PARADIGM INC,2004,CA-90,27100.0
LUSTER NATIONAL INC,2004,CA-12,-500.0
"MARVIN ENGINEERING CO, INC",2004,CA-43,0.0
GE AVIATION SYSTEMS LLC,2004,CA-31,0.0
THE BOEING COMPANY,2004,CA-90,1457750.0
"SOUTH BAY EDC, INC",2004,CA-52,1990.0
"JR CARDENAS CONSTRUCTION, INC.",2004,CA-23,250023.0
