recipient_name,action_date_fiscal_year,prime_award_transaction_recipient_cd_current,federal_action_obligation
ERS-JV,2009,CA-07,480000.0
DIVERSE PEST MANAGEMENT,2009,CA-24,66791.0
P & L ELECTRIC & CONSTRUCTION INC,2009,CA-24,54600.0
SATELLITE ZONE,2009,CA-03,5683.71
MCKINNEY VEHICLE SERVICES INC,2009,CA-38,10000.0
"P & E AUTOMATION, INC.",2009,CA-90,0.0
TRUST ONE COMPONENTS INC,2009,CA-40,3110.0
CALIFORNIA HYDRONICS CORPORATION,2009,CA-14,5163.5
KAILASH NARAYAN,2009,CA-26,36466.0
"LTL VANTAGE, INC.",2009,,0.0
JEC INTEGRATION SYSTEMS,2009,CA-44,68319.0
DELTA SCIENTIFIC CORPORATION,2009,CA-27,0.0
JJR ENTERPRISES INC,2009,CA-90,8000.0
TRUST ONE COMPONENTS INC,2009,CA-40,3900.0
"COURAGE ENTERPRISES OF CALIFORNIA, INC.",2009,CA-49,13600.01
"ONE WAY LEASE, INC.",2009,CA-11,0.0
"MOBILE ID SOLUTIONS, INC.",2009,CA-46,6905.1
ITT FLUID TECHNOLOGY CORP,2009,CA-90,-43353.0
PACIFIC ELECTRONIC ENTERPRISES INC,2009,,0.0
MICROSEMI FREQUENCY AND TIME CORP,2009,CA-17,2515.0
COINS DIRECT,2009,CA-23,1045.0
CLEAR-COM LLC,2009,CA-12,96756.0
"MICROWAVE POWER PRODUCTS, INC.",2009,CA-90,400995.0
"BASIN RESEARCH ASSOCIATES, INC",2009,CA-12,0.0
LN CURTIS & SONS,2009,CA-12,4943.51
"LEIDOS, INC.",2009,CA-90,0.0
UNITEK TECHNOLOGY INC,2009,CA-35,6000.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2009,CA-36,75000.0
"GENERAL DYNAMICS MISSION SYSTEMS, INC.",2009,CA-17,0.0
JENNINGS TECHNOLOGY COMPANY LLC,2009,CA-90,0.0
"UNICAL AVIATION, INC.",2009,CA-31,0.0
THE BOEING COMPANY,2009,CA-90,0.0
INTERNATIONAL THERMAL INSTRUMENT INC.,2009,CA-50,24979.0
VANTAGE ASSOCIATES INC.,2009,CA-43,5700.0
ROCKWELL COLLINS INC,2009,CA-08,37350.88
PIONEER BROACH COMPANY,2009,CA-42,6372.54
SHORE WESTERN MANUFACTURING,2009,CA-31,55095.0
APPLE INC,2009,CA-17,11568.53
"PRC-DESOTO INTERNATIONAL, INC.",2009,CA-47,70800.0
VIASAT INC,2009,CA-49,1642127.0
SIEMENS HEALTHCARE DIAGNOSTICS INC.,2009,CA-90,0.0
KITSAP COMPOSITES INC,2009,CA-40,39552.0
KARL STORZ ENDOSCOPY-AMERICA INC,2009,CA-37,0.0
"ICOHERE, INC.",2009,CA-10,-4.24
"BECKMAN COULTER, INC",2009,CA-90,22865.0
CEPHEID,2009,CA-17,0.0
"TERO TEK INTERNATIONAL, INC.",2009,CA-22,0.0
"CAREFUSION SOLUTIONS, LLC",2009,CA-90,245653.14
"TELEDYNE SCIENTIFIC & IMAGING, LLC",2009,CA-26,0.0
"GOLETA STAR, LLC",2009,CA-90,375000.0
"CAREFUSION SOLUTIONS, LLC",2009,CA-50,7920.0
"DESIGN SPACE MODULAR BUILDINGS, INC.",2009,CA-35,45962.0
PINNACLE PEAK HOLDING CORP,2009,CA-16,0.0
ALIGNED FOR RESULTS,2009,CA-04,7325.0
"THE WRITE CONNECTION, INC",2009,CA-26,23342.5
BAE SYSTEMS NATIONAL SECURITY SOLUTIONS INC.,2009,CA-90,0.0
"TETRA TECH, INC.",2009,CA-28,-49343.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2009,CA-36,0.0
"UTOPIACOMPRESSION,CORPORATION",2009,CA-90,0.0
"AOPTIX TECHNOLOGIES, INC.",2009,CA-16,139636.0
"NEW TECH SOLUTIONS, INC.",2009,CA-17,5383.0
BLUE TECH INC.,2009,CA-50,10365.0
"MANTECH SRS TECHNOLOGIES, INC.",2009,CA-47,70827.0
"VYAIRE MEDICAL 211, INC.",2009,CA-40,66257.0
BAE SYSTEMS NATIONAL SECURITY SOLUTIONS INC.,2009,CA-90,205007.65
POLARONYX INC,2009,CA-17,99374.0
BIOSENSE INC,2009,CA-19,49705.0
"ETHICON, INC",2009,CA-47,26386.67
"QUANTUM3D, INC",2009,CA-19,103330.0
FIRST POINT SCIENTIFIC INC,2009,CA-26,0.0
"KRATOS UNMANNED AERIAL SYSTEMS, INC",2009,CA-90,0.0
MIDAC CORP,2009,CA-47,0.0
"KBR WYLE SERVICES, LLC",2009,CA-36,159229.16
"PAULI SYSTEMS, INC.",2009,CA-08,0.0
ADVANTAGE SCI LLC,2009,CA-36,149681.08
PARSONS GOVERNMENT SERVICES INC,2009,CA-40,10898.0
"INTEGRATED DATA SERVICES, LLC",2009,CA-36,143184.0
NATUS MEDICAL INCORPORATED,2009,CA-15,14974.0
PARSONS GOVERNMENT SERVICES INC.,2009,CA-28,0.0
ACELLENT TECHNOLOGIES INC,2009,CA-17,100000.0
"PELICAN PRODUCTS, INC.",2009,CA-36,6970.04
"BROWN SAFE MANUFACTURING, INC.",2009,CA-50,1200.0
"THE VIRTUAL REALITY MEDICAL CENTER, A PROFESSIONAL MEDICAL CORPORATION",2009,CA-90,45286.0
SPIRENT FEDERAL SYSTEMS INC,2009,CA-40,69161.21
"BECKMAN COULTER, INC",2009,CA-40,135.24
THE BOEING COMPANY,2009,CA-46,31606107.0
BCL TECHNOLOGIES,2009,CA-17,13990.0
"NIELSEN ENGINEERING & RESEARCH, INC.",2009,CA-17,99999.0
AUDIO DYNAMIX INC,2009,CA-46,13308.0
SPACE MICRO INC,2009,CA-90,425000.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2009,CA-36,50000.0
TUMBLEWEED COMMUNICATIONS CORP.,2009,CA-15,0.0
PROPULSION CONTROLS ENGINEERING,2009,CA-90,-844.8
"TECHNICAL COMMUNITIES, INC.",2009,CA-15,50404.92
"SPACE VECTOR, LLC",2009,CA-32,0.0
"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",2009,CA-23,3271.19
"IDENTIV, INC.",2009,CA-14,0.0
"BUNZL DISTRIBUTION CALIFORNIA, LLC",2009,CA-46,0.0
"COAST TO COAST COMPUTER PRODUCTS, INC.",2009,CA-26,-11704.99
"SYNOPSYS, INC.",2009,CA-16,79760.0
"NEW TECH SOLUTIONS, INC.",2009,CA-90,65574.0
LN CURTIS & SONS,2009,CA-12,-7213.5
"HD SUPPLY FACILITIES MAINTENANCE, LTD.",2009,CA-90,3973.5
"AQUALUNG USA, INC",2009,CA-49,59783.0
"MICROTEL COMPUTER SYSTEMS, INC.",2009,CA-90,11154.72
"JOB OPTIONS, INCORPORATED",2009,CA-90,751848.96
"SHAMROCK SUPPLY COMPANY, INC.",2009,CA-46,0.0
"LOGICUBE, INC.",2009,CA-32,65854.87
RAPISCAN SYSTEMS INC,2009,CA-43,-2238.13
NORTONLIFELOCK INC.,2009,CA-17,0.0
LAKESHORE EQUIPMENT COMPANY,2009,CA-44,0.0
"LEIDOS, INC.",2009,CA-50,742860.98
"COOLSYSTEMS, INC.",2009,CA-12,4872.0
"JOB OPTIONS, INCORPORATED",2009,CA-51,35610.22
"AGILENT TECHNOLOGIES, INC.",2009,CA-17,21707.98
"NOVA R & D, INC.",2009,CA-39,0.0
"LEIDOS, INC.",2009,CA-90,1886269.0
"SNADER AND ASSOCIATES, INC.",2009,CA-02,19740.0
APPLE INC,2009,CA-17,15719.94
"ANCHOR INNOVATION, INC.",2009,CA-90,-4151.12
"AGILENT TECHNOLOGIES, INC.",2009,CA-17,112782.71
AAR MANUFACTURING INCORPORATED,2009,CA-06,4865.01
AARDVARK,2009,CA-31,-7.49
SEASPACE CORPORATION,2009,CA-48,7465.0
"AGILENT TECHNOLOGIES, INC.",2009,CA-17,18343.32
GOODWILL INDUSTRIES OF SOUTHERN CALIFORNIA,2009,CA-90,1451.24
"FITNESS ANYWHERE, INC.",2009,CA-11,40517.16
"DINOFINN, INC.",2009,CA-23,0.0
O S C INC,2009,CA-35,0.0
FURNITURE BY THURSTON,2009,CA-03,-1722.9
"HYDRO TEK SYSTEMS, INC.",2009,CA-33,29998.84
UNITED CEREBRAL PALSY ASSOCIATION OF SAN DIEGO COUNTY,2009,CA-51,3378.75
NORTHROP GRUMMAN SYSTEMS CORPORATION,2009,CA-36,0.0
"ADVANCED PROTECTION SYSTEMS,INC",2009,CA-90,47438.17
"QUALITY AVIATION, INC",2009,CA-35,150.0
"JAV, INC.",2009,CA-24,7614.0
"PAULI SYSTEMS, INC.",2009,CA-08,72524.13
"FIFTH GAIT TECHNOLOGIES, INC.",2009,CA-24,98368.0
AAR MANUFACTURING INCORPORATED,2009,CA-06,0.0
E M F SYSTEMS INC,2009,CA-19,99813.0
LN CURTIS & SONS,2009,CA-12,-69845.0
MCP COMPUTER PRODUCTS INC,2009,CA-50,5540.04
ARGON OFFICE SUPPLIES,2009,CA-15,5000.0
BOTACH INC.,2009,CA-37,0.0
SECUR-SERV INC,2009,CA-47,4165.0
"WEST COAST BUSINESS PRODUCTS, INC.",2009,CA-32,7810.0
"CASK TECHNOLOGIES, LLC",2009,CA-50,0.0
"CAPTURE TECHNOLOGIES, INC.",2009,CA-12,13926.73
DURABOOK AMERICAS INC.,2009,CA-90,0.0
"CORKEY CONTROL SYSTEMS, INC.",2009,CA-15,80886.45
"TAB HARDWARE, INC.",2009,CA-42,350.0
MCCOMBS-WALL INC,2009,CA-46,8019.0
"ATLAS EQUIPMENT COMPANY, INC.",2009,CA-51,-256.96
DIVINE IMAGING INC.,2009,CA-36,11308.59
ANRITSU COMPANY,2009,CA-18,-1053.0
AAR MANUFACTURING INCORPORATED,2009,CA-06,-3951.0
ANRITSU COMPANY,2009,CA-18,1895.0
H. CO. COMPUTER PRODUCTS,2009,CA-47,13400.0
"HEALTH NET FEDERAL SERVICES, LLC",2009,CA-90,0.0
T.P.S. AVIATION INC,2009,CA-14,2000.0
DRAEGER SAFETY SYSTEMS INC,2009,CA-49,16475.0
RAYTHEON COMPANY,2009,CA-36,-60908.94
LN CURTIS & SONS,2009,CA-12,0.0
EDL CONSTRUCTION INC,2009,CA-50,3967.5
"TECHNICAL COMMUNITIES, INC.",2009,CA-15,4266.45
"METRIC MOTORS, INC.",2009,CA-32,45260.0
JASON ASSOCIATES CORPORATION,2009,CA-90,0.0
DIVINE IMAGING INC.,2009,CA-36,5925.0
"AQUALUNG USA, INC",2009,CA-49,1343787.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,2009,CA-90,263281.0
HOWMET GLOBAL FASTENING SYSTEMS INC,2009,CA-26,318.35
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2009,CA-52,-8723.0
"ORODAY, INC.",2009,CA-26,31854.28
NORTHROP GRUMMAN SYSTEMS CORPORATION,2009,CA-50,0.0
"C & S PRODUCTS, INC.",2009,CA-40,12600.0
FRONTIER SYSTEMS INC,2009,CA-47,498034.0
"SYSTEMS TECHNOLOGY, INC",2009,CA-43,118300.0
AARDVARK,2009,CA-31,93829.57
"AMERICAN PRESIDENT LINES, LLC",2009,CA-12,0.0
"AGILENT TECHNOLOGIES, INC.",2009,CA-10,7978.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2009,CA-52,11415.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2009,CA-52,4920.0
SERVICE ROCK PRODUCTS CORPORATION,2009,CA-23,0.0
AMERICAN COMMERCIAL LIGHTING INC,2009,CA-40,-34.4
INTEGRITS CORP,2009,CA-90,25000.0
"AGILENT TECHNOLOGIES, INC.",2009,CA-17,265.06
"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",2009,CA-23,6991.0
"PACIFIC WESTERN TECHNOLOGY, INC.",2009,CA-40,150.0
"PACIFIC AIR LOGISTICS, INC.",2009,CA-27,950.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,2009,CA-90,140766.0
"DENARDI MACHINERY, INC.",2009,CA-51,4647.23
CAMAR AIRCRAFT PARTS CO.,2009,CA-26,535.8
NATIONAL STEEL AND SHIPBUILDING COMPANY,2009,CA-90,353645.0
H. CO. COMPUTER PRODUCTS,2009,CA-47,-30793.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2009,CA-90,-2311.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2009,CA-50,0.0
"KATZ, JACKSON",2009,CA-44,12875.0
"HEALTH NET FEDERAL SERVICES, LLC",2009,CA-90,0.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2009,CA-90,9721.0
RAYTHEON COMPANY,2009,CA-36,0.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,2009,CA-90,0.0
"FIREHOUSE MEDICAL, INC.",2009,CA-46,0.0
BOTACH INC.,2009,CA-37,4860.0
TIME WARNER CABLE INC.,2009,CA-90,349.65
SRI INTERNATIONAL,2009,CA-16,0.0
LINEA RESEARCH CORPORATION,2009,CA-16,0.0
"SENSOR TECHNOLOGY ENGINEERING, INC.",2009,CA-24,9800.0
"SAN DIEGO OCEAN ENTERPRISES, INC",2009,CA-51,171460.97
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2009,CA-90,11490.0
MEGGITT WESTERN DESIGN INCORPORATED,2009,CA-47,0.0
"AMETEK PROGRAMMABLE POWER, INC.",2009,CA-51,12498.24
"MINTRONIX, INC.",2009,CA-26,5776.09
LOCKHEED MARTIN CORP,2009,CA-17,91964.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2009,CA-52,6001.0
PARKER-HANNIFIN CORPORATION,2009,CA-47,0.0
RAYTHEON COMPANY,2009,CA-90,-385455.0
GRISWOLD INDUSTRIES,2009,CA-47,0.0
PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA LLC),2009,CA-18,0.0
"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC",2009,CA-46,0.0
MBM BOSS CORP,2009,CA-49,30457.1
MDF TECHNOLOGIES INC,2009,CA-49,6886.5
THE GYRO HOUSE,2009,CA-03,29900.0
EATON AEROSPACE LLC,2009,CA-90,0.0
"NEW TECH SOLUTIONS, INC.",2009,CA-17,15355.95
"ORODAY, INC.",2009,CA-26,0.0
"EDO RECONNAISSANCE AND SURVEILLANCE SYSTEMS, INC.",2009,CA-90,0.0
"J.L SHEPHERD AND ASSOCIATES, INC.",2009,CA-90,0.0
"ELECTRO-OPTICAL INDUSTRIES, LLC",2009,CA-24,3985.0
MICROSEMI FREQUENCY AND TIME CORP,2009,CA-90,12590.0
"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",2009,CA-41,5387.0
EXCELITAS TECHNOLOGIES CORP.,2009,CA-31,-2282.0
"ONE STOP SYSTEMS, INC.",2009,CA-50,4678.6
"DUKES, INC.",2009,CA-32,2589.56
"DAKO NORTH AMERICA, INC.",2009,CA-24,5747.5
PACIFIC TOWBOAT & SALVAGE CO INC,2009,CA-42,0.0
PENINSULA BIOMEDICAL INC,2009,CA-19,0.0
"CURTISS-WRIGHT CONTROLS ELECTRONIC SYSTEMS, INC.",2009,CA-27,257058.0
"REAL-TIME INNOVATIONS, INC.",2009,CA-17,169600.0
"LEIDOS, INC.",2009,CA-90,0.0
BIO RAD LABORATORIES INC,2009,CA-08,49395.0
OML INC,2009,CA-90,6663.0
VIAVI SOLUTIONS INC.,2009,CA-17,13100.0
"LEIDOS, INC.",2009,CA-90,67000.0
"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",2009,CA-41,8722.0
WEMS INC,2009,CA-43,154750.0
"IRIS INTERNATIONAL, INC.",2009,CA-32,0.0
"CALABAZAS CREEK RESEARCH, INC.",2009,CA-15,0.0
"SOUTH BAY TECHNOLOGY, INC.",2009,CA-49,4865.25
CYTYC SURGICAL PRODUCTS,2009,CA-16,3329.74
"AVIBANK MFG., INC.",2009,CA-29,5000.0
"J. HARRIS INDUSTRIAL WATER TREATMENT, INC",2009,CA-26,2424.0
RESMED INC.,2009,CA-48,0.0
"DIRECTV, INC.",2009,CA-36,0.0
"NIHON KOHDEN AMERICA, LLC",2009,CA-40,3300.0
BRAINWORKS DESIGN GROUP INC,2009,CA-19,-44734.0
DAY COMPANY BUILDING & REMODELING CORPORATION,2009,CA-48,5625.0
SUPERIOR JIG INC,2009,CA-46,3300.0
"GLOBAL INTEGRATED SERVICES, INC",2009,CA-51,17600.0
PARAMOUNT GASKET & MANUFACTURING INC,2009,CA-49,425.0
"TELEDYNE REYNOLDS, INC.",2009,CA-90,0.0
CALIFORNIA MARINE SERVICES INC.,2009,CA-90,6750.0
"WARGO JR, FRANK",2009,CA-41,6600.0
VALVE AUTOMATION AND CONTROL OF SAN DIEGO,2009,CA-52,50.0
LOVEJOY'S FAMILY MOVING INC,2009,CA-52,1592.44
"LEIDOS, INC.",2009,CA-90,500000.0
"BUCKLEY, MICHAEL",2009,CA-51,0.0
OUTSOURCE LTD,2009,CA-48,2596.0
"J.D.A. MARITIME, INC.",2009,CA-50,359.8
VALVE AUTOMATION AND CONTROL OF SAN DIEGO,2009,CA-52,36.0
PHOTO RESEARCH INC,2009,CA-32,4981.37
"NOBEL PREMIUMS, INC",2009,CA-52,11322.0
HOWMET GLOBAL FASTENING SYSTEMS INC,2009,CA-26,18838.3
INTUITIVE SURGICAL INC,2009,CA-17,0.0
"QIAGEN, LLC",2009,CA-27,45812.8
OUTSOURCE LTD,2009,CA-48,534.8
KING NUTRONICS CORPORATION,2009,CA-32,1880.35
E & E INDUSTRIES,2009,CA-52,0.0
"PASTERNACK ENTERPRISES, INC.",2009,CA-47,4715.0
CROSSFIELD PRODUCTS CORP.,2009,CA-44,0.0
"WESTAIR GASES & EQUIPMENT, INC.",2009,CA-90,7330.0
"ZMICRO, INC.",2009,CA-50,523173.0
"PREMIER COPPER & BRASS \ PACIFIC, INC.",2009,CA-52,934.1
COMMERCIAL & MARINE PRODUCTS CORP,2009,CA-51,4218.75
OUTSOURCE LTD,2009,CA-48,600.0
"FORM-CRAFT BUSINESS SYSTEMS, INC",2009,CA-51,4990.0
"NOBEL PREMIUMS, INC",2009,CA-52,0.0
BLAST COAT SYSTEMS INC,2009,CA-35,0.0
MILLENWORKS,2009,CA-40,300000.0
"STOODY INDUSTRIAL & WELDING SUPPLY, INC.",2009,CA-52,-13407.46
OUTSOURCE LTD,2009,CA-48,2954.9
CITY OF PORT HUENEME,2009,CA-26,1246739.0
"MIZUHO ORTHOPEDIC SYSTEMS, INC.",2009,CA-14,16991.0
AMRON INTERNATIONAL INC,2009,CA-49,-268.49
TRI TOOL INC,2009,CA-06,29318.0
GALI CORPORATION,2009,CA-36,-3785.0
DRJ TECHNOLOGIES,2009,CA-90,133120.0
"GLENAIR, INC.",2009,CA-30,572.4
"GEORGE YARDLEY CO., INC.",2009,CA-46,0.0
"JET INVESTMENT, INC.",2009,CA-08,358800.0
"PACIFIC SHIP REPAIR & FABRICATION, INC.",2009,CA-90,4556571.0
"INTEGRATED MARINE SERVICES, INC.",2009,CA-52,0.0
"LEIDOS, INC.",2009,CA-90,279190.0
"ACCUSOURCE OPERATIONS, INC.",2009,CA-14,-175.0
"HERBER AIRCRAFT SERVICE, INC.",2009,CA-36,33400.0
"GPA TECHNOLOGIES, INC",2009,CA-24,0.0
"FEDERAL CONSTRUCTION GROUP, INC.",2009,CA-26,0.0
"I.E.-PACIFIC, INC.",2009,CA-90,0.0
"ALLEN ENGINEERING CONTRACTOR, INC.",2009,CA-33,575946.74
"NOBLE CONSULTANTS, INCORPORATED",2009,CA-47,-0.02
"TRADEMARK HOIST, INC.",2009,CA-35,95245.0
HARTWELL CORPORATION,2009,CA-90,11698.0
GOOD-MEN ROOFING & CONSTRUCTION INC.,2009,CA-50,13000.0
IXI TECHNOLOGY INC,2009,CA-40,-100.0
RECP RI OXNARD LLC,2009,CA-26,0.0
A & J MANUFACTURING CO,2009,CA-90,0.0
"NEI CONTRACTING AND ENGINEERING, INC.",2009,CA-52,0.0
"ON-SITE DENTAL CARE, INC.",2009,CA-15,75080.0
"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC",2009,CA-46,10000.0
"CONNECTEC COMPANY, INC.",2009,CA-47,0.0
"MARINE GROUP BOAT WORKS, LLC",2009,CA-52,76433.3
"ROCKWOOD GENERAL CONTRACTORS, INC.",2009,CA-24,0.0
BLACK GOLD INDUSTRIES,2009,CA-26,0.0
"ALLEN ENGINEERING CONTRACTOR, INC.",2009,CA-33,67381.0
ROMERO GENERAL CONSTRUCTION CORP.,2009,CA-90,6185.0
CHADUXTT JV,2009,CA-90,-5000.0
OFFICEMAX INCORPORATED,2009,CA-90,8781.21
DESIGN CONSTRUCTION,2009,CA-41,8606.38
PACIFICA HOTEL COMPANY,2009,CA-24,0.0
"VETCARE, INC.",2009,CA-45,9928.0
