recipient_name,action_date_fiscal_year,prime_award_transaction_recipient_cd_current,federal_action_obligation
ANGSTROM DESIGNS INC,2025,CA-24,0.0
"EBS SUPPLY, INC.",2025,CA-50,0.0
IOTAI INC,2025,CA-17,0.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2025,CA-31,15000.0
"ANDURIL INDUSTRIES, INC.",2025,CA-47,0.0
HIGHER GROUND LLC,2025,CA-16,172800.0
"TINOSA, INC.",2025,CA-52,0.0
"STOTTLER HENKE ASSOCIATES, INC",2025,CA-15,2501322.4
"STRATOLAUNCH, LLC",2025,CA-20,9900000.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2025,CA-36,52721962.09
TOYON RESEARCH CORPORATION,2025,CA-24,139999.04
INTERNATIONAL TELEVISION CORPORATION,2025,CA-44,19344.11
PAYTON MERGER SUB II LLC,2025,CA-24,3298.0
"LIFEWARD CA, INC.",2025,CA-17,-50.0
"R.S. HUGHES COMPANY, INC.",2025,CA-17,13.19
"NEW TECH SOLUTIONS, INC.",2025,CA-17,31894.33
PARSONS GOVERNMENT SERVICES INC.,2025,CA-28,24295094.53
"TECHNICAL COMMUNITIES, INC.",2025,CA-15,232517.94
RIVET OPERATIONS COMPANY LLC,2025,CA-51,2247584.16
RAYTHEON COMPANY,2025,CA-36,26992.0
"TECHNICAL MICRO CONSULTANTS, INCORPORATED",2025,CA-36,67615.1
VERIZON DIGITAL MEDIA SERVICES INC.,2025,CA-36,8757.0
"METROLASER, INCORPORATED",2025,CA-90,0.0
"XY-SYSTEMS, INC.",2025,CA-32,110.02
PREMIER BUSINESS PRODUCTS INC.,2025,CA-31,556.87
DIVINE IMAGING INC.,2025,CA-32,323.0
DIVINE IMAGING INC.,2025,CA-32,165.6
LIFESTREAM BLOOD BANK,2025,CA-33,0.0
"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",2025,CA-23,10000.0
SRI INTERNATIONAL,2025,CA-16,-156.0
MCP COMPUTER PRODUCTS INC,2025,CA-50,47064.4
"T3W BUSINESS SOLUTIONS, INC.",2025,CA-50,183237.61
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2025,CA-52,246296.81
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2025,CA-52,191429.63
"SOUTHCOAST WELDING & MANUFACTURING, LLC.",2025,CA-52,0.0
EXPONENT INC,2025,CA-15,2795352.0
KING NUTRONICS CORPORATION,2025,CA-32,-4347.0
"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC",2025,CA-46,7119.0
EXOANALYTIC SOLUTIONS INC,2025,CA-40,99932.68
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2025,CA-52,122806.65
"ADVANCED SURVEY DESIGN, LLC",2025,CA-19,30362.32
"NEW TECH SOLUTIONS, INC.",2025,CA-17,0.0
GRISWOLD INDUSTRIES,2025,CA-47,183292.0
"BLUE NOSE IT SOLUTIONS, INC",2025,CA-51,0.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,2025,CA-52,1383955.03
"NEW TECH SOLUTIONS, INC.",2025,CA-17,0.0
DIVINE IMAGING INC.,2025,CA-32,1632.5
"CURTISS-WRIGHT CONTROLS ELECTRONIC SYSTEMS, INC.",2025,CA-27,0.0
DYNAMIC SYSTEMS INC,2025,CA-36,0.0
AURORA SYSTEMS CONSULTING INC,2025,CA-36,47121.2
TECHNOLOGY UNLIMITED GROUP,2025,CA-50,0.0
"NEW TECH SOLUTIONS, INC.",2025,CA-17,76069.3
"ANALYSIS MODELING AND PROGRAMMING SCIENCES, INC.",2025,CA-48,0.0
PREDICTIVE SCIENCE INCORPORATED,2025,CA-51,80000.0
"NEW TECH SOLUTIONS, INC.",2025,CA-17,21625.0
"THE JANKOVICH COMPANY, LLC",2025,CA-44,0.0
ROCKWELL COLLINS INC,2025,CA-08,0.0
G. C. MICRO CORPORATION,2025,CA-02,2361.6
"NEW TECH SOLUTIONS, INC.",2025,CA-17,117425.0
BRANDYWINE COMMUNICATIONS,2025,CA-46,956621.0
"INFORMATION MANAGEMENT RESOURCES, INC.",2025,CA-40,0.0
"OMNI CONSULTING SOLUTIONS, INC.",2025,CA-36,0.0
"GDCA, INC.",2025,CA-14,7000.0
RANTEC POWER SYSTEMS INC.,2025,CA-24,-194500.0
RIX INDUSTRIES,2025,CA-08,457456.38
"L3HARRIS TECHNOLOGIES, INC",2025,CA-29,0.0
"MEGGITT DEFENSE SYSTEMS, INC.",2025,CA-47,0.0
"AVUM, INC.",2025,CA-26,248212.0
"FABRICATION TECHNOLOGIES INDUSTRIES, INC.",2025,CA-52,0.0
"SUNTIFF, LLC",2025,CA-42,11474.64
MICRO USA INC,2025,CA-49,0.0
"CUBIC DEFENSE APPLICATIONS, INC.",2025,CA-51,15791.82
NORTHROP GRUMMAN SYSTEMS CORPORATION,2025,CA-32,0.0
ITT AEROSPACE CONTROLS LLC,2025,CA-27,0.0
"COX CALIFORNIA TELCOM, LLC",2025,CA-52,4753.0
VIRTUAL COMPUTING TECHNOLOGY INC,2025,CA-49,0.0
ROBERT TAYLOR,2025,CA-04,20000.0
"ILLUMINA, INC.",2025,CA-50,90997.2
"DCX-CHOL ENTERPRISES, INC",2025,CA-43,0.0
RODGERS CARIE S,2025,CA-51,6543.68
"TEAMWORK SALES, INC.",2025,CA-37,14600.0
"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",2025,CA-23,0.0
"REAL-TIME INNOVATIONS, INC.",2025,CA-17,0.0
FLUID COMPONENTS INTERNATIONAL LLC,2025,CA-50,109340.0
ECLYPSE INTERNATIONAL CORPORATION,2025,CA-41,5585.0
ALLAN SAN DIEGO,2025,CA-07,-66000.0
"NEW TECH SOLUTIONS, INC.",2025,CA-17,481653.12
"NEW TECH SOLUTIONS, INC.",2025,CA-17,1327520.0
"NEW TECH SOLUTIONS, INC.",2025,CA-17,1890.0
"PATRIOT CONTRACT SERVICES, LLC",2025,CA-10,4552479.54
"NEW TECH SOLUTIONS, INC.",2025,CA-17,51624.17
BLUE TECH INC.,2025,CA-50,369935.01
NORTHROP GRUMMAN SYSTEMS CORPORATION,2025,CA-17,0.0
EDCO DISPOSAL CORP,2025,CA-51,0.0
"MERKEL & ASSOCIATES, INC.",2025,CA-51,0.0
"NEW TECH SOLUTIONS, INC.",2025,CA-17,247199.0
WESCO CONSTRUCTION,2025,CA-50,710649.0
"RMS NICKLAUS JV, LLC",2025,CA-24,0.0
AN41-AAK JV LLC,2025,CA-21,0.0
RAYTHEON COMPANY,2025,CA-36,0.0
RIVET OPERATIONS COMPANY LLC,2025,CA-51,16340.49
"ILLUMINA, INC.",2025,CA-50,0.0
"FRANKLIN YOUNG INTERNATIONAL, INCORPORATED",2025,CA-35,0.0
"DIMENSIONS CONSTRUCTION, INC.",2025,CA-51,0.0
M&A GLOBAL CARTRIDGES LLC,2025,CA-51,6540.0
KING NUTRONICS CORPORATION,2025,CA-32,11298.0
BJS & T ENTERPRISES INC,2025,CA-48,5465.0
HEAT LIGHT & SOUND RESEARCH INC,2025,CA-50,297422.0
NORTHWOOD SPACE CORP.,2025,CA-36,179293.84
"LASER PLUS IMAGING, LLC",2025,CA-32,1310.5
ACTION EMBROIDERY CORP,2025,CA-35,41850.0
INTERNATIONAL TELEVISION CORPORATION,2025,CA-44,99.97
"GOLDEN STATE MEDICAL SUPPLY, INC.",2025,CA-26,0.0
"PALMETTO STATE UTILITY SERVICES, INC.",2025,CA-47,179535.0
"LASER PLUS IMAGING, LLC",2025,CA-32,9577.5
"LASER PLUS IMAGING, LLC",2025,CA-32,793.8
"LASER PLUS IMAGING, LLC",2025,CA-32,13777.42
"PERSONAL STRENGTHS PUBLISHING, LLC",2025,CA-49,47846.8
"GOLDEN STATE MEDICAL SUPPLY, INC.",2025,CA-26,0.0
"ANDURIL INDUSTRIES, INC.",2025,CA-47,0.0
OAKRIDGE DYNAMICS LLC,2025,CA-36,254.0
T.P.S. AVIATION INC,2025,CA-14,17792.0
OAKRIDGE DYNAMICS LLC,2025,CA-36,3780.0
ROGERSON CONSULTING LLC,2025,CA-49,22998.12
PATRIOT MILITARY SUPPLY LLC,2025,CA-46,3995.0
"ONTIC ENGINEERING & MANUFACTURING, INC",2025,CA-32,50748.24
MDF TECHNOLOGIES INC,2025,CA-49,375.0
MDF TECHNOLOGIES INC,2025,CA-49,285.0
BIGGE CRANE AND RIGGING CO.,2025,CA-12,25141.39
ASTROPHYSICS INC,2025,CA-38,13100.0
C U ENTERPRISES LTD,2025,CA-24,1797.6
WHITE AERO INC,2025,CA-27,5270.0
EDEL ENGINEERING DEVELOPMENT CO.,2025,CA-43,7140.0
OAKRIDGE DYNAMICS LLC,2025,CA-36,432.0
PRIDE INDUSTRIES,2025,CA-03,0.0
"KIJERO, LLC",2025,CA-19,13500.0
"INSERTS & KITS, INC.",2025,CA-46,547.6
"MOTHER LODE VAN & STORAGE, INC",2025,CA-06,12398.0
VETERAN BUILDERS CORP,2025,CA-27,185501.0
INTERNATIONAL TELEVISION CORPORATION,2025,CA-44,4100.14
C U ENTERPRISES LTD,2025,CA-24,492.96
"QUALITY AVIATION, INC",2025,CA-35,7310.0
J G CONTRACTING,2025,CA-24,0.0
PER-GEESH CONSTRUCTION CORPORATION,2025,CA-02,0.0
"SOGEN COMPANY, INC.",2025,CA-14,7709.25
JNV GROUP,2025,CA-06,5379.0
CONDOR SECURITY OF AMERICA INC,2025,CA-18,700391.81
CENITH INNOVATIONS LLC,2025,CA-07,1378124.25
M4 BUILDERS,2025,CA-24,334524.2
DC PRECISION LLC,2025,CA-46,2560.0
"FDH AERO, LLC",2025,CA-42,-480.0
"ARIZONA AERO FASTENERS, INC",2025,CA-26,0.0
VIASAT INC,2025,CA-49,0.0
"WKF (FRIEDMAN) ENTERPRISES, INC.",2025,CA-09,157050.0
"PERCEPTRONICS SOLUTIONS, INC",2025,CA-32,4900000.0
AEQUOR INC.,2025,CA-49,0.0
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,2025,CA-51,0.0
"DCX-CHOL ENTERPRISES, INC",2025,CA-43,0.0
"MEG TECHNOLOGIES, INC.",2025,CA-47,0.0
THE BOEING COMPANY,2025,CA-42,0.0
MP AERO LLC,2025,CA-29,0.0
"EPIRUS, INC",2025,CA-43,0.0
INSULATION SOURCES INC,2025,CA-16,0.0
"DIVERGENT TECHNOLOGIES, INC.",2025,CA-44,106426.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2025,CA-32,0.0
"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",2025,CA-48,0.0
SCHORR DAVID,2025,CA-16,0.0
VIRIDIAN SPACE CORP,2025,CA-36,0.0
"HC MERCHANDISERS, INC.",2025,CA-35,0.0
MP AERO LLC,2025,CA-29,-1158.0
ABHB LLC,2025,CA-30,1025.82
"HC MERCHANDISERS, INC.",2025,CA-35,0.0
SKYSPARES PARTS INC,2025,CA-39,0.0
"FDH DEFENSE AFTERMARKET, LLC",2025,CA-42,500.0
"GORDON, BRUCE",2025,CA-45,2200.45
DC PRECISION LLC,2025,CA-46,7500.0
ADEPT FASTENERS INC,2025,CA-27,0.0
INTERNATIONAL TELEVISION CORPORATION,2025,CA-44,0.0
MICROTECH SYSTEMS INC,2025,CA-19,10614.71
DC PRECISION LLC,2025,CA-46,0.0
"STANDARD AERO PARTS, INC",2025,CA-26,-287.04
"STANDARD AERO PARTS, INC",2025,CA-26,2876.4
"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",2025,CA-48,0.0
"FISICA APPLIED TECHNOLOGIES, INC.",2025,CA-15,20805.0
"QUALITY AVIATION, INC",2025,CA-35,4000.0
"ARIZONA AERO FASTENERS, INC",2025,CA-26,850.75
"SIMI COMPONENTS, INC.",2025,CA-26,900.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2025,CA-36,500000.0
TUFF HARDWARE LLC,2025,CA-14,300.0
"HC MERCHANDISERS, INC.",2025,CA-35,2223.0
"SODERBERG MANUFACTURING COMPANY, INC.",2025,CA-38,29028.0
RIGHT FIND INC,2025,CA-41,373.75
"CRD MACHINING, INC.",2025,CA-43,0.0
"MEG TECHNOLOGIES, INC.",2025,CA-47,0.0
"HC MERCHANDISERS, INC.",2025,CA-35,0.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2025,CA-31,0.0
INSULATION SOURCES INC,2025,CA-16,0.0
"NATIONAL CONSTRUCTION RENTALS, INC.",2025,CA-29,0.0
ACE MAKER AVIATION LLC,2025,CA-02,-8000.0
"STANDARD AERO PARTS, INC",2025,CA-26,0.0
"ARIZONA AERO FASTENERS, INC",2025,CA-26,0.0
"JAMES L. HALL CO., INCORPORATED",2025,CA-04,3994.0
"INSERTS & KITS, INC.",2025,CA-46,0.0
"HC MERCHANDISERS, INC.",2025,CA-35,1222.4
QED INC,2025,CA-46,4328.0
MEND SOURCING SOLUTIONS LLC,2025,CA-42,2911.24
HOWMET GLOBAL FASTENING SYSTEMS INC,2025,CA-26,0.0
SPECIALIZED ELEVATOR CORPORATION,2025,CA-38,141463.92
HIIESALU ALAN J,2025,CA-23,4842.24
CADENCE DESIGN SYSTEMS INC,2025,CA-17,6050.0
MEND SOURCING SOLUTIONS LLC,2025,CA-42,0.0
"DCX-CHOL ENTERPRISES, INC",2025,CA-43,0.0
PCX INC,2025,CA-47,0.0
"SIMI COMPONENTS, INC.",2025,CA-26,1503.82
"HC MERCHANDISERS, INC.",2025,CA-35,0.0
"LEGACY AIRCRAFT SERVICES, INC",2025,CA-26,-3400.0
"SPECTROLAB, INC.",2025,CA-29,0.0
"WESTERN DIGITAL TECHNOLOGIES, INC.",2025,CA-19,500000.0
"HRL LABORATORIES, LLC",2025,CA-32,4244580.43
"MEG TECHNOLOGIES, INC.",2025,CA-47,5720.0
"TNS INDUSTRIES, INC.",2025,CA-38,2425.8
"ARIZONA AERO FASTENERS, INC",2025,CA-26,4754.08
"SAJJAD, ZAINAB S.",2025,CA-45,-4704.0
T.P.S. AVIATION INC,2025,CA-14,0.0
"INSERTS & KITS, INC.",2025,CA-46,303.6
"MEG TECHNOLOGIES, INC.",2025,CA-47,0.0
"2S TECHNOLOGIES, INC.",2025,CA-49,21000.0
ARYAN ENGINEERING & MANUFACTURING SERVICES INC.,2025,CA-17,4249.55
"HOUSE OF SCUBA, INC.",2025,CA-51,0.0
"GLOBAL SECURITY MANAGEMENT AGENCY, INC.",2025,CA-08,1147192.37
HOWMET GLOBAL FASTENING SYSTEMS INC,2025,CA-26,0.0
"SYSTEMS TECHNOLOGY, INC",2025,CA-43,0.0
"SIMI COMPONENTS, INC.",2025,CA-26,15552.0
"STANDARD AERO PARTS, INC",2025,CA-26,2744.0
THE CARPENTER GROUP,2025,CA-52,6500.0
PCX INC,2025,CA-47,65430.0
MDF TECHNOLOGIES INC,2025,CA-49,1267.5
"CONNECTEC COMPANY, INC.",2025,CA-47,0.0
INSULATION SOURCES INC,2025,CA-16,-1768.39
TVL 22 LLC,2025,CA-17,-1224.75
SKYSPARES PARTS INC,2025,CA-39,0.0
INSULATION SOURCES INC,2025,CA-16,6000.0
"TRONSON MANUFACTURING, INC",2025,CA-17,0.0
"GLENAIR, INC.",2025,CA-30,0.0
"HYDRAULICS INTERNATIONAL, INC.",2025,CA-32,2137.88
"AEROMETALS, INC.",2025,CA-05,25764.0
"STANDARD AERO PARTS, INC",2025,CA-26,7612.92
5TH AVE MANAGEMENT GROUP LLC,2025,CA-36,10.5
DC PRECISION LLC,2025,CA-46,4690.0
"GLENAIR, INC.",2025,CA-30,0.0
"VESTIS SERVICES, LLC",2025,CA-30,0.0
"OLMAR SUPPLY, INC.",2025,CA-14,2670.1
"MARVIN ENGINEERING CO, INC",2025,CA-43,0.0
"HC MERCHANDISERS, INC.",2025,CA-35,450.45
EDEL ENGINEERING DEVELOPMENT CO.,2025,CA-43,58016.0
"FDH AERO, LLC",2025,CA-42,2837.1
"HC MERCHANDISERS, INC.",2025,CA-35,-4206.6
RIPA ENGINEERING CORP,2025,CA-32,-16880.0
"ARIZONA AERO FASTENERS, INC",2025,CA-26,0.0
"SIMI COMPONENTS, INC.",2025,CA-26,3990.0
WHITE AERO INC,2025,CA-27,331.98
"SIMI COMPONENTS, INC.",2025,CA-26,5101.35
TS GOVERNMENT SOLUTIONS. LLC,2025,CA-41,109740.0
"AIR/FLEX INDUSTRIES, INC.",2025,CA-35,0.0
"INSERTS & KITS, INC.",2025,CA-46,8989.5
"SUPREME EDGELIGHT DEVICES, INC.",2025,CA-03,1370.0
"MEG TECHNOLOGIES, INC.",2025,CA-47,2455.65
"HC MERCHANDISERS, INC.",2025,CA-35,2265.9
M&B ASSEMBLY CORP,2025,CA-43,0.0
"ONTIC ENGINEERING & MANUFACTURING, INC",2025,CA-32,172505.6
"PEREZ MACHINE, INC.",2025,CA-43,0.0
"FISICA APPLIED TECHNOLOGIES, INC.",2025,CA-15,0.0
"ALLAN AIRCRAFT SUPPLY CO., LLC",2025,CA-29,6776.55
PARKER-HANNIFIN CORPORATION,2025,CA-47,0.0
"FISICA APPLIED TECHNOLOGIES, INC.",2025,CA-12,0.0
"AEROMETALS, INC.",2025,CA-05,0.0
"FIFTH GAIT TECHNOLOGIES, INC.",2025,CA-24,0.0
ARES TECHNICAL SERVICES CORPORATION,2025,CA-15,632617.9
"CONNECTEC COMPANY, INC.",2025,CA-47,0.0
"INTERNATIONAL PRECISION, INC",2025,CA-32,0.0
ITT AEROSPACE CONTROLS LLC,2025,CA-27,-8723.0
"CORGISTICS, INC.",2025,CA-29,0.0
VECTOR ATOMIC INC,2025,CA-14,1999999.28
"FEDERAL INDUSTRIES, INC.",2025,CA-36,20564.0
"HEALTH NET FEDERAL SERVICES, LLC",2025,CA-06,-182778.06
ITT AEROSPACE CONTROLS LLC,2025,CA-27,0.0
"SYNERGETIC TECHNOLOGIES GROUP, INC",2025,CA-31,0.0
"RVP PRECISION METAL FABRICATORS, INC.",2025,CA-27,2247.0
"AEROMETALS, INC.",2025,CA-05,8992.0
"CUMMINS AEROSPACE, LLC",2025,CA-46,70915.08
MILLENNIUM AEROSPACE AND DEFENSE,2025,CA-05,17266.62
"FLAME ENTERPRISES, INC.",2025,CA-32,1830.2
BANDAK AVIATION INC,2025,CA-35,0.0
INFINITY PRECISION INC,2025,CA-26,-152.83
"HC MERCHANDISERS, INC.",2025,CA-35,0.0
MILLENNIUM AEROSPACE AND DEFENSE,2025,CA-05,0.0
"TRONSON MANUFACTURING, INC",2025,CA-17,-2100.0
"MANEY AIRCRAFT, INC.",2025,CA-35,10500.0
HOWMET GLOBAL FASTENING SYSTEMS INC,2025,CA-26,6651.0
"INTERNATIONAL PRECISION, INC",2025,CA-32,0.0
RAYTHEON COMPANY,2025,CA-45,0.0
"PEREZ MACHINE, INC.",2025,CA-43,0.0
"COATING SPECIALTIES, INC",2025,CA-43,0.0
"HYDRAULICS INTERNATIONAL, INC.",2025,CA-32,0.0
WHITE AERO INC,2025,CA-27,362.66
"QUALITY AVIATION, INC",2025,CA-35,3600.0
"HYDRAULICS INTERNATIONAL, INC.",2025,CA-32,1640.12
"LEE AIR COMPANY, INC.",2025,CA-29,850.0
"THERMAL STRUCTURES, INC",2025,CA-90,0.0
"CORGISTICS, INC.",2025,CA-29,0.0
RIPA ENGINEERING CORP,2025,CA-32,0.0
JKOZ ENGINEERING INC,2025,CA-48,0.0
"INTEGRAL AEROSPACE, LLC",2025,CA-46,0.0
SKYSPARES PARTS INC,2025,CA-39,0.0
AIRBORNE SYSTEMS NORTH AMERICA OF CA INC,2025,CA-46,0.0
JKOZ ENGINEERING INC,2025,CA-48,174960.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2025,CA-17,677982.0
"AMETEK AMERON, LLC",2025,CA-31,0.0
MDF TECHNOLOGIES INC,2025,CA-49,2925.0
"COMTECH SATELLITE NETWORK TECHNOLOGIES, INC.",2025,CA-17,6369.45
"CONTINENTAL MARITIME OF SAN DIEGO, LLC",2025,CA-52,2958100.11
NATIONAL STEEL AND SHIPBUILDING COMPANY,2025,CA-52,100460.07
NORTHROP GRUMMAN SYSTEMS CORPORATION,2025,CA-17,0.0
GENERAL ATOMICS,2025,CA-50,0.0
"CLIPPER OIL, INC.",2025,CA-50,4410.0
FITZHUGH CLIFTON,2025,CA-51,1425.0
WHITE AERO INC,2025,CA-27,9100.0
"HYDRAULICS INTERNATIONAL, INC.",2025,CA-32,262.9
"UMPCO, INC.",2025,CA-45,330.85
"SEKAI ELECTRONICS, INC.",2025,CA-47,151120.0
"ADVANTECH GS ENTERPRISES, INC.",2025,CA-50,0.0
"MEROXA, INC.",2025,CA-12,0.0
EATON AEROSPACE LLC,2025,CA-30,325950.0
AHNTECH INC,2025,CA-16,0.0
PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA LLC),2025,CA-18,0.0
ROCKWELL COLLINS INC,2025,CA-08,0.0
"WESTAIR GASES & EQUIPMENT, INC.",2025,CA-50,0.0
GOLDEN STAR TECHNOLOGY INC,2025,CA-45,0.0
MDF TECHNOLOGIES INC,2025,CA-49,-4840.0
CAMERON ENERGY SERVICES CORP.,2025,CA-31,43110.0
ADEPT FASTENERS INC,2025,CA-27,0.0
"LAIRD R & F PRODUCTS, INC.",2025,CA-49,-6993.0
"AIR CENTER SAN DIEGO, LLC",2025,CA-52,0.0
"NETKOMP, INC.",2025,CA-41,115.0
HYDRO-AIRE AEROSPACE CORP,2025,CA-30,40722.0
EDDY PUMP CORPORATION,2025,CA-48,391356.0
QUANTUM VENTURA INC,2025,CA-18,0.0
MILLENNIUM AEROSPACE AND DEFENSE,2025,CA-05,0.0
"ACE AVIATION SERVICE, INC",2025,CA-49,7246.72
PCX INC,2025,CA-47,5979.75
LUCAS SIGNATONE CORP,2025,CA-18,45185.0
C & W MANUFACTURING,2025,CA-13,-5000.0
"PATRIOT CONTRACT SERVICES, LLC",2025,CA-10,-232720.21
AMPEX DATA SYSTEMS CORPORATION,2025,CA-14,540.0
R3 STRATEGIC SUPPORT GROUP INC,2025,CA-50,0.0
"GUERRERO PROFESSIONAL SERVICES, INC.",2025,CA-48,0.0
"HC MERCHANDISERS, INC.",2025,CA-35,0.0
"CONNECTEC COMPANY, INC.",2025,CA-47,88750.0
"NETKOMP, INC.",2025,CA-41,3619.74
"U.S. RUBBER TECH, INC.",2025,CA-15,40.92
"HYDRAULICS INTERNATIONAL, INC.",2025,CA-32,769.08
"ARGO SPRING MANUFACTURING CO., INC.",2025,CA-38,2307.24
"QPI PRO, INC.",2025,CA-46,0.0
"INTERNATIONAL FLEET SALES, INC.",2025,CA-12,2458.01
PARKER-HANNIFIN CORPORATION,2025,CA-47,0.0
"FISICA APPLIED TECHNOLOGIES, INC.",2025,CA-15,0.0
"MEGGITT DEFENSE SYSTEMS, INC.",2025,CA-47,7792.0
TRANSDIGM INC,2025,CA-42,54721.53
J W MILLS MANAGEMENT LLC,2025,CA-26,3163.52
"OXNARD PRECISION FABRICATION, INC.",2025,CA-26,-5158.14
"COFFMAN SPECIALTIES, INC.",2025,CA-51,0.0
CARBON SUPPLY INC,2025,CA-42,22500.0
"HORNET ACQUISITIONCO, LLC",2025,CA-40,0.0
"CUBIC DEFENSE APPLICATIONS, INC.",2025,CA-51,5296.8
"ADVANCED THERMAL PRODUCTS, INC.",2025,CA-47,4250.0
ZEMARC CORPORATION,2025,CA-42,0.0
PCX INC,2025,CA-47,1943.94
GRANITE-OBAYASHI A JOINT VENTURE,2025,CA-18,0.0
ACE MAKER AVIATION LLC,2025,CA-02,0.0
"KIJERO, LLC",2025,CA-19,165726.0
"MARVIN LAND SYSTEMS, INC.",2025,CA-43,27500.0
"OLMAR SUPPLY, INC.",2025,CA-14,203409.99
