recipient_name,action_date_fiscal_year,prime_award_transaction_recipient_cd_current,federal_action_obligation
LOMA LINDA UNIVERSITY,2005,CA-23,32095.0
"EDAW, INC.",2005,CA-90,108000.0
"GATEWAY, INC",2005,CA-48,-11700.0
LOCKHEED MARTIN CORP,2005,CA-17,16964286.0
ROCKWELL INTERNATIONAL CORP,2005,CA-42,3470954.0
"VERTIGO, INC.",2005,CA-41,1034000.0
"DEL-JEN, INC.",2005,CA-36,56500.0
THE LELAND STANFORD JUNIOR UNIVERSITY,2005,CA-18,186265.0
EDWARDS LIFESCIENCES LLC,2005,CA-47,7220.0
"TRIPLE AAA WATER CO., THE",2005,CA-25,12482.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2005,CA-36,20487.0
BIOGEN IDEC INC.,2005,CA-90,-2175.0
STEALTH NETWORK COMMUNICATIONS INC,2005,CA-14,13961.0
"DIAMOND DIESEL SERVICE, INC.",2005,CA-12,3495.0
"MIRANDA'S LANDSCAPING, INC.",2005,CA-24,58384.0
L3HARRIS INTERSTATE ELECTRONICS CORPORATION,2005,CA-46,998000.0
RAYTHEON COMMAND & CONTROL SOLUTIONS LLC,2005,CA-22,17130.0
PEREGRINE REMEDY CORPORATION,2005,CA-16,-3525.0
"EAGLE INTEGRATED SOLUTIONS, INC",2005,,5250.0
JOYCE MOVING & STORAGE INC,2005,CA-33,8094.0
"REAL LIFE NUTRITION, INC.",2005,CA-36,45000.0
"PHOTO-SONICS, INC.",2005,CA-30,98620.0
"ZOROVIC, NATALIE",2005,CA-03,-230.0
SANTOS EXCAVATING INC,2005,CA-01,147300.0
LUNGWITZ ELLA,2005,CA-04,2000.0
A AND B ACQUISITIONS,2005,CA-23,17200.0
SUN MICROSYSTEMS INC,2005,CA-17,8521.0
CONSOLIDATED ELECTRICAL DISTRIBUTERS,2005,CA-26,3297.0
"PHOTO-SONICS, INC.",2005,CA-30,1088700.0
"AEK TECHNOLOGY, LLC",2005,CA-29,4918.0
"S.K.M. SYSTEMS ANALYSIS, INC.",2005,,5000.0
DIVINE IMAGING INC.,2005,CA-36,9750.0
LOGISTICAL SUPPORT LLC,2005,CA-32,54040.0
"ETHICON, INC",2005,CA-47,22628.0
STAY SAFE STORE,2005,CA-05,8122.0
DELUTTI INC,2005,,4499.0
FAR WEST BUSINESS SYSTEM,2005,,10000.0
"GLENAIR, INC.",2005,CA-30,3408.0
SECURITYBASE.COM,2005,CA-40,4352.0
"MOBILE STORAGE GROUP, INC.",2005,CA-30,650.0
"SECO SEALS, INC",2005,CA-47,2712.0
"R.C.S. MANUFACTURING, INC.",2005,CA-52,27800.0
DEMO SYSTEMS LIMITED LIABILITY COMPANY,2005,CA-26,62370.0
FERRARI COLOR INC,2005,CA-07,4700.0
"DABICO, INC",2005,CA-47,4927.0
"CUMMINS AEROSPACE, LLC",2005,CA-46,84850.0
"INTERNATIONAL PRECISION, INC",2005,CA-32,22050.0
RAE SYSTEMS INC.,2005,CA-17,19345.0
"ARMOUR OF AMERICA, INCORPORATED",2005,CA-43,87360.0
PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA LLC),2005,CA-18,3063.0
GALI CORPORATION,2005,CA-36,11271.0
"L3HARRIS TECHNOLOGIES, INC",2005,CA-90,76000.0
"QORVO CALIFORNIA, INC.",2005,CA-26,750000.0
"BIOSENSE WEBSTER, INC.",2005,CA-38,4835.0
TELAIR INTERNATIONAL INCORPORATED,2005,CA-26,0.0
KING NUTRONICS CORPORATION,2005,CA-32,4562.0
"DYNAMIC WAVE TELECOM, INC.",2005,CA-46,0.0
"SIMKINS COMPANY, INC.",2005,CA-46,3972.0
DATA PHYSICS CORPORATION,2005,CA-90,36600.0
NORITSU AMERICA CORPORATION,2005,CA-45,6980.0
"BECKMAN COULTER, INC",2005,CA-90,2145.0
"GIS/SOLUTIONS, INC",2005,CA-90,4780.0
"ANACAPA SCIENCES, INC.",2005,CA-24,375000.0
"BECKMAN COULTER, INC",2005,CA-90,1.0
KARL STORZ ENDOSCOPY-AMERICA INC,2005,CA-90,3388.0
"BECKMAN COULTER, INC",2005,CA-90,185000.0
"CUBIC DEFENSE APPLICATIONS, INC.",2005,CA-51,9000.0
ALLRIGHT DIVERSIFIED SERVICES INC,2005,CA-21,348336.0
"PORTABLE WAREHOUSE CORP., THE",2005,CA-40,9930.0
PETER PEPPER PRODUCTS INC,2005,CA-44,28638.0
"LEIDOS, INC.",2005,CA-90,100000.0
VIDENT,2005,CA-90,-50.0
"ZLB BIOPLASMA, INC.",2005,CA-30,12391.0
"LEIDOS, INC.",2005,CA-90,300000.0
BAE SYSTEMS NATIONAL SECURITY SOLUTIONS INC.,2005,CA-50,360607.0
"BECKMAN COULTER, INC",2005,CA-90,40232.0
PROTAGONIST TECHNOLOGY LLC,2005,CA-36,370000.0
PETER PEPPER PRODUCTS INC,2005,CA-44,981.0
"TECHNICAL COMMUNITIES, INC.",2005,CA-15,857.0
LN CURTIS & SONS,2005,CA-12,33990.0
"MANTECH SRS TECHNOLOGIES, INC.",2005,CA-47,187466.0
"INTEGRATED DATA SERVICES, LLC",2005,CA-36,0.0
"PC SPECIALISTS, INC.",2005,CA-90,11589.0
THERMAL COMBUSTION INNOVATORS INC,2005,CA-33,-371.0
"PC MALL, INC",2005,CA-90,0.0
CPD INDUSTRIES,2005,CA-35,3462.0
"RGB SYSTEMS, INC",2005,CA-46,19759.0
"SERENA SOFTWARE, INC.",2005,CA-15,8756.0
RAPISCAN SYSTEMS INC,2005,CA-43,79500.0
"BECKMAN COULTER, INC",2005,CA-90,32435.0
"LEIDOS, INC.",2005,CA-90,39169.0
"BECKMAN COULTER, INC",2005,CA-39,0.0
"SKY SAILING, INC.",2005,CA-48,3000.0
"POLYCOM, INC.",2005,CA-14,4034.0
"CAMELBAK PRODUCTS, LLC",2005,CA-02,6530.0
"NOBEL BIOCARE USA, LLC",2005,CA-40,6367.0
AMRON INTERNATIONAL INC,2005,CA-49,3844.0
DYNAMIC SYSTEMS INC,2005,CA-90,58354.0
PLEION CORPORATION,2005,CA-46,8174.0
"AGILENT TECHNOLOGIES, INC.",2005,CA-17,102595.0
"PELICAN PRODUCTS, INC.",2005,CA-90,21477.0
SAN LUIS BUTANE DISTRIBUTORS,2005,CA-19,309400.0
CHROME,2005,CA-90,5000.0
"PICO MACOM, INC",2005,CA-90,11185.0
"MARINE GROUP BOAT WORKS, LLC",2005,CA-52,7700.0
"WEST COAST BUSINESS PRODUCTS, INC.",2005,CA-32,2764.0
ROADHAULER INC,2005,CA-41,9699.0
DIVING UNLIMITED INTERNATIONAL INC,2005,CA-90,94147.0
BLUE TECH INC.,2005,CA-90,6568.0
"PC SPECIALISTS, INC.",2005,CA-90,31176.0
"TECHNICAL COMMUNITIES, INC.",2005,CA-15,12110.0
"PELCO, INC.",2005,CA-20,6766.0
"NEW TECH SOLUTIONS, INC.",2005,CA-90,11445.0
WORKRITE ERGONOMICS LLC,2005,CA-02,-86.0
IMAX SERVICE CORP,2005,CA-90,0.0
"PC SPECIALISTS, INC.",2005,CA-90,39944.0
SIBELIUS USA INC,2005,CA-10,20418.0
"BECKMAN COULTER, INC",2005,CA-39,0.0
"TELEDYNE SCIENTIFIC & IMAGING, LLC",2005,CA-26,1423493.0
"VANTAGE VEHICLE INTERNATIONAL, INC",2005,CA-46,9463.0
"AGILENT TECHNOLOGIES, INC.",2005,CA-17,-4451.0
SWATH OCEAN SYSTEMS LLC,2005,CA-52,4393094.0
"QUADIENT, INC.",2005,CA-14,22319.0
AIRLINK NETWORK CORPORATION,2005,CA-38,8892.0
"PLUMTREE SOFTWARE, INC",2005,CA-11,30490.0
"PC SPECIALISTS, INC.",2005,CA-90,7670.0
QUEST SOFTWARE INC,2005,CA-47,-3280.0
EPSON AMERICA INC,2005,CA-90,2789.0
"CALIFORNIA PACIFIC ASSOCIATES, LLC",2005,CA-15,0.0
"IS, INC.",2005,CA-06,6900.0
"LEIDOS, INC.",2005,CA-90,397652.0
"FEDERAL EDGE, INC.",2005,CA-39,3418.0
"CAMELBAK PRODUCTS, LLC",2005,CA-02,40300.0
GENTEX CORP,2005,CA-90,995.0
"WEST COAST BUSINESS PRODUCTS, INC.",2005,CA-32,4265.0
NEW HORIZONS COMPUTER LEARNING CENTERS INC,2005,CA-46,10000.0
AARDVARK,2005,CA-31,29558.0
"ATHANA INTERNATIONAL, INC.",2005,CA-36,48900.0
"AGILENT TECHNOLOGIES, INC.",2005,CA-17,18363.0
"L-3 SERVICES, INC.",2005,CA-90,101209.0
"AGILENT TECHNOLOGIES, INC.",2005,CA-17,13528.0
"BLACKWOOD'S, INC.",2005,CA-52,6002.0
DDY WING AVIATION INCORPORATED,2005,CA-29,0.0
"SPS TECHNOLOGIES, LLC",2005,CA-46,8680.0
PROPULSION CONTROLS ENGINEERING,2005,CA-52,3480.0
"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",2005,CA-23,21267.0
"LEIDOS, INC.",2005,CA-90,97976.0
DYNAMIC SYSTEMS INC,2005,CA-43,8744.0
"SIERRA MONOLITHICS, INC.",2005,CA-36,58800.0
ALHATTI CHRISTIAN RESORT,2005,CA-36,0.0
"ACCUSOURCE OPERATIONS, INC.",2005,CA-14,6318.0
"CIRCLE W. ENTERPRISES, INC.",2005,CA-27,130.0
NORTHRIDGE EQUIPMENT CO,2005,CA-32,-3674.0
BRISTOL HOTEL,2005,CA-50,39102.0
PETERSONS HYDRAULICS INC,2005,CA-43,3500.0
"R. E. GOODSPEED AND SONS DISTRIBUTING, INC.",2005,CA-23,9490.0
"ILN TECHNOLOGIES, INC.",2005,CA-32,9500.0
"ILN TECHNOLOGIES, INC.",2005,CA-32,675.0
H. CO. COMPUTER PRODUCTS,2005,CA-47,51520.0
"LEIDOS, INC.",2005,CA-50,1236524.0
RADIO SUPPLY CORPORATION,2005,CA-50,5186.0
"HEALTH NET FEDERAL SERVICES, LLC",2005,CA-90,-117096000.0
LAKESHORE EQUIPMENT COMPANY,2005,CA-44,6870.0
"CASEMAN, INC.",2005,CA-50,4779.0
"GOVPLACE, LLC",2005,CA-24,7253.0
LEIDOS INC,2005,CA-49,7790.0
RGB SPECTRUM,2005,CA-12,-299.0
"NEW TECH SOLUTIONS, INC.",2005,CA-17,19176.0
PORT A COOL SALES & RENTALS INC,2005,CA-50,25865.0
"MMG TECHNOLOGY GROUP, INC.",2005,CA-07,3555.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2005,CA-52,52234.0
AARDVARK,2005,CA-31,6035.0
"PACIFIC WESTERN TECHNOLOGY, INC.",2005,CA-40,119.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2005,CA-90,220846.0
HEAT LIGHT & SOUND RESEARCH INC,2005,CA-50,49950.0
"CUBIC DEFENSE APPLICATIONS, INC.",2005,CA-90,44661.0
"F A SYSTEMS, INC.",2005,CA-90,8850.0
"SUMMIT TRAVELWARE, INC.",2005,CA-29,9183.0
"RECON ENVIRONMENTAL,INC.",2005,CA-50,62980.0
"PACIFIC AIR LOGISTICS, INC.",2005,CA-27,1035.0
"HEALTH NET FEDERAL SERVICES, LLC",2005,CA-90,12100000.0
NEW HORIZONS COMPUTER LEARNING CENTERS INC,2005,CA-46,3924.0
JEFFREY N YOUNGGREN PHD,2005,CA-36,600.0
THE DEUTSCH COMPANY INC,2005,CA-90,14508.0
"LEIDOS, INC.",2005,CA-90,143579.0
"CAMELBAK PRODUCTS, LLC",2005,CA-02,-4873.0
WALKER WEST LLC,2005,CA-90,19.0
"ABTECH SYSTEMS, INC.",2005,CA-49,10645.0
"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",2005,CA-23,8802.0
"AGILENT TECHNOLOGIES, INC.",2005,CA-17,1.0
"CAMELBAK PRODUCTS, LLC",2005,CA-02,9535.0
OFFICE AUTOMATION GROUP,2005,CA-18,50000.0
"HD SUPPLY, INC.",2005,CA-90,4065.0
AMRON INTERNATIONAL INC,2005,CA-49,46685.0
"CERADYNE, INC.",2005,CA-47,1560000.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,2005,CA-90,15000.0
"HEALTH NET, INC.",2005,CA-32,7251.0
"AGILENT TECHNOLOGIES, INC.",2005,CA-17,2247.0
DIONEX CORPORATION,2005,CA-17,59723.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2005,CA-90,180175.0
"BAE SYSTEMS MARITIME ENGINEERING & SERVICES, INC.",2005,CA-51,-200000.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2005,CA-17,144261.0
ANRITSU COMPANY,2005,CA-18,43765.0
SCOTT D PARRISH,2005,CA-19,9000.0
"BARKSDALE, INC",2005,CA-90,19240.0
"QUEST INTERNATIONAL MONITOR SERVICE, INC.",2005,CA-47,8880.0
"DEFENSEWEB TECHNOLOGIES, INC.",2005,CA-90,607500.0
TELEDYNE RESON INC,2005,CA-24,30895.0
"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",2005,CA-23,35034.0
"SURE POWER, INC",2005,CA-90,0.0
"JAV, INC.",2005,CA-24,3510.0
INDUS TECHNOLOGY INC,2005,CA-90,19000.0
VACCO INDUSTRIES,2005,CA-31,56677.0
"RUGGEDTRONICS, INC.",2005,CA-90,6864.0
"PRIME MEASUREMENT PRODUCTS, L",2005,,400.0
"DANMAR INDUSTRIES, INC.",2005,CA-26,69650.0
"ADVANCED POWER PRODUCTS, INC",2005,CA-31,4033.0
DYNAMIC INSTRUMENTS INCORPORATED,2005,CA-90,1762.0
"COSMODYNE, LLC",2005,CA-47,-5172.0
OTG SOFTWARE INCORPORATED,2005,CA-16,4036.0
VACCO INDUSTRIES,2005,CA-31,22134.0
"AGILENT TECHNOLOGIES, INC.",2005,CA-17,76401.0
"BARKSDALE, INC",2005,CA-90,4000.0
PAGE MEDICAL EQUIPMENT AND SUPPLIES INC.,2005,CA-90,9027.0
VA SOFTWARE CORPORATION,2005,CA-90,60540.0
"DELPHI RESEARCH, INC.",2005,CA-51,0.0
"AJAVA SYSTEMS, INC.",2005,CA-49,4995.0
NYLOK CORPORATION,2005,CA-46,4945.0
ARGENT GROUP LTD,2005,CA-11,0.0
"TNT CABLE INDUSTRIES, INC.",2005,CA-50,99045.0
INNOVASYSTEMS INTERNATIONAL LLC,2005,CA-90,0.0
MISSION RESEARCH CORPORATION,2005,CA-24,72250.0
NEWPORT CORP,2005,CA-47,18310.0
"PALOMAR PRODUCTS, INC.",2005,CA-40,-3438.0
REPUBLIC MACHINERY CO INC,2005,CA-44,18900.0
INTELESIS TECHNOLOGIES CORP,2005,CA-51,0.0
"QUALITY INNOVATIVE SOLUTIONS, INC.",2005,CA-26,0.0
"TEAC AEROSPACE TECHNOLOGIES, INC",2005,CA-38,0.0
"J.D. PACKAGING GROUP, INC.",2005,CA-90,47986.0
"ZELAND SOFTWARE, INC.",2005,CA-90,3160.0
INTERNATIONAL TRANSDUCER CORP,2005,CA-24,46500.0
CARR MATH SERVICES,2005,CA-19,33000.0
PKA ASSOCIATES,2005,CA-46,9155.0
"WALKER DESIGN, INC.",2005,CA-29,23172.0
MENTOR WORLDWIDE LLC,2005,CA-24,2667.0
ALPHA COMPUTER INC,2005,CA-31,216.0
PACIFIC MARITIME GROUP INC,2005,CA-52,90000.0
TALLEY INC,2005,CA-06,11763.0
MASON ELECTRIC CO.,2005,CA-29,140000.0
DIONEX CORPORATION,2005,CA-17,6096.0
"KRATOS MICROWAVE, INC.",2005,CA-17,17150.0
"PHOTO-SONICS, INC.",2005,CA-30,461019.0
"ALLIED HIGH TECH PRODUCTS, INC.",2005,,43560.0
"ABCISP, INC.",2005,CA-50,873480.0
"MOTION & FLOW CONTROL PRODUCTS, INC.",2005,CA-46,1774.0
PRUDENTIAL OVERALL SUPPLY,2005,CA-52,9984.0
"ACE UNIFORMS AND ACCESSORIES, INC",2005,CA-50,5202.0
"CARDINAL HEALTH 414, LLC",2005,CA-51,980.0
MICRO THERAPEUTICS INC,2005,CA-47,5280.0
PARKER-HANNIFIN CORPORATION,2005,CA-47,3500.0
PARKER-HANNIFIN CORPORATION,2005,CA-47,6000.0
"GLOBAL INTEGRATED SERVICES, INC",2005,CA-90,10000.0
ECTRON CORP,2005,CA-51,7075.0
GIGATREND INC,2005,CA-49,4589.0
DUPLAN INDUSTRIES,2005,CA-50,19530.0
CUMMINS CAL PACIFIC LLC,2005,CA-24,31.0
CALIFORNIA INSTITUTE OF TECHNOLOGY,2005,CA-28,78478.0
"JOB OPTIONS, INCORPORATED",2005,CA-51,22204.0
UNIVERSITY OF CALIFORNIA SAN DIEGO,2005,CA-50,552000.0
"CLASSIC CHARTER, INC.",2005,CA-21,22480.0
VERSAFORM CORP.,2005,CA-49,5751.0
CARMANAH TECHNOLOGIES (US) CORPORATION,2005,CA-19,186605.0
"SID'S CARPET BARN, INC.",2005,CA-52,4006.0
"UNITED CLEANERS SUPPLY, INC",2005,CA-48,2779.0
PARKER-HANNIFIN CORPORATION,2005,CA-47,5441.0
N'SPINE MONITORING,2005,CA-49,1150.0
"ARC MACHINES, INC.",2005,CA-29,0.0
PETERSON SYSTEMS INTERNATIONAL INC.,2005,CA-31,1.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2005,CA-32,20142.0
"AERO ENGINEERING & MANUFACTURING COMPANY OF CALIFORNIA, LLC",2005,CA-27,22185.0
M.A.S.S.H. INC.,2005,CA-48,16626.0
M.A.S.S.H. INC.,2005,CA-48,4471.0
PREMIER COPPER AND BRASS \ PACIFIC INCORPORATED,2005,CA-52,2492.0
"WELDING WAREHOUSE INC, THE",2005,CA-42,7968.0
OLYMPUS AMERICA INC,2005,CA-17,790.0
TACTICAL ASSAULT GEAR,2005,CA-52,23105.0
GE FANUC EMBEDDED SYSTEMS,2005,CA-24,13735.0
CUMMINS WEST INC,2005,CA-12,4080.0
MILITARY AIRCRAFT PARTS,2005,CA-06,33291.0
REHAN INDUSTRIAL SUPPLY INC.,2005,CA-90,13453.0
HYDRO-AIRE AEROSPACE CORP,2005,CA-30,14674.0
A-1 COATINGS CO.,2005,CA-24,-30015.0
"J.D.A. MARITIME, INC.",2005,CA-50,21100.0
THE FLAMEMASTER CORPORATION,2005,CA-90,4455.0
"ACCUSOURCE OPERATIONS, INC.",2005,CA-14,2482.0
"J.D.A. MARITIME, INC.",2005,CA-50,1200.0
PEARSON DENTAL SUPPLIES INC,2005,CA-29,3406.0
"LEIDOS, INC.",2005,CA-90,220000.0
DRESSER RAND COMPANY (7619),2005,CA-52,7236.0
"COBHAM EXETER, INC.",2005,CA-47,6264.0
FRONTIER SYSTEMS INC,2005,CA-47,100878.0
PHAOSTRON INSTRUMENT AND ELECTRONIC COMPANY,2005,CA-31,4316.0
"GLENAIR, INC.",2005,CA-30,7184.0
RUBICON PROGRAMS INC,2005,CA-08,31903.0
"MEGGITT (ORANGE COUNTY), INC.",2005,CA-49,266640.0
D. BULL MEDICAL CORP,2005,CA-50,279232.0
"CUBIC DEFENSE APPLICATIONS, INC.",2005,CA-90,691548.0
FEDERAL EXPRESS CORP.,2005,CA-36,76.0
ULTRA SECURITY,2005,CA-90,3449.0
"CAMARILLO DEFENSE, LLC",2005,CA-26,7282.0
"F A SYSTEMS, INC.",2005,CA-43,3394.0
"ROCKWELL COLLINS, INC.",2005,CA-17,6918044.0
"KING TECHNOLOGIES, INC.",2005,CA-90,49397.0
AZTEC TECHNOLOGY CORP,2005,CA-49,9787.0
POWER ENGINEERING CONSTRUCTION COMPANY,2005,CA-12,8562.0
"DISPLAY PRODUCTS, INC.",2005,CA-36,3155.0
"SDV TELECOMMUNICATIONS, INC.",2005,CA-03,90000.0
"BUCKLEY, MICHAEL",2005,CA-90,3840.0
WATERMAKER STORE INC.,2005,CA-50,6976.0
MASON ELECTRIC CO.,2005,CA-29,3750.0
DESCO MANUFACTURING COMPANY,2005,,15594.0
DAWN VME PRODUCTS,2005,CA-90,-4950.0
E R O N,2005,CA-26,21986.0
"PROTOTYPE ENGINEERING, INC.",2005,CA-90,247500.0
"NORTHROP GRUMMAN DEFENSE MISSION SYSTEMS, INC.",2005,CA-44,5250.0
"EVOLVING RESOURCES, INC.",2005,CA-26,365123.0
RAYTHEON COMPANY,2005,CA-36,89473.0
MATHEWS CHEMICAL & SUPPLY CO,2005,CA-52,8109.0
"AIRCRAFT COVERS, INC.",2005,CA-17,16450.0
"RALC, INC",2005,CA-48,8510.0
"JUNO TECHNOLOGIES, LLC",2005,CA-90,9973.0
ABERDEEN LLC,2005,CA-38,23264.0
"ALLIED CONTAINER SYSTEMS, INCORPORATED",2005,CA-10,4900661.0
"PRO-PIPE, INC.",2005,CA-40,16700.0
"B. & E. MANUFACTURING CO., INC.",2005,CA-46,4506.0
"ACE AVIATION SERVICE, INC",2005,CA-49,2616.0
PARKER-HANNIFIN CORPORATION,2005,CA-47,105071.0
"RNK INTERNATIONAL, INC.",2005,CA-90,12900.0
T.P.S. AVIATION INC,2005,CA-14,12930.0
"STAPLES & PFEIFFER, INC.",2005,CA-06,4542.0
ROYA SADAGHIANI,2005,CA-90,4093.0
"FORTERRA SYSTEMS, INC.",2005,CA-15,75000.0
"HP, INC.",2005,CA-16,8322.0
BLAST COAT SYSTEMS INC,2005,CA-90,4804.0
"RAYTHEON APPLIED SIGNAL TECHNOLOGY, INC.",2005,CA-90,1250000.0
LOCKHEED MARTIN CORPORATION,2005,CA-27,100000.0
CU ENTERPRISES LTD,2005,CA-24,6600.0
DOWNEY MANUFACTURING INC,2005,CA-42,46604.0
NORJEN INC,2005,CA-26,10780.0
"FLUOR INTERCONTINENTAL, INC",2005,CA-40,382443.0
AMERICO INDUSTRIAL SUPPLY INC,2005,CA-44,32704.0
"AEROL CO., INC.",2005,CA-43,431520.0
HI-SHEAR CORPORATION,2005,CA-43,5000.0
FASTENER TECHNOLOGY CORP,2005,CA-29,5304.0
SAN DIEGO STATE UNIVERSITY FOUNDATION,2005,CA-51,59100.0
"THERMAL STRUCTURES, INC",2005,CA-41,0.0
MAGNA JAMES LTD.,2005,CA-35,21840.0
"AERO ENGINEERING & MANUFACTURING COMPANY OF CALIFORNIA, LLC",2005,CA-27,6963.0
KLUNE INDUSTRIES INC,2005,CA-29,34780.0
POLEX PRECISION MACHINING INC,2005,CA-17,48160.0
A & J MANUFACTURING CO,2005,CA-90,9430.0
INTEGRITS CORP,2005,CA-90,21904.0
WESCO AIRCRAFT HARDWARE CORP.,2005,CA-27,4199.0
"FASTENER INNOVATION TECHNOLOGY, INC.",2005,CA-90,3600.0
"ALLFAST FASTENING SYSTEMS, LLC",2005,CA-38,3250.0
"PRECISE AERO PRODUCTS, INC",2005,CA-39,3200.0
HOWMET GLOBAL FASTENING SYSTEMS INC,2005,CA-26,8001.0
REID PRODUCTS INC.,2005,CA-23,8094.0
"R.E. STAITE ENGINEERING, INC.",2005,CA-52,225000.0
"CUSTOM CONTROL SENSORS, LLC",2005,CA-32,13202.0
"LEIDOS, INC.",2005,CA-90,0.0
SUBURBAN LEGEND INC,2005,CA-50,2858.0
ARCOST-AGBAYANI JV,2005,CA-14,412000.0
"LAIRD R & F PRODUCTS, INC.",2005,CA-50,1500.0
ENGILITY LLC,2005,CA-90,39000000.0
ABS CONSULTING INC,2005,CA-47,-10000.0
WEMS INC,2005,CA-43,0.0
"ENVIRONMENTAL ASSESSMENT AND REMEDIATION MANAGEMENT, INC.",2005,CA-39,13698.0
"TAB HARDWARE, INC.",2005,CA-42,650.0
"NORSTAN ELECTRONICS, INC",2005,CA-90,9282.0
CU ENTERPRISES LTD,2005,CA-24,2564.0
"FLAME ENTERPRISES, INC.",2005,CA-32,3659.0
A & J MANUFACTURING CO,2005,CA-90,-36.0
"FEDERAL CUSTOM CABLE, LLC",2005,CA-47,16514.0
"AERO-ELECTRIC CONNECTOR, INC.",2005,CA-90,9283.0
"JUNO TECHNOLOGIES, LLC",2005,CA-50,2501.0
BUSINESS OBJECTS INC.,2005,CA-90,10232.0
METADATA COMPANY LLC,2005,CA-90,99950.0
J M PRECISION INC,2005,CA-32,42174.0
"INTERNATIONAL PRECISION, INC",2005,CA-32,13802.0
CRISSAIR INC,2005,CA-27,3300.0
"MARVIN ENGINEERING CO, INC",2005,CA-43,5125.0
"OECO, LLC",2005,CA-24,1214181.0
TRANS-CONTINENTAL AVIATION,2005,CA-52,4578.0
TRANS-CONTINENTAL AVIATION,2005,CA-52,14805.0
NSN SPECIALISTS,2005,CA-05,48741.0
ADVANCED ELECTRO DYNAMICS INC,2005,CA-26,2913.0
"HDR ENGINEERING, INC.",2005,CA-03,107836.0
RAYTHEON COMPANY,2005,CA-36,7039000.0
RAJAH INC,2005,,3125.0
"ANACOMP, INC.",2005,CA-90,57011.0
