recipient_name,action_date_fiscal_year,prime_award_transaction_recipient_cd_current,federal_action_obligation
TRELLISWARE TECHNOLOGIES INC,2015,CA-50,810000.0
"BECKMAN COULTER, INC",2015,CA-40,0.0
"LANCASTER MOVING AND STORAGE, INC.",2015,CA-27,4241.5
"CAREFUSION SOLUTIONS, LLC",2015,CA-50,0.0
"CUBIC DEFENSE APPLICATIONS, INC.",2015,CA-51,0.0
RAYTHEON COMPANY,2015,CA-36,0.0
ULTIMATE KNOWLEDGE CORPORATION,2015,CA-40,42240.0
HELMA BERNARDINI,2015,CA-41,7215.78
"CONTAINMENT CONSULTANTS, INC.",2015,CA-18,59481.37
PAFER INVESTMENT CORP.,2015,CA-32,0.0
THE BOEING COMPANY,2015,CA-47,267172.0
LINQUEST CORPORATION,2015,CA-37,3752777.1
TETRA TECH INC,2015,CA-90,352142.0
"TECHNICAL COMMUNITIES, INC.",2015,CA-15,11607.24
"STOTTLER HENKE ASSOCIATES, INC",2015,CA-15,366350.0
"5X TECHNOLOGY, LLC",2015,CA-51,0.0
ADVANCED DIGITAL SOLUTIONS INTERNATIONAL,2015,CA-90,9021.6
DREAMHAMMER INC,2015,CA-36,-50013.24
"RKU DISTRIBUTING, INC.",2015,CA-01,0.0
ARGON OFFICE SUPPLIES,2015,CA-15,11491.2
MCBAIN SYSTEMS A CALIFORNIA LIMITED PARTNERSHIP,2015,CA-26,8370.61
DYNAMIC SYSTEMS INC,2015,CA-36,31794.49
"NEW TECH SOLUTIONS, INC.",2015,CA-90,0.0
H. CO. COMPUTER PRODUCTS,2015,CA-47,3506.58
C P T HOLDINGS INC,2015,CA-90,0.0
TIBBETT & ASSOCIATES INC,2015,CA-51,8447.5
"PORTABLE WAREHOUSE CORP., THE",2015,CA-45,8325.0
UNIVERSITY OF SOUTHERN CALIFORNIA,2015,CA-37,0.0
"TRANS SOFT TECHNOLOGY, INC.",2015,CA-47,97593.6
"LOGICUBE, INC.",2015,CA-32,11048.94
"IBIS BIOSCIENCES, INC.",2015,CA-49,1487460.0
"PRIMETRICA, INC",2015,CA-49,65000.0
"TECHNOLOGY FOCUS, LLC",2015,CA-31,974793.33
"FEI-ZYFER, INC.",2015,CA-46,20304.64
ADVANCED DIGITAL SOLUTIONS INTERNATIONAL,2015,CA-90,7552.32
LN CURTIS & SONS,2015,CA-12,14939.88
BOSTON SEMI ATE LLC,2015,CA-49,3800.0
BLACK GOLD INDUSTRIES,2015,CA-26,-12048.75
VECTOR RESOURCES INC,2015,CA-43,67322.0
EN POINTE GOV INC,2015,CA-90,3593854.7
"DOUBLE BARREL ENVIRONMENTAL SERVICES, INC",2015,CA-39,2500.0
"IMPRES TECHNOLOGY SOLUTIONS, INC",2015,CA-38,31584.0
"THERAPEUTIC RESEARCH CENTER, LLC",2015,CA-09,13137.84
MICROTECH SYSTEMS INC,2015,CA-19,23098.0
HEAT LIGHT & SOUND RESEARCH INC,2015,CA-50,100000.0
JFXD TRX ACQ LLC,2015,CA-11,17163.8
"NEW TECH SOLUTIONS, INC.",2015,CA-17,5148.97
"BIOSENSE WEBSTER, INC.",2015,CA-38,49124.0
PROCAL ELECTRIC INC,2015,CA-23,0.0
"TECHNICAL COMMUNITIES, INC.",2015,CA-15,3119.49
"5.11, INC.",2015,CA-05,15449.4
"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",2015,CA-23,996714.88
"HEALTH NET FEDERAL SERVICES, LLC",2015,CA-06,46768.0
"SYSTEMS EXCHANGE, INC.",2015,CA-19,7200.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2015,CA-52,1060449.0
"VENATOR SOLUTIONS, LLC",2015,CA-51,79946.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2015,CA-50,0.0
"TECHNICAL COMMUNITIES, INC.",2015,CA-15,38654.91
ARETE ASSOCIATES,2015,CA-32,0.0
JEC INTEGRATION SYSTEMS,2015,CA-44,135881.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2015,CA-52,59684.0
ALLIANT TECHSYSTEMS OPERATIONS LLC,2015,CA-32,0.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,2015,CA-52,1324284.0
IFE GROUP,2015,CA-49,900.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2015,CA-52,900.0
"CACI PHOTONICS, LLC",2015,CA-16,0.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,2015,CA-52,779867.0
SURFACE OPTICS CORPORATION,2015,CA-50,0.0
"INNOVATIVE TECHNOLOGY, INC.",2015,CA-24,0.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2015,CA-52,-797609.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,2015,CA-52,558153.0
"MARINE GROUP BOAT WORKS, LLC",2015,CA-52,0.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2015,CA-90,20045.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,2015,CA-52,282433.0
VACCO INDUSTRIES,2015,CA-31,0.0
FRONTIER TECHNOLOGY INC,2015,CA-24,0.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2015,CA-52,255252.0
PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA LLC),2015,CA-18,0.0
FITZHUGH CLIFTON,2015,CA-51,204.0
"POGO, INC.",2015,CA-50,-32496.0
"MEGGITT (ORANGE COUNTY), INC.",2015,CA-47,-3856.59
"MILPOWER, INC.",2015,CA-48,15960.0
"CONTROL FLOW, INC.",2015,CA-42,30774.4
ARETE ASSOCIATES,2015,CA-32,79905.0
PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA LLC),2015,CA-18,0.0
"SENTEK CONSULTING, INC.",2015,CA-50,3315.0
EATON AEROSPACE LLC,2015,CA-30,22500.0
IXI TECHNOLOGY INC,2015,CA-40,-1040.0
"OPOTEK, INC.",2015,CA-49,15450.0
LUCAS SIGNATONE CORP,2015,CA-18,3715.0
"RC & JT, INC",2015,CA-90,3265.0
ASEG INC,2015,CA-51,0.0
"AGILENT TECHNOLOGIES, INC.",2015,CA-17,0.0
GLOBAL DATA CENTER INC.,2015,CA-47,32711.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2015,CA-17,0.0
"CUBIC DEFENSE APPLICATIONS, INC.",2015,CA-51,0.0
VSOLVIT LLC,2015,CA-24,0.0
FREEDOM PHOTONICS LLC,2015,CA-24,17500.0
"BOB FAMILY ENTERPRISES, INC",2015,CA-40,3992.0
GLOBAL DATA CENTER INC.,2015,CA-47,584.36
DAYLIGHT SOLUTIONS INC,2015,CA-90,0.0
"ENTERPRISE TECHNOLOGY SOLUTIONS, INC.",2015,CA-17,30265.98
SPECIALISED IMAGING INCORPORATED,2015,CA-48,4800.0
"PROLACTA BIOSCIENCE, INC",2015,CA-31,-53.01
JOHN WHITWORTH,2015,CA-24,6277.5
"NOR-CAL PRODUCTS, INC.",2015,CA-01,5979.03
"STRATEGIC OPERATIONS, INC.",2015,CA-51,0.0
ALLDATA LLC,2015,CA-07,4500.0
"GLENAIR, INC.",2015,CA-30,6353.76
"VECTOR PLANNING & SERVICES, INC.",2015,CA-51,0.0
COLFAX INTERNATIONAL,2015,CA-17,6084.3
SHRED-IT USA LLC,2015,CA-49,0.0
TIMKEN GEARS & SERVICES INC.,2015,CA-38,58977.0
B & H INTERNATIONAL LLC,2015,CA-90,94453.69
EDWARDS LIFESCIENCES LLC,2015,CA-47,56845.0
"PREMIUM STATIONERS, INC.",2015,CA-35,4940.9
"MICROWAVE POWER PRODUCTS, INC.",2015,CA-16,0.0
VSOLVIT LLC,2015,CA-24,0.0
LOVEJOY'S FAMILY MOVING INC,2015,CA-52,445.16
"STRYKER SALES, LLC",2015,CA-19,3842.0
BLUE TECH INC.,2015,CA-50,228647.9
"EJAY FILTRATION, INC.",2015,CA-39,16.5
APPLE INC,2015,CA-17,99.0
ROB'S INDUSTRIAL SERVICES,2015,CA-04,2800.0
OUTSOURCE LTD,2015,CA-48,1187.01
DANTE VALVE COMPANY,2015,CA-42,0.0
"DEVINE CONSULTING, INC.",2015,CA-14,193640.04
CONTROLLED CONTAMINATION SERVICES LLC,2015,CA-51,3373.0
"MOORE & SONS OUTBOARD MOTORS, INC.",2015,CA-19,0.0
CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA,2015,CA-38,555950.0
"WESTAIR GASES & EQUIPMENT, INC.",2015,CA-52,7144.0
"DCX-CHOL ENTERPRISES, INC.",2015,CA-43,9475.0
G. C. MICRO CORPORATION,2015,CA-02,5502.03
"PHOTO-SONICS, INC.",2015,CA-30,0.0
NUGENERATION TECHNOLOGIES LLC,2015,CA-12,44.58
VALVE AUTOMATION AND CONTROL OF SAN DIEGO,2015,CA-52,13998.0
IMPACT PACIFIC INC,2015,CA-49,12550.0
"NEW TECH SOLUTIONS, INC.",2015,CA-17,53682.57
"ANASPEC, INC.",2015,CA-14,0.0
NUGENERATION TECHNOLOGIES LLC,2015,CA-12,539.61
OUTSOURCE LTD,2015,CA-48,4946.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2015,CA-32,22438.0
RAYTHEON COMPANY,2015,CA-24,0.0
GRISWOLD INDUSTRIES,2015,CA-47,24659.4
"TMJ SOLUTIONS, INC.",2015,CA-24,15500.0
SAALEX CORP,2015,CA-26,0.0
BAE SYSTEMS SAN FRANCISCO SHIP REPAIR INC.,2015,CA-11,0.0
SFS GLOBAL/TIBURON JV,2015,CA-01,1600.0
BLUE TECH INC.,2015,CA-90,91268.95
NORTHROP GRUMMAN SYSTEMS CORPORATION,2015,CA-32,17200.0
MOVELLA TECHNOLOGIES N.A. INC.,2015,CA-37,38730.0
PARKER-HANNIFIN CORPORATION,2015,CA-47,0.0
CHAE AND NAM UNIVERSE INC.,2015,CA-52,101440.39
"YYK ENTERPRISES OPERATIONS, LLC",2015,CA-52,19520.0
TIMKEN GEARS & SERVICES INC.,2015,CA-38,-93564.0
"ANDERSON BURTON CONSTRUCTION, INC.",2015,CA-24,5000.0
BLUE TECH INC.,2015,CA-90,0.0
"WASTE MANAGEMENT OF CALIFORNIA, INC.",2015,CA-51,0.0
BLUE TECH INC.,2015,CA-50,35362.46
"AEROMETALS, INC.",2015,CA-05,477600.0
"ARGONAUT COMPUTER, INC",2015,CA-50,9900.0
"NEW TECH SOLUTIONS, INC.",2015,CA-17,12932.98
ROY ASSOCIATES,2015,CA-14,28402.78
EPSILON C5I INC,2015,CA-50,0.0
RAYTHEON COMPANY,2015,CA-36,-158011.51
VIASAT INC,2015,CA-49,11667035.0
NICK F HUMENY & CO INC,2015,CA-15,4979.16
"SYNECTIC SOLUTIONS, INC.",2015,CA-26,10000.0
"AERO ENGINEERING & MANUFACTURING COMPANY OF CALIFORNIA, LLC",2015,CA-27,27487.0
"BECKMAN COULTER, INC.",2015,CA-90,0.0
"GEOMORPH INFORMATION SYSTEMS, LLC",2015,CA-50,0.0
"NOVA COMMERCIAL COMPANY, INC.",2015,CA-52,0.0
"DATRON WORLD COMMUNICATIONS, INC.",2015,CA-49,0.0
ESM CABLE CORP.,2015,CA-13,6530.2
"SPORTSTEK MEDICAL, INC.",2015,CA-48,-3031.5
BLUE TECH INC.,2015,CA-90,49367.58
"NEW TECH SOLUTIONS, INC.",2015,CA-17,108391.18
"ENVIREMEDIAL SERVICES, INC.",2015,CA-49,793695.0
"GLENAIR, INC.",2015,CA-30,4760.4
SUBASTRAL INC,2015,CA-30,195.17
"ONTIC ENGINEERING & MANUFACTURING, INC",2015,CA-32,7300.0
MONTEREY TECHNOLOGIES INC,2015,CA-19,0.0
GEN-PROBE INCORPORATED,2015,CA-51,0.0
"AUSGAR TECHNOLOGIES, INC.",2015,CA-51,0.0
"DCX-CHOL ENTERPRISES, INC",2015,CA-43,0.0
"LANGUAGE LINE, LLC",2015,CA-19,293.08
HYDROSCIENTIFIC WEST,2015,CA-48,10986.6
SPECTRAL LABS INCORPORATED,2015,CA-90,0.0
"AIRGAS USA, LLC",2015,CA-42,2331.96
"MJW, INC.",2015,CA-37,332000.0
LARCO DEVELOPMENT INC,2015,CA-50,48208.89
"PREMIER ROOFING CA, INC",2015,CA-51,0.0
DYNAMIC SYSTEMS INC,2015,CA-36,0.0
"STRYKER SALES, LLC",2015,CA-19,149850.0
"ABACO SYSTEMS, INC.",2015,CA-24,11878.0
OFFSHORE CRANE & SERVICE CO.,2015,CA-24,0.0
"TELEDYNE RD INSTRUMENTS, INC.",2015,CA-48,135521.0
THYSSENKRUPP ELEVATOR CORPORATION,2015,CA-52,2874.28
NUGATE GROUP LLC,2015,CA-18,7747.49
"HYDRAULICS INTERNATIONAL, INC.",2015,CA-32,-12963.0
"PESCHEL, WILLIAM P",2015,CA-36,0.0
"JOSEPH CHOW & ASSOCIATES, INC",2015,CA-11,0.0
BRIGHT CASA SIRENA LLC,2015,CA-26,0.0
"SUPERIOR FOODS, INC.",2015,CA-90,724762.44
"APEX MANUFACTURING COMPANY, INC.",2015,CA-29,14550.0
VALIANT GLOBAL DEFENSE SERVICES INC,2015,CA-50,0.0
"MICROWAVE POWER PRODUCTS, INC.",2015,CA-16,0.0
"I.E.-PACIFIC, INC.",2015,CA-52,0.0
NATIONAL REAL ESTATE SOLUTIONS,2015,CA-26,21025.75
PACIFIC CONSOLIDATED INDUSTRIES LLC,2015,CA-39,45764.85
"HORNET ACQUISITIONCO, LLC",2015,CA-90,73480.31
DAWN VME PRODUCTS,2015,CA-17,10380.0
"TECHNICAL COMMUNITIES, INC.",2015,CA-15,79091.8
SPECIALISED IMAGING INCORPORATED,2015,CA-48,51754.0
"AUSGAR TECHNOLOGIES, INC.",2015,CA-51,0.0
BLUE TECH INC.,2015,CA-50,27025.65
"TECOLOTE RESEARCH, INC.",2015,CA-24,9800.0
"LINKER, INC.",2015,CA-20,-20269.77
"RMA-INSIGHT, A JOINT VENTURE",2015,CA-46,384922.06
"DILTEX, INC.",2015,CA-31,22009.56
"ORACLE AMERICA, INC",2015,CA-15,4970000.0
"CALCOR SPACE FACILITY, INC.",2015,CA-90,-17745.0
THE BOEING COMPANY,2015,CA-44,595000.0
MCP COMPUTER PRODUCTS INC,2015,CA-50,13343.98
"ETHICON, INC",2015,CA-47,637.01
"KRATOS DEFENSE & ROCKET SUPPORT SERVICES, INC.",2015,CA-90,260350.0
DJO LLC,2015,CA-49,9.5
PURPLE LANGUAGE SERVICES CO.,2015,CA-03,7380.71
"STAYHOME CARE SOLUTIONS, INCORPORATED",2015,CA-52,18122.65
U S BEARINGS,2015,CA-31,6110.76
CTS CEMENT MANUFACTURING CORP,2015,CA-45,11823.0
"TELEDYNE REYNOLDS, INC.",2015,CA-36,187320.0
AERO PRECISION INDUSTRIES LLC,2015,CA-14,16941.6
G. C. MICRO CORPORATION,2015,CA-02,153401.27
"PACIFIC STATES PETROLEUM, INC.",2015,CA-10,1572.0
SRI INTERNATIONAL,2015,CA-16,316155.92
SHUR-LOK CORPORATION,2015,CA-47,24510.51
ARNOLD A SEMLER INC,2015,CA-29,35142.4
MAVERICK COMPONENTS,2015,CA-48,129.45
NORTHROP GRUMMAN CORPORATION,2015,CA-38,0.0
BAE SYSTEMS NATIONAL SECURITY SOLUTIONS INC.,2015,CA-50,0.0
"NOBEL BIOCARE USA, LLC",2015,CA-40,121.5
"LIVINGSTON, STERN & ASSOCIATES, LLC",2015,CA-36,890.0
HECO PACIFIC MANUFACTURING INC,2015,CA-14,22779.0
AARDVARK,2015,CA-31,10897.4
"STRATEGIC OPERATIONS, INC.",2015,CA-51,0.0
AERO PRECISION INDUSTRIES LLC,2015,CA-14,16357.0
PARKER-HANNIFIN CORPORATION,2015,CA-47,-26182.24
MAVERICK COMPONENTS,2015,CA-48,165.0
"CUBIC GLOBAL DEFENCE, INC",2015,CA-50,109957.0
"ETHICON, INC",2015,CA-47,3822.06
"NOBEL BIOCARE USA, LLC",2015,CA-40,277.5
"AERO ENGINEERING & MANUFACTURING COMPANY OF CALIFORNIA, LLC",2015,CA-27,1123.4
"TELSPAN DATA, LLC",2015,CA-10,0.0
SOLPAC CONSTRUCTION INC,2015,CA-90,146584.0
ARMTEC COUNTERMEASURES CO,2015,CA-25,0.0
THE BOEING COMPANY,2015,CA-44,0.0
MARATHON CONSTRUCTION CORPORATION,2015,CA-48,95000.78
"K.O.O. CONSTRUCTION, INC.",2015,CA-07,392619.0
VIASAT INC,2015,CA-49,0.0
C U ENTERPRISES LTD,2015,CA-24,688.0
"WKF (FRIEDMAN) ENTERPRISES, INC.",2015,CA-10,32192.0
AERO PRECISION INDUSTRIES LLC,2015,CA-14,87133.2
"WKF (FRIEDMAN) ENTERPRISES, INC.",2015,CA-10,4450.0
AERO PRECISION INDUSTRIES LLC,2015,CA-14,3536.05
WOODWARD HRT INC,2015,CA-27,0.0
MAGNUM MACHINE SHOP,2015,CA-19,5096.0
"L3HARRIS TECHNOLOGIES, INC",2015,CA-29,0.0
"PREFERRED CONSTRUCTION COMPANY, INC.",2015,CA-42,528735.0
"PREDICATE LOGIC, INC.",2015,CA-90,0.0
LOCKHEED MARTIN CORP,2015,CA-17,30824748.0
"MC & R ENTERPRISES, INC",2015,CA-38,4920.0
SRI INTERNATIONAL,2015,CA-16,0.0
MEGGITT NORTH HOLLYWOOD INC,2015,CA-29,23465.0
"L-3 COMMUNICATIONS MARIPRO, INC.",2015,CA-24,-25.27
PACIFIC ELECTRONIC ENTERPRISES INC,2015,CA-47,7000.0
"WEST COAST BUILDING & CONSTRUCTION, INC.",2015,CA-90,142481.0
EATON AEROSPACE LLC,2015,CA-30,66604.32
WESCO AIRCRAFT HARDWARE CORP.,2015,CA-27,245.6
"SODERBERG MANUFACTURING COMPANY, INC.",2015,CA-38,5640.0
HYDRO-AIRE AEROSPACE CORP,2015,CA-30,53200.0
JACOBS ENGINEERING GROUP INC,2015,CA-28,0.0
MISSION LINEN SUPPLY,2015,CA-24,0.0
"HYDRAULICS INTERNATIONAL, INC.",2015,CA-32,0.0
GKN AEROSPACE TRANSPARENCY SYSTEMS INC.,2015,CA-45,39800.0
"REYNOLDS SYSTEMS, INC",2015,CA-04,0.0
M.S. AEROSPACE INC.,2015,CA-29,0.0
"WKF (FRIEDMAN) ENTERPRISES, INC.",2015,CA-09,5400.0
"COSTARELLA SEAFOOD, INC.",2015,CA-11,924.9
AC3,2015,CA-12,151296.0
"AERO ENGINEERING & MANUFACTURING COMPANY OF CALIFORNIA, LLC",2015,CA-27,14444.0
"AERO PRODUCTS RESEARCH, INC.",2015,CA-43,4604.04
"THERMODYNE INTERNATIONAL, LTD",2015,CA-35,42636.0
OWL INTERNATIONAL INC.,2015,CA-47,1208042.0
ASSOCIATED AEROSPACE ACTIVITIES INC,2015,CA-12,0.0
"WKF (FRIEDMAN) ENTERPRISES, INC.",2015,CA-09,-13750.0
MDF TECHNOLOGIES INC,2015,CA-49,190.0
NORTH STAR CONSTRUCTION & ENGINEERING INC,2015,CA-01,0.0
HYDRO-FITTING MANUFACTURING CORPORATION,2015,CA-31,8199.66
"TECOLOTE RESEARCH, INC.",2015,CA-24,149923.0
"WESTNET, LLC",2015,CA-47,4935.25
"UNICAL AVIATION, INC.",2015,CA-38,1186.1
"AHW WORLD MARKETING, INC.",2015,CA-42,3400.8
"AIRGAS USA, LLC",2015,CA-42,17395.4
"MEETING SITES PRO, INC.",2015,CA-48,75881.0
"LINMARR ASSOCIATES, INC.",2015,CA-47,2700.0
"M & V FABRICATION, INC.",2015,CA-42,1791.0
UNITED PARADYNE CORP,2015,CA-24,705196.12
"QUALITY AVIATION, INC",2015,CA-35,255.0
INTERNATIONAL TELEVISION CORPORATION,2015,CA-44,9495.0
THE BOEING COMPANY,2015,CA-44,0.0
OCTANT TECHNOLOGIES INC,2015,CA-17,-36630.97
RIGHT FIND INC,2015,CA-41,276.0
WAIKIKI BEACH CONDOMINIUMS,2015,CA-36,-4290.0
"TELEDYNE, INC",2015,CA-50,-732529.51
REID PRODUCTS INC.,2015,CA-23,3793.5
HYATT DIE CAST AND ENGINEERING CORPORATION - SOUTH,2015,CA-45,126395.7
"BROWN'S GAS COMPANY, INC.",2015,CA-01,0.0
"MORRAL, SALLY A",2015,CA-03,0.0
"L3 TECHNOLOGIES, INC.",2015,CA-15,70950.0
MULTIMAC JV,2015,CA-50,0.0
C U ENTERPRISES LTD,2015,CA-24,10875.0
"INTERNATIONAL PRECISION, INC",2015,CA-32,9715.0
"ETHICAL PERSONNEL SERVICES, INC.",2015,CA-48,19933.2
"AERO TURBINE, INC",2015,CA-09,6261.52
"BIOSEARCH TECHNOLOGIES, INC.",2015,CA-02,23690.0
INSULATION SOURCES INC,2015,CA-16,0.0
ADVANCED TECHNICAL CORPORATION,2015,CA-36,0.0
GILBANE FEDERAL,2015,CA-10,26705.11
"MARVIN ENGINEERING CO, INC",2015,CA-43,-1545.0
"ALL CERTIFIED FASTENERS, INC.",2015,CA-42,31842.65
PHYSICAL OPTICS CORPORATION,2015,CA-43,15997.08
INDUSTRIAL TUBE CO LLC,2015,CA-39,7068.0
ASTRONICS TEST SYSTEMS INC,2015,CA-47,0.0
"CUBIC DEFENSE APPLICATIONS, INC.",2015,CA-51,1289929.0
INTERNATIONAL TELEVISION CORPORATION,2015,CA-44,9032.79
RONALD PARSHALL,2015,CA-10,-159635.79
