recipient_name,action_date_fiscal_year,prime_award_transaction_recipient_cd_current,federal_action_obligation
NUGATE GROUP LLC,2022,CA-18,0.0
QUANTUM VENTURA INC,2022,CA-18,99967.0
ARETE ASSOCIATES,2022,CA-32,499924.0
CALIFORNIA WATER SERVICE CO,2022,CA-17,17433.26
CONNEXUS HUB INC.,2022,CA-47,0.0
"MOLDEX-METRIC, INC.",2022,CA-37,6.13
NEW ERA CONTRACT SALES INC,2022,CA-05,225.0
"RELIABLE WORLD TRADE COMPANY, INC",2022,CA-12,620.0
"DURA BRANDS, INC.",2022,CA-31,0.0
"AMLON INDUSTRIES, INC.",2022,CA-90,0.0
"GOLDEN STATE MEDICAL SUPPLY, INC.",2022,CA-26,0.0
JOHN K MCDANIEL III,2022,CA-41,390.0
"RELIABLE WORLD TRADE COMPANY, INC",2022,CA-12,1866.0
"2S TECHNOLOGIES, INC.",2022,CA-49,3910.0
"MEG TECHNOLOGIES, INC.",2022,CA-47,7219.2
"MOLDEX-METRIC, INC.",2022,CA-37,814.6
"REAGENT WORLD, INC.",2022,CA-47,0.0
"LEE AIR COMPANY, INC.",2022,CA-29,825.0
"FDH DEFENSE AFTERMARKET, LLC",2022,CA-38,0.0
"CANON MEDICAL SYSTEMS USA, INC",2022,CA-40,-4000.0
"HC MERCHANDISERS, INC.",2022,CA-35,5166.6
"MEG TECHNOLOGIES, INC.",2022,CA-47,483.96
BIO RAD LABORATORIES INC,2022,CA-08,121822.58
CAMBRO MANUFACTURING COMPANY,2022,CA-47,4780.4
INTERNATIONAL TELEVISION CORPORATION,2022,CA-44,-1729.0
HERITAGE INN OF TEMECULA LLC,2022,CA-48,0.0
"L-3 APPLIED TECHNOLOGIES, INC.",2022,CA-50,4924.59
"HQE SYSTEMS, INC.",2022,CA-48,20687.72
PACIFIC CONSOLIDATED INDUSTRIES LLC,2022,CA-39,0.01
"COMPONENT CENTRAL, INC.",2022,CA-46,612.0
VTC ENTERPRISES,2022,CA-24,0.0
"AIRCRAFT HINGE, INC.",2022,CA-27,0.0
"LEE AIR COMPANY, INC.",2022,CA-29,900.0
"ONTIC ENGINEERING & MANUFACTURING, INC",2022,CA-32,12763.5
"BAUER COMPRESSORS, INC.",2022,CA-14,4500.0
ADON PRODUCTS CO INC,2022,CA-07,-15454.67
MAYA GRIFFIN,2022,CA-09,0.0
UNITED PARADYNE CORP,2022,CA-24,186690.28
"HC MERCHANDISERS, INC.",2022,CA-35,2371.95
ZEMARC CORPORATION,2022,CA-42,7291.35
"RVP PRECISION METAL FABRICATORS, INC.",2022,CA-27,922.0
UNITED PARADYNE CORP,2022,CA-24,2445.08
"LOTUSUSA, INC.",2022,CA-34,49335.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2022,CA-50,0.0
TRIMBLE INC.,2022,CA-17,35980.0
B & H INTERNATIONAL LLC,2022,CA-20,37309.46
BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.,2022,CA-50,0.0
MICROSEMI FREQUENCY AND TIME CORP,2022,CA-17,0.0
EMPIRICAL SYSTEMS AEROSPACE INC,2022,CA-24,-100362.01
"KSG INTERNATIONAL, INC.",2022,CA-39,0.0
IMMECOR CORPORATION,2022,CA-04,0.0
"HYDRAULICS INTERNATIONAL, INC.",2022,CA-32,225.0
"ONTIC ENGINEERING & MANUFACTURING, INC",2022,CA-32,56520.37
LOCKHEED MARTIN CORPORATION,2022,CA-27,50000.0
"ENGINEERING AND SOFTWARE SYSTEM SOLUTIONS, INC.",2022,CA-50,0.0
LEAN DEFENSE LLC,2022,CA-47,0.0
LN CURTIS & SONS,2022,CA-10,4011.04
"HC MERCHANDISERS, INC.",2022,CA-35,0.0
"FDH DEFENSE AFTERMARKET, LLC",2022,CA-38,16000.0
C U ENTERPRISES LTD,2022,CA-24,548.0
GATE INDUSTRIES,2022,CA-44,0.0
SOLUTE,2022,CA-51,772470.85
"DMC INDUSTRIES, LLC",2022,CA-43,688.8
"DMC INDUSTRIES, LLC",2022,CA-43,637.67
EXOANALYTIC SOLUTIONS INC,2022,CA-40,0.0
MITEK ANALYTICS LLC,2022,CA-16,0.0
"HC MERCHANDISERS, INC.",2022,CA-35,594.0
ADVANCED ELECTRO DYNAMICS INC,2022,CA-26,5696.0
EBERT COMPOSITES CORP,2022,CA-52,0.0
"L3 TECHNOLOGIES, INC.",2022,CA-50,6024.0
C U ENTERPRISES LTD,2022,CA-24,1350.24
QSPAC INDUSTRIES INC,2022,CA-38,30771.02
NORTHROP GRUMMAN SYSTEMS CORPORATION,2022,CA-19,0.0
CAI SAFETY SYSTEMS INC,2022,CA-40,0.0
HYDRO-AIRE AEROSPACE CORP,2022,CA-30,1134.0
"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",2022,CA-48,14225731.0
UNICOM SYSTEMS INC,2022,CA-29,0.0
"CRYOWORKS, INC.",2022,CA-39,16322.5
"AEVEX AEROSPACE, LLC",2022,CA-49,-1622614.2
"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",2022,CA-48,0.0
LOCKHEED MARTIN CORP,2022,CA-17,4850622.0
ADEPT FASTENERS INC,2022,CA-27,0.0
HOWMET GLOBAL FASTENING SYSTEMS INC,2022,CA-26,6969.6
"STANDARD AERO PARTS, INC",2022,CA-26,1232.8
"MEROXA, INC.",2022,CA-18,749771.0
"MEG TECHNOLOGIES, INC.",2022,CA-47,535.92
"STANDARD AERO PARTS, INC",2022,CA-26,1126.94
"WAMCO, INC.",2022,CA-47,104472.0
"MEG TECHNOLOGIES, INC.",2022,CA-47,500.08
MP AERO LLC,2022,CA-29,4500.0
KING NUTRONICS CORPORATION,2022,CA-32,35243.6
"ALLFAST FASTENING SYSTEMS, LLC",2022,CA-31,1185.86
"KRATOS UNMANNED AERIAL SYSTEMS, INC",2022,CA-06,285438.0
KING NUTRONICS CORPORATION,2022,CA-32,0.0
"CACI PHOTONICS, LLC",2022,CA-16,0.0
"ARIZONA AERO FASTENERS, INC",2022,CA-26,1753.05
"STANDARD AERO PARTS, INC",2022,CA-26,4876.3
M.S. AEROSPACE INC.,2022,CA-29,0.0
KROBACH MFG. CORP.,2022,CA-14,1560.0
"M & V FABRICATION, INC.",2022,CA-42,-4039.54
"MEG TECHNOLOGIES, INC.",2022,CA-47,356.5
"MEG TECHNOLOGIES, INC.",2022,CA-47,8102.5
SPACE EXPLORATION TECHNOLOGIES CORP.,2022,CA-43,0.0
"STANDARD AERO PARTS, INC",2022,CA-26,340.0
"2S TECHNOLOGIES, INC.",2022,CA-49,4290.0
"MC & R ENTERPRISES, INC",2022,CA-38,0.0
ADEPT FASTENERS INC,2022,CA-27,7471.0
"HC MERCHANDISERS, INC.",2022,CA-35,7000.0
"HC MERCHANDISERS, INC.",2022,CA-35,6240.0
"HC MERCHANDISERS, INC.",2022,CA-35,700.59
AIRCRAFT HARDWARE WEST,2022,CA-42,-758.58
"AMERICAN PRECISION TOOL & ENGINEERING, INC.",2022,CA-29,1458.75
"MEG TECHNOLOGIES, INC.",2022,CA-47,10136.0
"HYDRAULICS INTERNATIONAL, INC.",2022,CA-32,6851.04
"LINMARR ASSOCIATES, INC.",2022,CA-47,103015.92
"APEX MANUFACTURING COMPANY, INC.",2022,CA-29,58116.0
INSULATION SOURCES INC,2022,CA-16,0.0
PCX INC,2022,CA-47,1174.66
C U ENTERPRISES LTD,2022,CA-24,110.67
"RBC SOUTHWEST PRODUCTS, INC.",2022,CA-31,-3000.0
"GUERRERO PROFESSIONAL SERVICES, INC.",2022,CA-48,35997.0
"FDH DEFENSE AFTERMARKET, LLC",2022,CA-38,0.0
ADEPT FASTENERS INC,2022,CA-27,690.44
"FDH DEFENSE AFTERMARKET, LLC",2022,CA-38,0.0
MILLENNIUM AEROSPACE AND DEFENSE,2022,CA-05,0.0
"LEADERO, INC.",2022,CA-29,0.0
"CABLE MOORE, INC.",2022,CA-12,0.0
"HC MERCHANDISERS, INC.",2022,CA-35,3050.46
"FUTEK ADVANCED SENSOR TECHNOLOGY, INC.",2022,CA-47,80900.0
"REAGENT WORLD, INC.",2022,CA-47,0.0
THE BOEING COMPANY,2022,CA-36,0.0
LINQUEST CORPORATION,2022,CA-37,0.0
"MEG TECHNOLOGIES, INC.",2022,CA-47,725.4
"INSERTS & KITS, INC.",2022,CA-46,103.5
ADEPT FASTENERS INC,2022,CA-27,11583.9
C U ENTERPRISES LTD,2022,CA-24,1495.56
"GALAXY DIE AND ENGINEERING, INC.",2022,CA-27,625.0
HIIESALU ALAN J,2022,CA-23,756.0
"AIRCRAFT HINGE, INC.",2022,CA-27,0.0
"AIR INSTRO, INC.",2022,CA-26,-990.0
"MIL COMPONENTS, LLC",2022,CA-50,1143.09
"HC MERCHANDISERS, INC.",2022,CA-35,3357.0
"HC MERCHANDISERS, INC.",2022,CA-35,13280.0
WOODWARD HRT INC,2022,CA-27,220344.14
"FIRE ACE, INC.",2022,CA-27,0.0
"FDH AERO, LLC",2022,CA-28,98.99
"STANDARD AERO PARTS, INC",2022,CA-26,4840.59
PRECISION MATERIAL MANAGEMENT LLC,2022,CA-38,0.0
MILLENNIUM AEROSPACE AND DEFENSE,2022,CA-05,12720.4
"GANAR INDUSTRIES, INC",2022,CA-43,0.0
GME MANUFACTURING INC,2022,CA-35,2925.0
AVID CENTER,2022,CA-51,0.0
"AECOM TECHNICAL SERVICES, INC.",2022,CA-34,-10686.6
"AEROMETALS, INC.",2022,CA-05,0.0
FRAZIER AVIATION INC,2022,CA-29,-2925.0
"SYNERGETIC TECHNOLOGIES GROUP, INC",2022,CA-31,0.0
"AEROMETALS, INC.",2022,CA-05,0.0
"AERO ENGINEERING & MANUFACTURING COMPANY OF CALIFORNIA, LLC",2022,CA-27,0.0
"A & S SKILL MACHINISTS, INC.",2022,CA-44,54722.0
VALIANT GLOBAL DEFENSE SERVICES INC.,2022,CA-51,0.0
MAVEN ENGINEERING CORPORATION,2022,CA-40,0.0
MILITARY AIRCRAFT PARTS,2022,CA-06,0.0
"DURA BRANDS, INC.",2022,CA-31,13333.6
"ACE AVIATION SERVICE, INC",2022,CA-49,729.74
GME MANUFACTURING INC,2022,CA-35,-4380.0
INFINITY PRECISION INC,2022,CA-26,-50340.64
"SONFARREL AEROSPACE, LLC",2022,CA-40,0.0
UNIVERSITY OF SOUTHERN CALIFORNIA,2022,CA-37,180000.0
AIRBORNE SYSTEMS NORTH AMERICA OF CA INC,2022,CA-46,0.0
SPACE EXPLORATION TECHNOLOGIES CORP.,2022,CA-43,61161851.0
LLAMAS PLASTICS INC,2022,CA-29,0.0
MONDE WIRELESS INC,2022,CA-24,145000.0
MILLENNIUM AEROSPACE AND DEFENSE,2022,CA-05,0.0
WILLIAMS AEROSPACE & MANUFACTURING INC,2022,CA-52,17152.0
MAVEN ENGINEERING CORPORATION,2022,CA-40,1704.15
TEXTAINER EQUIPMENT MANAGEMENT (U.S.) LIMITED,2022,CA-11,0.0
UNIVERSITY OF SOUTHERN CALIFORNIA,2022,CA-34,154000.0
VACCO INDUSTRIES,2022,CA-31,8470.0
"RU ENTERPRISES, INC",2022,CA-26,8303.0
"MC & R ENTERPRISES, INC",2022,CA-38,2683.8
"PYRO-E, INC.",2022,CA-42,146491.0
MDF TECHNOLOGIES INC,2022,CA-49,121.5
PARSONS GOVERNMENT SERVICES INC.,2022,CA-28,274824.41
INTELLISENSE SYSTEMS INC,2022,CA-43,149994.0
"AIR SHUNT INSTRUMENTS, INC.",2022,CA-32,1250.0
VIASAT INC,2022,CA-49,731256.0
PROTAGONIST TECHNOLOGY LLC,2022,CA-11,498876.0
COUPA SOFTWARE INCORPORATED,2022,CA-15,300000.0
"KRATOS UNMANNED AERIAL SYSTEMS, INC",2022,CA-06,994779.0
SAN JOSE STATE UNIVERSITY RESEARCH FOUNDATION,2022,CA-18,-3000.0
"HEALTH NET FEDERAL SERVICES, LLC",2022,CA-03,0.0
FRAZIER AVIATION INC,2022,CA-29,21317.22
WESTERN AIRPARTS CORPORATION,2022,CA-27,5000.0
CASON ENGINEERING INC,2022,CA-05,0.0
HYDRO-FITTING MANUFACTURING CORPORATION,2022,CA-31,2949.64
OWL INTERNATIONAL INC.,2022,CA-47,350960.0
RAYTHEON COMPANY,2022,CA-36,0.0
"DEANE, DANNY",2022,CA-03,0.0
RED RIVER RESOURCES LLC,2022,CA-50,1652759.2
MAVERICK COMPONENTS,2022,CA-48,-19.5
ALLIANT TECHSYSTEMS OPERATIONS LLC,2022,CA-32,0.0
"CONTINENTAL MARITIME OF SAN DIEGO, LLC",2022,CA-52,89423.92
"GUERRERO PROFESSIONAL SERVICES, INC.",2022,CA-48,230890.0
GLOBAL PCCI (GPC),2022,CA-47,0.0
ROCKWELL COLLINS INC,2022,CA-08,0.0
"WALASHEK INDUSTRIAL & MARINE, INC.",2022,CA-52,96494.46
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2022,CA-52,219016.0
OWL INTERNATIONAL INC.,2022,CA-47,0.0
"HYDRAULICS INTERNATIONAL, INC.",2022,CA-32,97824.0
DYNAMIC SYSTEMS INC,2022,CA-36,0.0
"AEROVIRONMENT, INC.",2022,CA-26,0.0
FITZHUGH CLIFTON,2022,CA-51,15872.0
GRISWOLD INDUSTRIES,2022,CA-47,110500.0
"PATRIOT CONTRACT SERVICES, LLC",2022,CA-10,3057326.6
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2022,CA-52,-47264.0
"STRYKER SALES, LLC",2022,CA-19,6000.0
"INTEGRAL AEROSPACE, LLC",2022,CA-46,13000.0
"CONTINENTAL MARITIME OF SAN DIEGO, LLC",2022,CA-52,-127946.1
MTM BUSINESS SYSTEMS,2022,CA-40,15062.55
"BOONE AEROSPACE, INC.",2022,CA-27,8058.85
"FLEXCO, INC",2022,CA-42,12432.0
