recipient_name,action_date_fiscal_year,prime_award_transaction_recipient_cd_current,federal_action_obligation
"ROBERTO, GLORIA F",2016,CA-29,9430.72
LOCKHEED MARTIN CORP,2016,CA-17,0.0
LOCKHEED MARTIN CORP,2016,CA-17,250542698.0
"GALAXIE MANAGEMENT, INC.",2016,CA-51,60943.81
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2016,CA-52,270275.0
HII SAN DIEGO SHIPYARD INC.,2016,CA-52,0.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2016,CA-52,212392.0
"FERBAK, INC.",2016,CA-32,13421.1
B & H INTERNATIONAL LLC,2016,CA-20,366456.64
VIASAT INC,2016,CA-49,0.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2016,CA-17,25624032.0
LOCKHEED MARTIN CORP,2016,CA-17,3468000.0
"TELEDYNE DEFENSE ELECTRONICS, LLC",2016,CA-16,-1929.0
THE BOEING COMPANY,2016,CA-47,3213350.0
ADVANCED DIGITAL SOLUTIONS INTERNATIONAL,2016,CA-17,8100.0
PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA LLC),2016,CA-18,0.0
MICRO USA INC,2016,CA-48,0.0
KING NUTRONICS CORPORATION,2016,CA-32,600.0
"TECH ELECTRONIC SYSTEMS, INC.",2016,CA-35,0.0
"CASK TECHNOLOGIES, LLC",2016,CA-51,0.0
"MEGGITT (ORANGE COUNTY), INC.",2016,CA-47,119456.0
METREX VALVE CORP.,2016,CA-31,1064.84
ALPHA DYNO NOBEL,2016,CA-03,24930.2
PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA LLC),2016,CA-18,0.0
"PALOMAR PRODUCTS, INC.",2016,CA-40,-35000.0
"TICKNOR, CAMMY C",2016,CA-10,303000.0
SYSTEMS ENGINEERING SUPPORT CO.,2016,CA-51,0.0
"BIO-RAD LABORATORIES, INC.",2016,CA-08,3850.0
"RFMW, LTD.",2016,CA-19,11100.0
JCI METAL PRODUCTS,2016,CA-51,0.0
SALIENT FEDERAL-SGIS INC,2016,CA-51,0.0
FITZHUGH CLIFTON,2016,CA-51,470.0
"PALOMAR PRODUCTS, INC.",2016,CA-40,26520.0
CHROMALLOY SAN DIEGO CORP,2016,CA-51,0.0
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,2016,CA-51,0.0
"ROTATING PRECISION MECHANISMS, INC.",2016,CA-32,97110.0
KING NUTRONICS CORPORATION,2016,CA-32,0.0
"SPECIALTY SEALS & ACCESSORIES, INC.",2016,CA-52,17500.0
"PATRIOT CONTRACT SERVICES, LLC",2016,CA-10,702400.0
INTELESIS TECHNOLOGIES CORP,2016,CA-51,0.0
UNICOM SYSTEMS INC,2016,CA-29,105299.0
ONTO INNOVATION INC,2016,CA-17,126723.0
"BIOSTRUCTURES, LLC",2016,CA-47,-4000.0
LINQUEST CORPORATION,2016,CA-37,25000.0
"CORONADO DISTRIBUTION COMPANY, INC.",2016,CA-52,4358.17
"VECTOR PLANNING & SERVICES, INC.",2016,CA-51,0.0
OPSWAT INC.,2016,CA-11,10000.0
"PACIFIC SCIENCE & ENGINEERING GROUP, INC.",2016,CA-51,0.0
FITZHUGH CLIFTON,2016,CA-51,2112.0
MI PRODUCTIONS INC,2016,CA-32,79628.0
EDWARDS LIFESCIENCES LLC,2016,CA-47,15490.0
INSTRUMENTS INCORPORATED,2016,CA-51,96666.7
"KARAGOZIAN & CASE, INC.",2016,CA-30,0.0
"WESTAIR GASES & EQUIPMENT, INC.",2016,CA-52,-4717.32
NORTHROP GRUMMAN SYSTEMS CORPORATION,2016,CA-36,0.0
RAYTHEON COMPANY,2016,CA-24,0.0
RAYTHEON COMPANY,2016,CA-24,6146.0
GENERAL ATOMICS,2016,CA-50,0.0
"HYDRAULICS INTERNATIONAL, INC.",2016,CA-32,0.0
LLAMAS PLASTICS INC,2016,CA-29,0.0
AMADA AMERICA INC.,2016,CA-45,17600.0
PACIFIC MARITIME INDUSTRIES CORP.,2016,CA-52,0.0
ASTRONICS TEST SYSTEMS INC,2016,CA-47,0.0
NORITSU AMERICA CORPORATION,2016,CA-45,13264.65
OUTSOURCE LTD,2016,CA-48,2997.0
SRI INTERNATIONAL,2016,CA-16,0.0
"CHEMRING ENERGETIC DEVICES, INC",2016,CA-36,0.0
"CAMERON TECHNOLOGIES US, INC.",2016,CA-31,6112.12
"LYON, BARBARA",2016,CA-51,-3854.0
MENTOR WORLDWIDE LLC,2016,CA-47,6375.0
INTUITIVE SURGICAL INC,2016,CA-17,13500.0
RAYTHEON COMPANY,2016,CA-24,0.0
VIASAT INC,2016,CA-49,0.0
MARINE FENDERS INTERNATIONAL INC,2016,CA-44,20382.0
"GLENAIR, INC.",2016,CA-30,6699.62
"J.D.A. MARITIME, INC.",2016,CA-50,15100.0
NEW CHEF FASHION INC.,2016,CA-42,0.0
WILLIAMS SCOTSMAN INC,2016,CA-52,-59297.43
KING NUTRONICS CORPORATION,2016,CA-32,5257.4
REPUBLIC BRASS SALES INC.,2016,CA-51,2090.0
"METSON MARINE SERVICES, INC",2016,CA-24,-747.7
BLUE TECH INC.,2016,CA-50,17569.79
"DEL REY SYSTEMS & TECHNOLOGY, INC.",2016,CA-51,0.0
"MEGGITT (NORTH HOLLYWOOD), INC.",2016,CA-41,0.0
VIASAT INC,2016,CA-49,0.0
STANDARD INDUSTRIES,2016,CA-46,0.0
"WESTAIR GASES & EQUIPMENT, INC.",2016,CA-52,8892.0
BLUE TECH INC.,2016,CA-50,459511.78
"BIOQUIP PRODUCTS, INC.",2016,CA-44,0.0
"OCEANS WEST MARINE & INDUSTRIAL SUPPLY, INC.",2016,CA-52,15556.0
THE GYRO HOUSE,2016,CA-03,484500.0
OUTSOURCE LTD,2016,CA-48,3498.0
"FLOOR TECH AMERICA, INC.",2016,CA-35,0.0
POWER PRO PLUS INC.,2016,CA-35,482524.0
BLUE TECH INC.,2016,CA-50,26673.66
BLUE TECH INC.,2016,CA-50,186459.68
"BULL FENCE, INC",2016,CA-48,0.0
NAVIGATIONAL SERVICES,2016,CA-52,920.0
GILBANE FEDERAL,2016,CA-10,-29099.0
"SIEMENS GOVERNMENT TECHNOLOGIES, INC.",2016,CA-52,-178069.36
FRAZIER AVIATION INC,2016,CA-29,7721.56
JOHN KARDOS,2016,CA-50,600.0
"BECKMAN COULTER, INC.",2016,CA-40,12895.0
"COASTAL MARINE SERVICES, INC.",2016,CA-52,10630.3
MCCULLOUGH CONSTRUCTION INC.,2016,CA-02,70041.03
HAMILTON SUNDSTRAND CORPORATION,2016,CA-35,0.0
"PONCIANO CONSTRUCTION, INC.",2016,CA-48,112293.0
"LORENZANA, JOSE MARIA",2016,CA-45,83520.0
"AEROMETALS, INC.",2016,CA-05,-41292.0
"BECKMAN COULTER, INC.",2016,CA-40,0.0
"NOVA VOICE AND DATA SYSTEMS, INC.",2016,CA-49,-8450.26
"IBIS BIOSCIENCES, INC.",2016,CA-49,-298372.62
G. C. MICRO CORPORATION,2016,CA-02,241359.07
FORWARD SLOPE INC,2016,CA-51,0.0
VIASAT INC,2016,CA-49,0.0
"MAXIOMEDIA, LLC.",2016,CA-47,36547.35
"INSPEC TESTING, INC.",2016,CA-52,0.0
"LEARN TO SAIL SAN DIEGO, INC",2016,CA-50,32800.0
GEIL MARKETING ASSOCIATES INC.,2016,CA-49,0.0
"THERMAL STRUCTURES, INC",2016,CA-90,10370.88
VIASAT INC,2016,CA-49,634500.0
G. C. MICRO CORPORATION,2016,CA-02,8592.42
DYNAMIC SYSTEMS INC,2016,CA-36,0.0
CHENG HSIN INVESTMENT INC,2016,CA-26,0.0
"VBO RELO, LLC",2016,CA-36,88182.94
BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.,2016,CA-50,17250.0
CHARLES R THURBER,2016,CA-26,1722.16
RAL INVESTMENT CORPORATION,2016,CA-50,602662.0
CADENCE DESIGN SYSTEMS INC,2016,CA-17,132898.0
CUESTA SPRINGS ICE CO INC,2016,CA-24,178750.5
POLARONYX INC,2016,CA-17,79966.0
"VETERANS PAINTING CONTRACTOR, INC.",2016,CA-49,0.0
CALIFORNIA CONSTRUCTORS,2016,CA-49,211356.0
"NOREAS, INC.",2016,CA-47,88871.0
MENTOR WORLDWIDE LLC,2016,CA-24,150000.0
FREEDOM PHOTONICS LLC,2016,CA-24,199995.0
"VESTIS SERVICES, LLC",2016,CA-30,0.0
"HERMAN CONSTRUCTION GROUP, INC.",2016,CA-50,-570800.0
"JSL TECHNOLOGIES, INC.",2016,CA-26,203257.0
FORWARD SLOPE INC,2016,CA-51,1396355.48
TOYAMA & ASSOCIATES,2016,CA-27,0.0
UNITED DRILL BUSHING CORPORATION,2016,CA-42,133350.0
"TETRA TECH, INC.",2016,CA-28,3000.0
KOCHUR TRUMMER CORPORATION,2016,CA-51,0.0
"OMNI2MAX, INC.",2016,CA-51,0.0
"AUSGAR TECHNOLOGIES, INC.",2016,CA-51,0.0
JACOBS GOVERNMENT SERVICES COMPANY,2016,CA-28,0.0
"C J W CONSTRUCTION, INC.",2016,CA-46,-5000.0
SENSORMETRIX INC,2016,CA-51,0.0
PHYSICAL OPTICS CORPORATION,2016,CA-43,0.0
"NEW DIRECTIONS TECHNOLOGIES, INC.",2016,CA-20,32830.0
"RORE, INC.",2016,CA-51,206443.95
"DIVERSIFIED TECHNICAL SYSTEMS, INC.",2016,CA-47,0.0
APPLIED ENERGY LLC,2016,CA-51,0.0
"MARINE GROUP BOAT WORKS, LLC",2016,CA-52,5765.0
PARKER-HANNIFIN CORPORATION,2016,CA-47,0.0
"VALUE MANAGEMENT STRATEGIES, INC.",2016,CA-50,68519.0
"ZYRIS, INC.",2016,CA-24,1356.0
BIO RAD LABORATORIES INC,2016,CA-08,63722.4
"CLIPPER OIL, INC.",2016,CA-50,75950.0
"L3 TECHNOLOGIES, INC.",2016,CA-15,623252.0
"AEROMETALS, INC.",2016,CA-05,35079.0
CORKY HULL MEDICAL ASSOCIATES INC,2016,CA-09,0.0
HAMBY CORPORATION,2016,CA-27,177275.0
ACTION EMBROIDERY CORP,2016,CA-35,4049.5
"JSL TECHNOLOGIES, INC.",2016,CA-26,375542.4
INSULATION SOURCES INC,2016,CA-16,1936.76
NEWAY PACKAGING CORP.,2016,CA-44,0.0
INTERNATIONAL TELEVISION CORPORATION,2016,CA-44,238.11
"RAYTHEON APPLIED SIGNAL TECHNOLOGY, INC.",2016,CA-17,0.0
"ROMO PRODUCTIONS, INC.",2016,CA-46,0.0
"DCX-CHOL ENTERPRISES, INC",2016,CA-43,104000.0
FRAZIER AVIATION INC,2016,CA-29,0.0
RE INDEPENDENCECO LLC,2016,CA-11,0.0
CAREFUSION 2200 INC,2016,CA-50,0.0
DJO LLC,2016,CA-49,114.32
"MAURY MICROWAVE, INC.",2016,CA-35,31218.0
"A & S SKILL MACHINISTS, INC.",2016,CA-44,8441.9
DJO LLC,2016,CA-49,160.8
"DK TURBINES, LLC",2016,CA-18,-2250.0
SONFARREL INC.,2016,CA-40,0.0
DJO LLC,2016,CA-49,88.95
"CAREFUSION SOLUTIONS, LLC",2016,CA-50,191.21
"TECOLOTE RESEARCH, INC.",2016,CA-24,623216.06
GENTEX CORP,2016,CA-35,18113.5
"MERRIMAC PETROLEUM, INC",2016,CA-44,1073.35
"JSL TECHNOLOGIES, INC.",2016,CA-26,0.0
"AERO ENGINEERING & MANUFACTURING COMPANY OF CALIFORNIA, LLC",2016,CA-27,3737.5
"FISICA APPLIED TECHNOLOGIES, INC.",2016,CA-12,33002.0
BCI COCA-COLA BOTTLING COMPANY OF LOS ANGELES,2016,CA-10,343.44
"HYSPAN PRECISION PRODUCTS, INC.",2016,CA-52,20328.0
WESCO AIRCRAFT HARDWARE CORP.,2016,CA-27,1914.0
"CABLE MOORE, INC.",2016,CA-12,21376.0
"LEIDOS, INC.",2016,CA-90,0.0
SCIMAGE INC,2016,CA-16,610477.09
"S & S BAKERY, INC.",2016,CA-52,168.16
NATIONAL CONSTRUCTION AND MAINTENANCE,2016,CA-39,-1425.0
BAHR MACHINE CO,2016,CA-27,3486.0
"E. M. OIL TRANSPORT, INC.",2016,CA-38,0.0
"TETRA TECH, INC.",2016,CA-28,0.0
"PREDICATE LOGIC, INC.",2016,CA-51,1156000.0
T. SIMONS CO INC,2016,CA-24,20044.08
PRIDE INDUSTRIES,2016,CA-03,0.0
"AHW WORLD MARKETING, INC.",2016,CA-42,0.0
"QUALITY AVIATION, INC",2016,CA-35,719.0
SOLPAC CONSTRUCTION INC,2016,CA-50,8228.0
"L3HARRIS TECHNOLOGIES, INC",2016,CA-29,453473.0
INSULATION SOURCES INC,2016,CA-16,46.0
RAIN CROSS COMMODITIES,2016,CA-39,187.86
NORTHROP GRUMMAN SYSTEMS CORPORATION,2016,CA-36,2750000.0
ENDOLOGIX LLC,2016,CA-47,20690.0
NORITSU AMERICA CORPORATION,2016,CA-45,27218.0
"FIDELITY CONTRACT FLOORING, LLC",2016,CA-49,73178.09
"T. B. PENICK & SONS, INC.",2016,CA-51,26000.0
"CABLE MOORE, INC.",2016,CA-12,-4796.48
"AERO ENGINEERING & MANUFACTURING COMPANY OF CALIFORNIA, LLC",2016,CA-27,4018.0
WESCO AIRCRAFT HARDWARE CORP.,2016,CA-27,3340.0
"INDUSTRIAL WASTE UTILIZATION, INC",2016,CA-35,11112.41
INSTALLATION ENGINEERING SOLUTIONS,2016,CA-50,0.0
"THERMAL STRUCTURES, INC",2016,CA-90,29129.43
"QPI PRO, INC.",2016,CA-40,74387.0
"WKF (FRIEDMAN) ENTERPRISES, INC.",2016,CA-09,-51855.0
RQ/FILANC JV I,2016,CA-49,100114.0
RUFF MARIE,2016,CA-08,12500.0
GHD INC.,2016,CA-47,86718.26
MASTER INTERNATIONAL CORPORATION,2016,CA-36,22936.0
SRI INTERNATIONAL,2016,CA-16,0.0
PHYSICAL OPTICS CORPORATION,2016,CA-43,0.0
"TTCC, INC.",2016,CA-51,180958.31
"BML WORKS NA, LLC",2016,CA-16,0.0
RAYTHEON COMPANY,2016,CA-36,1532304.0
CHENG HSIN INVESTMENT INC,2016,CA-26,4416.0
"CABLETEK, INC.",2016,CA-43,234.0
SPS TECHNOLOGIES LLC,2016,CA-47,38857.34
PACIFIC WEST FOAM INDUSTRY,2016,CA-45,10112.4
SENIOR OPERATIONS LLC,2016,CA-30,9540.0
"PACIFIC SKY SUPPLY, INC.",2016,CA-29,48499.81
"LEIDOS, INC.",2016,CA-50,-1469.02
"AIR SHUNT INSTRUMENTS, INC.",2016,CA-32,6750.0
"MANEY AIRCRAFT, INC.",2016,CA-35,20000.0
GKN AEROSPACE TRANSPARENCY SYSTEMS INC.,2016,CA-45,0.0
"DCX-CHOL ENTERPRISES, INC.",2016,CA-43,67387.3
HUNTER PACIFIC GROUP,2016,CA-50,43247.08
"VARIAN MEDICAL SYSTEMS, INC.",2016,CA-17,0.0
ARYAN ENGINEERING & MANUFACTURING SERVICES INC.,2016,CA-17,2302.43
PHAOSTRON INSTRUMENT AND ELECTRONIC COMPANY,2016,CA-31,0.0
"LAWRENCE LIVERMORE NATIONAL SECURITY, LLC",2016,CA-14,35208.33
"SOUTH BAY SAND BLASTING AND TANK CLEANING, INC.",2016,CA-52,14396.0
"AERO ENGINEERING & MANUFACTURING COMPANY OF CALIFORNIA, LLC",2016,CA-27,12122.0
"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC",2016,CA-46,0.0
"WKF (FRIEDMAN) ENTERPRISES, INC.",2016,CA-10,-7440.0
"CRISTEK INTERCONNECTS, LLC",2016,CA-40,375.0
PTI TECHNOLOGIES INC.,2016,CA-26,16741.01
"SEMCO INSTRUMENTS, INC.",2016,CA-27,0.0
AERO PRECISION INDUSTRIES LLC,2016,CA-14,7834.75
UNITRACE INC,2016,CA-17,96.2
"UMPCO, INC.",2016,CA-45,280.0
U S BEARINGS,2016,CA-31,0.0
"NOVA GROUP, INC.",2016,CA-04,37131.43
"ACTION CONTRACTING SERVICES, INC.",2016,CA-49,133821.0
"LEIDOS, INC.",2016,CA-50,0.0
"FLAME ENTERPRISES, INC.",2016,CA-32,1045.0
"AERO ENGINEERING & MANUFACTURING COMPANY OF CALIFORNIA, LLC",2016,CA-27,0.0
FMH AEROSPACE CORP.,2016,CA-47,11310.0
CARL TAYLOR,2016,CA-26,0.0
"WAMCO, INC.",2016,CA-47,60250.0
"LINMARR ASSOCIATES, INC.",2016,CA-47,11244.4
"HOGAN AEROSPACE, LLC",2016,CA-29,19530.0
"TECOLOTE RESEARCH, INC.",2016,CA-24,-2500.0
"FDH DEFENSE AFTERMARKET, LLC",2016,CA-38,1825.58
"WKF (FRIEDMAN) ENTERPRISES, INC.",2016,CA-09,-75000.0
RAYTHEON COMPANY,2016,CA-24,0.0
"ADANTA, INC.",2016,CA-04,88384.95
CYBER PROFESSIONAL SOLUTIONS CORP.,2016,CA-52,264564.67
CHEVRON USA INC.,2016,CA-10,96880.0
"WK ENGINEERING INTERNATIONAL, INC.",2016,CA-27,121000.0
GENERAL PETROLEUM LLC,2016,CA-44,19.58
"AECOM TECHNICAL SERVICES, INC.",2016,CA-34,0.0
"GERCZAK, DAVID",2016,CA-23,32725.0
DESIGN WEST TECHNOLOGIES INC,2016,CA-40,28482.84
"R.M. WAITE CO., LLC",2016,CA-12,-6183.0
"GALAXY DIE AND ENGINEERING, INC.",2016,CA-27,777.0
DBR INVESTMENTS INC,2016,CA-48,0.0
DESIGN WEST TECHNOLOGIES INC,2016,CA-40,1017672.59
RAL INVESTMENT CORPORATION,2016,CA-50,183671.77
"AHW WORLD MARKETING, INC.",2016,CA-42,-2648.12
"BANDY, MILLIE",2016,CA-26,-1636.6
"M & V FABRICATION, INC.",2016,CA-42,0.0
NUGATE GROUP LLC,2016,CA-18,29819.84
