recipient_name,action_date_fiscal_year,prime_award_transaction_recipient_cd_current,federal_action_obligation
EIDIM GROUP INC.,2021,CA-45,39972.76
BLUE PETER LLC,2021,CA-48,82450.56
"COMPUTRITION, INC.",2021,CA-32,-13274.56
"HEALTH NET FEDERAL SERVICES, LLC",2021,CA-03,537661.0
"NEW TECH SOLUTIONS, INC.",2021,CA-17,294521.2
LN CURTIS & SONS,2021,CA-10,50895.66
LOCKHEED MARTIN CORP,2021,CA-17,0.0
COMPONENT SOURCING GROUP,2021,CA-47,112.24
"TECOLOTE RESEARCH, INC.",2021,CA-24,1498085.4
DIVINE IMAGING INC.,2021,CA-36,3408.3
"VEGE-MIST, INC.",2021,CA-43,0.0
MICROSEMI FREQUENCY AND TIME CORP,2021,CA-17,18314.07
"JOB OPTIONS, INCORPORATED",2021,CA-51,200147.32
SRI INTERNATIONAL,2021,CA-16,600000.0
"MILLENNIUM SPACE SYSTEMS, INC.",2021,CA-36,1200000.0
THE LELAND STANFORD JUNIOR UNIVERSITY,2021,CA-16,2091000.0
"AVUM, INC.",2021,CA-26,1223304.0
SYMPLECTIC ENGINEERING CORPORATION,2021,CA-12,25000.0
"TEAL, LLC",2021,CA-13,10763.5
GORILLA STATIONERS LLC,2021,CA-42,113.8
GORILLA STATIONERS LLC,2021,CA-42,4551.12
"AUTOPARTSPROS, LLC",2021,CA-50,0.0
"WESTEND ENTERPRISES UNLIMITED, INC.",2021,CA-14,0.0
HUMAN POTENTIAL CONSULTANTS LLC,2021,CA-44,50000.0
ALLIANT TECHSYSTEMS OPERATIONS LLC,2021,CA-32,0.0
REDHORSE CORPORATION,2021,CA-50,215991.84
QUINN COMPANY,2021,CA-31,4794.0
SAN JOSE STATE UNIVERSITY RESEARCH FOUNDATION,2021,CA-18,80000.0
SPARTAN INVESTMENT SERVICES LLC,2021,CA-52,24999.93
"KEY CODE MEDIA, INC.",2021,CA-30,240798.8
TOYON RESEARCH CORPORATION,2021,CA-24,590000.0
"NEW TECH SOLUTIONS, INC.",2021,CA-17,38108.63
"NEW TECH SOLUTIONS, INC.",2021,CA-17,231917.68
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2021,CA-52,0.0
ROCKWELL COLLINS INC,2021,CA-08,383866.96
LOCKHEED MARTIN CORP,2021,CA-17,-113107.8
LOCKHEED MARTIN CORP,2021,CA-17,2475951.0
L3HARRIS INTERSTATE ELECTRONICS CORPORATION,2021,CA-46,1477435.0
BLUE TECH INC.,2021,CA-50,1897503.48
"ROSELM INDUSTRIES, INC.",2021,CA-31,0.0
"GUERRERO PROFESSIONAL SERVICES, INC.",2021,CA-48,0.0
RAYTHEON COMPANY,2021,CA-51,-60057.2
"NEW TECH SOLUTIONS, INC.",2021,CA-17,0.0
EDEL ENGINEERING DEVELOPMENT CO.,2021,CA-43,48444.0
GORILLA STATIONERS LLC,2021,CA-42,113.2
"METSON MARINE SERVICES, INC",2021,CA-24,0.0
ROCKWELL COLLINS INC,2021,CA-08,-2683.3
EATON AEROSPACE LLC,2021,CA-30,0.0
"NEW TECH SOLUTIONS, INC.",2021,CA-17,21460.81
"DURA BRANDS, INC.",2021,CA-30,10221.9
"BRICE TOOL & STAMPING, INC.",2021,CA-40,33425.7
INTELLIGENT INTERNATIONAL INC.,2021,CA-29,22986.0
DYNAMIC SYSTEMS INC,2021,CA-36,24349.27
"NEW TECH SOLUTIONS, INC.",2021,CA-17,11227.42
"NEW TECH SOLUTIONS, INC.",2021,CA-17,1971.51
GORILLA STATIONERS LLC,2021,CA-42,595.2
AURORA SYSTEMS CONSULTING INC,2021,CA-36,12646.37
"STRYKER SALES, LLC",2021,CA-19,-7928.01
"NEW TECH SOLUTIONS, INC.",2021,CA-17,487313.25
"NEW TECH SOLUTIONS, INC.",2021,CA-17,90860.8
PCX INC,2021,CA-47,-15772.52
"MOD-ELECTRONICS, INC",2021,CA-36,-7000.0
MDF TECHNOLOGIES INC,2021,CA-49,206824.0
BRANDYWINE COMMUNICATIONS,2021,CA-40,11530.0
MENTOR WORLDWIDE LLC,2021,CA-47,0.0
CUMMINS INC,2021,CA-47,0.0
ANTONY BERCHMANZ,2021,CA-51,0.0
"OPAL SOFT, INC.",2021,CA-17,38819.58
"ALPHA RESEARCH & TECHNOLOGY, INC.",2021,CA-05,89417.0
"FISICA APPLIED TECHNOLOGIES, INC.",2021,CA-15,0.0
"PROLACTA BIOSCIENCE, INC",2021,CA-31,-9278.21
NORTHROP GRUMMAN SYSTEMS CORPORATION,2021,CA-17,0.0
"UNITED SUPPORT SERVICES, INC.",2021,CA-50,0.0
MERCURY MISSION SYSTEMS LLC,2021,CA-43,365590.88
EATON CORPORATION,2021,CA-47,3284.26
PACIFIC RIM PATHOLOGY MEDICAL CORPORATION,2021,CA-51,0.0
"STRYKER SALES, LLC",2021,CA-19,5000.0
"NETWORKS ELECTRONIC COMPANY, LLC",2021,CA-32,0.0
HYDRO-AIRE AEROSPACE CORP,2021,CA-30,-13196.0
KD PRECISION MACHINING INC.,2021,CA-45,-642.0
"SKYDIO, INC",2021,CA-15,13099.0
THE SEVERSON GROUP LLC,2021,CA-50,99429.11
"HERBERT-ABS SOFTWARE SOLUTIONS, LLC",2021,CA-12,0.0
"PAYDARFAR INDUSTRIES, INC.",2021,CA-40,8706.0
CASTRO DOMINIC,2021,CA-19,0.0
WAYNE INMAN,2021,CA-49,6000.0
"MEDICAL ELECTRONIC SYSTEMS, LLC",2021,CA-43,3000.0
AESTHETIC PROSTHETICS INC.,2021,CA-28,13000.0
STRATEGOS CONSULTING LLC,2021,CA-50,118213.68
RAYTHEON COMPANY,2021,CA-24,0.0
PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA LLC),2021,CA-18,0.0
CLARY CORP,2021,CA-31,0.0
"NEW TECH SOLUTIONS, INC.",2021,CA-17,131012.37
"IMPRES TECHNOLOGY SOLUTIONS, INC",2021,CA-38,9745.24
AURORA SYSTEMS CONSULTING INC,2021,CA-36,102421.21
G. C. MICRO CORPORATION,2021,CA-02,26698.0
RIX INDUSTRIES,2021,CA-08,0.0
"NEW TECH SOLUTIONS, INC.",2021,CA-17,127680.0
"PORTEXA, LLC",2021,CA-15,50144.0
THE DUTRA GROUP,2021,CA-02,0.0
W. V. CONSTRUCTION COMPANY,2021,CA-48,0.0
VECTOR ELECTRONICS & TECHNOLOGY INC,2021,CA-29,9565.0
ECC INFRASTRUCTURE LLC,2021,CA-15,0.0
UNITED DRILL BUSHING CORPORATION,2021,CA-42,27226.0
"NOROTOS, INC",2021,CA-46,0.0
"KARAGOZIAN & CASE, INC.",2021,CA-30,99911.0
INTELLISENSE SYSTEMS INC,2021,CA-43,0.0
"DE LA FUENTE CONSTRUCTION, INC.",2021,CA-52,0.0
"CM CONSTRUCTION SERVICES, INC.",2021,CA-21,989000.0
CITY OF PORT HUENEME,2021,CA-26,0.0
INSIGHT TIDEWATER LLC,2021,CA-45,0.0
"NEW TECH SOLUTIONS, INC.",2021,CA-17,-0.04
"NEW TECH SOLUTIONS, INC.",2021,CA-17,57679.19
CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,2021,CA-52,977364.0
"KING TECHNOLOGIES, INC.",2021,CA-50,0.0
"ECHO REPORTING, INC",2021,CA-51,2637.38
CERUS CORPORATION,2021,CA-10,0.0
INTELLIGENT FIBER OPTIC SYSTEMS CORPORATION,2021,CA-17,374999.47
"UNDERSEA SYSTEMS INTERNATIONAL, INC.",2021,CA-46,25072.68
"CREATIVE TECHNOLOGIES, INC.",2021,CA-30,0.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2021,CA-50,0.0
"KING TECHNOLOGIES, INC.",2021,CA-50,0.0
"VECTOR PLANNING & SERVICES, INC.",2021,CA-51,0.0
BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.,2021,CA-50,0.0
SKURKA AEROSPACE INC,2021,CA-26,134130.0
"SCIENTIFIC APPLICATIONS & RESEARCH ASSOCIATES, INC.",2021,CA-45,0.0
TETRA TECH-MAYTAG AIRCRAFT CORPORATION JOINT VENTURE,2021,CA-28,3000000.0
"L3HARRIS TECHNOLOGIES, INC",2021,CA-29,62068.0
"PACIFIC SCIENCE & ENGINEERING GROUP, INC.",2021,CA-51,140000.0
HEALTH SUPPLY US LLC,2021,CA-29,0.0
ACTION EMBROIDERY CORP,2021,CA-35,595.0
"MXR IMAGING, INC.",2021,CA-51,275.0
"ROBERT D. NIEHAUS, INC.",2021,CA-24,-12512.23
SFS GLOBAL/TIBURON JV,2021,CA-01,-44348.46
"AERO ENGINEERING & MANUFACTURING COMPANY OF CALIFORNIA, LLC",2021,CA-27,0.0
"EMRICK MACHINERY SALES, INC.",2021,CA-21,0.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2021,CA-50,0.0
"HC MERCHANDISERS, INC.",2021,CA-35,2069.76
"ONTIC ENGINEERING & MANUFACTURING, INC",2021,CA-32,197257.69
"LEE AIR COMPANY, INC.",2021,CA-29,3655.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2021,CA-36,-21879.96
AMD INTERNATIONAL TECHNOLOGIES LLC,2021,CA-35,0.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2021,CA-32,0.0
FRAZIER AVIATION INC,2021,CA-29,0.0
"DCX-CHOL ENTERPRISES, INC",2021,CA-43,0.0
"AMG CONSTRUCTION COMPANY, INCORPORATED",2021,CA-25,0.0
SOUTHERN CALIFORNIA EDISON COMPANY,2021,CA-28,1440231.11
"QUALITY AVIATION, INC",2021,CA-35,-2500.0
DC PRECISION LLC,2021,CA-46,11150.0
VTC ENTERPRISES,2021,CA-24,13382.8
PHAOSTRON INSTRUMENT AND ELECTRONIC COMPANY,2021,CA-31,0.0
"AMERICAN PRECISION TOOL & ENGINEERING, INC.",2021,CA-29,0.0
"WKF (FRIEDMAN) ENTERPRISES, INC.",2021,CA-09,4400.0
GOLDEN WEST HUMANITARIAN FOUNDATION,2021,CA-32,94377.6
THE RAND CORPORATION,2021,CA-36,0.0
NEWPOINT MANAGEMENT LLC,2021,CA-31,20448.0
CAMBO LLC,2021,CA-17,0.0
"MEG TECHNOLOGIES, INC.",2021,CA-47,408.38
"LEE AIR COMPANY, INC.",2021,CA-29,835.15
"FDH AERO, LLC",2021,CA-28,1545.24
"PHOTO-SONICS, INC.",2021,CA-32,13122.0
"CABLE MOORE, INC.",2021,CA-12,-135.0
VETERAN EQUIPMENT SALES LLC,2021,CA-08,13535.49
PARKER-HANNIFIN CORPORATION,2021,CA-47,0.0
"ACCESS GENERAL CONTRACTING, INC.",2021,CA-45,833109.09
MAD APPAREL INC,2021,CA-18,49920.0
TS GOVERNMENT SOLUTIONS. LLC,2021,CA-41,22348.0
BURR-MZT JOINT VENTURE,2021,CA-49,87102.0
"ONTIC ENGINEERING & MANUFACTURING, INC",2021,CA-32,0.0
"PEREZ, SEVERINO",2021,CA-32,0.0
"L3 TECHNOLOGIES, INC.",2021,CA-50,27440.0
"DIGITAL FORCE TECHNOLOGIES, LLC",2021,CA-51,0.0
CTN MACHINING LLC,2021,CA-16,1300.0
"ONTIC ENGINEERING & MANUFACTURING, INC",2021,CA-32,36256.0
"MEGGITT (ORANGE COUNTY), INC.",2021,CA-47,0.0
"FDH DEFENSE AFTERMARKET, LLC",2021,CA-38,210.0
"M & V FABRICATION, INC.",2021,CA-42,0.0
"AERO-DYNE SUPPLY CO., INC.",2021,CA-12,0.0
B & H INTERNATIONAL LLC,2021,CA-20,56578.84
"AM MACHINING, INC.",2021,CA-45,0.0
"MEGGITT SAFETY SYSTEMS, INC.",2021,CA-26,0.0
"DEFENSE PROCUREMENT GROUP, INC.",2021,CA-28,2544.08
"AECOM TECHNICAL SERVICES, INC.",2021,CA-34,0.0
EATON AEROSPACE LLC,2021,CA-30,0.0
THE BOEING COMPANY,2021,CA-47,0.0
DANTE VALVE COMPANY,2021,CA-42,2700.0
"HYDRAULICS INTERNATIONAL, INC.",2021,CA-32,5736.3
"HC MERCHANDISERS, INC.",2021,CA-35,1152.4
"SONFARREL AEROSPACE, LLC",2021,CA-40,0.0
AMD INTERNATIONAL TECHNOLOGIES LLC,2021,CA-35,0.0
"HC MERCHANDISERS, INC.",2021,CA-35,3202.26
"SENSO-METRICS, INC.",2021,CA-26,0.0
"HC MERCHANDISERS, INC.",2021,CA-35,865.83
"BIOENNO TECH, LLC",2021,CA-46,150000.0
PACIFIC ELECTRONIC ENTERPRISES INC,2021,CA-47,-10560.0
DEFENSE & AEROSPACE MANUFACTURING LLC,2021,CA-06,0.0
"AUTOCRIB, INC.",2021,CA-40,43836.84
"AEROMETALS, INC.",2021,CA-05,0.0
AIRCRAFT HARDWARE WEST,2021,CA-42,453.42
"STANDARD AERO PARTS, INC",2021,CA-26,3091.2
TORK SYSTEMS INC,2021,CA-12,6311.85
"QUAYCHAIN TECHNOLOGIES, INC.",2021,CA-36,0.0
RAYTHEON COMPANY,2021,CA-36,0.0
CONTINUUM POWDERS CORPORATION,2021,CA-16,0.0
"ONTIC ENGINEERING & MANUFACTURING, INC",2021,CA-32,22379.25
"TWIST TITE MFG, INC",2021,CA-38,937.0
NEWVAC LLC,2021,CA-32,214900.0
"FDH AERO, LLC",2021,CA-28,8766.58
WILLIAMS AEROSPACE & MANUFACTURING INC,2021,CA-52,1623.29
HYDRO-AIRE AEROSPACE CORP,2021,CA-30,12016.0
"DIRECTV, LLC",2021,CA-36,1371.66
RAYTHEON COMPANY,2021,CA-36,0.0
ITT AEROSPACE CONTROLS LLC,2021,CA-27,0.0
"MC & R ENTERPRISES, INC",2021,CA-38,691.2
PHYSICAL OPTICS CORPORATION,2021,CA-43,0.0
"ATTOLLO ENGINEERING, LLC",2021,CA-26,950000.0
HYDRO-AIRE AEROSPACE CORP,2021,CA-30,0.0
PHAOSTRON INSTRUMENT AND ELECTRONIC COMPANY,2021,CA-31,0.0
"AERO ENGINEERING & MANUFACTURING COMPANY OF CALIFORNIA, LLC",2021,CA-27,2167.5
C U ENTERPRISES LTD,2021,CA-24,0.0
ADEPT FASTENERS INC,2021,CA-27,0.0
MP AERO LLC,2021,CA-29,4194.0
GENTEX CORP,2021,CA-35,4797.62
"CUBIC DEFENSE APPLICATIONS, INC.",2021,CA-51,0.0
"ATLAS PORTABLE SERVICES, INC.",2021,CA-48,18060.0
ADEPT FASTENERS INC,2021,CA-27,420.9
COASTAL DEFENSE PRODUCTS INC,2021,CA-39,7800.0
"CABLE MOORE, INC.",2021,CA-12,-11550.0
"DEFENSE PROCUREMENT GROUP, INC.",2021,CA-28,429.8
"SYMBOLIC DISPLAYS, INC",2021,CA-46,1122.0
"RELATIVITY SPACE, INC.",2021,CA-42,0.0
EXOANALYTIC SOLUTIONS INC,2021,CA-40,0.0
"WKF (FRIEDMAN) ENTERPRISES, INC.",2021,CA-09,2880.0
D&M MANUFACTURING LLC,2021,CA-18,3617.46
"FDH AERO, LLC",2021,CA-28,500.0
E.D.N. AVIATION INC,2021,CA-29,3342.0
"SIMI COMPONENTS, INC.",2021,CA-26,885.0
AIRCRAFT HARDWARE WEST,2021,CA-42,179.4
MP AERO LLC,2021,CA-29,0.0
MACHINA LABS INC,2021,CA-32,149670.0
VIASAT INC,2021,CA-49,0.0
"HENWAY, INC",2021,CA-20,175.2
KING NUTRONICS CORPORATION,2021,CA-32,14562.1
POLARIX CORPORATION,2021,CA-51,149837.0
"PIQPIQ, INC.",2021,CA-11,49996.58
"DYNEPIC, INC.",2021,CA-47,749980.0
"FDH DEFENSE AFTERMARKET, LLC",2021,CA-38,625.0
"CUMMINS AEROSPACE, LLC",2021,CA-46,0.0
"HC MERCHANDISERS, INC.",2021,CA-35,7900.0
INSULATION SOURCES INC,2021,CA-16,0.0
"HILL ENGINEERING, LLC",2021,CA-06,369000.0
"L3HARRIS TECHNOLOGIES, INC",2021,CA-29,14955.0
"STANDARD AERO PARTS, INC",2021,CA-26,2800.16
PHAOSTRON INSTRUMENT AND ELECTRONIC COMPANY,2021,CA-31,0.0
"ARIZONA AERO FASTENERS, INC",2021,CA-26,2851.08
"SOGEN COMPANY, INC.",2021,CA-14,18228.7
"MIL COMPONENTS, LLC",2021,CA-50,1990.6
"MIL COMPONENTS, LLC",2021,CA-50,130.0
"FDH AERO, LLC",2021,CA-28,7362.63
"STANDARD AERO PARTS, INC",2021,CA-26,228.39
"SEA SHIELD MARINE PRODUCTS, INC.",2021,CA-38,2252.88
NORTHROP GRUMMAN SYSTEMS CORP,2021,CA-36,0.0
"HYDRAULICS INTERNATIONAL, INC.",2021,CA-32,23903.1
"QPI PRO, INC.",2021,CA-46,17454.8
ADEPT FASTENERS INC,2021,CA-27,3976.2
"AEROMETALS, INC.",2021,CA-05,-219722.0
"INSERTS & KITS, INC.",2021,CA-46,540.6
PACIFIC COAST SALES LLC,2021,CA-26,7726.73
"HYDRAULICS INTERNATIONAL, INC.",2021,CA-32,621.3
WHITE AERO INC,2021,CA-27,0.0
IMMECOR CORPORATION,2021,CA-04,2569.5
"INSERTS & KITS, INC.",2021,CA-46,498.2
"BOATSWAIN'S LOCKER I, INCORPORATED",2021,CA-47,390.6
SWISS PATTERN CORP.,2021,CA-46,1505.0
"STANDARD AERO PARTS, INC",2021,CA-26,2514.12
"JOB OPTIONS, INCORPORATED",2021,CA-51,0.0
"TURNITIN, LLC",2021,CA-12,94791.66
GRAKEN CORP.,2021,CA-43,0.0
INTEVAC PHOTONICS INC,2021,CA-17,1815061.0
"SIMI COMPONENTS, INC.",2021,CA-26,528.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2021,CA-36,0.0
"DEFENSE PROCUREMENT GROUP, INC.",2021,CA-28,59.63
"STANDARD AERO PARTS, INC",2021,CA-26,498.83
L3HARRIS INTERSTATE ELECTRONICS CORPORATION,2021,CA-46,3109933.0
"DCX-CHOL ENTERPRISES, INC",2021,CA-43,120000.0
"PEREZ MACHINE, INC.",2021,CA-43,46928.0
GME MANUFACTURING INC,2021,CA-35,8372.0
CTN MACHINING LLC,2021,CA-16,1204.0
"AEROSPACE DRIVEN TECHNOLOGIES, INC",2021,CA-46,0.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2021,CA-36,100000.0
ARETE ASSOCIATES,2021,CA-32,485600.0
ULTRAMET,2021,CA-29,0.0
RAYTHEON COMPANY,2021,CA-24,500000.0
MTM BUSINESS SYSTEMS,2021,CA-40,0.0
"TELEDYNE SCIENTIFIC & IMAGING, LLC",2021,CA-26,1235000.0
"AERO ENGINEERING & MANUFACTURING COMPANY OF CALIFORNIA, LLC",2021,CA-27,0.0
E.D.N. AVIATION INC,2021,CA-29,1268.0
"APEX MANUFACTURING COMPANY, INC.",2021,CA-29,0.0
"BUNZL DISTRIBUTION CALIFORNIA, LLC",2021,CA-40,0.0
"AERO ENGINEERING & MANUFACTURING COMPANY OF CALIFORNIA, LLC",2021,CA-27,0.0
"HEALTH NET FEDERAL SERVICES, LLC",2021,CA-03,0.0
SPACE EXPLORATION TECHNOLOGIES CORP.,2021,CA-43,0.0
CASON ENGINEERING INC,2021,CA-05,1129.26
SPACE EXPLORATION TECHNOLOGIES CORP.,2021,CA-43,4905706.0
AERO SPACE COMPOSITES LLC,2021,CA-45,0.0
BEARCATS LESSEE LLC,2021,CA-50,0.0
INFINITY PRECISION INC,2021,CA-32,0.0
"AEROMETALS, INC.",2021,CA-05,26748.0
RIPA ENGINEERING CORP,2021,CA-32,0.0
"SOGEN COMPANY, INC.",2021,CA-14,12363.3
LOCKHEED MARTIN CORP,2021,CA-17,0.0
VECTOR ATOMIC INC,2021,CA-14,500000.0
"HYDRAULICS INTERNATIONAL, INC.",2021,CA-32,842.32
"BECTON, DICKINSON AND COMPANY",2021,CA-17,40370.36
"STANDARD AERO PARTS, INC",2021,CA-26,-3498.0
LN CURTIS & SONS,2021,CA-10,34653.84
M&B ASSEMBLY CORP,2021,CA-43,500.0
SIERRACIN CORPORATION,2021,CA-29,9802.0
"UNITEC SYSTEMS, INC",2021,CA-40,7209.0
"AEROMETALS, INC.",2021,CA-05,0.0
"STANDARD AERO PARTS, INC",2021,CA-26,1830.0
PARSONS GOVERNMENT SERVICES INC.,2021,CA-28,471670.28
ADEPT FASTENERS INC,2021,CA-27,0.0
ITT AEROSPACE CONTROLS LLC,2021,CA-27,0.0
AMD INTERNATIONAL TECHNOLOGIES LLC,2021,CA-35,0.0
PARSONS GOVERNMENT SERVICES INC.,2021,CA-28,695037.0
LLAMAS PLASTICS INC,2021,CA-29,6940.0
SA PACIFIC INC,2021,CA-40,0.0
GME MANUFACTURING INC,2021,CA-35,-5040.0
WESCO AIRCRAFT HARDWARE CORP.,2021,CA-27,3537.8
AMD INTERNATIONAL TECHNOLOGIES LLC,2021,CA-35,0.0
ACUFAST AIRCRAFT PRODUCTS,2021,CA-29,-166.1
"LEE AIR COMPANY, INC.",2021,CA-29,845.0
"HEALTH NET FEDERAL SERVICES, LLC",2021,CA-03,12000000.0
"CACI PHOTONICS, LLC",2021,CA-16,0.0
SRI INTERNATIONAL,2021,CA-16,3077297.0
"AIR/FLEX INDUSTRIES, INC.",2021,CA-35,0.0
ITT AEROSPACE CONTROLS LLC,2021,CA-27,1808.0
PHYSICAL OPTICS CORPORATION,2021,CA-43,2610.64
"INTERNATIONAL PRECISION, INC",2021,CA-32,43522.0
"DCX-CHOL ENTERPRISES, INC",2021,CA-43,38000.0
"HEALTH NET FEDERAL SERVICES, LLC",2021,CA-03,199000.0
