recipient_name,action_date_fiscal_year,prime_award_transaction_recipient_cd_current,federal_action_obligation
THE GYRO HOUSE,2023,CA-03,0.0
"BECKMAN COULTER, INC.",2023,CA-40,18501.96
"CM CONSTRUCTION SERVICES, INC.",2023,CA-21,0.0
VMWARE LLC,2023,CA-16,0.0
INTELLISENSE SYSTEMS INC,2023,CA-43,256800.0
TESTUDO LOGISTICS LLC,2023,CA-52,1711.2
"BECKMAN COULTER, INC",2023,CA-40,220936.44
"PORTEXA, LLC",2023,CA-15,16616.0
"AECOM TECHNICAL SERVICES, INC.",2023,CA-34,2741630.92
"MICROWAVE POWER PRODUCTS, INC.",2023,CA-16,0.0
NORTHROP GRUMMAN SYSTEMS CORP,2023,CA-36,0.0
HONEYWELL INTERNATIONAL INC.,2023,CA-43,0.0
"PETER VANDER WERFF CONSTRUCTION, INC.",2023,CA-51,27106.0
"INTEGRATED DATA SERVICES, LLC",2023,CA-36,4250348.0
BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.,2023,CA-50,0.0
LOCKHEED MARTIN CORP,2023,CA-17,459000.0
APPLIED COMPANIES,2023,CA-27,-31474.65
ASTRANIS SPACE TECHNOLOGIES CORP,2023,CA-11,650000.0
"L3HARRIS TECHNOLOGIES, INC",2023,CA-29,0.0
"ENGINEERING AND SOFTWARE SYSTEM SOLUTIONS, INC.",2023,CA-50,0.0
EDLORE INC.,2023,CA-40,0.0
VIASAT INC,2023,CA-49,0.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2023,CA-36,0.0
"TECHNICAL COMMUNITIES, INC.",2023,CA-15,22217.32
"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",2023,CA-48,-230157.0
"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",2023,CA-48,10947694.0
CHARLOT BIOSCIENCES INC,2023,CA-47,0.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2023,CA-31,0.0
"TECHNICAL COMMUNITIES, INC.",2023,CA-15,29707.5
TOYON RESEARCH CORPORATION,2023,CA-24,0.0
"TECHNICAL COMMUNITIES, INC.",2023,CA-15,12152.41
INTELLISENSE SYSTEMS INC,2023,CA-43,0.0
"KINGSLEY GLASS COMPANY, INC.",2023,CA-27,57550.0
RAYTHEON COMPANY,2023,CA-36,124995.54
COSMED USA INC,2023,CA-10,125229.5
DIVINE IMAGING INC.,2023,CA-36,14450.0
NORTHROP GRUMMAN SYSTEMS CORP,2023,CA-36,0.0
NORTHROP GRUMMAN SYSTEMS CORP,2023,CA-36,0.0
RUSS BASSETT CORP,2023,CA-38,88240.45
CAPELLA SPACE CORP,2023,CA-11,0.0
"TECHNICAL COMMUNITIES, INC.",2023,CA-15,55625.77
THE FLAMEMASTER CORPORATION,2023,CA-29,1910.0
"BLUE HOUSE PARTNERS, LLC",2023,CA-52,0.0
BLUE TECH INC.,2023,CA-50,191071.29
"DILTEX, INC.",2023,CA-31,97118.7
"MSA SYSTEMS, INC.",2023,CA-16,14503.2
"OFFICE DESIGN GROUP, INC.",2023,CA-47,14756.72
"TOUMA, INC.",2023,CA-19,4642.0
"TETRA TECH, INC.",2023,CA-28,0.0
JLOGISTICS LLC,2023,CA-45,14948.25
PARSONS GOVERNMENT SERVICES INC.,2023,CA-28,-328618.13
LOCKHEED MARTIN CORP,2023,CA-17,34111337.0
DIVINE IMAGING INC.,2023,CA-36,268.8
MCP COMPUTER PRODUCTS INC,2023,CA-50,15526.84
MCGRATH RENTCORP,2023,CA-14,0.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2023,CA-50,0.0
RAYTHEON COMPANY,2023,CA-36,0.0
PACIFIC BELL TELEPHONE COMPANY,2023,CA-11,0.0
"STAYHOME CARE SOLUTIONS, INCORPORATED",2023,CA-52,6121.0
"HEALTH NET FEDERAL SERVICES, LLC",2023,CA-03,0.0
NEW CENTURY TECHNOLOGIES INC.,2023,CA-50,327.98
PINAO CONSULTING LLC,2023,CA-49,961264.02
"BLUE HOUSE PARTNERS, LLC",2023,CA-52,513.96
BLUE TECH INC.,2023,CA-50,31573.65
NATIONAL STEEL AND SHIPBUILDING COMPANY,2023,CA-52,25111.0
"HADAL, INC",2023,CA-12,0.0
"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",2023,CA-23,12513.89
"HARRIS WEST: RECYCLING & SOLID WASTE EQUIPMENT SALES & SERVICE, INC.",2023,CA-46,27773.0
"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",2023,CA-23,137595.75
NORTHROP GRUMMAN SYSTEMS CORPORATION,2023,CA-32,0.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2023,CA-17,100834.0
THE BOEING COMPANY,2023,CA-47,0.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,2023,CA-52,0.0
SPARTAN INVESTMENT SERVICES LLC,2023,CA-52,19767.0
GORILLA STATIONERS LLC,2023,CA-42,24842.42
MCP COMPUTER PRODUCTS INC,2023,CA-50,0.0
"WALASHEK INDUSTRIAL & MARINE, INC.",2023,CA-52,0.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,2023,CA-52,-13956.29
NATIONAL STEEL AND SHIPBUILDING COMPANY,2023,CA-52,47439.0
CAES SYSTEMS LLC,2023,CA-51,67148.0
"J.L SHEPHERD AND ASSOCIATES, INC.",2023,CA-29,363128.0
"FNH, INC",2023,CA-17,24899.17
L3HARRIS INTERSTATE ELECTRONICS CORPORATION,2023,CA-46,313804.0
"ATHANA INTERNATIONAL, INC.",2023,CA-36,20607.06
INTERNATIONAL TELEVISION CORPORATION,2023,CA-44,1104.09
"FIRSTCALL OFFICE SOLUTIONS, INC.",2023,CA-34,873.48
TREX ENTERPRISES CORPORATION,2023,CA-51,0.0
"NEW TECH SOLUTIONS, INC.",2023,CA-17,117011.09
"L3HARRIS TECHNOLOGIES, INC",2023,CA-29,1983.0
CAMERON ENERGY SERVICES CORP.,2023,CA-31,8751.0
"FIRSTCALL OFFICE SOLUTIONS, INC.",2023,CA-34,343.25
IT DEVICES ONLINE INC,2023,CA-10,51336.87
"NEW TECH SOLUTIONS, INC.",2023,CA-17,270102.24
AURORA SYSTEMS CONSULTING INC,2023,CA-36,30401.06
SKURKA AEROSPACE INC,2023,CA-26,0.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2023,CA-17,37671.0
"NEW TECH SOLUTIONS, INC.",2023,CA-17,22350.9
CEL & ASSOCIATES INC,2023,CA-32,0.0
"NEW TECH SOLUTIONS, INC.",2023,CA-17,132097.6
"NEW TECH SOLUTIONS, INC.",2023,CA-17,510635.66
"NEW TECH SOLUTIONS, INC.",2023,CA-17,13948.5
"NEW TECH SOLUTIONS, INC.",2023,CA-17,0.0
"COMPUTRITION, INC.",2023,CA-32,0.0
"NEW TECH SOLUTIONS, INC.",2023,CA-17,0.0
CORNERTURN LLC,2023,CA-90,0.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2023,CA-50,0.0
"C. W. SWIFT & ASSOCIATES, INC.",2023,CA-32,0.0
"HORNET ACQUISITIONCO, LLC",2023,CA-40,1662625.9
"SCOUT ENVIRONMENTAL, INC.",2023,CA-49,0.0
"QUALITY FOAM PACKAGING, INC.",2023,CA-41,206349.4
"CEC VIBRATION PRODUCTS, LLC",2023,CA-31,3890.0
VACCO INDUSTRIES,2023,CA-31,550000.0
PARKER-HANNIFIN CORPORATION,2023,CA-47,6077.63
CADENCE DESIGN SYSTEMS INC,2023,CA-17,0.0
"TRIJICON OASYS, LLC",2023,CA-03,0.0
"NEW TECH SOLUTIONS, INC.",2023,CA-17,0.0
PRECISION MACHINERY REPAIR,2023,CA-50,11950.0
UMSTOT PROJECT & FACILITIES SOLUTIONS LLC,2023,CA-48,0.0
"NEW TECH SOLUTIONS, INC.",2023,CA-17,0.0
IRIS TECHNOLOGY CORPORATION,2023,CA-47,0.0
"WING INFLATABLES, INC.",2023,CA-10,18792.89
CADENCE DESIGN SYSTEMS INC,2023,CA-17,11450.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2023,CA-32,0.0
HANNAH INDUSTRIES INC,2023,CA-46,41935.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2023,CA-50,0.0
ECLYPSE INTERNATIONAL CORPORATION,2023,CA-41,0.0
"L3 TECHNOLOGIES, INC.",2023,CA-27,0.0
"SAFRAN AEROSYSTEMS SERVICES AMERICAS, LLC",2023,CA-29,0.0
"MID-ATLANTIC COMPUTER SERVICES, LLC",2023,CA-45,15598.0
RUEHLIN ASSOCIATES,2023,CA-50,21198.0
UNIVERSAL MUSIC - MGB NA LLC,2023,CA-36,13992.0
UNIVERSITY OF SOUTHERN CALIFORNIA,2023,CA-37,448345.0
"PATRIOT CONTRACT SERVICES, LLC",2023,CA-10,500000.0
"COX CALIFORNIA TELCOM, LLC",2023,CA-52,19368.0
"PATRIOT CONTRACT SERVICES, LLC",2023,CA-10,500000.0
"BECKMAN COULTER, INC",2023,CA-40,705196.8
THE QT COMPANY,2023,CA-16,40350.0
"BECKMAN COULTER, INC.",2023,CA-40,8092.86
"HARPER CONSTRUCTION COMPANY, INC.",2023,CA-50,165236.0
DEL MAR-TREVET-JV LLC,2023,CA-52,0.0
NORDIC ENTERPRISES,2023,CA-09,0.0
"UNIVERSITY OF CALIFORNIA, LOS ANGELES",2023,CA-36,88258.0
"EPSILON SYSTEMS SOLUTIONS, INC.",2023,CA-51,0.0
RIX INDUSTRIES,2023,CA-08,0.0
KING NUTRONICS CORPORATION,2023,CA-32,32934.0
PARKER-HANNIFIN CORPORATION,2023,CA-47,9546.0
"HSQ TECH, INC.",2023,CA-14,102947.96
MERCURY MISSION SYSTEMS LLC,2023,CA-43,0.0
OUTSOURCE LTD,2023,CA-27,28620.0
CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,2023,CA-52,61176.1
"NEW TECH SOLUTIONS, INC.",2023,CA-17,10727.7
"REAGENT WORLD, INC.",2023,CA-47,148722.0
"METSON MARINE SERVICES, INC",2023,CA-24,0.0
TURN KEY SCAFFOLD LLC,2023,CA-52,280350.0
AMERICAN COMPRESSOR COMPANY,2023,CA-38,0.0
INNOVATUS TECHNOLOGY CONSULTING,2023,CA-51,346003.2
NATIONAL STEEL AND SHIPBUILDING COMPANY,2023,CA-52,9869.15
"BAY CITY MARINE, INC",2023,CA-52,62620.0
"PATRIOT CONTRACT SERVICES, LLC",2023,CA-10,1122551.37
NATIONAL STEEL AND SHIPBUILDING COMPANY,2023,CA-52,625414.09
PROPULSION CONTROLS ENGINEERING,2023,CA-52,-6700.0
"NEW TECH SOLUTIONS, INC.",2023,CA-17,129425.48
"DCX-CHOL ENTERPRISES, INC.",2023,CA-43,0.0
"NEW TECH SOLUTIONS, INC.",2023,CA-17,317827.31
HUNTER PACIFIC GROUP,2023,CA-50,0.0
GRANITE-OBAYASHI A JOINT VENTURE,2023,CA-18,188070.0
"BRANTNER AND ASSOCIATES, INC.",2023,CA-51,101237.0
G. C. MICRO CORPORATION,2023,CA-02,20146.0
ASTROPHYSICS INC,2023,CA-38,0.0
"NEW TECH SOLUTIONS, INC.",2023,CA-17,1835073.05
"TECOLOTE RESEARCH, INC.",2023,CA-24,297.82
CORBARA BUILDING GROUP CORPORATION,2023,CA-52,0.0
SYSTEMS APPLICATION & TECHNOLOGIES INC,2023,CA-26,25000.0
PACIFIC WEST CONTROLS INC,2023,CA-20,106550.0
B & H INTERNATIONAL LLC,2023,CA-20,19080.36
"CONTINENTAL MARITIME OF SAN DIEGO, LLC",2023,CA-52,17084.8
"NEW TECH SOLUTIONS, INC.",2023,CA-17,23948.0
ARETE ASSOCIATES,2023,CA-32,9793466.28
ANRITSU COMPANY,2023,CA-18,0.0
"LASER PLUS IMAGING, LLC",2023,CA-32,6902.5
"THE JAHNDA GROUP, LLC",2023,CA-40,9042.0
VINSYS CORPORATION,2023,CA-16,0.0
"L3HARRIS TECHNOLOGIES, INC",2023,CA-29,0.0
"ZYRIS, INC.",2023,CA-24,-41.6
SCIMAGE INC,2023,CA-16,0.0
"THOMSON ELECTRIC, INC.",2023,CA-26,0.0
CALIFORNIA WATER SERVICE CO,2023,CA-17,-14515.66
HYDRO-AIRE AEROSPACE CORP,2023,CA-30,0.0
"LASER PLUS IMAGING, LLC",2023,CA-32,4762.8
"AECOM TECHNICAL SERVICES, INC.",2023,CA-34,0.0
"MAIN STREET BUILDERS, INC.",2023,CA-16,0.0
"USA WASTE OF CALIFORNIA, INC.",2023,CA-44,-18879.32
"QUALITY AVIATION, INC",2023,CA-35,1637.5
WOODWARD HRT INC,2023,CA-27,26796.84
"COI CERAMICS, INC.",2023,CA-51,14951.61
"REAGENT WORLD, INC.",2023,CA-47,0.0
"STRATEGIC OPERATIONS, INC.",2023,CA-51,245.0
"MEG TECHNOLOGIES, INC.",2023,CA-47,250.0
"TAPESTRY SOLUTIONS, INC.",2023,CA-51,261815.0
"FDH DEFENSE AFTERMARKET, LLC",2023,CA-38,400.0
"FDH DEFENSE AFTERMARKET, LLC",2023,CA-42,6750.0
"2S TECHNOLOGIES, INC.",2023,CA-49,1960.0
"STRATEGIC OPERATIONS, INC.",2023,CA-51,82.0
"QUESTIVITY, INC.",2023,CA-17,150957.96
MELGAR FACILITY MAINTENANCE LLC,2023,CA-19,55684.08
HOWMET GLOBAL FASTENING SYSTEMS INC,2023,CA-26,0.0
RIGHT FIND INC,2023,CA-41,922.01
"PITCHY KEEN, INC.",2023,CA-32,72000.0
AUROSTAR CORPORATION,2023,CA-17,70764.0
"CRD MACHINING, INC.",2023,CA-43,0.0
VALIANT GLOBAL DEFENSE SERVICES INC.,2023,CA-51,922701.92
THE BOEING COMPANY,2023,CA-42,0.0
CEPHEID,2023,CA-17,4470.0
"REAGENT WORLD, INC.",2023,CA-47,0.0
"DCX-CHOL ENTERPRISES, INC",2023,CA-43,-0.01
"NETKOMP, INC.",2023,CA-41,0.0
"ONTIC ENGINEERING & MANUFACTURING, INC",2023,CA-32,16860.1
"QUALITY AVIATION, INC",2023,CA-35,7650.0
"GREENS INV 2, LLC",2023,CA-39,0.0
M & M SANITARY LLC,2023,CA-04,7670.0
"AERO-DYNE SUPPLY CO., INC.",2023,CA-12,73237.5
HOWMET GLOBAL FASTENING SYSTEMS INC,2023,CA-26,5386.7
NORTHROP GRUMMAN SYSTEMS CORPORATION,2023,CA-50,1483220.0
"G & S CARPET MILLS, INC.",2023,CA-35,2950.0
"MEG TECHNOLOGIES, INC.",2023,CA-47,300.0
NORTH STAR GOVERNMENT SERVICES,2023,CA-50,779474.0
CELERIS SYSTEMS INC,2023,CA-40,73598.0
"GLENAIR, INC.",2023,CA-30,0.0
ACE MAKER AVIATION LLC,2023,CA-02,7000.0
INSULATION SOURCES INC,2023,CA-16,0.0
"TRONSON MANUFACTURING, INC",2023,CA-17,0.0
"AERO-DYNE SUPPLY CO., INC.",2023,CA-12,69201.27
ADEPT FASTENERS INC,2023,CA-27,7000.0
"JUENGERMANN, INC.",2023,CA-24,2164.0
GENERAL ATOMICS,2023,CA-50,36400.0
"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",2023,CA-48,899015.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2023,CA-50,0.0
"MEG TECHNOLOGIES, INC.",2023,CA-47,0.0
"MEG TECHNOLOGIES, INC.",2023,CA-47,0.0
INSULATION SOURCES INC,2023,CA-16,0.0
"UNIVERSITY OF CALIFORNIA, SAN DIEGO",2023,CA-50,0.0
PHAOSTRON INSTRUMENT AND ELECTRONIC COMPANY,2023,CA-31,0.0
RBC TRANSPORT DYNAMICS CORP,2023,CA-46,0.0
"UMBRA LAB, INC",2023,CA-24,1249988.0
LINQUEST CORPORATION,2023,CA-37,0.0
ALPHA QUANTIX LLC,2023,CA-47,45840.0
"TRONSON MANUFACTURING, INC",2023,CA-17,0.0
ADEPT FASTENERS INC,2023,CA-27,0.0
"STANDARD AERO PARTS, INC",2023,CA-26,0.0
"ENGINEERING AND SOFTWARE SYSTEM SOLUTIONS, INC.",2023,CA-50,50000.0
"HC MERCHANDISERS, INC.",2023,CA-35,0.0
MDF TECHNOLOGIES INC,2023,CA-49,-803.25
"DCX-CHOL ENTERPRISES, INC.",2023,CA-43,0.0
RAYTHEON COMPANY,2023,CA-36,0.0
NEWVAC LLC,2023,CA-32,0.0
"LEE AIR COMPANY, INC.",2023,CA-29,1200.0
"ONTIC ENGINEERING & MANUFACTURING, INC",2023,CA-32,42546.24
RAYTHEON COMPANY,2023,CA-24,0.0
"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",2023,CA-48,41599213.84
ADEPT FASTENERS INC,2023,CA-27,200.0
"STANDARD AERO PARTS, INC",2023,CA-26,4720.0
MP AERO LLC,2023,CA-29,1500.0
HOWMET GLOBAL FASTENING SYSTEMS INC,2023,CA-26,5978.0
"NIA INDUSTRIES, INC",2023,CA-40,1501.5
"UNIVERSITY OF CALIFORNIA, SAN DIEGO",2023,CA-50,18760.0
"HYRIZE BUSINESS MANAGEMENT & CONSULTING, LLC",2023,CA-29,1500.0
"COMPONENT CENTRAL, INC.",2023,CA-46,740.0
"STANDARD AERO PARTS, INC",2023,CA-26,7620.0
"MEG TECHNOLOGIES, INC.",2023,CA-47,306.0
HOWMET GLOBAL FASTENING SYSTEMS INC,2023,CA-26,609.42
HOWMET GLOBAL FASTENING SYSTEMS INC,2023,CA-26,4320.0
"STANDARD AERO PARTS, INC",2023,CA-26,415.52
NORTHROP GRUMMAN SYSTEMS CORP,2023,CA-36,0.0
INSULATION SOURCES INC,2023,CA-16,0.0
"CANYON CONSULTING, LLC",2023,CA-43,0.0
ADEPT FASTENERS INC,2023,CA-27,-41.94
ISTARI FEDERAL LLC,2023,CA-47,19127311.43
ONG GROUP LLC,2023,CA-27,0.0
SEASTRAND ENGINEERING L.L.C,2023,CA-12,0.0
"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",2023,CA-48,3143290.96
"LINMARR ASSOCIATES, INC.",2023,CA-47,25900.0
"ARIZONA AERO FASTENERS, INC",2023,CA-26,2787.2
RAYTHEON COMPANY,2023,CA-36,8346773.76
"ACE AVIATION SERVICE, INC",2023,CA-49,1297.6
"STANDARD AERO PARTS, INC",2023,CA-26,8425.0
INTERNATIONAL TELEVISION CORPORATION,2023,CA-44,0.0
"SYNERGETIC TECHNOLOGIES GROUP, INC",2023,CA-31,0.0
MDF TECHNOLOGIES INC,2023,CA-49,0.0
SWISS PATTERN CORP.,2023,CA-46,0.0
"HYDRAULIC TECHNOLOGY, INC",2023,CA-03,448.62
"CRD MACHINING, INC.",2023,CA-43,957.6
CAI SAFETY SYSTEMS INC,2023,CA-40,0.0
"HC MERCHANDISERS, INC.",2023,CA-35,1464.0
INDUSTRIAL TECTONICS BEARINGS CORPORATION,2023,CA-44,0.0
"INSPIRNETICS, INC",2023,CA-35,0.0
SRI INTERNATIONAL,2023,CA-16,1856335.0
CAMERON ENERGY SERVICES CORP.,2023,CA-31,675.0
PHILIP LLANOS,2023,CA-20,0.0
MP AERO LLC,2023,CA-29,1192.0
THE AEROSPACE CORPORATION,2023,CA-36,50170001.89
MILITARY AIRCRAFT PARTS,2023,CA-06,0.0
IMMECOR CORPORATION,2023,CA-04,2109.0
ADEPT FASTENERS INC,2023,CA-27,679.46
"LEGACY AIRCRAFT SERVICES, INC",2023,CA-26,3850.0
T.P.S. AVIATION INC,2023,CA-14,97.5
ASEISO CO,2023,CA-39,760.0
HYDRO-AIRE AEROSPACE CORP,2023,CA-30,0.0
"MEG TECHNOLOGIES, INC.",2023,CA-47,0.0
"LINMARR ASSOCIATES, INC.",2023,CA-47,3863.4
"MEG TECHNOLOGIES, INC.",2023,CA-47,2208.18
NORTHROP GRUMMAN SYSTEMS CORPORATION,2023,CA-36,0.0
IMAX SERVICE CORP,2023,CA-34,143036.37
DC PRECISION LLC,2023,CA-46,4187.0
"ARIZONA AERO FASTENERS, INC",2023,CA-26,800.0
"2S TECHNOLOGIES, INC.",2023,CA-49,2300.0
"STANDARD AERO PARTS, INC",2023,CA-26,2662.0
INTERNATIONAL TELEVISION CORPORATION,2023,CA-44,-5391.32
FRAZIER AVIATION INC,2023,CA-29,0.0
"NU-TREK, INC.",2023,CA-50,0.0
"HC MERCHANDISERS, INC.",2023,CA-35,1804.32
"HC MERCHANDISERS, INC.",2023,CA-35,480.0
"CLARENDON SPECIALTY FASTENERS, INC.",2023,CA-42,691.0
"HENWAY, INC",2023,CA-20,200.0
"INSERTS & KITS, INC.",2023,CA-46,374.25
TAYLOR INVESTMENTS LLC,2023,CA-03,250.11
WHITE AERO INC,2023,CA-27,499.2
"A & S SKILL MACHINISTS, INC.",2023,CA-44,-5920.0
"A & S SKILL MACHINISTS, INC.",2023,CA-44,2999.85
"MANEY AIRCRAFT, INC.",2023,CA-35,0.0
"DCX-CHOL ENTERPRISES, INC",2023,CA-43,60600.0
WINAIR INSTRUMENT INC,2023,CA-26,1965.55
"AEROMETALS, INC.",2023,CA-05,0.0
"INSERTS & KITS, INC.",2023,CA-46,400.0
MDF TECHNOLOGIES INC,2023,CA-49,855.0
"STANDARD AERO PARTS, INC",2023,CA-26,402.0
HOWMET GLOBAL FASTENING SYSTEMS INC,2023,CA-26,118.8
"HC MERCHANDISERS, INC.",2023,CA-35,720.0
NEWVAC LLC,2023,CA-32,3900.0
"GANAR INDUSTRIES, INC",2023,CA-43,0.0
PATLIN SERVICES LLC,2023,CA-34,15021.29
"AERO ENGINEERING & MANUFACTURING COMPANY OF CALIFORNIA, LLC",2023,CA-27,0.0
C U ENTERPRISES LTD,2023,CA-24,0.0
"AERO ENGINEERING & MANUFACTURING COMPANY OF CALIFORNIA, LLC",2023,CA-27,0.0
CASON ENGINEERING INC,2023,CA-05,2375.82
"SYMBOLIC DISPLAYS, INC",2023,CA-46,1962.0
"AMO SALES AND SERVICE, INC.",2023,CA-46,0.0
FXC CORPORATION,2023,CA-47,0.0
"AEROMETALS, INC.",2023,CA-05,81776.0
SRI INTERNATIONAL,2023,CA-16,7941307.0
"HUNTINGTON VALLEY INDUSTRIES, INC.",2023,CA-47,0.0
"FEDERAL CUSTOM CABLE, LLC",2023,CA-47,9999.77
CTN MACHINING LLC,2023,CA-16,714.0
"D & M ENGINEERING CO., INC.",2023,CA-46,-1415.0
"BECKMAN COULTER, INC",2023,CA-40,0.0
"LEE AIR COMPANY, INC.",2023,CA-29,16250.0
ITT AEROSPACE CONTROLS LLC,2023,CA-27,4020.0
"MC & R ENTERPRISES, INC",2023,CA-38,0.0
"2S TECHNOLOGIES, INC.",2023,CA-49,0.0
"PACIFIC SKY SUPPLY, INC.",2023,CA-29,0.0
ARETE ASSOCIATES,2023,CA-32,400000.0
HYDRAFLOW,2023,CA-46,576.44
"AIR INSTRO, INC.",2023,CA-26,0.0
COASTAL DEFENSE PRODUCTS INC,2023,CA-39,0.0
ONG GROUP LLC,2023,CA-27,-14972.0
"TELEDYNE DEFENSE ELECTRONICS, LLC",2023,CA-16,1979370.0
AVIATOR SYSTEMS INC.,2023,CA-48,0.0
PARSONS GOVERNMENT SERVICES INC.,2023,CA-28,0.0
DEFENSE & AEROSPACE MANUFACTURING LLC,2023,CA-06,7399.86
C U ENTERPRISES LTD,2023,CA-24,150.0
INSULATION SOURCES INC,2023,CA-16,3239.86
"2S TECHNOLOGIES, INC.",2023,CA-49,5940.0
CEPHEID,2023,CA-17,34680.0
"HEALTH NET FEDERAL SERVICES, LLC",2023,CA-03,261465790.31
AERO SPACE COMPOSITES LLC,2023,CA-45,0.0
"QPI PRO, INC.",2023,CA-46,0.0
KROBACH MFG. CORP.,2023,CA-14,1363.0
"DCX-CHOL ENTERPRISES, INC",2023,CA-43,70000.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2023,CA-36,0.0
"SODERBERG MANUFACTURING COMPANY, INC.",2023,CA-38,10191.0
"HC MERCHANDISERS, INC.",2023,CA-35,1895.7
"INTERNATIONAL PRECISION, INC",2023,CA-32,7416.0
"BLUE HOUSE PARTNERS, LLC",2023,CA-52,2195.36
CEPHEID,2023,CA-17,19795.0
"HEALTH NET FEDERAL SERVICES, LLC",2023,CA-06,0.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,2023,CA-52,0.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,2023,CA-17,0.0
