recipient_name,recipient_county_name,action_date_fiscal_year,prime_award_transaction_recipient_cd_current,federal_action_obligation
"SYNERGETIC TECHNOLOGIES GROUP, INC",LOS ANGELES,2017,CA-31,11250.0
DOWD JANE R,SAN DIEGO,2017,CA-51,2600.0
"VALUE MANAGEMENT STRATEGIES, INC.",SAN DIEGO,2017,CA-50,195298.39
"PERSONAL STRENGTHS PUBLISHING, LLC",SAN DIEGO,2017,CA-49,33900.0
"BECKMAN COULTER, INC.",ORANGE,2017,CA-40,416200.0
MCKESSON CORPORATION,YOLO,2017,CA-07,297.0
G. C. MICRO CORPORATION,SONOMA,2017,CA-02,216480.0
JACOBS/B&M A JOINT VENTURE,LOS ANGELES,2017,CA-28,661321.0
MCKESSON CORPORATION,YOLO,2017,CA-07,90026.68
MEGGITT NORTH HOLLYWOOD INC,LOS ANGELES,2017,CA-29,48042.0
PARKER-HANNIFIN CORPORATION,ORANGE,2017,CA-47,6503.29
"REYES CONSTRUCTION, INC.",LOS ANGELES,2017,CA-35,4484.3
MCKESSON CORPORATION,YOLO,2017,CA-07,412.76
"ENVIREMEDIAL SERVICES, INC.",SAN DIEGO,2017,CA-49,-1892.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,LOS ANGELES,2017,CA-36,235000.0
RBC TRANSPORT DYNAMICS CORP,ORANGE,2017,CA-46,36872.5
"HYDRAULICS INTERNATIONAL, INC.",LOS ANGELES,2017,CA-32,1636.68
"RAYTHEON APPLIED SIGNAL TECHNOLOGY, INC.",SANTA CLARA,2017,CA-17,0.0
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2017,CA-09,12943.78
PERMON CONTRACTORS INC,SAN BERNARDINO,2017,CA-35,24443.69
"NEW TECH SOLUTIONS, INC.",ALAMEDA,2017,CA-17,36081.0
"SYMVIONICS, INC.",LOS ANGELES,2017,CA-28,119728.0
"FEDERAL CONSTRUCTION GROUP, INC.",SAN DIEGO,2017,CA-51,0.0
"NEW TECH SOLUTIONS, INC.",ALAMEDA,2017,CA-17,0.0
"JOB OPTIONS, INCORPORATED",SAN DIEGO,2017,CA-51,14888.91
SOLPAC CONSTRUCTION INC,SAN DIEGO,2017,CA-50,49773.0
WILWOOD ENGINEERING,VENTURA,2017,CA-26,62842.25
DYNAMIC SYSTEMS INC,LOS ANGELES,2017,CA-36,479030.2
LOCKHEED MARTIN CORPORATION,SANTA BARBARA,2017,CA-24,145654.0
"ZERO WASTE SOLUTIONS, INC",ALAMEDA,2017,CA-17,220324.12
MCKESSON CORPORATION,YOLO,2017,CA-07,57353.96
MCKESSON CORPORATION,YOLO,2017,CA-07,92210.41
MCKESSON CORPORATION,YOLO,2017,CA-07,52313.82
MCKESSON CORPORATION,YOLO,2017,CA-07,572.0
GENTEX CORP,SAN BERNARDINO,2017,CA-35,19860.92
"WASTE MANAGEMENT OF CALIFORNIA, INC.",SAN DIEGO,2017,CA-51,1280942.23
MCKESSON CORPORATION,YOLO,2017,CA-07,647.4
T. SIMONS CO INC,SAN LUIS OBISPO,2017,CA-24,0.0
MCKESSON CORPORATION,YOLO,2017,CA-07,149.88
VIASAT INC,SAN DIEGO,2017,CA-49,0.0
"COX CALIFORNIA TELCOM, LLC",SAN DIEGO,2017,CA-52,1275.0
BLUE TECH INC.,SAN DIEGO,2017,CA-50,39039.14
"FISICA APPLIED TECHNOLOGIES, INC.",ALAMEDA,2017,CA-12,0.0
LOGISTICAL SUPPORT LLC,LOS ANGELES,2017,CA-32,-1229.46
AMRON INTERNATIONAL INC,SAN DIEGO,2017,CA-49,171840.0
G. C. MICRO CORPORATION,SONOMA,2017,CA-02,30503.4
"NEW TECH SOLUTIONS, INC.",ALAMEDA,2017,CA-17,78032.68
PHYSICAL OPTICS CORPORATION,LOS ANGELES,2017,CA-43,0.0
MCKESSON CORPORATION,YOLO,2017,CA-07,79414.58
"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",SAN BERNARDINO,2017,CA-23,73460.0
"LEIDOS, INC.",SAN DIEGO,2017,CA-50,-25.17
ARMTEC DEFENSE PRODUCTS CO.,RIVERSIDE,2017,CA-25,0.0
BLUE TECH INC.,SAN DIEGO,2017,CA-50,87550.0
"AIRBORNE TECHNOLOGIES, INC.",VENTURA,2017,CA-26,41280.0
"ROBERT M. HADLEY COMPANY, INC.",VENTURA,2017,CA-24,0.0
MCKESSON CORPORATION,YOLO,2017,CA-07,4724.18
"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",SAN BERNARDINO,2017,CA-23,523677.0
SUNGRO PRODUCTS LLC,LOS ANGELES,2017,CA-37,-4147.07
"JOSEPH CHOW & ASSOCIATES, INC",SAN FRANCISCO,2017,CA-11,-21751.77
MCKESSON CORPORATION,YOLO,2017,CA-07,11107.48
RAYTHEON COMPANY,LOS ANGELES,2017,CA-36,0.0
"IPANEL SYSTEMS (IPS), INC.",LOS ANGELES,2017,CA-38,0.0
PROBE MASTER INC,SAN DIEGO,2017,CA-48,98.25
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2017,CA-09,90190.36
"AECOM TECHNICAL SERVICES, INC.",LOS ANGELES,2017,CA-34,37923.0
AHNTECH INC,SANTA CLARA,2017,CA-16,2417.86
NAPA SIERRA,LASSEN,2017,CA-01,62164.75
"TETRA TECH, INC.",LOS ANGELES,2017,CA-28,1975465.0
"DE NIZ, CARLOS",LOS ANGELES,2017,CA-43,955.8
MCKESSON CORPORATION,YOLO,2017,CA-07,119325.95
MCKESSON CORPORATION,YOLO,2017,CA-07,321.42
"TAPESTRY SOLUTIONS, INC.",SAN DIEGO,2017,CA-51,0.0
MOFFATT AND NICHOL,CONTRA COSTA,2017,CA-10,18862.0
"OPAL SOFT, INC.",SANTA CLARA,2017,CA-17,435842.53
BCI COCA-COLA BOTTLING COMPANY OF LOS ANGELES,CONTRA COSTA,2017,CA-10,325.06
"USFI, INC.",LOS ANGELES,2017,CA-44,5993.89
MCKESSON CORPORATION,YOLO,2017,CA-07,174.9
T.P.S. AVIATION INC,ALAMEDA,2017,CA-14,2572.84
"BAY AREA/DIABLO PETROLEUM, CO.",CONTRA COSTA,2017,CA-10,-7196.1
CHEVRON USA INC.,CONTRA COSTA,2017,CA-10,-703636.05
S.T.RHOADES CONSTRUCTION INCORPORATED,SHASTA,2017,CA-01,0.0
"ETHICAL PERSONNEL SERVICES, INC.",SAN DIEGO,2017,CA-48,-136788.6
"N2 IMAGING SYSTEMS, LLC",ORANGE,2017,CA-47,0.0
WESCO AIRCRAFT HARDWARE CORP.,LOS ANGELES,2017,CA-27,3630.0
"JOSEPH CHOW & ASSOCIATES, INC",SAN FRANCISCO,2017,CA-11,42323.0
MC TEST PRODUCTS INC,SANTA CLARA,2017,CA-16,-3299.2
"DCX-CHOL ENTERPRISES, INC",LOS ANGELES,2017,CA-43,30150.0
ARAGON CONSTRUCTION INC.,SAN BERNARDINO,2017,CA-35,-66.0
"WEST CONSULTANTS, INC.",SAN DIEGO,2017,CA-50,0.0
MENCO PACIFIC INC.,RIVERSIDE,2017,CA-48,27183.0
THE BOEING COMPANY,ORANGE,2017,CA-47,0.0
CHEVRON USA INC.,CONTRA COSTA,2017,CA-10,733125.12
"KASSATLY, SAMUEL LAW OFFICE",SANTA CLARA,2017,CA-16,0.0
"TRANSPOWER TESTING, INC.",ORANGE,2017,CA-47,27492.1
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2017,CA-09,160.38
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2017,CA-09,2993.85
LOCKHEED MARTIN CORPORATION,SANTA BARBARA,2017,CA-24,139481.0
PREMIER GLOBAL RESOURCES CORPORATION,ORANGE,2017,CA-46,-9202.75
"DESAI-AIRE, INC.",LOS ANGELES,2017,CA-27,299.0
MCKESSON CORPORATION,YOLO,2017,CA-07,1298.18
"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",SAN DIEGO,2017,CA-48,0.0
SENIOR OPERATIONS LLC,LOS ANGELES,2017,CA-30,0.0
"HAL HAYS CONSTRUCTION, INC.",RIVERSIDE,2017,CA-39,69461.77
MCKESSON CORPORATION,YOLO,2017,CA-07,4451.28
"INSIGHT ENVIRONMENTAL ENGINEERING & CONSTRUCTION, INC.",ORANGE,2017,CA-45,3000.0
"INQU, LLC",KERN,2017,CA-23,149869.2
"MARINE & RESTAURANT FABRICATORS, INC.",SAN DIEGO,2017,CA-52,13485.0
ALLIANT TECHSYSTEMS OPERATIONS LLC,LOS ANGELES,2017,CA-32,217947.43
"CONNECTEC COMPANY, INC.",ORANGE,2017,CA-47,263252.0
DYNAMIC SYSTEMS INC,LOS ANGELES,2017,CA-36,0.0
LPJ AEROSPACE LLC,LOS ANGELES,2017,CA-44,0.0
"MARINE GROUP BOAT WORKS, LLC",SAN DIEGO,2017,CA-52,64911.5
ADGC BONITA PIPELINE JV,SAN DIEGO,2017,CA-48,0.0
GENTEX CORP,SAN BERNARDINO,2017,CA-35,34667.92
MCKESSON CORPORATION,YOLO,2017,CA-07,152.36
"SKIDMORE, STEPHEN",SAN DIEGO,2017,CA-51,9.25
"ZERO WASTE SOLUTIONS, INC",ALAMEDA,2017,CA-17,0.0
"USFI, INC.",LOS ANGELES,2017,CA-44,8168.09
MILLENNIUM MARITIME,LOS ANGELES,2017,CA-44,-231525.0
BLACK GOLD INDUSTRIES,VENTURA,2017,CA-26,-84.39
SAALEX CORP,VENTURA,2017,CA-26,-2748.51
"BOTTLING GROUP, LLC",SAN DIEGO,2017,CA-51,26.0
"NIELSEN BEAUMONT MARINE, INC.",SAN DIEGO,2017,CA-50,864.72
ACTION EMBROIDERY CORP,SAN BERNARDINO,2017,CA-35,36750.0
OFFSHORE CRANE & SERVICE CO.,VENTURA,2017,CA-24,20000.0
MCKESSON CORPORATION,YOLO,2017,CA-07,46885.74
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,SAN DIEGO,2017,CA-52,146044.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,SAN DIEGO,2017,CA-50,0.0
MCKESSON CORPORATION,YOLO,2017,CA-07,730059.95
"AEROMETALS, INC.",EL DORADO,2017,CA-05,136237.28
RIX INDUSTRIES,SOLANO,2017,CA-08,2187168.0
PREMIER GLOBAL RESOURCES CORPORATION,ORANGE,2017,CA-46,34266.52
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2017,CA-09,313.5
CHEVRON U.S.A. INC,CONTRA COSTA,2017,CA-08,28980.0
"FRASER'S BOILER SERVICE, INC.",SAN DIEGO,2017,CA-52,0.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,SAN DIEGO,2017,CA-52,26449.0
MCKESSON CORPORATION,YOLO,2017,CA-07,9884.02
MCKESSON CORPORATION,YOLO,2017,CA-07,16.4
"GLR CONSTRUCTION, INC.",SANTA BARBARA,2017,CA-24,0.0
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2017,CA-09,180.8
"PINNACLE PETROLEUM, INC.",ORANGE,2017,CA-47,9774.49
"CREW MW II, LP",RIVERSIDE,2017,CA-48,0.0
MCKESSON CORPORATION,YOLO,2017,CA-07,3590.01
"MARINE GROUP BOAT WORKS, LLC",SAN DIEGO,2017,CA-52,0.0
MASIMO CORPORATION,ORANGE,2017,CA-47,5044.0
KMEA MACTEC JV,SAN DIEGO,2017,CA-52,38999.0
"PAJONO WOODWORKS, INC.",LOS ANGELES,2017,CA-42,1696.0
INSTALLATION ENGINEERING SOLUTIONS,SAN DIEGO,2017,CA-50,0.0
"BECKMAN COULTER, INC.",ORANGE,2017,CA-40,1298.42
"MARTIN - MISER ASSOCIATES, INC",ORANGE,2017,CA-45,0.0
MCKESSON CORPORATION,YOLO,2017,CA-07,176557.66
"DESAI-AIRE, INC.",LOS ANGELES,2017,CA-27,1794.0
GENTEX CORP,SAN BERNARDINO,2017,CA-35,190000.0
"TAPESTRY SOLUTIONS, INC.",SAN DIEGO,2017,CA-51,78832.02
PREMIER GLOBAL RESOURCES CORPORATION,ORANGE,2017,CA-46,-16658.93
"BOTTLING GROUP, LLC",SAN DIEGO,2017,CA-51,63.2
"COBHAM EXETER, INC.",ORANGE,2017,CA-47,0.0
RAYTHEON COMPANY,LOS ANGELES,2017,CA-36,739803.0
CHEVRON USA INC.,CONTRA COSTA,2017,CA-10,534198.22
"TONY VACCA CONSTRUCTION, INC",VENTURA,2017,CA-24,-753.14
"USFI, INC.",LOS ANGELES,2017,CA-44,6960.0
PARKER-HANNIFIN CORPORATION,ORANGE,2017,CA-47,8698.62
BLACK GOLD INDUSTRIES,VENTURA,2017,CA-26,-70.37
CYBER PROFESSIONAL SOLUTIONS CORP.,SAN DIEGO,2017,CA-52,15821.96
MCKESSON CORPORATION,YOLO,2017,CA-07,2776.86
OWL INTERNATIONAL INC.,ORANGE,2017,CA-47,3000.0
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2017,CA-09,441.1
MCKESSON CORPORATION,YOLO,2017,CA-07,94839.5
"AEROL CO., INC.",LOS ANGELES,2017,CA-44,5088.0
HERCULES JOINT VENTURE,SAN DIEGO,2017,CA-52,0.0
RTX CORPORATION,SAN DIEGO,2017,CA-51,0.0
"BIONIQUEST LAB SERVICES, INC",CONTRA COSTA,2017,CA-10,15233.49
MCKESSON CORPORATION,YOLO,2017,CA-07,207.76
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,SAN DIEGO,2017,CA-52,438132.0
"JACOBSEN PILOT SERVICE, INC.",LOS ANGELES,2017,CA-42,4192.8
"PINNACLE PETROLEUM, INC.",ORANGE,2017,CA-47,10734.19
"NUVASIVE, INC",SAN DIEGO,2017,CA-50,94775.0
PACIFIC GAS AND ELECTRIC COMPANY,SAN FRANCISCO,2017,CA-11,0.0
PREMIER GLOBAL RESOURCES CORPORATION,ORANGE,2017,CA-46,62583.78
"PC MECHANICAL, INC.",SANTA BARBARA,2017,CA-24,0.0
"HAMILTON SUNDSTRAND SPACE SYSTEMS INTERNATIONAL, INC.",LOS ANGELES,2017,CA-35,0.0
"NUVASIVE, INC",SAN DIEGO,2017,CA-50,44567.0
"INDUSTRIAL WASTE UTILIZATION, INC",SAN BERNARDINO,2017,CA-35,-40.0
"PINNACLE PETROLEUM, INC.",ORANGE,2017,CA-47,150.26
NORTHROP GRUMMAN SYSTEMS CORP,LOS ANGELES,2017,CA-27,100000.0
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2017,CA-09,25.2
INSTALLATION ENGINEERING SOLUTIONS,SAN DIEGO,2017,CA-50,0.0
GENTEX CORP,SAN BERNARDINO,2017,CA-35,20127.5
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2017,CA-09,66.56
"CONNECTEC COMPANY, INC.",ORANGE,2017,CA-47,8053.92
"SOUTH BAY SAND BLASTING AND TANK CLEANING, INC.",SAN DIEGO,2017,CA-52,-5775.0
"EPSILON SYSTEMS SOLUTIONS, INC.",SAN DIEGO,2017,CA-51,15367.25
"BOTTLING GROUP, LLC",SAN DIEGO,2017,CA-51,31.6
"SPS TECHNOLOGIES, LLC",LOS ANGELES,2017,CA-43,6393.24
"VARMA, BRAJENDRA P",SAN DIEGO,2017,CA-49,6749.58
"ONSITE CONSTRUCTION & ENGINEERING, INC.",SAN LUIS OBISPO,2017,CA-24,78786.0
"CABLE MOORE, INC.",ALAMEDA,2017,CA-12,5413.32
"USFI, INC.",LOS ANGELES,2017,CA-44,3488.97
"CREW MW II, LP",RIVERSIDE,2017,CA-48,0.0
"INTEGRATED MARINE SERVICES, INC.",SAN DIEGO,2017,CA-52,3276.5
SRI INTERNATIONAL,SAN MATEO,2017,CA-16,0.0
"KRATOS DEFENSE & ROCKET SUPPORT SERVICES, INC.",SAN DIEGO,2017,CA-50,0.0
BLACK GOLD INDUSTRIES,VENTURA,2017,CA-26,1225.0
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2017,CA-09,498.72
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2017,CA-09,7943.54
MENTOR WORLDWIDE LLC,SANTA BARBARA,2017,CA-24,150000.0
PARKER-HANNIFIN CORPORATION,ORANGE,2017,CA-47,0.0
"S & S BAKERY, INC.",SAN DIEGO,2017,CA-52,268.8
HUNTER PACIFIC GROUP,SAN DIEGO,2017,CA-50,0.0
"USFI, INC.",LOS ANGELES,2017,CA-44,4477.32
MCKESSON CORPORATION,YOLO,2017,CA-07,14074.95
"AEROVIRONMENT, INC.",LOS ANGELES,2017,CA-31,0.0
MCKESSON CORPORATION,YOLO,2017,CA-07,23754.46
T. SIMONS CO INC,SAN LUIS OBISPO,2017,CA-24,27268.37
HOWMET GLOBAL FASTENING SYSTEMS INC,VENTURA,2017,CA-26,1901.7
NORTHROP GRUMMAN SYSTEMS CORPORATION,LOS ANGELES,2017,CA-36,12398.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,SAN DIEGO,2017,CA-50,2016756.0
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2017,CA-09,958.68
HYDROMACH INC,LOS ANGELES,2017,CA-32,8796.62
"LEADERO, INC.",LOS ANGELES,2017,CA-29,115105.9
CONCORDE BATTERY CORPORATION,LOS ANGELES,2017,CA-31,0.0
AEROJET ROCKETDYNE INC,SACRAMENTO,2017,CA-06,0.0
"MARINE GROUP BOAT WORKS, LLC",SAN DIEGO,2017,CA-52,0.0
RAYTHEON COMPANY,LOS ANGELES,2017,CA-36,2111188.0
MCKESSON CORPORATION,YOLO,2017,CA-07,4.23
NEWAY PACKAGING CORP.,LOS ANGELES,2017,CA-44,3541.72
"CLIPPER OIL, INC.",SAN DIEGO,2017,CA-50,2591.69
"FEDERAL CONSTRUCTION GROUP, INC.",SAN DIEGO,2017,CA-51,0.0
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2017,CA-09,3058.0
"NETKOMP, INC.",RIVERSIDE,2017,CA-41,710.0
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2017,CA-09,2364.5
PRIDE INDUSTRIES,PLACER,2017,CA-03,0.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,SAN DIEGO,2017,CA-50,-711048.66
"GLENAIR, INC.",LOS ANGELES,2017,CA-30,2959.6
"WESTERN FILTER, A DIVISION OF DONALDSON COMPANY, INC.",LOS ANGELES,2017,CA-27,18547.2
"BURLESON CONSULTING, INC.",SACRAMENTO,2017,CA-03,64995.96
GENERAL PETROLEUM LLC,LOS ANGELES,2017,CA-44,5098.83
CHEVRON U.S.A. INC,CONTRA COSTA,2017,CA-08,32580.0
"TETRA TECH, INC.",LOS ANGELES,2017,CA-28,0.0
"ABIDE INTERNATIONAL, INC.",SONOMA,2017,CA-04,31060.56
NORTHROP GRUMMAN SYSTEMS CORPORATION,LOS ANGELES,2017,CA-32,472240.0
MEGGITT SAFETY SYSTEMS INC,VENTURA,2017,CA-26,10519.74
"MEG TECHNOLOGIES, INC.",ORANGE,2017,CA-47,1183.5
"ALTA-DENA CERTIFIED DAIRY, LLC",LOS ANGELES,2017,CA-31,183.9
"USFI, INC.",LOS ANGELES,2017,CA-44,10447.37
"USFI, INC.",LOS ANGELES,2017,CA-44,286.0
CORPORATE KIDS EVENTS INC.,NEVADA,2017,CA-03,1260.0
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2017,CA-09,457.8
"S & S BAKERY, INC.",SAN DIEGO,2017,CA-52,351.92
"CANON MEDICAL SYSTEMS USA, INC",ORANGE,2017,CA-40,99488.0
"KRATOS TECHNOLOGY & TRAINING SOLUTIONS, INC.",SAN DIEGO,2017,CA-50,-1930.26
"S & S BAKERY, INC.",SAN DIEGO,2017,CA-52,308.35
"USFI, INC.",LOS ANGELES,2017,CA-44,3491.1
MCKESSON CORPORATION,YOLO,2017,CA-07,11935.92
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2017,CA-09,11098.38
"JACOBSEN PILOT SERVICE, INC.",LOS ANGELES,2017,CA-42,0.0
"RESOURCE MANAGEMENT ASSOCIATES, INC.",SOLANO,2017,CA-08,64200.0
RQ/FILANC JV I,SAN DIEGO,2017,CA-49,146465.0
OLGA H BARRIOS,SAN DIEGO,2017,CA-51,85.53
"INDUSTRIAL WASTE UTILIZATION, INC",SAN BERNARDINO,2017,CA-35,5519.5
BCI COCA-COLA BOTTLING COMPANY OF LOS ANGELES,CONTRA COSTA,2017,CA-10,267.12
"USFI, INC.",LOS ANGELES,2017,CA-44,2133.28
"MICROWAVE POWER PRODUCTS, INC.",SANTA CLARA,2017,CA-16,1081160.0
"BAY CITY MARINE, INC",SAN DIEGO,2017,CA-52,0.0
"PRODUCERS DAIRY FOODS, INC.",FRESNO,2017,CA-21,321.72
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2017,CA-09,2829.74
VALIANT GLOBAL DEFENSE SERVICES INC.,SAN DIEGO,2017,CA-51,1295172.84
ADJOINER CORPORATION,ORANGE,2017,CA-45,22827.7
"LEIDOS, INC.",SAN DIEGO,2017,CA-50,-17885.9
"USFI, INC.",LOS ANGELES,2017,CA-44,10186.8
"FISICA APPLIED TECHNOLOGIES, INC.",ALAMEDA,2017,CA-12,0.0
"ENGINEERING/REMEDIATION RESOURCES GROUP, INC.",CONTRA COSTA,2017,CA-10,-54813.47
GOOD-MEN ROOFING & CONSTRUCTION INC.,SAN DIEGO,2017,CA-50,0.0
"JMG SPECIALTIES, INC.",LOS ANGELES,2017,CA-27,12450.98
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2017,CA-09,3032.17
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2017,CA-09,1249.48
"B. & E. MANUFACTURING CO., INC.",ORANGE,2017,CA-45,-979.39
SAN DIEGO STATE UNIVERSITY FOUNDATION,SAN DIEGO,2017,CA-51,-24934.91
PARSONS GOVERNMENT SERVICES INC.,LOS ANGELES,2017,CA-28,-622.0
INDUS TECHNOLOGY INC,SAN DIEGO,2017,CA-50,540625.0
METROPOLITAN VAN AND STORAGE INC.,SOLANO,2017,CA-08,192665.58
"FEDERAL CUSTOM CABLE, LLC",ORANGE,2017,CA-47,107106.52
"BAY CITY MARINE, INC",SAN DIEGO,2017,CA-52,0.0
GIDEON CONTRACTING LLC,SAN LUIS OBISPO,2017,CA-24,0.0
"USFI, INC.",LOS ANGELES,2017,CA-44,907.65
CITY OF MONTEREY,MONTEREY,2017,CA-19,-30133.18
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2017,CA-09,3445.0
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2017,CA-09,127.1
"USFI, INC.",LOS ANGELES,2017,CA-44,273.92
OLGA H BARRIOS,SAN DIEGO,2017,CA-51,174.1
GLOBAL PCCI (GPC),ORANGE,2017,CA-47,33000.0
INVENTORY AUDITORS INTERNATIONAL LLC,SAN BERNARDINO,2017,CA-23,0.0
GENERAL PETROLEUM LLC,LOS ANGELES,2017,CA-44,2269.1
THE FLAMEMASTER CORPORATION,LOS ANGELES,2017,CA-29,69.96
OLGA H BARRIOS,SAN DIEGO,2017,CA-51,261.15
IRIDEX CORP,SANTA CLARA,2017,CA-16,5970.0
"GALAXY DIE AND ENGINEERING, INC.",LOS ANGELES,2017,CA-27,2950.0
BLACK GOLD INDUSTRIES,VENTURA,2017,CA-26,56.13
SONFARREL INC.,ORANGE,2017,CA-40,0.0
MCKESSON CORPORATION,YOLO,2017,CA-07,586.44
PACIFIC WEST FOAM INDUSTRY,ORANGE,2017,CA-45,234.5
"MICROWAVE POWER PRODUCTS, INC.",SANTA CLARA,2017,CA-16,0.0
"COASTAL MARINE SERVICES, INC.",SAN DIEGO,2017,CA-52,4826.9
THE BOEING COMPANY,ORANGE,2017,CA-47,78999.99
METSON MARINE SERVICES INCORPORATED,VENTURA,2017,CA-24,50000.0
"PROVISTA SOFTWARE INTERNATIONAL, INC.",ALAMEDA,2017,CA-17,33515.81
"KAISERAIR, INC.",ALAMEDA,2017,CA-12,949.1
MCKESSON CORPORATION,YOLO,2017,CA-07,2524.72
PROPULSION CONTROLS ENGINEERING,SAN DIEGO,2017,CA-52,25389.0
"GALAXY DIE AND ENGINEERING, INC.",LOS ANGELES,2017,CA-27,3930.0
MCKESSON CORPORATION,YOLO,2017,CA-07,438937.5
"DOUBLE BARREL ENVIRONMENTAL SERVICES, INC",RIVERSIDE,2017,CA-39,-131.91
"USFI, INC.",LOS ANGELES,2017,CA-44,3769.07
MCKESSON CORPORATION,YOLO,2017,CA-07,193035.73
"USFI, INC.",LOS ANGELES,2017,CA-44,419.82
PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA LLC),SAN BENITO,2017,CA-18,0.0
WESCO AIRCRAFT HARDWARE CORP.,LOS ANGELES,2017,CA-27,1194.99
CYBER PROFESSIONAL SOLUTIONS CORP.,SAN DIEGO,2017,CA-52,18012.36
THE FLAMEMASTER CORPORATION,LOS ANGELES,2017,CA-29,2551.5
"LEIDOS, INC.",SAN DIEGO,2017,CA-50,0.0
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2017,CA-09,146.73
"USFI, INC.",LOS ANGELES,2017,CA-44,2127.97
LOCKHEED MARTIN CORPORATION,SANTA BARBARA,2017,CA-24,-17652.0
"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",SAN DIEGO,2017,CA-50,9700.0
"REYNOLDS SYSTEMS, INC",LAKE,2017,CA-04,34875.0
"TWINS GENERAL CONTRACTORS, INC.",SAN DIEGO,2017,CA-48,17170.79
"CLARKE PROJECT SOLUTIONS, INC.",ORANGE,2017,CA-40,133962.8
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2017,CA-09,743.29
MCKESSON CORPORATION,YOLO,2017,CA-07,2902.32
MCKESSON CORPORATION,YOLO,2017,CA-07,27.54
"MEG TECHNOLOGIES, INC.",ORANGE,2017,CA-47,5308.44
"JET INVESTMENT, INC.",SOLANO,2017,CA-08,0.0
GLOBAL PCCI (GPC),ORANGE,2017,CA-47,178671.0
FITZHUGH CLIFTON,SAN DIEGO,2017,CA-51,73.87
NORTHROP GRUMMAN SYSTEMS CORP,LOS ANGELES,2017,CA-27,606004.0
LINQUEST CORPORATION,LOS ANGELES,2017,CA-37,0.0
INNOVASYSTEMS INTERNATIONAL LLC,SAN DIEGO,2017,CA-50,959597.52
INTUITIVE SURGICAL INC,SANTA CLARA,2017,CA-17,0.0
"USFI, INC.",LOS ANGELES,2017,CA-44,236.5
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2017,CA-09,4203.02
"USFI, INC.",LOS ANGELES,2017,CA-44,5964.37
"USFI, INC.",LOS ANGELES,2017,CA-44,11019.42
"S & S BAKERY, INC.",SAN DIEGO,2017,CA-52,225.97
"PINNACLE PETROLEUM, INC.",ORANGE,2017,CA-47,29030.4
BLACK GOLD INDUSTRIES,VENTURA,2017,CA-26,4093.6
"S & S BAKERY, INC.",SAN DIEGO,2017,CA-52,211.55
LARCO DEVELOPMENT INC,RIVERSIDE,2017,CA-41,99754.0
PCX INC,ORANGE,2017,CA-47,6232.0
"FALCON FUELS, INC.",LOS ANGELES,2017,CA-44,13771.01
VIASAT INC,SAN DIEGO,2017,CA-49,18950.0
