recipient_name,recipient_county_name,action_date_fiscal_year,prime_award_transaction_recipient_cd_current,federal_action_obligation
"TECHNICAL COMMUNITIES, INC.",SAN MATEO,2017,CA-15,88082.4
"COMPUTRITION, INC.",LOS ANGELES,2017,CA-32,6147.36
"DILTEX, INC.",LOS ANGELES,2017,CA-31,127921.95
"J. E. MCAMIS, INC",BUTTE,2017,CA-01,0.0
"GRYPHON VALLECITOS LABORATORIES, LLC",ALAMEDA,2017,CA-14,0.0
PARKER-HANNIFIN CORPORATION,ORANGE,2017,CA-47,0.0
"SECURITY 20/20, INC.",LOS ANGELES,2017,CA-37,49700.0
CHROMALLOY GAS TURBINE LLC,LOS ANGELES,2017,CA-43,0.0
COX CONSTRUCTION CO,SAN DIEGO,2017,CA-49,262907.0
"BARA INFOWARE, INC.",CONTRA COSTA,2017,CA-10,142147.2
"RT INSTRUMENTS, INC.",YOLO,2017,CA-04,103.48
MDC PRECISION LLC,ALAMEDA,2017,CA-14,6671.0
PACIFIC ELECTRONIC ENTERPRISES INC,ORANGE,2017,CA-47,6100.0
"COMMUNICATIONS BROKERS & CONSULTANTS, INC.",LOS ANGELES,2017,CA-32,207600.0
QUALCOMM TECHNOLOGIES INC,SAN DIEGO,2017,CA-51,0.0
"IMAGIZE, LLC",ALAMEDA,2017,CA-12,149994.38
"LASER PLUS IMAGING, LLC",LOS ANGELES,2017,CA-32,28987.94
NORTHROP GRUMMAN SYSTEMS CORPORATION,LOS ANGELES,2017,CA-31,248006.0
"SYNECTIC SOLUTIONS, INC.",VENTURA,2017,CA-26,0.0
"DILTEX, INC.",LOS ANGELES,2017,CA-31,19883.4
"LORIMAR GROUP, INC.",SAN DIEGO,2017,CA-51,0.0
"TECHNICAL COMMUNITIES, INC.",SAN MATEO,2017,CA-15,41039.72
BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.,SAN DIEGO,2017,CA-50,1900000.0
HELMA BERNARDINI,RIVERSIDE,2017,CA-41,6420.01
"CYAN SYSTEMS, INC.",SANTA BARBARA,2017,CA-24,375000.0
THE BOEING COMPANY,LOS ANGELES,2017,CA-36,0.0
PALANTIR TECHNOLOGIES INC.,SANTA CLARA,2017,CA-16,23240289.25
"CORONADO DISTRIBUTION COMPANY, INC.",SAN DIEGO,2017,CA-52,0.0
MICROSEMI FREQUENCY AND TIME CORP,SANTA CLARA,2017,CA-17,18480.0
LINQUEST CORPORATION,LOS ANGELES,2017,CA-37,149898.0
THE LELAND STANFORD JUNIOR UNIVERSITY,SANTA CLARA,2017,CA-16,13406.0
ULTRAMET,LOS ANGELES,2017,CA-29,0.0
TIME WARNER CABLE INC.,LOS ANGELES,2017,CA-36,0.0
"IRONCOMPANY.COM, LLC",SAN BERNARDINO,2017,CA-33,73891.0
LOCKHEED MARTIN CORP,SANTA CLARA,2017,CA-17,23400970.0
"ENTERPRISE TECHNOLOGY SOLUTIONS, INC.",ALAMEDA,2017,CA-17,5975.0
MCMURRAY STERN LLC,LOS ANGELES,2017,CA-38,200764.26
"LEARNING AS LEADERSHIP, INC.",MARIN,2017,CA-02,164760.0
PACIFIC POWER SOURCE INC,ORANGE,2017,CA-47,83487.51
"EXECUTIVE BUSINESS SERVICES, INC.",RIVERSIDE,2017,CA-48,12377.98
TOYON RESEARCH CORPORATION,SANTA BARBARA,2017,CA-24,0.0
LOCKHEED MARTIN CORP,SANTA CLARA,2017,CA-17,-8331041.0
"MOTORCYCLE SAFETY FOUNDATION, INC.",ORANGE,2017,CA-47,0.0
PARSONS GOVERNMENT SERVICES INC.,LOS ANGELES,2017,CA-28,140000.0
OPTO-KNOWLEDGE SYSTEMS INC,LOS ANGELES,2017,CA-44,99999.0
AIR FILTER SUPPLY,SACRAMENTO,2017,CA-06,0.0
"BUNZL DISTRIBUTION CALIFORNIA, LLC",ORANGE,2017,CA-40,0.0
"CYPHER ANALYTICS, INC.",SAN DIEGO,2017,CA-50,253000.0
"IMPRES TECHNOLOGY SOLUTIONS, INC",LOS ANGELES,2017,CA-38,2678679.18
PRIDE INDUSTRIES,PLACER,2017,CA-03,728008.64
LINQUEST CORPORATION,LOS ANGELES,2017,CA-37,0.0
PRESENTATION PRODUCTS INC,LOS ANGELES,2017,CA-38,0.0
"INTEGRATED DATA SERVICES, LLC",LOS ANGELES,2017,CA-36,0.0
"ATACOM, INC.",ALAMEDA,2017,CA-17,24132.48
"EXPERIAN INFORMATION SOLUTIONS, INC.",ORANGE,2017,CA-46,14200.0
"XMEDIUS AMERICA, INC.",ORANGE,2017,CA-40,-226.95
ADVANCED DIGITAL SOLUTIONS INTERNATIONAL,ALAMEDA,2017,CA-17,5240.0
DIVINE IMAGING INC.,LOS ANGELES,2017,CA-36,88498.12
"NEW TECH SOLUTIONS, INC.",ALAMEDA,2017,CA-17,96720.0
"LEXICON CONSULTING, INC.",SAN DIEGO,2017,CA-51,1429134.07
"DTEX SYSTEMS, INC",SANTA CLARA,2017,CA-17,0.0
"AUCTANE, INC.",LOS ANGELES,2017,CA-36,27179.0
"DIRECTV, LLC",LOS ANGELES,2017,CA-36,47280.0
"HEALTH NET FEDERAL SERVICES, LLC",SACRAMENTO,2017,CA-03,0.0
"HEALTH NET FEDERAL SERVICES, LLC",SACRAMENTO,2017,CA-03,0.0
"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",SAN DIEGO,2017,CA-48,0.0
"CIRCUIT THERAPEUTICS, INC.",SAN MATEO,2017,CA-15,139421.0
"GALAXIE MANAGEMENT, INC.",SAN DIEGO,2017,CA-51,7675.0
ADVANCED DIGITAL SOLUTIONS INTERNATIONAL,ALAMEDA,2017,CA-17,11082.67
PHYSICAL OPTICS CORPORATION,LOS ANGELES,2017,CA-43,0.0
PACIFIC ALLIANCE CAPITAL LLC,ORANGE,2017,CA-40,0.0
JAMES PALMER,SAN DIEGO,2017,CA-50,4800.0
TS GOVERNMENT SOLUTIONS. LLC,RIVERSIDE,2017,CA-41,6461.96
"PACIFIC SHIP REPAIR & FABRICATION, INC.",SAN DIEGO,2017,CA-52,296306.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,SAN DIEGO,2017,CA-52,-121424.0
"LAUNCHPOINT TECHNOLOGIES, INC.",SANTA BARBARA,2017,CA-24,0.0
"TECHNICAL COMMUNITIES, INC.",SAN MATEO,2017,CA-15,30096.0
"ROWE TECHNOLOGIES, INC.",SAN DIEGO,2017,CA-48,230000.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,SAN DIEGO,2017,CA-52,10159.0
JEC INTEGRATION SYSTEMS,LOS ANGELES,2017,CA-44,7725.0
GEAR ONE ENTERPRISE CORPORATION,ORANGE,2017,CA-49,5096.06
"TECHNICAL COMMUNITIES, INC.",SAN MATEO,2017,CA-15,-3706.01
PHYSICAL OPTICS CORPORATION,LOS ANGELES,2017,CA-43,0.0
"YALE/CHASE EQUIPMENT AND SERVICES, INC.",LOS ANGELES,2017,CA-31,24376.62
"SHORE SOLUTIONS, INC.",SAN DIEGO,2017,CA-52,32899.96
NATIONAL STEEL AND SHIPBUILDING COMPANY,SAN DIEGO,2017,CA-52,555079.0
"L3 TECHNOLOGIES, INC.",LOS ANGELES,2017,CA-29,0.0
RAYTHEON COMPANY,SAN DIEGO,2017,CA-51,118613.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,SAN DIEGO,2017,CA-52,6637.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,SAN DIEGO,2017,CA-52,19012.0
ROCKWELL COLLINS INC,SOLANO,2017,CA-08,0.0
"SHORE SOLUTIONS, INC.",SAN DIEGO,2017,CA-52,16017.64
ROCKWELL COLLINS INC,SOLANO,2017,CA-08,0.0
BLUE TECH INC.,SAN DIEGO,2017,CA-50,0.0
MICROSEMI FREQUENCY AND TIME CORP,SANTA CLARA,2017,CA-17,7658.0
THE BOEING COMPANY,ORANGE,2017,CA-47,0.0
LOCKHEED MARTIN CORP,SANTA CLARA,2017,CA-17,0.0
MAXAR SPACE ROBOTICS LLC,LOS ANGELES,2017,CA-30,0.0
"ADAPTIVE DYNAMICS, INC.",SAN DIEGO,2017,CA-51,196647.58
"A2 SYSTEMS ENGINEERING, INC.",ORANGE,2017,CA-49,1300000.0
"BARKSDALE, INC",LOS ANGELES,2017,CA-42,-5275.0
"STAFF TECH, INC.",SACRAMENTO,2017,CA-03,0.0
GREEN HILLS SOFTWARE LLC,SANTA BARBARA,2017,CA-24,46142.0
LOCKHEED MARTIN CORP,SANTA CLARA,2017,CA-17,21858842.0
ROCKWELL COLLINS INC,SOLANO,2017,CA-08,0.0
REDHORSE CORPORATION,SAN DIEGO,2017,CA-50,-10129.35
TESTEQUITY LLC,VENTURA,2017,CA-26,16680.3
VACCO INDUSTRIES,LOS ANGELES,2017,CA-31,0.0
ROBERTS RESEARCH LABORATORY,LOS ANGELES,2017,CA-36,0.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,SAN DIEGO,2017,CA-52,-566418.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,SAN DIEGO,2017,CA-52,5334460.0
ARMTEC COUNTERMEASURES CO,RIVERSIDE,2017,CA-25,0.0
ROCKWELL COLLINS INC,SOLANO,2017,CA-08,1179460.4
"L3HARRIS TECHNOLOGIES, INC",LOS ANGELES,2017,CA-29,0.0
INNOVATUS TECHNOLOGY CONSULTING,SAN DIEGO,2017,CA-51,15492.6
"HARBOR OFFSHORE, INC.",VENTURA,2017,CA-24,0.0
PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA LLC),SAN BENITO,2017,CA-18,0.0
"COX INDUSTRIAL SERVICES, INC.",LOS ANGELES,2017,CA-42,6300.0
"WIND RIVER SYSTEMS, INC.",ALAMEDA,2017,CA-12,9000.0
ROTRON INCORPORATED,SAN DIEGO,2017,CA-51,250.0
"FFF ENTERPRISES, INC.",RIVERSIDE,2017,CA-48,8463.5
LOCKHEED MARTIN CORP,SANTA CLARA,2017,CA-17,0.0
BLUE TECH INC.,SAN DIEGO,2017,CA-50,0.0
CLARIANT CORP,SAN BERNARDINO,2017,CA-33,11733.54
BLUE TECH INC.,SAN DIEGO,2017,CA-50,24262.12
"NEW TECH SOLUTIONS, INC.",ALAMEDA,2017,CA-17,6900.0
B & H INTERNATIONAL LLC,KERN,2017,CA-20,19080.03
SILVACO INC,SANTA CLARA,2017,CA-17,5625.0
EDEL ENGINEERING DEVELOPMENT CO.,LOS ANGELES,2017,CA-43,8302.18
BLUE TECH INC.,SAN DIEGO,2017,CA-50,55413.03
ADVANCED DIGITAL SOLUTIONS INTERNATIONAL,ALAMEDA,2017,CA-17,29330.0
"CAMERON TECHNOLOGIES US, INC.",LOS ANGELES,2017,CA-31,0.0
AMRON INTERNATIONAL INC,SAN DIEGO,2017,CA-49,6750.38
IACCESS TECHNOLOGIES INC,LOS ANGELES,2017,CA-42,0.0
"NEW TECH SOLUTIONS, INC.",ALAMEDA,2017,CA-17,0.0
"FISICA APPLIED TECHNOLOGIES, INC.",SAN MATEO,2017,CA-15,0.0
"NOVATRON, INC.",SAN DIEGO,2017,CA-51,24180.0
"ONTIC ENGINEERING & MANUFACTURING, INC",LOS ANGELES,2017,CA-32,-43585.0
"C.J. SETO SUPPORT SERVICES, LLC",VENTURA,2017,CA-24,0.0
COASTAL DEFENSE PRODUCTS INC,ORANGE,2017,CA-45,2944.0
ASPEN HELICOPTERS INC,VENTURA,2017,CA-26,1802375.0
"SANTA BARBARA INFRARED, INC.",SANTA BARBARA,2017,CA-24,6055.0
OUTSOURCE LTD,RIVERSIDE,2017,CA-48,875.0
"PAPE' MATERIAL HANDLING, INC.",VENTURA,2017,CA-26,4790.11
"A-1 ALLOYS, INC.",SAN DIEGO,2017,CA-52,16934.0
"LEONIE INDUSTRIES, LLC",LOS ANGELES,2017,CA-32,0.0
"POTTER ELECTRIC, INC.",SAN DIEGO,2017,CA-52,16272.0
"WEST MARINE PRODUCTS, INC.",SANTA CRUZ,2017,CA-18,9869.53
"R.E. ATCKISON CO., INC.",LOS ANGELES,2017,CA-31,176755.0
TIERRA DATA INC,SAN DIEGO,2017,CA-48,-54870.0
CREATIVE AERO ENGINEERING SOLUTIONS INC,ORANGE,2017,CA-45,0.0
"REAL-TIME INNOVATIONS, INC.",SANTA CLARA,2017,CA-17,124995.0
ELMA ELECTRONIC INCORPORATED,ALAMEDA,2017,CA-17,4200.0
"SCALABLE NETWORK TECHNOLOGIES, INC.",LOS ANGELES,2017,CA-37,330875.0
"J. HARRIS INDUSTRIAL WATER TREATMENT, INC",VENTURA,2017,CA-26,0.0
"SHAH, RUPAL",LOS ANGELES,2017,CA-31,11845.0
"SAN DIEGO OCEAN ENTERPRISES, INC",SAN DIEGO,2017,CA-51,5891.76
REPUBLIC BRASS SALES INC.,SAN DIEGO,2017,CA-51,500.25
"HYDRAULICS INTERNATIONAL, INC.",LOS ANGELES,2017,CA-32,445.29
MILITARY FREEFALL SOLUTIONS INC,SAN DIEGO,2017,CA-50,0.0
"SPEC-BUILT SYSTEMS, INC.",SAN DIEGO,2017,CA-52,0.0
"J.D.A. MARITIME, INC.",SAN DIEGO,2017,CA-50,100.0
"CASK TECHNOLOGIES, LLC",SAN DIEGO,2017,CA-51,0.0
"DONATINI, INC.",SANTA CRUZ,2017,CA-19,87633.38
"AEROMETALS, INC.",EL DORADO,2017,CA-05,49750.0
"ADEPT PROCESS SERVICES, INC.",SAN DIEGO,2017,CA-52,761794.0
NUGATE GROUP LLC,SANTA CLARA,2017,CA-18,1254259.0
"NATURES IMAGE, INC.",ORANGE,2017,CA-40,0.0
B & H INTERNATIONAL LLC,KERN,2017,CA-20,47890.0
"J. HARRIS INDUSTRIAL WATER TREATMENT, INC",VENTURA,2017,CA-26,20715.28
ADVANCED DIGITAL SOLUTIONS INTERNATIONAL,ALAMEDA,2017,CA-17,0.0
"MEDICAL ELECTRONIC SYSTEMS, LLC",LOS ANGELES,2017,CA-43,0.0
"TETRA TECH EC, INC.",SAN DIEGO,2017,CA-50,0.0
"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",SAN DIEGO,2017,CA-48,1547552.05
AMERICAN CERAMIC TECHNOLOGY INC,SAN DIEGO,2017,CA-48,248640.0
BLUE TECH INC.,SAN DIEGO,2017,CA-50,168793.7
OUTSOURCE LTD,RIVERSIDE,2017,CA-48,798.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,SAN DIEGO,2017,CA-52,3642.0
TELECOMM1STOP CORPORATION,SANTA CLARA,2017,CA-16,-25.85
"EPSILON SYSTEMS SOLUTIONS, INC.",SAN DIEGO,2017,CA-51,11466.49
ROCKWELL COLLINS INC,SOLANO,2017,CA-08,0.0
"REDONDO OPTICS, INC.",LOS ANGELES,2017,CA-36,69962.0
RIX INDUSTRIES,SOLANO,2017,CA-08,3412.8
"DCX-CHOL ENTERPRISES, INC",LOS ANGELES,2017,CA-43,22500.0
BCL TECHNOLOGIES,SANTA CLARA,2017,CA-16,129855.0
"STRAUB CONSTRUCTION, INC.",SAN DIEGO,2017,CA-48,754648.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,SAN DIEGO,2017,CA-50,0.0
"REYES CONSTRUCTION, INC.",LOS ANGELES,2017,CA-35,0.0
"CM CONSTRUCTION SERVICES, INC.",TULARE,2017,CA-21,0.0
MGS CONSTRUCTION SERVICES INC,KINGS,2017,CA-22,121436.0
"R.C. ELECTRONICS INTERNATIONAL, INC.",ORANGE,2017,CA-40,11985.0
BLUE TECH INC.,SAN DIEGO,2017,CA-50,62994.66
"PEREZ MACHINE, INC.",LOS ANGELES,2017,CA-43,32875.0
"NEW TECH SOLUTIONS, INC.",ALAMEDA,2017,CA-17,11025.0
"BUCCI, GENE A",SAN DIEGO,2017,CA-51,-3782.0
"HTE MANUFACTURING, INC.",VENTURA,2017,CA-26,69816.0
LDM ENGINEERING INC,LOS ANGELES,2017,CA-27,96456.0
2401 SEAL BEACH LLC,ORANGE,2017,CA-47,6794.0
MEGGITT NORTH HOLLYWOOD INC,LOS ANGELES,2017,CA-29,23790.0
"KETCH & CURRY, INC.",SAN DIEGO,2017,CA-52,0.0
"UNITED SUPPORT SERVICES, INC.",SAN DIEGO,2017,CA-50,0.0
"ANNA LISA LUNA CONSTRUCTION, INC.",VENTURA,2017,CA-24,0.0
"JSL TECHNOLOGIES, INC.",VENTURA,2017,CA-26,0.0
B & H INTERNATIONAL LLC,KERN,2017,CA-20,0.0
AMD INTERNATIONAL TECHNOLOGIES LLC,SAN BERNARDINO,2017,CA-35,11026.0
PREMIER GLOBAL RESOURCES CORPORATION,ORANGE,2017,CA-46,10209.43
"AEROMETALS, INC.",EL DORADO,2017,CA-05,243810.0
"R.C. ELECTRONICS INTERNATIONAL, INC.",ORANGE,2017,CA-40,30331.5
"OFFICE DESIGN GROUP, INC.",ORANGE,2017,CA-47,81965.87
PARADROMICS INC,SANTA CLARA,2017,CA-16,910009.0
"DCX-CHOL ENTERPRISES, INC",LOS ANGELES,2017,CA-43,0.0
"A&D FIRE SPRINKLERS, INC.",SAN DIEGO,2017,CA-48,0.0
"L3 TECHNOLOGIES, INC.",LOS ANGELES,2017,CA-29,0.0
GENTEX CORP,SAN BERNARDINO,2017,CA-35,27075.0
"AAA NETWORK SOLUTIONS, INC.",ORANGE,2017,CA-46,96826.68
RAL INVESTMENT CORPORATION,SAN DIEGO,2017,CA-50,32607.0
INTERNATIONAL HOSPITAL SUPPLY CORP,VENTURA,2017,CA-26,41539.34
"BECKMAN COULTER, INC",ORANGE,2017,CA-40,0.0
"OTAY MESA SALES, INC.",SAN DIEGO,2017,CA-52,2209.0
CONSTRUCTICON CORP,SANTA CLARA,2017,CA-16,77123.12
PTI TECHNOLOGIES INC.,VENTURA,2017,CA-26,89117.73
GRISWOLD INDUSTRIES,ORANGE,2017,CA-47,51008.0
COMPENDIUM INTERNATIONAL INC,ORANGE,2017,CA-40,-5000.0
"WILLKOM, INC.",SAN DIEGO,2017,CA-52,0.0
SAI INDUSTRIES,LOS ANGELES,2017,CA-30,39300.0
THE RAND CORPORATION,LOS ANGELES,2017,CA-36,0.0
RANTEC POWER SYSTEMS INC.,SAN LUIS OBISPO,2017,CA-24,0.0
VALIANT GLOBAL DEFENSE SERVICES INC.,SAN DIEGO,2017,CA-51,9000.0
LDM ENGINEERING INC,LOS ANGELES,2017,CA-27,38232.0
"MICAS, INC",VENTURA,2017,CA-26,98482.76
ACTION EMBROIDERY CORP,SAN BERNARDINO,2017,CA-35,50530.0
VALIANT GLOBAL DEFENSE SERVICES INC.,SAN DIEGO,2017,CA-51,492730.0
EDWARDS LIFESCIENCES LLC,ORANGE,2017,CA-47,170000.0
"DIRECTV, LLC",LOS ANGELES,2017,CA-36,315.0
FORWARD SLOPE INC,SAN DIEGO,2017,CA-50,0.0
"A TO Z BUILDING, INC.",LOS ANGELES,2017,CA-43,109906.39
"B & B ENVIRONMENTAL SAFETY, INC.",SAN JOAQUIN,2017,CA-13,-486431.99
"CAREFUSION SOLUTIONS, LLC",SAN DIEGO,2017,CA-50,636.72
BLUE TECH INC.,SAN DIEGO,2017,CA-50,14094.9
"CYPHER ANALYTICS, INC.",SAN DIEGO,2017,CA-50,0.0
BRUCE S ROSENBLATT & ASSOCIATES LLC,ALAMEDA,2017,CA-12,1704.06
GEAR ONE ENTERPRISE CORPORATION,ORANGE,2017,CA-49,18525.0
PUBLIC WORKS CONTRACTOR INC,SAN DIEGO,2017,CA-51,0.0
"OHSIX LOGISTICS, LLC",SAN BENITO,2017,CA-18,-3343.72
GENERAL ATOMICS,SAN DIEGO,2017,CA-90,134456.04
"MIZUHO ORTHOPEDIC SYSTEMS, INC.",ALAMEDA,2017,CA-14,682.0
"AECOM TECHNICAL SERVICES, INC.",LOS ANGELES,2017,CA-34,465678.04
NORTHROP GRUMMAN SYSTEMS CORP,LOS ANGELES,2017,CA-27,0.0
VALIANT GLOBAL DEFENSE SERVICES INC.,SAN DIEGO,2017,CA-51,524974.0
"SI SYSTEMS TECHNOLOGIES, LLC",SACRAMENTO,2017,CA-03,566475.04
CAREFUSION 2200 INC,SAN DIEGO,2017,CA-50,138.35
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2017,CA-09,2826.08
"ALLERGAN, INC.",ORANGE,2017,CA-47,46308.25
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,SAN DIEGO,2017,CA-52,388502.0
HII SAN DIEGO SHIPYARD INC.,SAN DIEGO,2017,CA-52,305883.88
PTI TECHNOLOGIES INC.,VENTURA,2017,CA-26,17820.0
"CAREFUSION SOLUTIONS, LLC",SAN DIEGO,2017,CA-50,426.0
