recipient_name,recipient_county_name,action_date_fiscal_year,prime_award_transaction_recipient_cd_current,federal_action_obligation
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,141.65
"AIR CENTER SAN DIEGO, LLC",SAN DIEGO,2026,CA-52,7112.48
TEFLON DON KENNELS LLC,SAN FRANCISCO,2026,CA-11,0.0
ADEPT FASTENERS INC,LOS ANGELES,2026,CA-27,0.0
"USFI, INC.",LOS ANGELES,2026,CA-44,2520.25
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,416.73
IMAGINE MILLING TECHNOLOGIES LLC,ORANGE,2026,CA-46,1644.75
US FOODS INC,LOS ANGELES,2026,CA-38,1097.26
US FOODS INC,LOS ANGELES,2026,CA-38,7760.43
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,1773.07
US FOODS INC,LOS ANGELES,2026,CA-38,806.6
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,889.1
US FOODS INC,LOS ANGELES,2026,CA-38,26.22
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,841.44
"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC",ORANGE,2026,CA-46,0.0
"ARIZONA AERO FASTENERS, INC",VENTURA,2026,CA-26,-14227.2
DC PRECISION LLC,ORANGE,2026,CA-46,110100.0
US FOODS INC,LOS ANGELES,2026,CA-38,2339.6
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,626.26
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,4322.25
"MIL COMPONENTS, LLC",SAN DIEGO,2026,CA-50,179.37
"BECKMAN COULTER, INC",ORANGE,2026,CA-40,24605.1
"USFI, INC.",LOS ANGELES,2026,CA-44,532.79
COMPLETE PROCUREMENT SOLUTIONS LLC,LOS ANGELES,2026,CA-32,2575.0
"USFI, INC.",LOS ANGELES,2026,CA-44,6727.42
"BOINGO WIRELESS, INC",LOS ANGELES,2026,CA-32,16248.0
"S & B, INC.",LOS ANGELES,2026,CA-27,26075.0
ES3 PRIME LOGISTICS GROUP INC,SAN DIEGO,2026,CA-50,0.0
VIRTUALITICS INC,LOS ANGELES,2026,CA-28,0.0
US FOODS INC,LOS ANGELES,2026,CA-38,21274.04
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,413.68
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2026,CA-09,91293.61
BLACK GOLD INDUSTRIES,VENTURA,2026,CA-26,-528.0
"HYDRAULICS INTERNATIONAL, INC.",LOS ANGELES,2026,CA-32,5391.44
"STANDARD AERO PARTS, INC",VENTURA,2026,CA-26,1840.0
DEFENSE & AEROSPACE MANUFACTURING LLC,SACRAMENTO,2026,CA-06,0.0
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,111.87
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2026,CA-09,2417.93
"AECOM TECHNICAL SERVICES, INC.",LOS ANGELES,2026,CA-34,0.0
MASIMO CORPORATION,ORANGE,2026,CA-47,157.0
"ATA ENGINEERING, INC.",SAN DIEGO,2026,CA-51,179831.15
US FOODS INC,LOS ANGELES,2026,CA-38,2458.63
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,430.45
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,191.63
US FOODS INC,LOS ANGELES,2026,CA-38,7276.71
SOLVENTUM ORTHODONTICS CORPORATION,LOS ANGELES,2026,CA-31,118.16
"PELICAN PRODUCTS, INC.",LOS ANGELES,2026,CA-36,1096.95
US FOODS INC,LOS ANGELES,2026,CA-38,1356.26
"DAGGETT AVIATION, INC",SAN BERNARDINO,2026,CA-23,1061.18
"WKF (FRIEDMAN) ENTERPRISES, INC.",SAN JOAQUIN,2026,CA-09,33928.0
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2026,CA-09,351.67
WEST SPACE TECHNOLOGY INC.,SAN DIEGO,2026,CA-49,2080.0
GENERAL ATOMICS,SAN DIEGO,2026,CA-50,34661.0
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,320.97
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,356.03
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,5829.54
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,840.85
LOCKHEED MARTIN CORPORATION,LOS ANGELES,2026,CA-27,-10000.0
"SYMBOLIC DISPLAYS, INC",ORANGE,2026,CA-46,-2391.08
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,1701.64
US FOODS INC,LOS ANGELES,2026,CA-38,2667.27
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,3847.67
DIVINE IMAGING INC.,LOS ANGELES,2026,CA-32,118.8
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,1587.2
"USFI, INC.",LOS ANGELES,2026,CA-44,470.2
VACCO INDUSTRIES,LOS ANGELES,2026,CA-31,77656.0
"USMILCOM, INC.",ORANGE,2026,CA-46,0.0
"ADAMS RITE AEROSPACE, INC",ORANGE,2026,CA-45,14502.11
US FOODS INC,LOS ANGELES,2026,CA-38,292.78
"USFI, INC.",LOS ANGELES,2026,CA-44,310.51
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,584.28
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,598.93
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,416.3
INSULATION SOURCES INC,SANTA CLARA,2026,CA-16,0.0
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,447.04
PARKER-HANNIFIN CORPORATION,ORANGE,2026,CA-47,6891.25
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,166.55
US FOODS INC,LOS ANGELES,2026,CA-38,2755.7
"USFI, INC.",LOS ANGELES,2026,CA-44,1619.96
CEPHEID,SANTA CLARA,2026,CA-17,4198.65
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,329.3
"USFI, INC.",LOS ANGELES,2026,CA-44,249.66
ADEPT FASTENERS INC,LOS ANGELES,2026,CA-27,24297.55
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,2270.55
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,978.76
IMPERIAL FLYING SERVICE INC,IMPERIAL,2026,CA-25,1340.87
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,2055.5
IMAGINE MILLING TECHNOLOGIES LLC,ORANGE,2026,CA-46,1369.8
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,3577.8
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,1176.58
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,3409.71
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,563.6
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,1658.8
"HYDRAULICS INTERNATIONAL, INC.",LOS ANGELES,2026,CA-32,42014.46
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2026,CA-09,515.1
JOHN CHADWICK CORPORATION,LOS ANGELES,2026,CA-31,2332.8
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,171.12
GENERAL ATOMICS,SAN DIEGO,2026,CA-50,0.0
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,349.41
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,411.32
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,2054.23
ES3 PRIME LOGISTICS GROUP INC,SAN DIEGO,2026,CA-50,2082.73
US FOODS INC,LOS ANGELES,2026,CA-38,13967.64
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,368.33
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,440.69
"HERBER AIRCRAFT SERVICE, INC.",LOS ANGELES,2026,CA-36,21080.2
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,445.88
"ISMILE DENTAL PRODUCTS, INC.",SACRAMENTO,2026,CA-06,283.44
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,2552.5
C U ENTERPRISES LTD,SANTA BARBARA,2026,CA-24,1600.0
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,356.25
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,1297.9
GRISWOLD INDUSTRIES,ORANGE,2026,CA-47,17726.24
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,444.9
"MACHINING LOGISTICS, INC.",RIVERSIDE,2026,CA-39,0.0
"AVALON MFG, INC",LOS ANGELES,2026,CA-44,0.0
HARTWELL CORPORATION,ORANGE,2026,CA-45,19112.8
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,365.88
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,574.19
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,13767.75
"MACHINA COGNITA TECHNOLOGIES, INC.",SAN DIEGO,2026,CA-49,749990.0
IMPERIAL FLYING SERVICE INC,IMPERIAL,2026,CA-25,1309.75
RAYTHEON COMPANY,LOS ANGELES,2026,CA-36,0.0
"AEROMETALS, INC.",EL DORADO,2026,CA-05,74045.0
"FDH AERO, LLC",LOS ANGELES,2026,CA-28,3829.35
"KOAM ENGINEERING SYSTEMS, INC.",SAN DIEGO,2026,CA-51,672224.74
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,337.73
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,2041.7
"USFI, INC.",LOS ANGELES,2026,CA-44,2905.28
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,796.9
US FOODS INC,LOS ANGELES,2026,CA-38,18154.25
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,489.71
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,2039.19
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,217.66
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,5385.87
RAHE ENGINEERING INC,ORANGE,2026,CA-40,0.0
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,166.6
NORTHROP GRUMMAN SYSTEMS CORPORATION,SAN DIEGO,2026,CA-50,342000.0
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,175.73
"MCCLELLAN JET SERVICES, LLC",SACRAMENTO,2026,CA-06,2042.17
"LAGUNA COMPONENTS, INC.",ORANGE,2026,CA-47,218463.0
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,776.57
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,2935.5
SOLVENTUM ORTHODONTICS CORPORATION,LOS ANGELES,2026,CA-31,30.6
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,251.34
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,555.96
IMPERIAL FLYING SERVICE INC,IMPERIAL,2026,CA-25,5635.7
US FOODS INC,LOS ANGELES,2026,CA-38,1367.57
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,769.39
"RBC SOUTHWEST PRODUCTS, INC.",LOS ANGELES,2026,CA-31,3261.5
HYTECH ASSOCIATES INCORPORATED,VENTURA,2026,CA-26,0.0
BRANDYWINE COMMUNICATIONS,ORANGE,2026,CA-46,95204.0
"US FOODS, INC",ALAMEDA,2026,CA-14,8503.42
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,291.41
CAMERON ENERGY SERVICES CORP.,LOS ANGELES,2026,CA-31,0.0
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,315.7
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,5713.8
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,305.89
"CASUAL PERFORMANCE, INC",LOS ANGELES,2026,CA-90,-293580.0
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,523.11
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,457.02
"HYRIZE BUSINESS MANAGEMENT & CONSULTING, LLC",LOS ANGELES,2026,CA-32,2100.0
DLA AEROSPACE LLC,LOS ANGELES,2026,CA-32,96600.0
JANOS ORAS,SAN BERNARDINO,2026,CA-33,3737.44
US FOODS INC,LOS ANGELES,2026,CA-38,3714.55
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,696.23
AZE SUPPLY CO INC,SAN DIEGO,2026,CA-50,494.0
BLUE TECH INC.,SAN DIEGO,2026,CA-50,40068.39
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,710.67
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,220.13
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,431.06
"HC MERCHANDISERS, INC.",SAN BERNARDINO,2026,CA-35,74297.6
"CORGISTICS, INC.",LOS ANGELES,2026,CA-29,962.5
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,510.76
"PATRIOT CONTRACT SERVICES, LLC",CONTRA COSTA,2026,CA-10,0.0
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,157.61
"ZYRIS, INC.",SANTA BARBARA,2026,CA-24,454.0
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2026,CA-09,7849.34
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,9451.5
US FOODS INC,LOS ANGELES,2026,CA-38,17915.26
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,17591.98
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,246.22
"FEDERAL INDUSTRIES, INC.",LOS ANGELES,2026,CA-36,0.0
"HYRIZE BUSINESS MANAGEMENT & CONSULTING, LLC",LOS ANGELES,2026,CA-32,10350.0
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,110.3
"KOAM ENGINEERING SYSTEMS, INC.",SAN DIEGO,2026,CA-51,401467.58
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,474.11
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,2568.74
"PROFESSIONAL PLASTICS, INC.",ORANGE,2026,CA-46,1404.0
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,583.63
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,3936.5
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,311.75
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,333.5
"USFI, INC.",LOS ANGELES,2026,CA-44,1088.12
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,216.6
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,629.8
"AEROMETALS, INC.",EL DORADO,2026,CA-05,0.0
LANIC AEROSPACE LLC,ORANGE,2026,CA-47,335335.0
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,175.85
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,291.57
MEGGITT NORTH HOLLYWOOD INC,LOS ANGELES,2026,CA-29,0.0
"DCX-CHOL ENTERPRISES, INC.",LOS ANGELES,2026,CA-43,30000.0
ES3 PRIME LOGISTICS GROUP INC,SAN DIEGO,2026,CA-50,0.0
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2026,CA-09,126.0
"FLEXCO, INC",LOS ANGELES,2026,CA-42,-1378.16
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,1961.41
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,1439.38
"HC MERCHANDISERS, INC.",SAN BERNARDINO,2026,CA-35,7405.77
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,603.83
US FOODS INC,LOS ANGELES,2026,CA-38,1612.2
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,1352.56
"CABLE MOORE, INC.",ALAMEDA,2026,CA-12,15417.5
COMPLETE PROCUREMENT SOLUTIONS LLC,LOS ANGELES,2026,CA-32,0.0
"PNEUDRAULICS, INC.",SAN BERNARDINO,2026,CA-35,3388.0
"INTERNATIONAL FLEET SALES, INC.",ALAMEDA,2026,CA-12,1041.4
US FOODS INC,LOS ANGELES,2026,CA-38,45.06
NORTHSTAR DISTRIBUTORS INC.,SAN DIEGO,2026,CA-50,63971.95
"BECKMAN COULTER, INC",ORANGE,2026,CA-40,0.0
CHEVRON U.S.A. INC,CONTRA COSTA,2026,CA-11,44183.34
KARL STORZ ENDOSCOPY-AMERICA INC,LOS ANGELES,2026,CA-36,4244.14
DLA AEROSPACE LLC,LOS ANGELES,2026,CA-32,56000.0
"PINNACLE PETROLEUM, INC.",ORANGE,2026,CA-47,24450.44
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,1777.2
"RNK INTERNATIONAL, INC.",ORANGE,2026,CA-47,870.0
"BOINGO WIRELESS, INC",LOS ANGELES,2026,CA-32,34200.0
WOODWARD HRT INC,LOS ANGELES,2026,CA-27,724586.25
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,1089.71
BLUE TECH INC.,SAN DIEGO,2026,CA-50,-344.61
US FOODS INC,LOS ANGELES,2026,CA-38,4453.9
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,457.83
"AIR/FLEX INDUSTRIES, INC.",LOS ANGELES,2026,CA-35,5904.0
QUSWAMI INC,SAN FRANCISCO,2026,CA-11,0.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,SAN DIEGO,2026,CA-52,41433.16
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2026,CA-09,334.35
"INDUSTRIAL WASTE UTILIZATION, INC",SAN BERNARDINO,2026,CA-35,4880.0
"ZYRIS, INC.",SANTA BARBARA,2026,CA-24,440.91
"USFI, INC.",LOS ANGELES,2026,CA-44,470.96
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,916.68
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,405.34
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,539.21
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,1939.88
US FOODS INC,LOS ANGELES,2026,CA-38,175.8
"USFI, INC.",LOS ANGELES,2026,CA-44,2268.0
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,2370.35
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,546.49
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,1377.0
"FENIX SPACE, INC.",SAN BERNARDINO,2026,CA-33,0.0
MILLENNIUM AEROSPACE AND DEFENSE,EL DORADO,2026,CA-05,33885.0
MASON ELECTRIC CO.,LOS ANGELES,2026,CA-29,17225.0
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,412.78
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,193.6
"TECOLOTE RESEARCH, INC.",SANTA BARBARA,2026,CA-24,0.0
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,458.92
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,2598.91
MP AERO LLC,LOS ANGELES,2026,CA-29,0.0
INLAND MACHINE COMPANY INC.,SAN BERNARDINO,2026,CA-35,12465.31
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,1879.07
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,396.33
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,2065.49
US FOODS INC,LOS ANGELES,2026,CA-38,223.74
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,623.57
US FOODS INC,LOS ANGELES,2026,CA-38,603.05
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,4888.17
VACCO INDUSTRIES,LOS ANGELES,2026,CA-31,7652.0
COMPLETE PROCUREMENT SOLUTIONS LLC,LOS ANGELES,2026,CA-32,16835.4
IT DEVICES ONLINE INC,ALAMEDA,2026,CA-14,10795.3
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,956.58
"CHICO PRODUCE, INC.",BUTTE,2026,CA-01,1030.32
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,860.9
US FOODS INC,LOS ANGELES,2026,CA-38,1051.58
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,355.74
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,490.93
"SOGEN COMPANY, INC.",ALAMEDA,2026,CA-14,12617.1
"VAL-PRO, INC.",LOS ANGELES,2026,CA-37,623.63
"US FOODS, INC",ALAMEDA,2026,CA-14,7739.94
"MEG TECHNOLOGIES, INC.",ORANGE,2026,CA-47,2482.96
TVL 22 LLC,SANTA CLARA,2026,CA-17,-1665.0
"USFI, INC.",LOS ANGELES,2026,CA-44,1875.19
