recipient_name,recipient_county_name,action_date_fiscal_year,prime_award_transaction_recipient_cd_current,federal_action_obligation
PHYSICAL OPTICS CORPORATION,,2008,CA-90,0.0
MCKESSON CORPORATION,,2008,CA-90,298936.0
EMERSON COMPANY,,2008,CA-36,27214.0
MACRO-Z-TECHNOLOGY COMPANY,,2008,CA-46,10826.0
COLEMAN CONSTRUCTION INC,,2008,CA-43,15865.0
HERC RENTALS INC.,,2008,CA-44,-45868.0
MCKESSON CORPORATION,,2008,CA-90,431236.0
"UNIVERSITY OF CALIFORNIA, LOS ANGELES",,2008,CA-90,0.0
INSTITUTE FOR THE FUTURE,,2008,CA-90,631762.0
MCKESSON CORPORATION,,2008,CA-90,110612.0
SKYSPARES PARTS INC,,2008,CA-39,2610.0
PHYSICAL OPTICS CORPORATION,LOS ANGELES,2008,CA-43,375000.0
"MARVIN TEST SOLUTIONS, INC.",ORANGE,2008,CA-47,136250.0
TRUST ONE COMPONENTS INC,ORANGE,2008,CA-40,3536.0
MEGGITT NORTH HOLLYWOOD INC,LOS ANGELES,2008,CA-29,466752.0
"INTERNATIONAL PRECISION, INC",LOS ANGELES,2008,CA-32,3247.0
MILITARY AIRCRAFT PARTS,SACRAMENTO,2008,CA-06,7960.0
"AEROMETALS, INC.",EL DORADO,2008,CA-05,11966.0
"RU ENTERPRISES, INC",VENTURA,2008,CA-26,4537.0
MILITARY AIRCRAFT PARTS,SACRAMENTO,2008,CA-06,3992.0
ALL POWER MANUFACTURING CO.,LOS ANGELES,2008,CA-38,2712.0
WESCO AIRCRAFT HARDWARE CORP.,,2008,CA-90,16195.0
HYDROMACH INC,LOS ANGELES,2008,CA-32,54147.27
WESCO AIRCRAFT HARDWARE CORP.,LOS ANGELES,2008,CA-27,5325.0
MORTON FASTENERS INC,,2008,CA-90,3530.0
"L3 TECHNOLOGIES, INC.",,2008,CA-90,1200000.0
HARTWELL CORPORATION,ORANGE,2008,CA-45,22428.0
"FLAME ENTERPRISES, INC.",,2008,CA-32,7131.0
ADVANCED ELECTRO DYNAMICS INC,,2008,CA-26,4522.0
DAVILYN CORPORATION,,2008,CA-26,5978.0
MEGGITT SAFETY SYSTEMS INC,,2008,CA-26,3150.0
NORTHROP GRUMMAN CORPORATION,,2008,CA-38,-546232.86
"BRANDT ELECTRONICS, INC.",SANTA CLARA,2008,CA-17,27750.0
"INTEGRATED DATA SERVICES, LLC",,2008,CA-36,152231.67
SAI INDUSTRIES,LOS ANGELES,2008,CA-30,32800.0
SAI INDUSTRIES,,2008,CA-30,3035.0
"YOCKE, MARK",,2008,CA-02,25600.0
"GLOWLINK COMMUNICATIONS TECHNOLOGY, INC.",,2008,CA-16,0.0
"B. & E. MANUFACTURING CO., INC.",,2008,CA-46,3861.0
KROBACH MFG. CORP.,ALAMEDA,2008,CA-14,3509.0
ALPHA OMEGA SALES INC.,,2008,CA-23,9150.0
WESCO AIRCRAFT HARDWARE CORP.,,2008,CA-90,13000.0
"CLEAN LAKES, INC.",CONTRA COSTA,2008,CA-08,16728.8
WARD MANIS CORPORATION,SAN DIEGO,2008,CA-51,-18250.0
AIRBORNE SYSTEMS NORTH AMERICA OF CA INC,ORANGE,2008,CA-46,0.0
"ENTISYS SOLUTIONS, INC.",CONTRA COSTA,2008,CA-10,3500.0
ACREE TECHNOLOGIES INCORPORATED,,2008,CA-10,0.0
"BOEING COMPANY, THE",LOS ANGELES,2008,CA-32,0.0
"WAMCO, INC.",,2008,CA-90,8550.0
"THE WRITE CONNECTION, INC",,2008,CA-26,0.0
"ANGELICA TEXTILE SERVICES, INC.",,2008,CA-90,0.0
DYNARAM CONSTRUCTION CORPORATION,,2008,CA-90,0.0
DZ SPORTS OFFICIALS ASSOCIATION,SAN BERNARDINO,2008,CA-23,12300.0
"WIND ZERO GROUP, INC.",,2008,CA-90,0.0
"MWB COPY PRODUCTS, INC.",ORANGE,2008,CA-45,4548.0
TANNER RESEARCH INC,,2008,CA-31,0.0
"IMPRES TECHNOLOGY SOLUTIONS, INC",LOS ANGELES,2008,CA-38,41894.0
"SIGMA TECH ENTERPRISES, INC.",SAN MATEO,2008,CA-15,15609.0
MASON ELECTRIC CO.,LOS ANGELES,2008,CA-29,4677.0
"JOSSAN, IRENE",,2008,CA-19,770.0
MEGGITT SAFETY SYSTEMS INC,VENTURA,2008,CA-26,59850.0
"MANEY AIRCRAFT, INC.",SAN BERNARDINO,2008,CA-35,1474.88
ALPHA OMEGA SALES INC.,,2008,CA-23,22580.0
"QUALITY AVIATION, INC",,2008,CA-90,2695.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,,2008,CA-90,0.0
TELECOMM1STOP CORPORATION,SANTA CLARA,2008,CA-16,1343222.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,,2008,CA-90,34834.0
RAYTHEON COMPANY,,2008,CA-36,0.0
REAL ACTION PAINTBALL INC,SANTA CLARA,2008,CA-17,15271.1
B & H INTERNATIONAL,KERN,2008,CA-20,0.0
"GARDA CL WEST, INC.",,2008,CA-90,0.0
WESCO AIRCRAFT HARDWARE CORP.,,2008,CA-90,2799.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,LOS ANGELES,2008,CA-36,1500000.0
PIONEER BROACH COMPANY,LOS ANGELES,2008,CA-42,27592.0
"SEAIR TRANSPORT SERVICES, INC.",,2008,CA-90,-63944.0
INFINITY MICROCOMPUTER INC.,LOS ANGELES,2008,CA-43,3245.0
BLUE TECH INC.,,2008,CA-90,0.0
BLUE TECH INC.,SAN DIEGO,2008,CA-50,14019.0
DELTA SCIENTIFIC CORPORATION,LOS ANGELES,2008,CA-27,-3000.0
"NESSTAY SUPPLY, INC.",ALAMEDA,2008,CA-14,38479.0
"GENERAL DYNAMICS MISSION SYSTEMS, INC.",,2008,CA-17,0.0
"AIRBORNE TECHNOLOGIES, INC.",,2008,CA-26,22950.0
MEGGITT DEFENSE SYSTEMS INCORPORATED (6244),ORANGE,2008,CA-47,7370.0
RAYTHEON COMPANY,,2008,CA-90,0.0
"LEIDOS, INC.",SAN DIEGO,2008,CA-90,290464.0
THE GYRO HOUSE,,2008,CA-03,0.0
INTELLIGENT INTERNATIONAL INC.,LOS ANGELES,2008,CA-29,89660.0
PRIDE INDUSTRIES,,2008,CA-03,13182.0
SIERRA AVIATION,LOS ANGELES,2008,CA-27,4500.0
ACRA INCORPORATED,CONTRA COSTA,2008,CA-10,172600.0
PARSONS GOVERNMENT SERVICES INC,,2008,CA-40,130000.0
"NEWVAC, LLC",LOS ANGELES,2008,CA-32,0.0
MASON ELECTRIC CO.,LOS ANGELES,2008,CA-29,2752.0
"AERO-ELECTRIC CONNECTOR, INC.",,2008,CA-90,4729.0
WESCO AIRCRAFT HARDWARE CORP.,LOS ANGELES,2008,CA-27,6322.0
KYPHON INC.,SANTA CLARA,2008,CA-17,-7375.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,,2008,CA-36,0.0
BOTACH INC.,LOS ANGELES,2008,CA-37,5905.0
"B. & E. MANUFACTURING CO., INC.",,2008,CA-46,11617.0
HYDRO-FITTING MANUFACTURING CORPORATION,,2008,CA-31,3049.0
AMERICO INDUSTRIAL SUPPLY INC,LOS ANGELES,2008,CA-44,6123.0
SYSTEMS APPLICATION & TECHNOLOGIES INC,,2008,CA-26,385443.48
GENTEX CORP,SAN BERNARDINO,2008,CA-35,11000.0
"EPSILON SYSTEMS SOLUTIONS, INC.",SAN DIEGO,2008,CA-51,29000.0
SR SHROEDER INC,SOLANO,2008,CA-04,21897.0
AGE LOGISTICS CORPORATION,,2008,CA-42,146728.0
MCKESSON CORPORATION,,2008,CA-90,159840.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,LOS ANGELES,2008,CA-44,193000.0
MCKESSON CORPORATION,,2008,CA-90,117077.0
"INTERNATIONAL CUSTOM ENTERPRISES, INC.",,2008,CA-90,3000.0
"AGILENT TECHNOLOGIES, INC.",CONTRA COSTA,2008,CA-10,3380.0
"NOROTOS, INC",ORANGE,2008,CA-46,48580.0
"BARKSDALE, INC",LOS ANGELES,2008,CA-42,300.0
DEVLON ENTERPRISES INC,SAN DIEGO,2008,CA-51,5120.0
"TELEDYNE, INC",SAN DIEGO,2008,CA-50,500000.0
"CURTIS & TOMPKINS, LTD.",,2008,CA-12,0.0
MCKESSON CORPORATION,,2008,CA-90,502720.0
BAE SYSTEMS NATIONAL SECURITY SOLUTIONS INC.,,2008,CA-90,649978.0
"AMERICAN BUILDING SERVICE, INC.",,2008,CA-14,-43567.0
MO ENTERPRISES,KERN,2008,CA-20,45625.0
MCKESSON CORPORATION,,2008,CA-90,18822.0
PHYSICAL OPTICS CORPORATION,,2008,CA-90,59986.0
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,,2008,CA-90,1280410.0
DESIGN WEST TECHNOLOGIES INC,,2008,CA-90,0.0
"AGILENT TECHNOLOGIES, INC.",SANTA CLARA,2008,CA-17,1892.48
DOWNEY MANUFACTURING INC,,2008,CA-42,0.0
"CUBIC DEFENSE APPLICATIONS, INC.",,2008,CA-90,0.0
EARLE M. JORGENSEN CO,,2008,CA-44,0.0
"L3HARRIS TECHNOLOGIES, INC",,2008,CA-90,1500.0
AHNTECH INC,,2008,CA-90,-12937.0
POINT LOMA NAZARENE UNIVERSITY,SAN DIEGO,2008,CA-50,200.0
BOSTON SCIENTIFIC NEUROMODULATION CORP,LOS ANGELES,2008,CA-29,30049.0
TALLEY INC,SACRAMENTO,2008,CA-06,32770.64
ACTION EMBROIDERY CORP,,2008,CA-35,3070.0
ACTION EMBROIDERY CORP,,2008,CA-35,2738.0
"HEALTH NET FEDERAL SERVICES, LLC",,2008,CA-90,-12798.36
"LEIDOS, INC.",,2008,CA-90,683000.0
HYDRO-AIRE AEROSPACE CORP,LOS ANGELES,2008,CA-30,60960.0
LOGISTICS ENVIROMENTAL SOLUTION,ORANGE,2008,CA-46,21138.0
"WKF (FRIEDMAN) ENTERPRISES, INC.",,2008,CA-10,37275.0
HARTWELL CORPORATION,,2008,CA-90,4608.0
"NEWPORT ELECTRONICS, INC.",,2008,CA-46,3784.0
"CONNELL & ASSOCIATES, INC.",KERN,2008,CA-20,0.0
"MARRS SERVICES, INC.",LOS ANGELES,2008,CA-38,0.0
MEGGITT SAFETY SYSTEMS INC,,2008,CA-26,0.0
WATTS CONSTRUCTORS LLC,MARIN,2008,CA-02,0.0
AMRON INTERNATIONAL INC,,2008,CA-49,3861.0
"RU ENTERPRISES, INC",VENTURA,2008,CA-26,6825.0
"RU ENTERPRISES, INC",VENTURA,2008,CA-26,3256.0
MILITARY AIRCRAFT PARTS,SACRAMENTO,2008,CA-06,35802.0
"WEST COAST BUSINESS PRODUCTS, INC.",LOS ANGELES,2008,CA-32,7678.0
"WOMEN'S EMPOWERMENT PARTNERSHIP, INC.",LOS ANGELES,2008,CA-42,-495.0
"AMERICAN PRESIDENT LINES, LLC",ALAMEDA,2008,CA-12,0.0
"PACIFIC SKY SUPPLY, INC.",LOS ANGELES,2008,CA-29,760.0
AIRSUPPLY TOOLS INC.,SAN DIEGO,2008,CA-49,27433.73
"CSA ENGINEERING, INC.",,2008,CA-16,50000.0
WHITE AERO INC,,2008,CA-27,3654.0
"HERBER AIRCRAFT SERVICE, INC.",,2008,CA-36,26004.0
CLARIANT CORP,,2008,CA-33,3658.0
"AVIBANK MFG., INC.",,2008,CA-29,3870.0
HOWMET GLOBAL FASTENING SYSTEMS INC,,2008,CA-26,22887.0
"ETHICON, INC",,2008,CA-47,6919.0
PACIFIC MARITIME INDUSTRIES CORP.,SAN DIEGO,2008,CA-52,31302.0
STEPHEN PAUL MANGUM,RIVERSIDE,2008,CA-41,20150.0
"ALLFAST FASTENING SYSTEMS, LLC",LOS ANGELES,2008,CA-31,38049.0
SECUR-SERV INC,,2008,CA-47,15375.0
SHURGARD OF SAND CITY,,2008,CA-19,-202.0
COAST COMMUNITY COLLEGE DISTRICT,,2008,CA-47,0.0
DATABASE SERVICES PLUS INC,,2008,CA-90,0.0
BIO RAD LABORATORIES INC,,2008,CA-08,0.0
"ROMER, INC.",,2008,CA-49,0.0
HARTWELL CORPORATION,ORANGE,2008,CA-45,3994.0
TRACEY KIM MEJIA,,2008,CA-44,4455.0
T M W CORPORATION,LOS ANGELES,2008,CA-29,21600.0
"WEST COAST BUSINESS PRODUCTS, INC.",LOS ANGELES,2008,CA-32,2496.0
"ELOTEK SYSTEMS, INC.",ORANGE,2008,CA-49,27220.9
"AMO USA, INC",ORANGE,2008,CA-46,24500.0
SIERRA SINGLE PLY INC,,2008,CA-06,-224.0
"DJONT OPERATIONS, L.L.C.",LOS ANGELES,2008,CA-36,10308.0
"LEIDOS, INC.",,2008,CA-90,319388.0
"CONSOLIDATED ELECTRICAL DISTRIBUTORS, INC.",SAN BERNARDINO,2008,CA-23,6834.44
"TELEDYNE SCIENTIFIC & IMAGING, LLC",,2008,CA-26,0.0
KYPHON INC.,,2008,CA-17,-5200.0
"INTERNATIONAL RESTAURANT EQUIPMENT CO., INC.",LOS ANGELES,2008,CA-30,28152.73
BAE SYSTEMS CONTROLS INC.,,2008,CA-35,21330.0
"SACHER LASERTECHNIK, LLC",ORANGE,2008,CA-45,45423.0
PACIFIC BELL TELEPHONE COMPANY,,2008,CA-90,2415.36
"L-3 SERVICES, INC.",,2008,CA-90,52822.0
T M W CORPORATION,LOS ANGELES,2008,CA-29,8300.0
WEST SANITATION SERVICES INC,LOS ANGELES,2008,CA-36,0.0
COMMERCIAL & MARINE PRODUCTS CORP,SAN DIEGO,2008,CA-51,11794.0
"MESA ENERGY SYSTEMS, INC",,2008,CA-47,0.0
"FISICA APPLIED TECHNOLOGIES, INC.",,2008,CA-90,-18216.81
"INTERNATIONAL PRECISION, INC",LOS ANGELES,2008,CA-32,3200.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,,2008,CA-90,35871.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,,2008,CA-90,73964.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,,2008,CA-90,5094.0
"NORSTAN ELECTRONICS, INC",,2008,CA-46,4200.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,,2008,CA-90,-10000.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,,2008,CA-90,420744.0
"LEIDOS, INC.",,2008,CA-90,0.0
STEPHEN PAUL MANGUM,RIVERSIDE,2008,CA-41,51900.0
"TELEDYNE SCIENTIFIC & IMAGING, LLC",,2008,CA-24,0.0
TALLEY INC,SACRAMENTO,2008,CA-06,7974.0
ALL METALS ENGINEERING,ORANGE,2008,CA-47,11517.0
"BOEING COMPANY, THE",LOS ANGELES,2008,CA-42,5970.0
"DANMAR INDUSTRIES, INC.",VENTURA,2008,CA-26,0.0
"NEW TECH SOLUTIONS, INC.",ALAMEDA,2008,CA-17,28560.0
RIX INDUSTRIES,,2008,CA-08,-4988.6
SEMCO INSTRUMENTS INC,,2008,CA-27,55620.0
GEO-TEMP CORPORATION,,2008,CA-17,0.0
"SYNERGETIC TECHNOLOGIES GROUP, INC",,2008,CA-31,123104.0
"5X TECHNOLOGY, LLC",,2008,CA-90,0.0
A S I,SAN DIEGO,2008,CA-51,8886.0
"HYDRAULICS INTERNATIONAL, INC.",,2008,CA-32,20115.0
"TRIMARK ERF, INC.",SAN FRANCISCO,2008,CA-11,4586.0
SENIOR OPERATIONS LLC,LOS ANGELES,2008,CA-30,485010.0
"PACIFIC SKY SUPPLY, INC.",LOS ANGELES,2008,CA-29,16243.0
"AEROMETALS, INC.",EL DORADO,2008,CA-05,64425.0
SWISS PATTERN CORP.,ORANGE,2008,CA-46,5000.0
LOCKHEED MARTIN CORPORATION,,2008,CA-24,0.0
MARIA PANTIS,SACRAMENTO,2008,CA-06,17170.0
MILITARY AIRCRAFT PARTS,SACRAMENTO,2008,CA-06,5994.0
EMERSON COMPANY,LOS ANGELES,2008,CA-36,89562.0
"FLIR MOTION CONTROL SYSTEMS, INC.",,2008,CA-90,0.0
"BOEING COMPANY, THE",LOS ANGELES,2008,CA-42,69334.0
TAVCO INC.,LOS ANGELES,2008,CA-32,27404.0
"MILLIPART, INC",,2008,CA-31,13835.0
"AEROMETALS, INC.",EL DORADO,2008,CA-05,40786.0
AVIATION WELDING LTD,LOS ANGELES,2008,CA-27,83040.0
EATON AEROSPACE LLC,LOS ANGELES,2008,CA-30,12172.0
MARIA PANTIS,,2008,CA-90,48000.0
F & T PRECISION PRODUCTS,SAN DIEGO,2008,CA-49,10101.0
MEGGITT NORTH HOLLYWOOD INC,LOS ANGELES,2008,CA-29,47648.0
SEMCO INSTRUMENTS INC,,2008,CA-27,41810.0
"HYDRAULICS INTERNATIONAL, INC.",,2008,CA-32,17560.0
WESCO AIRCRAFT HARDWARE CORP.,,2008,CA-90,7020.0
"HENWAY, INC",,2008,CA-20,2584.0
KROBACH MFG. CORP.,ALAMEDA,2008,CA-14,5054.0
KIRKHILL-TA CO.,,2008,CA-90,5930.0
"AVIBANK MFG., INC.",LOS ANGELES,2008,CA-29,69543.0
ALLIED PACIFIC INDUSTRIES LLC,ORANGE,2008,CA-46,11968.0
RBC TRANSPORT DYNAMICS CORP,ORANGE,2008,CA-46,24047.0
"WEST COAST BUSINESS PRODUCTS, INC.",LOS ANGELES,2008,CA-32,30049.0
"AERO ENGINEERING & MANUFACTURING COMPANY OF CALIFORNIA, LLC",LOS ANGELES,2008,CA-27,8931.0
"WKF (FRIEDMAN) ENTERPRISES, INC.",CONTRA COSTA,2008,CA-10,3185.0
"RU ENTERPRISES, INC",VENTURA,2008,CA-26,4798.0
REID PRODUCTS INC.,SAN BERNARDINO,2008,CA-23,4095.0
WESCO AIRCRAFT HARDWARE CORP.,LOS ANGELES,2008,CA-27,3008.0
"ARIZONA AERO FASTENERS, INC",VENTURA,2008,CA-26,2520.0
"AEROL CO., INC.",LOS ANGELES,2008,CA-44,17702.0
"WPCS INTERNATIONAL-SUISUN CITY, INC.",,2008,CA-08,7000.0
VALLEY POWER SYSTEMS INC,,2008,CA-90,10450.0
PARKER-HANNIFIN CORPORATION,,2008,CA-90,3325.0
KIRKHILL-TA CO.,ORANGE,2008,CA-40,13138.0
METACOMP TECHNOLOGIES INC,,2008,CA-26,0.0
RIGHT FIND INC,ORANGE,2008,CA-47,39868.0
EAST COUNTY ECONOMIC DEVELOPMENT COUNCIL,,2008,CA-90,0.0
"SKYTOWER AVIATION SERVICES, INC.",ORANGE,2008,CA-45,26521.0
C U ENTERPRISES LTD,SANTA BARBARA,2008,CA-24,13034.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,LOS ANGELES,2008,CA-44,0.0
VALLEY POWER SYSTEMS INC,,2008,CA-90,2715.0
"SPS TECHNOLOGIES, LLC",ORANGE,2008,CA-46,10148.0
WESCO AIRCRAFT HARDWARE CORP.,,2008,CA-90,7975.0
DAVIS RONALD (6320),,2008,CA-08,28005.0
RAYTHEON COMPANY,,2008,CA-36,0.0
PRIDE INDUSTRIES,,2008,CA-03,0.0
"SPS TECHNOLOGIES, LLC",ORANGE,2008,CA-46,3591.0
COMBAT SUPPORT ASSOCIATES,,2008,CA-90,55000000.0
BAHR MACHINE CO,LOS ANGELES,2008,CA-27,17940.0
SKYSPARES PARTS INC,RIVERSIDE,2008,CA-39,7978.0
MAXX PRECISION,ALAMEDA,2008,CA-17,2961.0
"AEROL CO., INC.",,2008,CA-43,3914.0
"PACIFIC TANK CLEANING SERVICES, INC.",SAN DIEGO,2008,CA-52,12410.0
SOUTH BAY CABLE CORP.,,2008,CA-36,0.0
"TAYLOR-DUNN MANUFACTURING, LLC",ORANGE,2008,CA-46,19575.0
"QUANTUM3D, INC",,2008,CA-90,0.0
SAIF INDUSTRIES,KERN,2008,CA-22,7632.0
CHRISBARRY AIRCRAFT CORP,LOS ANGELES,2008,CA-29,330.0
TELEDYNE RESON INC,SANTA BARBARA,2008,CA-24,2062.0
TRACEY KIM MEJIA,LOS ANGELES,2008,CA-44,3074.0
"GOVPLACE, LLC",SANTA BARBARA,2008,CA-24,4368.68
MEGGITT NORTH HOLLYWOOD INC,LOS ANGELES,2008,CA-29,65107.0
"MARVIN ENGINEERING CO, INC",LOS ANGELES,2008,CA-43,12600.0
"FLAME ENTERPRISES, INC.",,2008,CA-32,3750.0
EDEL ENGINEERING DEVELOPMENT CO.,,2008,CA-43,15876.0
"AEROTECH NEWS AND REVIEW, INC.",LOS ANGELES,2008,CA-27,0.0
"WERMUTH & CAHOON MOVING & STORAGE, INC",,2008,CA-90,0.0
"RAYTHEON SECURE INFORMATION SYSTEMS, LLC",,2008,CA-90,-6300.0
MASON ELECTRIC CO.,,2008,CA-90,5241.0
"NORSTAN ELECTRONICS, INC",,2008,CA-46,3669.0
"LEIDOS, INC.",,2008,CA-90,0.0
PERKINELMER INCORPORATED (2042),,2008,CA-31,-5481.12
JWP MANUFACTURING,SANTA CLARA,2008,CA-17,213048.0
"AGILE RF, INC.",SANTA BARBARA,2008,CA-24,69430.0
"KANG FAMILY PARTNERS, L.P.",SANTA CLARA,2008,CA-17,5450.0
WEAVER LANGUAGE INC,LOS ANGELES,2008,CA-36,2049413.0
"TYMAR PRECISION, INCORPORATED",SANTA CLARA,2008,CA-17,57213.0
LOCKHEED MARTIN CORPORATION,,2008,CA-90,74998.0
WILLIAMS AEROSPACE & MANUFACTURING INC.,,2008,CA-51,5355.0
AIRCRAFT METAL PRODUCTS CORP.,,2008,CA-44,6750.0
MAGNETIKA INC,LOS ANGELES,2008,CA-43,2640.0
DESIGNED METAL CONNECTIONS INC,,2008,CA-43,2808.0
"B. & E. MANUFACTURING CO., INC.",ORANGE,2008,CA-45,2519.0
AMADA WELD TECH INC,LOS ANGELES,2008,CA-31,19463.0
"LEE AIR COMPANY, INC.",LOS ANGELES,2008,CA-29,100.0
WESTERN AIRPARTS CORPORATION,LOS ANGELES,2008,CA-27,3880.0
PHILADELPHIA GEAR CORPORATION,LOS ANGELES,2008,CA-44,7260.0
LN CURTIS & SONS,,2008,CA-12,2957.0
"COBHAM EXETER, INC.",ORANGE,2008,CA-47,0.0
INTERSTATE ELECTRONICS CORPORATION,,2008,CA-90,0.0
LOCKHEED MARTIN CORP,SANTA CLARA,2008,CA-17,147073223.0
EATON AEROSPACE LLC,,2008,CA-90,0.0
B & H INTERNATIONAL,,2008,CA-90,0.0
"SANTA BARBARA INFRARED, INC.",,2008,CA-24,0.0
TW BIOLOGICAL SERVICES,,2008,CA-40,51635.0
"TELEDYNE REYNOLDS, INC.",LOS ANGELES,2008,CA-36,34790.0
LOCKHEED MARTIN CORP,SANTA CLARA,2008,CA-17,0.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,,2008,CA-36,38000000.0
BLUE TECH INC.,,2008,CA-90,44450.0
BLUE TECH INC.,,2008,CA-90,9875.0
"USMILCOM, INC.",ORANGE,2008,CA-46,24995.0
MAGNA JAMES LTD.,,2008,CA-35,11312.0
"HYDRAULIC TECHNOLOGY, INC",,2008,CA-03,6581.0
DESIGNED METAL CONNECTIONS INC,,2008,CA-43,4560.0
THE BOEING COMPANY,,2008,CA-46,0.0
BAE SYSTEMS LAND & ARMAMENTS L.P.,,2008,CA-17,90150.0
"HASKEL INTERNATIONAL, LLC",,2008,CA-30,0.0
"FLAME ENTERPRISES, INC.",,2008,CA-32,20625.0
MAILING AND SHIPPING TECHNOLOGIES INC,ORANGE,2008,CA-47,34.02
AQUA SOURCE,SACRAMENTO,2008,CA-07,98142.76
CALIFORNIA INSTITUTE OF TECHNOLOGY,,2008,CA-28,291763.0
"LOS ANGELES TRUCK CENTERS, LLC",LOS ANGELES,2008,CA-31,5795.0
"NIXON-EGLI EQUIPMENT CO. OF SOUTHERN CALIFORNIA, INC.",SAN BERNARDINO,2008,CA-35,6972.0
"TRADEMARK HOIST, INC.",,2008,CA-90,0.0
RIGHT FIND INC,,2008,CA-47,14976.0
PPI INDUSTRIAL CORP.,LOS ANGELES,2008,CA-29,5342.0
AARDVARK,LOS ANGELES,2008,CA-31,28900.0
"SAN DIEGO MEDICAL ELECTRONICS, INC.",,2008,CA-49,6758.85
HARTWELL CORPORATION,,2008,CA-90,90902.0
QUALITY FOAM SERVICE,SAN BERNARDINO,2008,CA-28,30504.0
"INTERNATIONAL E-Z UP, INC.",RIVERSIDE,2008,CA-39,8978.0
TRI-TECH METALS INC,SAN BERNARDINO,2008,CA-35,696.0
"CAMERON TECHNOLOGIES US, INC.",LOS ANGELES,2008,CA-31,79260.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,,2008,CA-90,11505.0
HYDRO-AIRE AEROSPACE CORP,,2008,CA-30,4949.0
"JWK MACHINERY SALES CO, INC.",,2008,CA-90,6570.0
"BIOLOG, INC.",,2008,CA-14,0.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,SAN DIEGO,2008,CA-52,65491.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,SAN DIEGO,2008,CA-52,40300.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,SAN DIEGO,2008,CA-52,84458.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,,2008,CA-90,525461.0
"INPUT OUTPUT TECHNOLOGY, INC",,2008,CA-27,0.0
"QUADIENT, INC.",,2008,CA-14,0.0
"TITANIUM INDUSTRIES, INC.",LOS ANGELES,2008,CA-38,300.0
"SAM'S AIRPACK PLUS, INC.",SACRAMENTO,2008,CA-06,-1000.0
"ACCUSOURCE OPERATIONS, INC.",ALAMEDA,2008,CA-14,146.94
BLACKMON ENTERPRISES,NEVADA,2008,CA-03,8799.11
VIASAT INC,,2008,CA-49,0.0
"SYSTEM TECHNOLOGY INSTITUTE, INC.",VENTURA,2008,CA-26,0.0
PARAMOUNT PICTURES CORP,LOS ANGELES,2008,CA-30,0.0
"BECKMAN COULTER, INC",,2008,CA-90,36965.0
"AGGREKO, LLC",LOS ANGELES,2008,CA-38,60000.0
"COMPASS WATER SOLUTIONS, INC",ORANGE,2008,CA-47,0.0
COMPASS GRAPHICS,LOS ANGELES,2008,CA-34,3090.0
"MOBILE INTERIM SOLUTIONS, LLC",,2008,CA-90,-23179.0
"SILICON VALLEY LANGUAGE TECHNOLOGIES, LLC",,2008,CA-90,0.0
JOCSON'S AUTO BODY & PAINT INC,SAN DIEGO,2008,CA-52,0.0
"CARLSBAD HHG HOTEL DEVELOPMENT, LP",SAN DIEGO,2008,CA-49,5508.0
"V.S. CARLSON, INC.",,2008,CA-90,0.0
"AEROVIRONMENT, INC.",LOS ANGELES,2008,CA-31,158098.31
NORTHROP GRUMMAN SYSTEMS CORP,LOS ANGELES,2008,CA-27,0.0
TDK-LAMBDA AMERICAS INC.,,2008,CA-90,0.0
ARMTEC COUNTERMEASURES CO,,2008,CA-25,0.0
"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC",ORANGE,2008,CA-46,3426.0
ARMTEC DEFENSE PRODUCTS CO.,RIVERSIDE,2008,CA-25,427596.0
TRUST ONE COMPONENTS INC,ORANGE,2008,CA-40,2244.0
INFINITY AIR INC,,2008,CA-32,-1800.0
PACIFIC POWER SOURCE INC,ORANGE,2008,CA-47,14135.0
"NEXTGEN AERONAUTICS, INC.",LOS ANGELES,2008,CA-36,98982.0
US NIGHT VISION CORPORATION,,2008,CA-03,0.0
THE RAND CORPORATION,,2008,CA-36,9736877.0
ANTHEM CHURCH SUPPLY INC,SAN DIEGO,2008,CA-50,18850.0
"TECOLOTE RESEARCH, INC.",,2008,CA-24,-5057.85
NORTHROP GRUMMAN SYSTEMS CORPORATION,,2008,CA-31,911913.0
PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA LLC),SAN BENITO,2008,CA-18,602136.0
