recipient_name,recipient_county_name,action_date_fiscal_year,prime_award_transaction_recipient_cd_current,federal_action_obligation
"ORODAY, INC.",VENTURA,2018,CA-26,66739.2
THE BOEING COMPANY,ORANGE,2018,CA-47,0.0
FRONTIER CALIFORNIA INC,VENTURA,2018,CA-26,30.24
DYNAMIC SYSTEMS INC,LOS ANGELES,2018,CA-36,18676.6
WING INFLATABLES INC,HUMBOLDT,2018,CA-02,21600.0
KARL STORZ ENDOSCOPY-AMERICA INC,LOS ANGELES,2018,CA-36,-1770.06
NORTHROP GRUMMAN SYSTEMS CORP,LOS ANGELES,2018,CA-36,295107.0
RAYTHEON COMPANY,SANTA BARBARA,2018,CA-24,1191000.0
"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",SAN DIEGO,2018,CA-48,0.0
"TECHNICAL COMMUNITIES, INC.",SAN MATEO,2018,CA-15,22945.8
PACIFIC BELL TELEPHONE COMPANY,SAN DIEGO,2018,CA-50,982.38
SAN DIEGO STATE UNIVERSITY FOUNDATION,SAN DIEGO,2018,CA-51,44441.0
"IRONCOMPANY.COM, LLC",SAN BERNARDINO,2018,CA-33,7374.0
"BECKMAN COULTER, INC",ORANGE,2018,CA-40,0.0
"OFFICE INK PROS, INC.",LOS ANGELES,2018,CA-26,16055.04
"BAEK, JOSEPH",LOS ANGELES,2018,CA-30,6707.08
"FERBAK, INC.",LOS ANGELES,2018,CA-32,17420.0
"COMPUTRITION, INC.",LOS ANGELES,2018,CA-32,0.0
SRI INTERNATIONAL,SAN MATEO,2018,CA-16,150000.0
EDWARD J POPE,LOS ANGELES,2018,CA-26,-15900.9
"WILLARD MARINE, INC.",ORANGE,2018,CA-40,0.0
"VULCAN WIRELESS, INC.",SAN DIEGO,2018,CA-49,50000.0
VIASAT INC,SAN DIEGO,2018,CA-49,2800000.0
THE BOEING COMPANY,LOS ANGELES,2018,CA-36,-435942.0
SPACE MICRO INC,SAN DIEGO,2018,CA-50,24990.0
PACIFIC BELL TELEPHONE COMPANY,SAN DIEGO,2018,CA-50,17.89
AMRON INTERNATIONAL INC,SAN DIEGO,2018,CA-49,24786.98
"COURSERA, INC.",SANTA CLARA,2018,CA-16,152000.0
RAYTHEON COMPANY,LOS ANGELES,2018,CA-36,100000.0
"CASK TECHNOLOGIES, LLC",SAN DIEGO,2018,CA-51,88385.54
"QA GROUP, LLC",SAN MATEO,2018,CA-15,6090.0
SRI INTERNATIONAL,SAN MATEO,2018,CA-16,1476923.0
INNOVATUS TECHNOLOGY CONSULTING,SAN DIEGO,2018,CA-51,21010.1
"L3HARRIS TECHNOLOGIES, INC",LOS ANGELES,2018,CA-29,0.0
GENERAL ATOMICS,SAN DIEGO,2018,CA-50,0.0
NIGHTOPS TACTICAL INC,SACRAMENTO,2018,CA-06,39425.0
"TECHFLOW, INC.",SAN DIEGO,2018,CA-51,-11196.99
SRI INTERNATIONAL,SAN MATEO,2018,CA-16,0.0
ANALYTICAL CHEMISTS INC,SAN DIEGO,2018,CA-51,-371.0
"LYTX, INC.",SAN DIEGO,2018,CA-50,0.0
"HEALTH NET FEDERAL SERVICES, LLC",SACRAMENTO,2018,CA-03,0.0
"MATSON NAVIGATION COMPANY, INC.",ALAMEDA,2018,CA-12,0.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,SAN DIEGO,2018,CA-52,-1480098.0
"BEST TECH, INC.",SAN DIEGO,2018,CA-50,27586.44
PARSONS GOVERNMENT SERVICES INC.,LOS ANGELES,2018,CA-28,2345404.0
SPACE MICRO INC,SAN DIEGO,2018,CA-50,100000.0
"BECTON, DICKINSON AND COMPANY",SANTA CLARA,2018,CA-17,49944.36
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,SAN DIEGO,2018,CA-52,774147.0
GEAR ONE ENTERPRISE CORPORATION,ORANGE,2018,CA-49,0.0
NORTHROP GRUMMAN SYSTEMS CORP,LOS ANGELES,2018,CA-36,0.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,SAN DIEGO,2018,CA-52,1165456.0
"HRL LABORATORIES, LLC",LOS ANGELES,2018,CA-32,415899.0
ALLIANT TECHSYSTEMS OPERATIONS LLC,LOS ANGELES,2018,CA-32,0.0
ANRITSU COMPANY,SANTA CLARA,2018,CA-18,5181.0
THE KEARNEY CORPORATION,SAN DIEGO,2018,CA-48,7210.0
"TED PELLA, INC.",SHASTA,2018,CA-01,19866.95
"HEALTH NET FEDERAL SERVICES, LLC",SACRAMENTO,2018,CA-03,0.0
"L3HARRIS TECHNOLOGIES, INC",LOS ANGELES,2018,CA-29,17683.0
"ENTERPRISE TECHNOLOGY SOLUTIONS, INC.",ALAMEDA,2018,CA-17,11180.0
MARK V LODGE INC,SAN DIEGO,2018,CA-50,10500.0
"PACIFIC SHIP REPAIR & FABRICATION, INC.",SAN DIEGO,2018,CA-52,57238.0
OWL INTERNATIONAL INC.,ORANGE,2018,CA-47,517082.0
"T3W BUSINESS SOLUTIONS, INC.",SAN DIEGO,2018,CA-50,150245.62
ROCKWELL COLLINS INC,SOLANO,2018,CA-08,0.0
OWL INTERNATIONAL INC.,ORANGE,2018,CA-47,64558.0
OWL INTERNATIONAL INC.,ORANGE,2018,CA-47,0.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,SAN DIEGO,2018,CA-52,94299.0
"NATIONAL CUSTOMER ENGINEERING, INC.",SAN DIEGO,2018,CA-51,0.0
MBM BOSS CORP,SAN DIEGO,2018,CA-49,60.0
EXCELITAS TECHNOLOGIES CORP.,LOS ANGELES,2018,CA-31,14000.0
"CORONADO DISTRIBUTION COMPANY, INC.",SAN DIEGO,2018,CA-52,51994.4
INTELLIGENT INTERNATIONAL INC.,LOS ANGELES,2018,CA-29,0.0
"SANTA BARBARA INFRARED, INC.",SANTA BARBARA,2018,CA-24,0.0
"ROSELM INDUSTRIES, INC.",LOS ANGELES,2018,CA-31,0.0
"ATA ENGINEERING, INC.",SAN DIEGO,2018,CA-51,249771.0
LOCKHEED MARTIN CORP,SANTA CLARA,2018,CA-17,0.0
"VANGUARD ELECTRONICS, LLC",ORANGE,2018,CA-47,95520.0
ROCKWELL COLLINS INC,SOLANO,2018,CA-08,46674.67
MBM BOSS CORP,SAN DIEGO,2018,CA-49,0.0
CHROMALLOY SAN DIEGO CORP,SAN DIEGO,2018,CA-51,-1205.0
"GDCA, INC.",ALAMEDA,2018,CA-14,0.0
GMW ASSOCIATES,SAN MATEO,2018,CA-15,19988.0
VIZOCOM ICT LLC,SAN DIEGO,2018,CA-51,21851.9
PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA LLC),SAN BENITO,2018,CA-18,0.0
FITZHUGH CLIFTON,SAN DIEGO,2018,CA-51,546.0
"COGNITIVE MEDICAL SYSTEMS, INC.",SAN DIEGO,2018,CA-51,0.0
VIASAT INC,SAN DIEGO,2018,CA-49,0.0
GRISWOLD INDUSTRIES,ORANGE,2018,CA-47,21495.0
MBM BOSS CORP,SAN DIEGO,2018,CA-49,8500.0
"PACIFIC SCIENCE & ENGINEERING GROUP, INC.",SAN DIEGO,2018,CA-51,0.0
"D D OFFICE PRODUCTS, INC.",LOS ANGELES,2018,CA-42,306.58
NORTHROP GRUMMAN SYSTEMS CORPORATION,SANTA CLARA,2018,CA-17,-38313.0
"ROTATING PRECISION MECHANISMS, INC.",LOS ANGELES,2018,CA-32,71250.0
PARSONS GOVERNMENT SERVICES INC.,LOS ANGELES,2018,CA-28,-19297.62
"L3 TECHNOLOGIES, INC.",SAN DIEGO,2018,CA-50,0.0
"ISOVAC ENGINEERING, INC",LOS ANGELES,2018,CA-30,18362.0
PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA LLC),SAN BENITO,2018,CA-18,0.0
"NEW TECH SOLUTIONS, INC.",ALAMEDA,2018,CA-17,8125.0
VEKTREL LLC,SAN DIEGO,2018,CA-51,0.0
"EPM SOLUTIONS, L.L.C.",SANTA CLARA,2018,CA-17,0.0
FREEDOM PHOTONICS LLC,SANTA BARBARA,2018,CA-24,368264.0
"BEST TECH, INC.",SAN DIEGO,2018,CA-50,17495.57
"EFFECTURE, LLC",SAN DIEGO,2018,CA-50,0.0
ROCKWELL COLLINS INC,SOLANO,2018,CA-08,0.0
"HSQ TECH, INC.",ALAMEDA,2018,CA-14,0.0
"NEW TECH SOLUTIONS, INC.",ALAMEDA,2018,CA-17,54350.0
"JTIME!, INC.",SONOMA,2018,CA-02,9365.0
"VISUAL CONCEPTS, LLC",VENTURA,2018,CA-24,0.0
HONOR MARINE COMMUNICATIONS,SAN DIEGO,2018,CA-52,0.0
"BEKINS A-1 MOVERS, INC",SAN DIEGO,2018,CA-51,602.47
"TELEDYNE SCIENTIFIC & IMAGING, LLC",VENTURA,2018,CA-26,0.0
ROCKER SOLENOID CO,LOS ANGELES,2018,CA-36,0.0
"AIRGAS USA, LLC",LOS ANGELES,2018,CA-42,33000.0
ROCKWELL COLLINS INC,SOLANO,2018,CA-08,0.0
SUSTAINABLE FURNITURE INC,SACRAMENTO,2018,CA-07,172145.01
"PKL SERVICES, INC.",SAN DIEGO,2018,CA-48,0.0
ADVANCED DIGITAL SOLUTIONS INTERNATIONAL,ALAMEDA,2018,CA-17,1449.0
"TECOLOTE RESEARCH, INC.",SANTA BARBARA,2018,CA-24,0.0
"NEWVAC, LLC",LOS ANGELES,2018,CA-32,0.0
PARKER-HANNIFIN CORPORATION,ORANGE,2018,CA-47,99049.29
B & H INTERNATIONAL LLC,KERN,2018,CA-20,55371.4
STAAR SURGICAL CO,LOS ANGELES,2018,CA-31,10308.0
DIAGNOSTIC SOLUTIONS INTERNATIONAL LLC,SAN BERNARDINO,2018,CA-35,0.0
"PALOMAR PRODUCTS, INC.",ORANGE,2018,CA-40,0.0
"VARIOSCALE, INC",SAN DIEGO,2018,CA-50,27500.0
CALIFORNIA STATE UNIVERSITY SACRAMENTO,SACRAMENTO,2018,CA-07,0.0
SAN DIEGO ASSOCIATION OF GOVERNMENTS,SAN DIEGO,2018,CA-50,3186.33
"INTEPRO SYSTEMS AMERICA, LP",ORANGE,2018,CA-40,3583.0
GEAR ONE ENTERPRISE CORPORATION,ORANGE,2018,CA-49,-21572.63
RAPHAELS PARTY RENTALS INC,SAN DIEGO,2018,CA-51,4759.07
AMRON INTERNATIONAL INC,SAN DIEGO,2018,CA-49,30756.0
IACCESS TECHNOLOGIES INC,LOS ANGELES,2018,CA-42,0.0
"I-PRISE COMMUNICATIONS, INC",VENTURA,2018,CA-26,0.0
"BLACKSTONE CONSULTING, INC",LOS ANGELES,2018,CA-32,222945.25
NORTHROP GRUMMAN SYSTEMS CORPORATION,LOS ANGELES,2018,CA-32,0.0
"TELEDYNE INSTRUMENTS, INC.",SAN DIEGO,2018,CA-51,8500.0
VIASAT INC,SAN DIEGO,2018,CA-49,911850.0
THE RAND CORPORATION,LOS ANGELES,2018,CA-36,14893000.0
"SENSOR SYSTEMS, INC.",LOS ANGELES,2018,CA-32,25058.0
"MVATION WORLDWIDE, INC.",SANTA CLARA,2018,CA-17,28573.19
BLUE TECH INC.,SAN DIEGO,2018,CA-50,82160.97
"SIEMENS GOVERNMENT TECHNOLOGIES, INC.",SAN DIEGO,2018,CA-52,147268.0
THE SEVERSON GROUP LLC,SAN DIEGO,2018,CA-50,96383.78
"ORGANIZATIONAL PERFORMANCE SYSTEMS, INC.",SANTA CLARA,2018,CA-16,149892.0
POWER PRO PLUS INC.,SAN DIEGO,2018,CA-48,0.0
CORBARA BUILDING GROUP CORPORATION,SAN DIEGO,2018,CA-52,0.0
"CAMORA, ANTONIO",SAN DIEGO,2018,CA-52,-41654.85
"STOODY INDUSTRIAL & WELDING SUPPLY, INC.",SAN DIEGO,2018,CA-52,13611.0
BLUE TECH INC.,SAN DIEGO,2018,CA-50,20083.88
BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.,SAN DIEGO,2018,CA-50,34271.0
"METSON MARINE SERVICES, INC",VENTURA,2018,CA-24,198667.96
MENTOR WORLDWIDE LLC,ORANGE,2018,CA-47,48.0
REDHORSE CORPORATION,SAN DIEGO,2018,CA-50,544999.97
"BRANTNER AND ASSOCIATES, INC.",SAN DIEGO,2018,CA-51,49772.0
"CUBIC GLOBAL DEFENCE, INC",SAN DIEGO,2018,CA-50,-489734.0
"SOUTHCOAST WELDING & MANUFACTURING, LLC.",SAN DIEGO,2018,CA-52,0.0
"SILVUS TECHNOLOGIES, INC.",LOS ANGELES,2018,CA-32,0.0
INFORMATION SYSTEMS LABORATORIES INC,SAN DIEGO,2018,CA-51,0.0
"RORE, INC.",SAN DIEGO,2018,CA-51,0.0
RIX INDUSTRIES,SOLANO,2018,CA-08,0.0
APPLIED ENERGY LLC,SAN DIEGO,2018,CA-51,0.0
UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,2018,CA-37,0.0
LIBERTY TEST EQUIPMENT INC,PLACER,2018,CA-03,13503.3
"NEW TECH SOLUTIONS, INC.",ALAMEDA,2018,CA-17,11702.42
"OMNI2MAX, INC.",SAN DIEGO,2018,CA-51,0.0
"JSL TECHNOLOGIES, INC.",VENTURA,2018,CA-26,500000.0
"CENTRAL ADMIXTURE PHARMACY SERVICES, INC",ORANGE,2018,CA-47,-51120.75
DYNAMIC SYSTEMS INC,LOS ANGELES,2018,CA-36,82715.76
"CYPHER ANALYTICS, INC.",SAN DIEGO,2018,CA-50,-18282.5
"LEIDOS, INC.",SAN DIEGO,2018,CA-50,0.0
"LEIDOS, INC.",SAN DIEGO,2018,CA-50,0.0
RAYTHEON COMPANY,SANTA BARBARA,2018,CA-24,0.0
VALIANT GLOBAL DEFENSE SERVICES INC.,SAN DIEGO,2018,CA-51,430530.0
"FEDERAL CUSTOM CABLE, LLC",ORANGE,2018,CA-47,4895.54
INTERLOG CORPORATION,ORANGE,2018,CA-46,24608.85
"TACTICAL LINGUIST CONCEPTS, LLC",RIVERSIDE,2018,CA-48,95307.0
RAYTHEON COMMAND & CONTROL SOLUTIONS LLC,ORANGE,2018,CA-45,0.0
VALIANT GLOBAL DEFENSE SERVICES INC.,SAN DIEGO,2018,CA-51,2866216.0
GOOD-WEST RUBBER CORP,SAN BERNARDINO,2018,CA-35,5487.5
KATEK SOLUTIONS LLC,ORANGE,2018,CA-40,109937.24
ADVANCED ARM DYNAMICS,LOS ANGELES,2018,CA-36,0.0
INSTRUMENTS INCORPORATED,SAN DIEGO,2018,CA-51,0.0
"UTOPIACOMPRESSION,CORPORATION",LOS ANGELES,2018,CA-36,0.0
SYNETICS SYSTEMS ENGINEERING CORP.,SAN BERNARDINO,2018,CA-35,415896.0
OPTICAL PHYSICS COMPANY IN NEVADA,LOS ANGELES,2018,CA-26,0.0
"L-3 COMMUNICATIONS MARIPRO, INC.",SANTA BARBARA,2018,CA-24,0.0
"NEWVAC, LLC",LOS ANGELES,2018,CA-32,66000.0
PACIFIC MARITIME GROUP INC,SAN DIEGO,2018,CA-52,403350.0
SOLPAC CONSTRUCTION INC,SAN DIEGO,2018,CA-50,0.0
"CM CONSTRUCTION SERVICES, INC.",TULARE,2018,CA-21,846789.0
"WHITWORTH QUALITY CLOTHING, INC",SANTA BARBARA,2018,CA-24,0.0
NAVCON ENGINEERING NETWORK,ORANGE,2018,CA-45,6450.0
X-ACT TECHNOLOGY SOLUTIONS INC,VENTURA,2018,CA-26,0.0
MILITARY HEALTHCARE OUTFITTING & TRANSITION,ORANGE,2018,CA-47,0.0
SAALEX CORP,VENTURA,2018,CA-26,0.0
THE BOEING COMPANY,ORANGE,2018,CA-47,0.0
FRONTIER CALIFORNIA INC,VENTURA,2018,CA-26,23100.0
COASTAL COMPONENT INDUSTRIES INC,ORANGE,2018,CA-46,7502.69
"AMENTUM TECHNOLOGY, INC.",KERN,2018,CA-20,961127.31
NORTHROP GRUMMAN SYSTEMS CORPORATION,LOS ANGELES,2018,CA-32,0.0
AHNTECH INC,SAN DIEGO,2018,CA-51,0.0
"REYES CONSTRUCTION, INC.",LOS ANGELES,2018,CA-35,50640.0
"TSPS INDUSTRIES, INC",ORANGE,2018,CA-47,25.0
"NU-TREK, INC.",SAN DIEGO,2018,CA-50,0.0
ENVIRONMENTAL CHEMICAL CORPORATION,SAN MATEO,2018,CA-15,0.0
WEST COAST CNC INC.,LOS ANGELES,2018,CA-32,0.0
"NTS TECHNICAL SYSTEMS, LLC.",LOS ANGELES,2018,CA-32,45340.0
ACEPEX MANAGEMENT CORPORATION,SAN BERNARDINO,2018,CA-35,29698.57
FRONTIER CALIFORNIA INC,VENTURA,2018,CA-26,0.0
"ARCTURUS UAV, INC",SONOMA,2018,CA-04,14170074.0
MULTI-MEDIA ENVIRONMENTAL COMPLIANCE GROUP,SAN DIEGO,2018,CA-52,0.0
PACRIM ENGINEERING INC,ORANGE,2018,CA-46,0.0
"S.O. TECH/SPECIAL OPERATIONS TECHNOLOGIES, INC.",LOS ANGELES,2018,CA-44,1488.0
"RQ CONSTRUCTION, LLC",SAN DIEGO,2018,CA-49,105573.0
"TSPS INDUSTRIES, INC",ORANGE,2018,CA-47,320.0
"TSPS INDUSTRIES, INC",ORANGE,2018,CA-47,30.0
"AECOM TECHNICAL SERVICES, INC.",LOS ANGELES,2018,CA-34,0.0
QED INC,ORANGE,2018,CA-46,19305.0
"L3HARRIS TECHNOLOGIES, INC",LOS ANGELES,2018,CA-29,31763.43
CA DEPT OF REHABILITATION,SACRAMENTO,2018,CA-07,0.0
MAGNUM MACHINE SHOP,SANTA CLARA,2018,CA-17,-21800.0
INTERNATIONAL TELEVISION CORPORATION,LOS ANGELES,2018,CA-44,26163.27
LLAMAS PLASTICS INC,LOS ANGELES,2018,CA-29,327120.0
SWISS PATTERN CORP.,ORANGE,2018,CA-46,5000.0
PRECISION DYNAMICS CORPORATION,LOS ANGELES,2018,CA-27,-4.44
"AERO ENGINEERING & MANUFACTURING COMPANY OF CALIFORNIA, LLC",LOS ANGELES,2018,CA-27,24536.2
"MOLDEX-METRIC, INC.",LOS ANGELES,2018,CA-37,768.02
SONFARREL INC.,ORANGE,2018,CA-40,3651.48
"MANEY AIRCRAFT, INC.",SAN BERNARDINO,2018,CA-35,18800.0
WINAIR INSTRUMENT INC,VENTURA,2018,CA-26,4650.0
"FDH DEFENSE AFTERMARKET, LLC",LOS ANGELES,2018,CA-38,4015.44
"FDH DEFENSE AFTERMARKET, LLC",LOS ANGELES,2018,CA-38,-1785.5
"COASTAL PACIFIC FOOD DISTRIBUTORS, INC.",SAN JOAQUIN,2018,CA-09,0.0
"MOLDEX-METRIC, INC.",LOS ANGELES,2018,CA-37,1484.08
NORTHROP GRUMMAN SYSTEMS CORP,LOS ANGELES,2018,CA-27,0.0
"VINYL TECHNOLOGY, LLC",LOS ANGELES,2018,CA-31,0.0
LOCKHEED MARTIN CORP,SANTA CLARA,2018,CA-17,580828.0
NEWVAC LLC,LOS ANGELES,2018,CA-32,52700.0
"STANDBUY DISTRIBUTORS, INC.",SAN DIEGO,2018,CA-48,72000.0
"MIL COMPONENTS, LLC",SAN DIEGO,2018,CA-49,24.95
"AECOM TECHNICAL SERVICES, INC.",LOS ANGELES,2018,CA-34,0.0
"MCGAUGHY, JAMES",SACRAMENTO,2018,CA-06,-10038.12
"LEIDOS, INC.",SAN DIEGO,2018,CA-90,0.0
"INTERIOR PLUS, INC.",LOS ANGELES,2018,CA-42,0.0
AERO PRECISION INDUSTRIES LLC,ALAMEDA,2018,CA-14,41820.6
"THERMODYNE INTERNATIONAL, LTD",SAN BERNARDINO,2018,CA-35,12129.0
"HUNTINGTON VALLEY INDUSTRIES, INC.",ORANGE,2018,CA-47,7665.0
"LINMARR ASSOCIATES, INC.",ORANGE,2018,CA-47,47320.0
PACIFIC COAST SALES LLC,LOS ANGELES,2018,CA-26,831.88
"MIL COMPONENTS, LLC",SAN DIEGO,2018,CA-49,4.95
SONFARREL INC.,ORANGE,2018,CA-40,1045.0
SRI INTERNATIONAL,SAN MATEO,2018,CA-16,0.0
ACEPEX MANAGEMENT CORPORATION,SAN BERNARDINO,2018,CA-35,-578040.02
