recipient_name,recipient_county_name,action_date_fiscal_year,prime_award_transaction_recipient_cd_current,federal_action_obligation
ROCKWELL COLLINS INC,SOLANO,2020,CA-08,264699.75
NORTHROP GRUMMAN SYSTEMS CORPORATION,SANTA CLARA,2020,CA-17,0.0
"PATRIOT CONTRACT SERVICES, LLC",CONTRA COSTA,2020,CA-10,0.0
"ANACAPA MICRO PRODUCTS, INC.",VENTURA,2020,CA-26,163460.85
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,SAN DIEGO,2020,CA-52,851139.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,SAN DIEGO,2020,CA-52,0.0
MDF TECHNOLOGIES INC,SAN DIEGO,2020,CA-49,1080.0
REDHORSE CORPORATION,SAN DIEGO,2020,CA-50,0.0
ROCKWELL COLLINS INC,SOLANO,2020,CA-08,0.0
MBM BOSS CORP,SAN DIEGO,2020,CA-49,1296.75
"INQU, LLC",KERN,2020,CA-23,0.0
"KNOWLEDGE MADE SOLUTIONS, INC.",SAN DIEGO,2020,CA-51,0.0
CYNERGY PROFESSIONAL SYSTEMS LLC,ORANGE,2020,CA-47,473835.96
GENASYS INC.,SAN DIEGO,2020,CA-50,0.0
"DELKIN DEVICES, INC.",SAN DIEGO,2020,CA-48,0.0
"CAMERON TECHNOLOGIES US, INC.",LOS ANGELES,2020,CA-31,0.0
BLUE TECH INC.,SAN DIEGO,2020,CA-50,2111544.77
ABBOTT LABORATORIES INC.,SANTA CLARA,2020,CA-17,8188.08
G. C. MICRO CORPORATION,SONOMA,2020,CA-02,37800.0
LAFAVE GREGORY,SAN DIEGO,2020,CA-48,0.0
"CUBIC DEFENSE APPLICATIONS, INC.",SAN DIEGO,2020,CA-51,0.0
ANRITSU AMERICAS SALES COMPANY,SANTA CLARA,2020,CA-18,34245.08
HORIBA INSTRUMENTS INCORPORATED,ORANGE,2020,CA-47,7719.0
DYNAMIC SYSTEMS INC,LOS ANGELES,2020,CA-36,39793.04
"NEW TECH SOLUTIONS, INC.",ALAMEDA,2020,CA-17,0.0
BKM OFFICEWORKS LLC,SAN DIEGO,2020,CA-50,0.0
"PAPE MATERIAL HANDLING, INC",SAN DIEGO,2020,CA-51,930.0
RAYMOND HANDLING SOLUTIONS INC,LOS ANGELES,2020,CA-38,15919.2
SYMTECH CORPORATION,BUTTE,2020,CA-01,0.0
PARKER-HANNIFIN CORPORATION,ORANGE,2020,CA-47,0.0
"NEW TECH SOLUTIONS, INC.",ALAMEDA,2020,CA-17,0.0
"L3 TECHNOLOGIES, INC.",SAN DIEGO,2020,CA-51,0.0
ROBERTS RESEARCH LABORATORY,LOS ANGELES,2020,CA-36,0.0
"NAPTECH TEST EQUIPMENT, INC.",LAKE,2020,CA-04,-405.0
"NEW TECH SOLUTIONS, INC.",ALAMEDA,2020,CA-17,0.0
RAYTHEON COMPANY,SANTA BARBARA,2020,CA-24,0.0
THE BOEING COMPANY,ORANGE,2020,CA-47,22358.75
"ENVIRONMENTAL SYNECTICS, INC",SACRAMENTO,2020,CA-07,86022.0
"AMETEK AMERON, LLC",LOS ANGELES,2020,CA-31,0.0
"CUBIC DEFENSE APPLICATIONS, INC.",SAN DIEGO,2020,CA-51,0.0
"STRYKER SALES, LLC",SANTA CLARA,2020,CA-19,0.0
"NEW TECH SOLUTIONS, INC.",ALAMEDA,2020,CA-17,258035.9
"IAR SYSTEMS SOFTWARE, INC.",SAN MATEO,2020,CA-15,1998.0
PARSONS GOVERNMENT SERVICES INC.,LOS ANGELES,2020,CA-28,120609.37
"ILLUMINA, INC.",SAN DIEGO,2020,CA-50,-6335.07
"GOLDEN STATE FIRE PROTECTION SOCAL, LLC",SAN DIEGO,2020,CA-50,0.0
MILITARY FREEFALL SOLUTIONS INC,SAN DIEGO,2020,CA-50,0.0
LEAN QUALITY SYSTEMS,ORANGE,2020,CA-49,0.0
QUASAR LASER SERVICES LLC,RIVERSIDE,2020,CA-41,2685.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,SAN DIEGO,2020,CA-50,-8670.0
"N H RESEARCH, LLC",ORANGE,2020,CA-47,427337.18
PARSONS GOVERNMENT SERVICES INC.,LOS ANGELES,2020,CA-28,44234.31
"COLUMBUS TECHNOLOGIES AND SERVICES, INC",LOS ANGELES,2020,CA-28,0.0
"HIPP MARINE SERVICES, INC",SAN DIEGO,2020,CA-51,19998.0
"C J W CONSTRUCTION, INC.",ORANGE,2020,CA-46,5999.0
"BAY CITY MARINE, INC",SAN DIEGO,2020,CA-52,-14700.0
CAVU CONSULTING INC.,SAN DIEGO,2020,CA-50,0.0
"KRATOS TECHNOLOGY & TRAINING SOLUTIONS, INC.",SAN DIEGO,2020,CA-50,78097.85
PYR PRESERVATION SERVICES,SAN DIEGO,2020,CA-52,0.0
"SUPPLY SOLUTIONS INTERNATIONAL, INC.",RIVERSIDE,2020,CA-48,27206.6
MUSIC MINISTRY INTERNATIONAL INC,SAN DIEGO,2020,CA-51,16915.69
"MILTENYI BIOTEC, INC.",PLACER,2020,CA-03,29083.0
"NEW TECH SOLUTIONS, INC.",ALAMEDA,2020,CA-17,24540.0
"ROYAL COMMUNICATIONS INTERNATIONAL, INC.",SAN DIEGO,2020,CA-49,16878.0
CDM-FILANC JV,SAN DIEGO,2020,CA-49,-14904.0
"HELIOS RESOURCES, LTD",SAN DIEGO,2020,CA-51,0.0
EATON CORPORATION,ORANGE,2020,CA-47,0.0
"PALOMAR PRODUCTS, INC.",ORANGE,2020,CA-40,529173.0
PARKER-HANNIFIN CORPORATION,ORANGE,2020,CA-47,3600.0
HAMILTON SUNDSTRAND CORPORATION,LOS ANGELES,2020,CA-35,0.0
RIVET OPERATIONS COMPANY LLC,SAN DIEGO,2020,CA-50,0.0
"ACCURATE SECURITY PROS, INC.",SAN DIEGO,2020,CA-51,308832.0
BLUE TECH INC.,SAN DIEGO,2020,CA-50,1153568.98
"NEW TECH SOLUTIONS, INC.",ALAMEDA,2020,CA-17,21636.67
BLUE PETER LLC,SAN DIEGO,2020,CA-48,33892.68
"EBCJR, INC.",RIVERSIDE,2020,CA-48,0.0
"L-3 COMMUNICATIONS MARIPRO, INC.",SANTA BARBARA,2020,CA-24,0.0
CALIFORNIA SAFEWORKS LLP,SAN MATEO,2020,CA-15,-216.21
MCMASTER-CARR SUPPLY CO,LOS ANGELES,2020,CA-38,-325.0
DYNAMIC SYSTEMS INC,LOS ANGELES,2020,CA-36,67452.58
CHAE AND NAM UNIVERSE INC.,SAN DIEGO,2020,CA-52,0.0
"RQ CONSTRUCTION, LLC",SAN DIEGO,2020,CA-49,413369.0
"NEW TECH SOLUTIONS, INC.",ALAMEDA,2020,CA-17,168877.44
"ANACAPA MICRO PRODUCTS, INC.",VENTURA,2020,CA-26,55215.88
"MIRA LABS, INC.",LOS ANGELES,2020,CA-37,500000.0
CKY INC.,LOS ANGELES,2020,CA-44,0.0
THE ARC OF SAN DIEGO,SAN DIEGO,2020,CA-52,6661.97
"E.A.S. MANUFACTURING CO., INC.",VENTURA,2020,CA-26,550.0
NORTHROP GRUMMAN SYSTEMS CORP,LOS ANGELES,2020,CA-27,0.0
"TEEHEE ENGINEERING, INC.",SAN DIEGO,2020,CA-49,0.0
CLANCYJG INTERNATIONAL,LOS ANGELES,2020,CA-27,0.0
SYSTEMS APPLICATION & TECHNOLOGIES INC,VENTURA,2020,CA-26,160000.0
CEPHEID,SANTA CLARA,2020,CA-17,92605.0
SOUTHERN CALIFORNIA EDISON COMPANY,LOS ANGELES,2020,CA-28,0.0
UNIVERSITY OF CALIFORNIA SANTA CRUZ,SANTA CRUZ,2020,CA-19,0.0
"UNIVERSITY OF CALIFORNIA, SAN DIEGO",SAN DIEGO,2020,CA-50,0.0
"ANACAPA MICRO PRODUCTS, INC.",VENTURA,2020,CA-26,14765.63
SAN DIEGO STATE UNIVERSITY FOUNDATION,SAN DIEGO,2020,CA-51,0.0
SRI INTERNATIONAL,SAN MATEO,2020,CA-16,1388585.0
"TELEDYNE INSTRUMENTS, INC.",SAN DIEGO,2020,CA-51,107528.49
"JOINT TACTICS AND TECHNOLOGIES, LLC",SAN DIEGO,2020,CA-50,0.0
RESOURCE ANALYSIS CORPORATION,SAN DIEGO,2020,CA-49,40000.0
PHYSICAL OPTICS CORPORATION,LOS ANGELES,2020,CA-43,0.0
TIERRA DATA INC,SAN DIEGO,2020,CA-48,0.0
"TAPESTRY SOLUTIONS, INC.",SAN DIEGO,2020,CA-51,441343.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,SAN DIEGO,2020,CA-50,450609.0
"OTAY MESA SALES, INC.",SAN DIEGO,2020,CA-52,32100.0
RISA TECH INC,ORANGE,2020,CA-40,11335.0
PHYSICAL OPTICS CORPORATION,LOS ANGELES,2020,CA-43,0.0
ADAPTIVE POWER SYSTEMS INC,ORANGE,2020,CA-47,130990.0
GILBANE FEDERAL,CONTRA COSTA,2020,CA-10,0.0
"DAYLIGHT DEFENSE, LLC",SAN DIEGO,2020,CA-50,0.0
SAINT-GOBAIN PERFORMANCE PLASTICS CORPORATION,ORANGE,2020,CA-45,107676.6
GREEN HILLS SOFTWARE LLC,SANTA BARBARA,2020,CA-24,53048.0
"VULCAN WIRELESS, INC.",SAN DIEGO,2020,CA-49,0.0
B & H INTERNATIONAL LLC,KERN,2020,CA-20,29281.75
DRAYCOR INC,SAN DIEGO,2020,CA-50,0.0
LYNX SOFTWARE TECHNOLOGIES INC.,SANTA CLARA,2020,CA-19,70601.0
"REYES CONSTRUCTION, INC.",LOS ANGELES,2020,CA-35,21541.0
UNITED DRILL BUSHING CORPORATION,LOS ANGELES,2020,CA-42,0.0
"MAURY MICROWAVE, INC.",SAN BERNARDINO,2020,CA-35,14004.0
"METRONOME SOFTWARE, LLC",ORANGE,2020,CA-40,0.0
"CAREFUSION SOLUTIONS, LLC",SAN DIEGO,2020,CA-50,113.05
GLOBAL RESEARCH AND TECHNOLOGY CORPORATION,VENTURA,2020,CA-26,30000.0
"RELIABLE WORLD TRADE COMPANY, INC",ALAMEDA,2020,CA-12,4575.6
ACTION EMBROIDERY CORP,SAN BERNARDINO,2020,CA-35,5460.0
TRUSS CRANE INC,SAN BERNARDINO,2020,CA-23,2400.0
"GOLDEN STATE MEDICAL SUPPLY, INC.",VENTURA,2020,CA-26,0.0
"MARTINEZ, JEAN LOUIE V",SAN DIEGO,2020,CA-50,0.0
"WILLKOM, INC.",SAN DIEGO,2020,CA-52,0.0
WELDMAC MANUFACTURING COMPANY,SAN DIEGO,2020,CA-51,8960.0
HIIESALU ALAN J,SAN BERNARDINO,2020,CA-23,462.0
"IBP CONSULTING, INC.",ORANGE,2020,CA-49,6300.0
C U ENTERPRISES LTD,SANTA BARBARA,2020,CA-24,387.0
C U ENTERPRISES LTD,SANTA BARBARA,2020,CA-24,1825.45
HEALTH SUPPLY US LLC,LOS ANGELES,2020,CA-29,0.0
"AVIATE ENTERPRISES, INC.",SACRAMENTO,2020,CA-06,14400.0
"NEW TECH SOLUTIONS, INC.",ALAMEDA,2020,CA-17,-11818.0
"PACIFIC CONTINENTAL TEXTILES, INC.",LOS ANGELES,2020,CA-44,0.0
DJO LLC,SAN DIEGO,2020,CA-49,60.64
"ICU MEDICAL, INC.",ORANGE,2020,CA-49,960.0
PACIFIC CONSOLIDATED INDUSTRIES LLC,RIVERSIDE,2020,CA-39,29254.94
ANILLO INDUSTRIES LLC,ORANGE,2020,CA-46,-500.0
"RC INDUSTRIES, INC",LOS ANGELES,2020,CA-32,-201218.17
PRECISION DYNAMICS CORPORATION,LOS ANGELES,2020,CA-27,174.2
"SIMI COMPONENTS, INC.",VENTURA,2020,CA-26,1753.76
"PATRICIA I. ROMERO, INC.",SAN DIEGO,2020,CA-52,85287.25
"WKF (FRIEDMAN) ENTERPRISES, INC.",SAN JOAQUIN,2020,CA-09,0.0
"AEROMETALS, INC.",EL DORADO,2020,CA-05,0.0
"SONFARREL AEROSPACE, LLC",ORANGE,2020,CA-40,-2340.0
SKYSPARES PARTS INC,RIVERSIDE,2020,CA-39,0.0
"LEE AIR COMPANY, INC.",LOS ANGELES,2020,CA-29,600.0
B & H INTERNATIONAL LLC,KERN,2020,CA-20,16379.0
WESCO AIRCRAFT HARDWARE CORP.,LOS ANGELES,2020,CA-27,0.0
C U ENTERPRISES LTD,SANTA BARBARA,2020,CA-24,7680.0
PCX INC,ORANGE,2020,CA-47,165.3
ROCKWELL COLLINS INC,SOLANO,2020,CA-08,0.0
UNITED PARADYNE CORP,SANTA BARBARA,2020,CA-24,1667109.77
VIASAT INC,SAN DIEGO,2020,CA-49,0.0
"FDH DEFENSE AFTERMARKET, LLC",LOS ANGELES,2020,CA-38,-1125.0
PTSI MANAGED SERVICES INC,LOS ANGELES,2020,CA-28,365319.75
ONN PHUN,YOLO,2020,CA-04,0.0
"BROWN, CURTIS",SACRAMENTO,2020,CA-06,0.0
"WKF (FRIEDMAN) ENTERPRISES, INC.",SAN JOAQUIN,2020,CA-09,0.0
"SAJJAD, ZAINAB S.",ORANGE,2020,CA-45,606.0
ALLRIGHT-KOO JOINT VENTURE,FRESNO,2020,CA-13,0.0
QUINN COMPANY,SANTA BARBARA,2020,CA-24,40866.68
"FDH DEFENSE AFTERMARKET, LLC",LOS ANGELES,2020,CA-38,-7.0
"LINMARR ASSOCIATES, INC.",ORANGE,2020,CA-47,-4080.2
ASTROPHYSICS INC,LOS ANGELES,2020,CA-38,8000.0
"OUTSOURCE ELECTRONICS MANUFACTURING, INC.",SAN DIEGO,2020,CA-50,0.0
"INTERNATIONAL PRECISION, INC",LOS ANGELES,2020,CA-32,0.0
"AEBEZE LABS, INC.",SANTA CLARA,2020,CA-16,0.0
"FANTASMO STUDIOS, INC.",LOS ANGELES,2020,CA-36,50000.0
HAVIK CORPORATION,SAN DIEGO,2020,CA-50,49186.0
STARLIGHT CORP,SAN DIEGO,2020,CA-50,0.0
"LINMARR ASSOCIATES, INC.",ORANGE,2020,CA-47,0.0
"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC",ORANGE,2020,CA-46,6782.0
"ACE AVIATION SERVICE, INC",SAN DIEGO,2020,CA-49,1997.19
"M Z TECHNOLOGIES, INC",KERN,2020,CA-20,3826.35
