recipient_name,recipient_county_name,action_date_fiscal_year,prime_award_transaction_recipient_cd_current,federal_action_obligation
MCKESSON CORPORATION,YOLO,2020,CA-07,15092.05
MCKESSON CORPORATION,YOLO,2020,CA-07,38995.21
DIVINE IMAGING INC.,LOS ANGELES,2020,CA-32,338.08
DIVINE IMAGING INC.,LOS ANGELES,2020,CA-32,135.6
"CORONADO DISTRIBUTION COMPANY, INC.",SAN DIEGO,2020,CA-52,2828.4
DIVINE IMAGING INC.,LOS ANGELES,2020,CA-32,70.3
DIVINE IMAGING INC.,LOS ANGELES,2020,CA-32,457.77
"MIL-BAR PLASTICS, INC.",RIVERSIDE,2020,CA-41,117.0
INTUITIVE SURGICAL INC,SANTA CLARA,2020,CA-17,200.0
WESCO AIRCRAFT HARDWARE CORP.,LOS ANGELES,2020,CA-27,3017.5
WOODWARD HRT INC,LOS ANGELES,2020,CA-27,0.0
DIVINE IMAGING INC.,LOS ANGELES,2020,CA-32,22.16
"MIL-BAR PLASTICS, INC.",RIVERSIDE,2020,CA-41,58.2
DIVINE IMAGING INC.,LOS ANGELES,2020,CA-32,108.9
KARL STORZ ENDOSCOPY-AMERICA INC,LOS ANGELES,2020,CA-36,4178.85
INTUITIVE SURGICAL INC,SANTA CLARA,2020,CA-17,139360.0
INTUITIVE SURGICAL INC,SANTA CLARA,2020,CA-17,660.0
MASIMO CORPORATION,ORANGE,2020,CA-47,219.0
MASIMO CORPORATION,ORANGE,2020,CA-47,784.0
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,2919.82
MASIMO CORPORATION,ORANGE,2020,CA-47,5044.0
MASIMO CORPORATION,ORANGE,2020,CA-47,8593.95
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,389.22
SOLVENTUM ORTHODONTICS CORPORATION,LOS ANGELES,2020,CA-31,123.6
"DAGGETT AVIATION, INC",SAN BERNARDINO,2020,CA-23,771.89
KARL STORZ ENDOSCOPY-AMERICA INC,LOS ANGELES,2020,CA-36,2135.9
IMPERIAL FLYING SERVICE INC,IMPERIAL,2020,CA-25,3883.37
IMPERIAL FLYING SERVICE INC,IMPERIAL,2020,CA-25,3700.3
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,603.0
M.S. AEROSPACE INC.,LOS ANGELES,2020,CA-29,9508.2
NORTHROP GRUMMAN SYSTEMS CORPORATION,LOS ANGELES,2020,CA-36,10013.76
IMPERIAL FLYING SERVICE INC,IMPERIAL,2020,CA-25,2027.75
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,627.8
"ZYRIS, INC.",SANTA BARBARA,2020,CA-24,68.1
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,220.3
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,173.64
PARKER-HANNIFIN CORPORATION,ORANGE,2020,CA-47,42968.75
LANCAIR CORP.,SAN DIEGO,2020,CA-52,5277.64
MASIMO CORPORATION,ORANGE,2020,CA-47,16393.0
SOLVENTUM ORTHODONTICS CORPORATION,LOS ANGELES,2020,CA-31,916.9
IMPERIAL FLYING SERVICE INC,IMPERIAL,2020,CA-25,4896.51
LANCAIR CORP.,SAN DIEGO,2020,CA-52,3670.77
"PINNACLE PETROLEUM, INC.",ORANGE,2020,CA-47,26481.19
AMERICAN TEXTILE SYSTEMS,LOS ANGELES,2020,CA-45,334.94
AMERICAN TEXTILE SYSTEMS,LOS ANGELES,2020,CA-45,2030.94
INTUITIVE SURGICAL INC,SANTA CLARA,2020,CA-17,24240.0
IMPERIAL FLYING SERVICE INC,IMPERIAL,2020,CA-25,2653.03
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,601.28
"PINNACLE PETROLEUM, INC.",ORANGE,2020,CA-47,696.32
"FALCON FUELS, INC.",LOS ANGELES,2020,CA-44,15751.28
IMPERIAL FLYING SERVICE INC,IMPERIAL,2020,CA-25,845.22
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,520.92
LANCAIR CORP.,SAN DIEGO,2020,CA-52,536.36
"ZYRIS, INC.",SANTA BARBARA,2020,CA-24,90.8
"MCCLELLAN JET SERVICES, LLC",SACRAMENTO,2020,CA-06,1136.69
SAN BERNARDINO INTERNATIONAL AIRPORT AUTHORITY,SAN BERNARDINO,2020,CA-33,5620.5
"MCCLELLAN JET SERVICES, LLC",SACRAMENTO,2020,CA-06,15679.6
"ZYRIS, INC.",SANTA BARBARA,2020,CA-24,1021.5
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,3809.64
"ZYRIS, INC.",SANTA BARBARA,2020,CA-24,272.4
"ZYRIS, INC.",SANTA BARBARA,2020,CA-24,727.51
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,932.95
"ZYRIS, INC.",SANTA BARBARA,2020,CA-24,136.2
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,1113.18
NORTHROP GRUMMAN SYSTEMS CORPORATION,LOS ANGELES,2020,CA-36,131473.5
RIX INDUSTRIES,SOLANO,2020,CA-08,3539.2
"SIGMA TECH ENTERPRISES, INC.",SAN MATEO,2020,CA-15,6101.7
MASIMO CORPORATION,ORANGE,2020,CA-47,8593.95
AGE LOGISTICS CORPORATION,LOS ANGELES,2020,CA-31,5354.32
"B. & E. MANUFACTURING CO., INC.",ORANGE,2020,CA-45,289.25
NEWVAC LLC,LOS ANGELES,2020,CA-32,54000.0
"ARA, INC",LOS ANGELES,2020,CA-31,15409.98
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,53.85
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,95.88
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,851.46
"BATTERY SPECIALTIES, INC.",ORANGE,2020,CA-47,35850.71
MCKESSON CORPORATION,YOLO,2020,CA-07,60196.64
MCKESSON CORPORATION,YOLO,2020,CA-07,1610.46
INTERLOG CORPORATION,ORANGE,2020,CA-46,8351.55
MCKESSON CORPORATION,YOLO,2020,CA-07,8.1
MCKESSON CORPORATION,YOLO,2020,CA-07,359397.12
MCKESSON CORPORATION,YOLO,2020,CA-07,9.31
MCKESSON CORPORATION,YOLO,2020,CA-07,7629.75
MCKESSON CORPORATION,YOLO,2020,CA-07,54817.74
MCKESSON CORPORATION,YOLO,2020,CA-07,275112.79
MCKESSON CORPORATION,YOLO,2020,CA-07,830227.42
MCKESSON CORPORATION,YOLO,2020,CA-07,1066.95
MCKESSON CORPORATION,YOLO,2020,CA-07,1417.77
MCKESSON CORPORATION,YOLO,2020,CA-07,4466.86
MCKESSON CORPORATION,YOLO,2020,CA-07,83621.5
MCKESSON CORPORATION,YOLO,2020,CA-07,70.6
MCKESSON CORPORATION,YOLO,2020,CA-07,20069.16
MCKESSON CORPORATION,YOLO,2020,CA-07,167.86
MCKESSON CORPORATION,YOLO,2020,CA-07,219689.33
MCKESSON CORPORATION,YOLO,2020,CA-07,355.5
MCKESSON CORPORATION,YOLO,2020,CA-07,27868.45
MCKESSON CORPORATION,YOLO,2020,CA-07,32106.24
MCKESSON CORPORATION,YOLO,2020,CA-07,753643.66
MCKESSON CORPORATION,YOLO,2020,CA-07,570321.05
SOLVENTUM ORTHODONTICS CORPORATION,LOS ANGELES,2020,CA-31,1430.87
MTM BUSINESS SYSTEMS,ORANGE,2020,CA-40,15442.42
MCKESSON CORPORATION,YOLO,2020,CA-07,4478.61
MCKESSON CORPORATION,YOLO,2020,CA-07,28181.16
MCKESSON CORPORATION,YOLO,2020,CA-07,10643.16
MCKESSON CORPORATION,YOLO,2020,CA-07,60207.48
MCKESSON CORPORATION,YOLO,2020,CA-07,594.96
MCKESSON CORPORATION,YOLO,2020,CA-07,4475.04
MCKESSON CORPORATION,YOLO,2020,CA-07,14359.34
MCKESSON CORPORATION,YOLO,2020,CA-07,2448.1
MCKESSON CORPORATION,YOLO,2020,CA-07,66565.62
MCKESSON CORPORATION,YOLO,2020,CA-07,511.07
MCKESSON CORPORATION,YOLO,2020,CA-07,47.26
MCKESSON CORPORATION,YOLO,2020,CA-07,89361.03
MCKESSON CORPORATION,YOLO,2020,CA-07,1382.0
MCKESSON CORPORATION,YOLO,2020,CA-07,1011.96
MCKESSON CORPORATION,YOLO,2020,CA-07,47528.28
MCKESSON CORPORATION,YOLO,2020,CA-07,103.2
MCKESSON CORPORATION,YOLO,2020,CA-07,260685.56
MCKESSON CORPORATION,YOLO,2020,CA-07,88.32
MCKESSON CORPORATION,YOLO,2020,CA-07,1214.84
MCKESSON CORPORATION,YOLO,2020,CA-07,63751.2
MCKESSON CORPORATION,YOLO,2020,CA-07,47418.05
MCKESSON CORPORATION,YOLO,2020,CA-07,4220.45
MCKESSON CORPORATION,YOLO,2020,CA-07,23469.58
MCKESSON CORPORATION,YOLO,2020,CA-07,94136.9
MCKESSON CORPORATION,YOLO,2020,CA-07,4485.84
IMPERIAL FLYING SERVICE INC,IMPERIAL,2020,CA-25,1027.96
"DAGGETT AVIATION, INC",SAN BERNARDINO,2020,CA-23,770.52
NORTHROP GRUMMAN SYSTEMS CORPORATION,SANTA CLARA,2020,CA-17,5216.0
"MCCLELLAN JET SERVICES, LLC",SACRAMENTO,2020,CA-06,2206.48
"MCCLELLAN JET SERVICES, LLC",SACRAMENTO,2020,CA-06,97.63
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,43.41
"ZYRIS, INC.",SANTA BARBARA,2020,CA-24,90.8
"CLIPPER OIL, INC.",SAN DIEGO,2020,CA-50,13888.8
IMPERIAL FLYING SERVICE INC,IMPERIAL,2020,CA-25,2301.48
PARKER-HANNIFIN CORPORATION,ORANGE,2020,CA-47,129569.4
"ZYRIS, INC.",SANTA BARBARA,2020,CA-24,163.04
LANCAIR CORP.,SAN DIEGO,2020,CA-52,5869.64
"MCCLELLAN JET SERVICES, LLC",SACRAMENTO,2020,CA-06,4200.25
"PELICAN PRODUCTS, INC.",LOS ANGELES,2020,CA-36,1443.92
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,130.88
HONEYWELL INTERNATIONAL INC.,LOS ANGELES,2020,CA-43,14023.64
NORTHROP GRUMMAN SYSTEMS CORPORATION,LOS ANGELES,2020,CA-36,33487.95
PARKER-HANNIFIN CORPORATION,ORANGE,2020,CA-47,0.0
"ZYRIS, INC.",SANTA BARBARA,2020,CA-24,90.8
"MEG TECHNOLOGIES, INC.",ORANGE,2020,CA-47,117.0
THE FLAMEMASTER CORPORATION,LOS ANGELES,2020,CA-29,93.96
THE FLAMEMASTER CORPORATION,LOS ANGELES,2020,CA-29,442.2
"MCCLELLAN JET SERVICES, LLC",SACRAMENTO,2020,CA-06,824.75
THE FLAMEMASTER CORPORATION,LOS ANGELES,2020,CA-29,133.77
THE FLAMEMASTER CORPORATION,LOS ANGELES,2020,CA-29,69.32
THE FLAMEMASTER CORPORATION,LOS ANGELES,2020,CA-29,70.25
"DAGGETT AVIATION, INC",SAN BERNARDINO,2020,CA-23,744.1
MEGGITT SAFETY SYSTEMS INC,VENTURA,2020,CA-26,29640.0
WESCO AIRCRAFT HARDWARE CORP.,LOS ANGELES,2020,CA-27,1160.0
SOLVENTUM ORTHODONTICS CORPORATION,LOS ANGELES,2020,CA-31,62.8
SAN BERNARDINO INTERNATIONAL AIRPORT AUTHORITY,SAN BERNARDINO,2020,CA-33,8472.12
"MCCLELLAN JET SERVICES, LLC",SACRAMENTO,2020,CA-06,5799.37
"BOATSWAIN'S LOCKER I, INCORPORATED",ORANGE,2020,CA-47,1933.52
"BOATSWAIN'S LOCKER I, INCORPORATED",ORANGE,2020,CA-47,2900.28
"MCCLELLAN JET SERVICES, LLC",SACRAMENTO,2020,CA-06,2160.26
"MCCLELLAN JET SERVICES, LLC",SACRAMENTO,2020,CA-06,2892.5
LANCAIR CORP.,SAN DIEGO,2020,CA-52,561.06
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,649.67
CONCORDE BATTERY CORPORATION,LOS ANGELES,2020,CA-31,94600.02
"ZYRIS, INC.",SANTA BARBARA,2020,CA-24,90.8
WILWOOD ENGINEERING,VENTURA,2020,CA-26,290378.15
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,272.96
SOLVENTUM ORTHODONTICS CORPORATION,LOS ANGELES,2020,CA-31,1520.54
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,130.23
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,381.0
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,374.17
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,68.03
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,648.57
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,208.36
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,132.82
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,2208.73
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,645.0
ARNOLD A SEMLER INC,LOS ANGELES,2020,CA-29,55024.0
"DESSER TIRE & RUBBER CO., LLC",LOS ANGELES,2020,CA-38,8312.28
"DCX-CHOL ENTERPRISES, INC",LOS ANGELES,2020,CA-43,70500.0
"CABLE MOORE, INC.",ALAMEDA,2020,CA-12,0.0
SOLVENTUM ORTHODONTICS CORPORATION,LOS ANGELES,2020,CA-31,213.38
"ZYRIS, INC.",SANTA BARBARA,2020,CA-24,33369.6
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,88.78
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,901.92
"ZYRIS, INC.",SANTA BARBARA,2020,CA-24,9259.24
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,303.75
"PELICAN PRODUCTS, INC.",LOS ANGELES,2020,CA-36,270.95
"PELICAN PRODUCTS, INC.",LOS ANGELES,2020,CA-36,305.94
"PELICAN PRODUCTS, INC.",LOS ANGELES,2020,CA-36,172.3
"PELICAN PRODUCTS, INC.",LOS ANGELES,2020,CA-36,3312.0
"PELICAN PRODUCTS, INC.",LOS ANGELES,2020,CA-36,344.6
"PELICAN PRODUCTS, INC.",LOS ANGELES,2020,CA-36,56.6
GENTEX CORP,SAN BERNARDINO,2020,CA-35,-2159.4
WOODWARD HRT INC,LOS ANGELES,2020,CA-27,169680.0
THE FLAMEMASTER CORPORATION,LOS ANGELES,2020,CA-29,707.4
THE FLAMEMASTER CORPORATION,LOS ANGELES,2020,CA-29,110.55
PRC DESOTO INTERNATIONAL INC,KERN,2020,CA-20,132.25
THE FLAMEMASTER CORPORATION,LOS ANGELES,2020,CA-29,421.5
"PROSOMNUS SLEEP TECHNOLOGIES, INC.",ALAMEDA,2020,CA-14,463.8
EATON CORPORATION,ORANGE,2020,CA-47,2881.53
"LKR, INC.",ORANGE,2020,CA-40,1607.87
WESCO AIRCRAFT HARDWARE CORP.,LOS ANGELES,2020,CA-27,4060.0
"MEGGITT SAFETY SYSTEMS, INC.",VENTURA,2020,CA-26,38019.0
CHROMALLOY SAN DIEGO CORP,SAN DIEGO,2020,CA-51,78889.14
"SEMCO INSTRUMENTS, INC.",LOS ANGELES,2020,CA-27,49300.0
"MARVIN ENGINEERING CO, INC",LOS ANGELES,2020,CA-43,250558.84
SOLVENTUM ORTHODONTICS CORPORATION,LOS ANGELES,2020,CA-31,5880.35
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,529.36
"ZYRIS, INC.",SANTA BARBARA,2020,CA-24,454.0
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,480.0
CONCORDE BATTERY CORPORATION,LOS ANGELES,2020,CA-31,21281.67
"NETKOMP, INC.",RIVERSIDE,2020,CA-41,2484.0
MCKESSON CORPORATION,YOLO,2020,CA-07,368.94
MCKESSON CORPORATION,YOLO,2020,CA-07,7137.06
MCKESSON CORPORATION,YOLO,2020,CA-07,28369.92
"ZYRIS, INC.",SANTA BARBARA,2020,CA-24,90.8
MCKESSON CORPORATION,YOLO,2020,CA-07,25278.0
MCKESSON CORPORATION,YOLO,2020,CA-07,14308.5
MCKESSON CORPORATION,YOLO,2020,CA-07,33448.6
MCKESSON CORPORATION,YOLO,2020,CA-07,231178.96
MCKESSON CORPORATION,YOLO,2020,CA-07,184733.91
MCKESSON CORPORATION,YOLO,2020,CA-07,1126.08
MCKESSON CORPORATION,YOLO,2020,CA-07,38.85
MCKESSON CORPORATION,YOLO,2020,CA-07,282794.4
MCKESSON CORPORATION,YOLO,2020,CA-07,3261.6
MCKESSON CORPORATION,YOLO,2020,CA-07,49.5
MCKESSON CORPORATION,YOLO,2020,CA-07,66720.15
MCKESSON CORPORATION,YOLO,2020,CA-07,6435.8
MCKESSON CORPORATION,YOLO,2020,CA-07,904811.3
MCKESSON CORPORATION,YOLO,2020,CA-07,9072.4
MCKESSON CORPORATION,YOLO,2020,CA-07,3970.87
MCKESSON CORPORATION,YOLO,2020,CA-07,2729.84
MCKESSON CORPORATION,YOLO,2020,CA-07,2893.0
MCKESSON CORPORATION,YOLO,2020,CA-07,49.24
MCKESSON CORPORATION,YOLO,2020,CA-07,639.03
MCKESSON CORPORATION,YOLO,2020,CA-07,106.22
MCKESSON CORPORATION,YOLO,2020,CA-07,868091.75
MCKESSON CORPORATION,YOLO,2020,CA-07,12469.71
MCKESSON CORPORATION,YOLO,2020,CA-07,160509.45
MCKESSON CORPORATION,YOLO,2020,CA-07,917044.26
MCKESSON CORPORATION,YOLO,2020,CA-07,3743.76
MCKESSON CORPORATION,YOLO,2020,CA-07,1830.77
MCKESSON CORPORATION,YOLO,2020,CA-07,90964.32
MCKESSON CORPORATION,YOLO,2020,CA-07,633224.33
MCKESSON CORPORATION,YOLO,2020,CA-07,1225.28
MCKESSON CORPORATION,YOLO,2020,CA-07,952.28
MCKESSON CORPORATION,YOLO,2020,CA-07,426.02
MCKESSON CORPORATION,YOLO,2020,CA-07,39916.8
MCKESSON CORPORATION,YOLO,2020,CA-07,208491.24
MCKESSON CORPORATION,YOLO,2020,CA-07,10.5
MCKESSON CORPORATION,YOLO,2020,CA-07,75.36
MCKESSON CORPORATION,YOLO,2020,CA-07,4020.4
"ZYRIS, INC.",SANTA BARBARA,2020,CA-24,90.8
MCKESSON CORPORATION,YOLO,2020,CA-07,12.0
MCKESSON CORPORATION,YOLO,2020,CA-07,333818.33
MCKESSON CORPORATION,YOLO,2020,CA-07,2473.16
MCKESSON CORPORATION,YOLO,2020,CA-07,8364.88
MCKESSON CORPORATION,YOLO,2020,CA-07,237.8
MCKESSON CORPORATION,YOLO,2020,CA-07,62856.82
MCKESSON CORPORATION,YOLO,2020,CA-07,231.32
MCKESSON CORPORATION,YOLO,2020,CA-07,425.52
MCKESSON CORPORATION,YOLO,2020,CA-07,655.65
MCKESSON CORPORATION,YOLO,2020,CA-07,43516.26
MCKESSON CORPORATION,YOLO,2020,CA-07,489.54
MCKESSON CORPORATION,YOLO,2020,CA-07,4918.1
MCKESSON CORPORATION,YOLO,2020,CA-07,370893.58
MCKESSON CORPORATION,YOLO,2020,CA-07,3071.83
MCKESSON CORPORATION,YOLO,2020,CA-07,1824.84
MCKESSON CORPORATION,YOLO,2020,CA-07,6945.0
MCKESSON CORPORATION,YOLO,2020,CA-07,24972.18
MCKESSON CORPORATION,YOLO,2020,CA-07,2664.93
MCKESSON CORPORATION,YOLO,2020,CA-07,961917.52
MCKESSON CORPORATION,YOLO,2020,CA-07,66846.56
MCKESSON CORPORATION,YOLO,2020,CA-07,4548.78
MCKESSON CORPORATION,YOLO,2020,CA-07,289.26
MCKESSON CORPORATION,YOLO,2020,CA-07,12917.59
MCKESSON CORPORATION,YOLO,2020,CA-07,80.79
MCKESSON CORPORATION,YOLO,2020,CA-07,6032.72
MCKESSON CORPORATION,YOLO,2020,CA-07,9045.86
MCKESSON CORPORATION,YOLO,2020,CA-07,124697.1
MCKESSON CORPORATION,YOLO,2020,CA-07,135.9
MCKESSON CORPORATION,YOLO,2020,CA-07,1284.48
MCKESSON CORPORATION,YOLO,2020,CA-07,7876.41
MCKESSON CORPORATION,YOLO,2020,CA-07,34.51
MCKESSON CORPORATION,YOLO,2020,CA-07,171102.35
MCKESSON CORPORATION,YOLO,2020,CA-07,71.01
MCKESSON CORPORATION,YOLO,2020,CA-07,1625.34
MCKESSON CORPORATION,YOLO,2020,CA-07,788208.08
MCKESSON CORPORATION,YOLO,2020,CA-07,3089.69
MCKESSON CORPORATION,YOLO,2020,CA-07,1735.92
MCKESSON CORPORATION,YOLO,2020,CA-07,90076.2
MCKESSON CORPORATION,YOLO,2020,CA-07,12454.79
MCKESSON CORPORATION,YOLO,2020,CA-07,41369.06
MCKESSON CORPORATION,YOLO,2020,CA-07,36968.7
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,1685.0
"NOBEL BIOCARE USA, LLC",ORANGE,2020,CA-40,44.06
MCKESSON CORPORATION,YOLO,2020,CA-07,2325.89
MCKESSON CORPORATION,YOLO,2020,CA-07,69864.88
MCKESSON CORPORATION,YOLO,2020,CA-07,1624.8
MCKESSON CORPORATION,YOLO,2020,CA-07,979148.4
MCKESSON CORPORATION,YOLO,2020,CA-07,37006.55
MCKESSON CORPORATION,YOLO,2020,CA-07,27300.92
MCKESSON CORPORATION,YOLO,2020,CA-07,9627.5
MCKESSON CORPORATION,YOLO,2020,CA-07,84.19
MCKESSON CORPORATION,YOLO,2020,CA-07,23346.62
MCKESSON CORPORATION,YOLO,2020,CA-07,172003.35
MCKESSON CORPORATION,YOLO,2020,CA-07,2148.9
MCKESSON CORPORATION,YOLO,2020,CA-07,31421.12
MCKESSON CORPORATION,YOLO,2020,CA-07,1599.2
MCKESSON CORPORATION,YOLO,2020,CA-07,22964.09
MCKESSON CORPORATION,YOLO,2020,CA-07,88851.6
MCKESSON CORPORATION,YOLO,2020,CA-07,1446.08
MCKESSON CORPORATION,YOLO,2020,CA-07,128.58
MCKESSON CORPORATION,YOLO,2020,CA-07,796.32
LN CURTIS & SONS,ALAMEDA,2020,CA-12,616.4
PACIFIC WEST FOAM INDUSTRY,ORANGE,2020,CA-45,230.6
ES3 PRIME LOGISTICS GROUP INC,SAN DIEGO,2020,CA-50,22176.32
ES3 PRIME LOGISTICS GROUP INC,SAN DIEGO,2020,CA-50,609.99
"ZYRIS, INC.",SANTA BARBARA,2020,CA-24,1971.0
"ALDETEC, INC.",SACRAMENTO,2020,CA-07,95200.0
SAFRAN ELECTRONICS & DEFENSE AVIONICS USA LLC,ORANGE,2020,CA-47,7990.0
THE FLAMEMASTER CORPORATION,LOS ANGELES,2020,CA-29,319.06
THE FLAMEMASTER CORPORATION,LOS ANGELES,2020,CA-29,314.34
THE FLAMEMASTER CORPORATION,LOS ANGELES,2020,CA-29,69.7
THE FLAMEMASTER CORPORATION,LOS ANGELES,2020,CA-29,375.6
THE FLAMEMASTER CORPORATION,LOS ANGELES,2020,CA-29,24.14
THE FLAMEMASTER CORPORATION,LOS ANGELES,2020,CA-29,345.5
THE FLAMEMASTER CORPORATION,LOS ANGELES,2020,CA-29,276.4
THE FLAMEMASTER CORPORATION,LOS ANGELES,2020,CA-29,36.6
MCKESSON CORPORATION,YOLO,2020,CA-07,759845.07
MCKESSON CORPORATION,YOLO,2020,CA-07,1444.0
MCKESSON CORPORATION,YOLO,2020,CA-07,1167.0
MCKESSON CORPORATION,YOLO,2020,CA-07,141397.2
MCKESSON CORPORATION,YOLO,2020,CA-07,976122.63
MCKESSON CORPORATION,YOLO,2020,CA-07,30876.3
MCKESSON CORPORATION,YOLO,2020,CA-07,204.48
MCKESSON CORPORATION,YOLO,2020,CA-07,385.02
MCKESSON CORPORATION,YOLO,2020,CA-07,68865.51
MCKESSON CORPORATION,YOLO,2020,CA-07,220.78
MCKESSON CORPORATION,YOLO,2020,CA-07,30779.26
MCKESSON CORPORATION,YOLO,2020,CA-07,196967.04
MCKESSON CORPORATION,YOLO,2020,CA-07,7454.46
MCKESSON CORPORATION,YOLO,2020,CA-07,4635.0
MCKESSON CORPORATION,YOLO,2020,CA-07,667.67
MCKESSON CORPORATION,YOLO,2020,CA-07,3608.55
MCKESSON CORPORATION,YOLO,2020,CA-07,72626.98
MCKESSON CORPORATION,YOLO,2020,CA-07,7074.78
MCKESSON CORPORATION,YOLO,2020,CA-07,36426.36
MCKESSON CORPORATION,YOLO,2020,CA-07,488.8
MCKESSON CORPORATION,YOLO,2020,CA-07,874654.86
MCKESSON CORPORATION,YOLO,2020,CA-07,26915.52
MCKESSON CORPORATION,YOLO,2020,CA-07,6557.49
MCKESSON CORPORATION,YOLO,2020,CA-07,10507.11
MCKESSON CORPORATION,YOLO,2020,CA-07,6276.71
MCKESSON CORPORATION,YOLO,2020,CA-07,247199.2
MCKESSON CORPORATION,YOLO,2020,CA-07,38161.28
MCKESSON CORPORATION,YOLO,2020,CA-07,20822.46
MCKESSON CORPORATION,YOLO,2020,CA-07,29750.56
MCKESSON CORPORATION,YOLO,2020,CA-07,99.69
MCKESSON CORPORATION,YOLO,2020,CA-07,138700.07
MCKESSON CORPORATION,YOLO,2020,CA-07,11045.96
MCKESSON CORPORATION,YOLO,2020,CA-07,18931.9
MCKESSON CORPORATION,YOLO,2020,CA-07,6224.68
MCKESSON CORPORATION,YOLO,2020,CA-07,16762.37
MCKESSON CORPORATION,YOLO,2020,CA-07,47131.68
GRISWOLD INDUSTRIES,ORANGE,2020,CA-47,87461.08
HARTWELL CORPORATION,ORANGE,2020,CA-45,3009.96
MCKESSON CORPORATION,YOLO,2020,CA-07,216213.76
MCKESSON CORPORATION,YOLO,2020,CA-07,108.12
MCKESSON CORPORATION,YOLO,2020,CA-07,610875.91
MCKESSON CORPORATION,YOLO,2020,CA-07,30098.32
MCKESSON CORPORATION,YOLO,2020,CA-07,3184.56
MCKESSON CORPORATION,YOLO,2020,CA-07,429891.57
MCKESSON CORPORATION,YOLO,2020,CA-07,198281.95
MCKESSON CORPORATION,YOLO,2020,CA-07,1481.6
MCKESSON CORPORATION,YOLO,2020,CA-07,4633.21
MCKESSON CORPORATION,YOLO,2020,CA-07,17193.76
MCKESSON CORPORATION,YOLO,2020,CA-07,3173.2
MCKESSON CORPORATION,YOLO,2020,CA-07,11672.69
MCKESSON CORPORATION,YOLO,2020,CA-07,93320.4
MCKESSON CORPORATION,YOLO,2020,CA-07,14090.58
MCKESSON CORPORATION,YOLO,2020,CA-07,648.62
MCKESSON CORPORATION,YOLO,2020,CA-07,468719.76
MCKESSON CORPORATION,YOLO,2020,CA-07,59.67
MCKESSON CORPORATION,YOLO,2020,CA-07,2040.6
MCKESSON CORPORATION,YOLO,2020,CA-07,26457.73
MCKESSON CORPORATION,YOLO,2020,CA-07,6488.82
MCKESSON CORPORATION,YOLO,2020,CA-07,3239.12
MCKESSON CORPORATION,YOLO,2020,CA-07,12339.84
MCKESSON CORPORATION,YOLO,2020,CA-07,208831.68
MCKESSON CORPORATION,YOLO,2020,CA-07,260.3
MCKESSON CORPORATION,YOLO,2020,CA-07,3538.5
MCKESSON CORPORATION,YOLO,2020,CA-07,2302.33
MCKESSON CORPORATION,YOLO,2020,CA-07,20336.41
MCKESSON CORPORATION,YOLO,2020,CA-07,234533.91
MCKESSON CORPORATION,YOLO,2020,CA-07,2763.81
MCKESSON CORPORATION,YOLO,2020,CA-07,23799.8
MCKESSON CORPORATION,YOLO,2020,CA-07,1246.58
MCKESSON CORPORATION,YOLO,2020,CA-07,37157.45
MCKESSON CORPORATION,YOLO,2020,CA-07,42207.42
"COATING SPECIALTIES, INC",LOS ANGELES,2020,CA-43,0.0
LLAMAS PLASTICS INC,LOS ANGELES,2020,CA-29,88970.0
MCKESSON CORPORATION,YOLO,2020,CA-07,1208.88
MCKESSON CORPORATION,YOLO,2020,CA-07,161625.23
