recipient_name,recipient_county_name,action_date_fiscal_year,prime_award_transaction_recipient_cd_current,federal_action_obligation
SPECTRUM SERVICES GROUP INC,,2014,CA-90,-3887.5
"UTOPIACOMPRESSION,CORPORATION",LOS ANGELES,2014,CA-36,0.0
"NOBEL BIOCARE USA, LLC",ORANGE,2014,CA-40,6001.2
"NEW TECH SOLUTIONS, INC.",,2014,CA-90,11000.0
"TECHNICAL COMMUNITIES, INC.",,2014,CA-15,7000.21
THE BOEING COMPANY,,2014,CA-47,-33624.0
DIVINE IMAGING INC.,,2014,CA-90,14775.75
"HRL LABORATORIES, LLC",,2014,CA-32,0.0
"TECHNICAL COMMUNITIES, INC.",SAN MATEO,2014,CA-15,8849.33
"NEW TECH SOLUTIONS, INC.",,2014,CA-90,3105.2
JSK HOSPITALITY LLC,ORANGE,2014,CA-40,0.0
"NOVA GROUP, INC.",NAPA,2014,CA-04,106115.0
"LOCKHEED MARTIN UNMANNED INTEGRATED SYSTEMS, INC.",,2014,CA-24,0.0
PERFECT POINT EDM CORPORATION,,2014,CA-47,0.0
ADVANCED DIGITAL SOLUTIONS INTERNATIONAL,ALAMEDA,2014,CA-17,29570.92
"C & R MEDICAL, INC",,2014,CA-26,12450.0
"GUITAR CENTER, INC.",,2014,CA-26,0.99
MCBAIN SYSTEMS A CALIFORNIA LIMITED PARTNERSHIP,,2014,CA-26,4450.08
VIASAT INC,,2014,CA-49,68884.8
"APPLIED MINDS, LLC",,2014,CA-30,149999.0
JACOBS ENGINEERING GROUP INC,LOS ANGELES,2014,CA-28,0.0
"AZTECH INTERNATIONAL, INC",ORANGE,2014,CA-49,-3557.12
TRELLISWARE TECHNOLOGIES INC,,2014,CA-90,0.0
MICROSEMI FREQUENCY AND TIME CORP,,2014,CA-90,0.0
MASIMO CORPORATION,ORANGE,2014,CA-47,376.0
LOCKHEED MARTIN CORP,SANTA CLARA,2014,CA-17,0.0
AMCOMP CORPORATION,LOS ANGELES,2014,CA-36,-25937.2
PACIFIC POWER SOURCE INC,ORANGE,2014,CA-47,26903.22
"KRATOS TECHNOLOGY & TRAINING SOLUTIONS, INC.",,2014,CA-90,0.0
"TECHNICAL COMMUNITIES, INC.",SAN MATEO,2014,CA-15,90533.48
EN POINTE GOV INC,LOS ANGELES,2014,CA-44,0.0
"OEWAVES, INC",LOS ANGELES,2014,CA-28,150000.0
LN CURTIS & SONS,ALAMEDA,2014,CA-12,68154.7
TOUT ABOUT TOYS INC.,,2014,CA-90,5643.51
"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",SAN BERNARDINO,2014,CA-23,0.0
"TACTICAL LINGUIST CONCEPTS, LLC",,2014,CA-48,30000.0
QUALCOMM INCORPORATED,SAN DIEGO,2014,CA-51,12132.78
MISSION LINEN SUPPLY,,2014,CA-90,-7999.08
"METRO-GOLDWYN-MAYER, INC.",,2014,CA-90,0.0
DYNAMIC SYSTEMS INC,LOS ANGELES,2014,CA-36,382385.66
"LYNDA.COM, INC.",SANTA BARBARA,2014,CA-24,18750.0
"TECOLOTE RESEARCH, INC.",,2014,CA-24,233578.0
"TECHNICAL COMMUNITIES, INC.",SAN MATEO,2014,CA-15,3789.12
"NU-TREK, INC.",SAN DIEGO,2014,CA-50,149997.0
"PROGRESS FEDERAL SOLUTIONS, INC.",,2014,CA-15,0.0
"TECOLOTE RESEARCH, INC.",,2014,CA-24,1175000.0
"AMO SALES AND SERVICE, INC.",ORANGE,2014,CA-46,0.0
THE BOEING COMPANY,,2014,CA-47,49050.0
DYNAMIC SYSTEMS INC,LOS ANGELES,2014,CA-36,0.0
"COAST TO COAST COMPUTER PRODUCTS, INC.",,2014,CA-26,6839.52
KARL STORZ ENDOSCOPY-AMERICA INC,LOS ANGELES,2014,CA-36,139640.0
"INTEGRATED DATA SERVICES, LLC",LOS ANGELES,2014,CA-36,0.0
"BUNZL DISTRIBUTION CALIFORNIA, LLC",,2014,CA-46,0.0
PRIDE INDUSTRIES,,2014,CA-03,0.0
"FEDERAL EDGE, INC.",,2014,CA-39,4603.14
"SOUTHLAND TECHNOLOGY, INC.",SAN DIEGO,2014,CA-51,13860.0
"FERBAK, INC.",LOS ANGELES,2014,CA-32,11280.0
PHYSICAL OPTICS CORPORATION,LOS ANGELES,2014,CA-90,49902.0
"COMPUTRITION, INC.",,2014,CA-32,0.0
"TECHNICAL COMMUNITIES, INC.",SAN MATEO,2014,CA-15,24082.18
DREAMHAMMER INC,,2014,CA-36,14942.16
"ALL BUSINESS MACHINES, INC.",SACRAMENTO,2014,CA-07,10401.01
CORONADO BUSINESS SUPPLIES,SAN DIEGO,2014,CA-50,16628.19
CLINICOMP INTERNATIONAL INC,SAN DIEGO,2014,CA-90,7500.0
IDEAL PRODUCTS INC,SAN BERNARDINO,2014,CA-35,12673.72
AARDVARK,LOS ANGELES,2014,CA-31,0.0
"TECHNICAL COMMUNITIES, INC.",,2014,CA-15,0.0
ENHANCED VISION SYSTEMS INC,ORANGE,2014,CA-47,0.0
"HEALTH NET FEDERAL SERVICES, LLC",,2014,CA-90,589297849.04
GENESEE SCIENTIFIC LLC,SAN DIEGO,2014,CA-51,13648.25
"C.G. CELIO & SONS, CO.",ALPINE,2014,CA-04,286042.13
"COAST TO COAST COMPUTER PRODUCTS, INC.",VENTURA,2014,CA-26,0.0
"NEW TECH SOLUTIONS, INC.",ALAMEDA,2014,CA-17,17294.46
"RAYTHEON APPLIED SIGNAL TECHNOLOGY, INC.",,2014,CA-90,0.0
"MARCOA MEDIA, LLC",,2014,CA-90,0.0
"PACIFIC INK, INC.",SAN DIEGO,2014,CA-50,14295.76
ARETE ASSOCIATES,,2014,CA-90,0.0
"NETWORK INDUSTRIES, INC",SAN DIEGO,2014,CA-52,8850.04
"EXPEDITIONARY TECHNICAL SOLUTIONS, INCORPORATED",,2014,CA-49,-6995.6
"L-3 SERVICES, INC.",SAN DIEGO,2014,CA-51,300000.0
FILETRAIL INC,SANTA CLARA,2014,CA-18,5921.46
EN POINTE GOV INC,,2014,CA-43,58962.2
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,SAN DIEGO,2014,CA-52,34008.0
"CYPHER ANALYTICS, INC.",,2014,CA-90,828.74
NORTHROP GRUMMAN SYSTEMS CORPORATION,,2014,CA-90,11033000.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,,2014,CA-90,287313.0
"LAUNCHPOINT TECHNOLOGIES, INC.",,2014,CA-24,0.0
J & J ENTERPRISES,SAN BERNARDINO,2014,CA-23,75446.0
LN CURTIS & SONS,ALAMEDA,2014,CA-12,6605.8
MCP COMPUTER PRODUCTS INC,SAN DIEGO,2014,CA-50,6528.0
"TECHNICAL COMMUNITIES, INC.",SAN MATEO,2014,CA-15,13974.73
NATIONAL STEEL AND SHIPBUILDING COMPANY,,2014,CA-90,49523.0
"ENTERPRISE TECHNOLOGY SOLUTIONS, INC.",ALAMEDA,2014,CA-14,13796.92
NATIONAL STEEL AND SHIPBUILDING COMPANY,,2014,CA-90,0.0
EXXACT CORPORATION,ALAMEDA,2014,CA-17,40489.38
"AGILENT TECHNOLOGIES, INC.",SANTA CLARA,2014,CA-17,-4395.75
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,,2014,CA-90,241906.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,,2014,CA-90,127760.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,SAN DIEGO,2014,CA-52,0.0
PACIFIC POWER SOURCE INC,ORANGE,2014,CA-47,66620.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,,2014,CA-90,-16400.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,,2014,CA-90,146208.0
EN POINTE GOV INC,LOS ANGELES,2014,CA-44,11901.68
NORTHROP GRUMMAN SYSTEMS CORPORATION,,2014,CA-32,197679.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,,2014,CA-90,124016.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,,2014,CA-90,551983.0
COGSTONE RESOURCE MANAGEMENT,ORANGE,2014,CA-46,48864.38
LOCKHEED MARTIN CORP,,2014,CA-17,0.0
NATIONAL STEEL AND SHIPBUILDING COMPANY,,2014,CA-90,484036.0
EDO COMMUNICATIONS AND COUNTERMEASURES SYSTEMS INC.,VENTURA,2014,CA-26,0.0
"PACIFIC SHIP REPAIR & FABRICATION, INC.",SAN DIEGO,2014,CA-52,283.0
"ENTERPRISE TECHNOLOGY SOLUTIONS, INC.",ALAMEDA,2014,CA-14,4677.0
"PACIFIC SHIP REPAIR & FABRICATION, INC.",SAN DIEGO,2014,CA-52,224302.0
BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,,2014,CA-90,464671.0
"AMERICAN LOAN MASTERS, INC.",KERN,2014,CA-20,13174.47
NATIONAL STEEL AND SHIPBUILDING COMPANY,,2014,CA-90,-41838.0
"CACI PHOTONICS, LLC",,2014,CA-16,0.0
CUNICO CORPORATION,,2014,CA-90,1000.02
GARRATT-CALLAHAN COMPANY,,2014,CA-90,138564.94
LOCKHEED MARTIN CORP,,2014,CA-17,0.0
"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC",ORANGE,2014,CA-46,0.0
"LEIDOS, INC.",,2014,CA-90,2046550.62
VACCO INDUSTRIES,,2014,CA-31,0.0
"COX INDUSTRIAL SERVICES, INC.",,2014,CA-44,-6400.0
KING NUTRONICS CORPORATION,LOS ANGELES,2014,CA-32,2750.0
"TAYLOR-DUNN MANUFACTURING, LLC",ORANGE,2014,CA-46,24213.0
PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA LLC),,2014,CA-18,0.0
"ICF ENVIRONMENTAL, INC.",SACRAMENTO,2014,CA-07,-485.0
VACCO INDUSTRIES,,2014,CA-31,-5800.0
RANTEC POWER SYSTEMS INC.,,2014,CA-24,-67500.0
"PATRIOT CONTRACT SERVICES, LLC",,2014,CA-10,0.0
"RF LOGISTICS, LLC",,2014,CA-52,88493.85
"PIVOT MEDICAL, INC.",SANTA CLARA,2014,CA-17,6008.0
"XCOM WIRELESS, INC",LOS ANGELES,2014,CA-42,-6000.0
CUNICO CORPORATION,,2014,CA-90,0.0
AIXTRON INC,,2014,CA-17,5390.0
THE BOEING COMPANY,,2014,CA-47,0.0
L3HARRIS INTERSTATE ELECTRONICS CORPORATION,,2014,CA-46,0.0
"STRATEGIC OPERATIONS, INC.",SAN DIEGO,2014,CA-51,0.0
VOTA CONSULTING CORPORATION,SAN DIEGO,2014,CA-50,0.0
"COX CALIFORNIA TELCOM, LLC",,2014,CA-90,189283.24
R3 STRATEGIC SUPPORT GROUP INC,SAN DIEGO,2014,CA-50,0.0
HEARTWOOD STUDIOS INC,SAN MATEO,2014,CA-15,0.0
"PGSE, INC.",SAN DIEGO,2014,CA-50,0.0
"NUVASIVE, INC",SAN DIEGO,2014,CA-50,48004.0
"ADAMS RITE AEROSPACE, INC",,2014,CA-90,0.0
DUNIWAY STOCKROOM CORPORATION,SANTA CLARA,2014,CA-16,5051.0
"TROFHOLZ TECHNOLOGIES, INC.",PLACER,2014,CA-03,0.0
BIENTECH INTERNATIONAL CO,SAN DIEGO,2014,CA-50,0.0
PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA LLC),,2014,CA-18,0.0
VIASAT INC,,2014,CA-49,7509.0
VACCO INDUSTRIES,,2014,CA-31,0.0
COMPONENT SOURCING GROUP,ORANGE,2014,CA-49,141240.0
"ADVANCED THERMAL PRODUCTS, INC.",,2014,CA-47,12726.0
NORTHROP GRUMMAN SYSTEMS CORPORATION,SANTA CLARA,2014,CA-17,4100.0
"ETHICON, INC",ORANGE,2014,CA-47,0.0
"MARWAY POWER SYSTEMS, INC",ORANGE,2014,CA-46,0.0
INNOVASYSTEMS INTERNATIONAL LLC,SAN DIEGO,2014,CA-50,0.0
ADVANCED TEST EQUIPMENT CORPORATION,SAN DIEGO,2014,CA-50,4851.0
PARKER-HANNIFIN CORPORATION,,2014,CA-47,-11759.55
"L3HARRIS TECHNOLOGIES, INC",LOS ANGELES,2014,CA-29,20448.0
RTX CORPORATION,SAN DIEGO,2014,CA-51,83550.0
"SPACE AGE ENGINEERING, INC",,2014,CA-26,0.0
NEWPORT CORP,,2014,CA-47,0.0
"BIOSTRUCTURES, LLC",,2014,CA-47,-7310.0
SHOFU DENTAL CORP,SAN DIEGO,2014,CA-50,4257.61
"AGGREKO, LLC",,2014,CA-08,115912.92
"KRATOS TECHNOLOGY & TRAINING SOLUTIONS, INC.",SAN DIEGO,2014,CA-50,4706851.49
"MEGGITT (NORTH HOLLYWOOD), INC.",,2014,CA-41,0.0
"MARVIN ENGINEERING CO, INC",,2014,CA-43,0.0
SEAN TRUCK AND REEFER RENTAL INC.,,2014,CA-23,22248.0
HAYES HANDPIECE FRANCHISES INCORPORATED,,2014,CA-49,0.0
G. C. MICRO CORPORATION,SONOMA,2014,CA-02,56465.99
LIFE TECHNOLOGIES CORPORATION,SAN DIEGO,2014,CA-49,10812.7
"GLENAIR, INC.",LOS ANGELES,2014,CA-30,3701.2
CROSSFIELD PRODUCTS CORP.,,2014,CA-43,5071.95
DANTE VALVE COMPANY,,2014,CA-42,3039.0
"ONESOURCE DISTRIBUTORS, LLC",,2014,CA-49,5576.5
NUGENERATION TECHNOLOGIES LLC,,2014,CA-12,373.44
BLUE TECH INC.,,2014,CA-90,7383.08
"CAREFUSION SOLUTIONS, LLC",,2014,CA-90,-15999.84
TRIMED INC,,2014,CA-27,3000.0
"SPORTSTEK MEDICAL, INC.",RIVERSIDE,2014,CA-48,54182.0
"SIEMENS GOVERNMENT TECHNOLOGIES, INC.",SAN DIEGO,2014,CA-52,0.0
"SEA-TECH PRODUCTS, INC.",,2014,CA-48,11013.0
"A & B COMM., INC.",,2014,CA-52,10140.0
BLUE TECH INC.,,2014,CA-90,14585.34
RQ/BRASFIELD GORRIE JV,SAN DIEGO,2014,CA-49,0.0
NORCHEM CORP,,2014,CA-90,0.0
"L3 TECHNOLOGIES, INC.",,2014,CA-90,0.0
"ONTIC ENGINEERING & MANUFACTURING, INC",,2014,CA-32,-20916.15
THE ARGEN CORP,,2014,CA-90,78240.94
VALIANT GLOBAL DEFENSE SERVICES INC,,2014,CA-90,-3137.32
"SITTA, PAIGE & ASSOCIATES, INC.",,2014,CA-90,12271.0
CHAE AND NAM UNIVERSE INC.,SAN DIEGO,2014,CA-52,0.0
GILBANE FEDERAL,,2014,CA-10,0.0
"ALLAN AIRCRAFT SUPPLY CO., LLC",,2014,CA-29,1272.0
TIMKEN GEARS & SERVICES INC.,LOS ANGELES,2014,CA-38,68848.0
CROSSFIELD PRODUCTS CORP.,,2014,CA-43,130.33
REPUBLIC BRASS SALES INC.,,2014,CA-51,4544.1
LIFE TECHNOLOGIES CORPORATION,SAN DIEGO,2014,CA-49,0.0
G2RJ INCORPORATED,,2014,CA-90,154509.0
"VETERAN CONSTRUCTION GROUP, INC.",,2014,CA-90,0.0
CYBER PROFESSIONAL SOLUTIONS CORP.,SAN DIEGO,2014,CA-52,419164.0
"EPSILON SYSTEMS SOLUTIONS, INC.",,2014,CA-90,309057.9
"BAY CITY MARINE, INC",,2014,CA-52,0.0
QRS CALIBRATIONS INC,RIVERSIDE,2014,CA-39,7574.4
AMERICAN SCAFFOLD LLC,SAN DIEGO,2014,CA-52,8640.0
"PACIFIC SKY SUPPLY, INC.",LOS ANGELES,2014,CA-29,17900.0
"OTAY MESA SALES, INC.",SAN DIEGO,2014,CA-52,14898.94
COMMUNICATION & TRADING SERVICES INC.,LOS ANGELES,2014,CA-42,20585.0
"RORE, INC.",SAN DIEGO,2014,CA-51,87825.0
EMCORE CORPORATION,LOS ANGELES,2014,CA-28,283179.2
"ADL EMBEDDED SOLUTIONS, INC.",SAN DIEGO,2014,CA-51,104864.0
DIRECTV,,2014,CA-36,9000.0
ARMY AND AIR FORCE EXCHANGE SERVICE,SACRAMENTO,2014,CA-07,131743.0
"PREFERRED CONSTRUCTION COMPANY, INC.",LOS ANGELES,2014,CA-42,64000.0
"SCALABLE NETWORK TECHNOLOGIES, INC.",,2014,CA-90,10200.0
"MILLER, GRETCHEN",,2014,CA-90,-68375.0
SOUTHERN CALIFORNIA GAS COMPANY,,2014,CA-90,2679.13
SOFTMEMS LLC,,2014,CA-17,11371.0
CONSTRUCTICON CORP,SANTA CLARA,2014,CA-16,0.0
SIERRA RANGE CONSTRUCTION,TULARE,2014,CA-21,651101.0
"SENTEK CONSULTING, INC.",,2014,CA-90,0.0
GARCIA EMILIA V,,2014,CA-90,-16005.0
LOCKHEED MARTIN CORP,,2014,CA-17,2680891.0
G. C. MICRO CORPORATION,SONOMA,2014,CA-02,10967.13
"IN-LINE FENCE & RAILING COMPANY, INC",,2014,CA-48,0.0
"MORA-HERRERA, PEGGY",,2014,CA-23,0.0
"SAN DIEGO, COUNTY OF",,2014,CA-90,0.0
"WARNER, BRUCE",LOS ANGELES,2014,CA-36,7353.5
"L3 TECHNOLOGIES, INC.",SAN DIEGO,2014,CA-51,56330.0
"EPSILON SYSTEMS SOLUTIONS, INC.",,2014,CA-90,-3603.48
MIKE'S MOVING SOLUTIONS LLC,LOS ANGELES,2014,CA-32,44640.0
TOWER INDUSTRIES INC,SAN BERNARDINO,2014,CA-35,62199.0
"THERMAL STRUCTURES, INC",RIVERSIDE,2014,CA-90,8220.31
HYDRAFLOW,ORANGE,2014,CA-46,21435.85
GILBANE FEDERAL,CONTRA COSTA,2014,CA-10,176220.9
L3HARRIS INTERSTATE ELECTRONICS CORPORATION,ORANGE,2014,CA-46,0.0
MCP COMPUTER PRODUCTS INC,SAN DIEGO,2014,CA-50,12272.4
BNC CORP.,MARIN,2014,CA-02,14565.0
VIASAT INC,SAN DIEGO,2014,CA-49,119000.0
"INTEGRATED MARINE SERVICES, INC.",,2014,CA-52,6518.7
"HORNET ACQUISITIONCO, LLC",,2014,CA-90,0.0
"PAYDARFAR INDUSTRIES, INC.",ORANGE,2014,CA-49,58917.0
"ENVIRO COMPLIANCE SOLUTIONS, INC.",ORANGE,2014,CA-40,28185.0
"KCM ELECTRIC, INC.",,2014,CA-27,0.0
WESCO AIRCRAFT HARDWARE CORP.,LOS ANGELES,2014,CA-27,0.0
"WESCAM USA, INC.",,2014,CA-90,0.0
ALAMEDA CONSTRUCTION SERVICES INC,,2014,CA-43,-12368.0
SRI INTERNATIONAL,,2014,CA-90,1046682.0
"MARRIOTT INTERNATIONAL, INC.",,2014,CA-24,0.0
"INDUSTRIAL ELECTRONIC ENGINEERS, INC.",LOS ANGELES,2014,CA-29,317520.0
"MEGGITT (NORTH HOLLYWOOD), INC.",RIVERSIDE,2014,CA-41,31140.0
"THERMAL ELECTRONICS, INC.",,2014,CA-41,0.0
"LONG BEACH GOLDEN SAILS, INC",,2014,CA-90,0.0
SENSORMETRIX INC,,2014,CA-90,374979.0
APPLIED ENERGY LLC,SAN DIEGO,2014,CA-51,0.0
BRADY GCE II,,2014,CA-90,5000.0
"PEREZ MACHINE, INC.",LOS ANGELES,2014,CA-43,8800.0
GALORATH INCORPORATED,,2014,CA-36,0.0
"TELEPAGE COMMUNICATIONS, INC.",,2014,CA-90,6069.6
"CACI PHOTONICS, LLC",,2014,CA-16,249955.0
DRAYCOR INC,SAN DIEGO,2014,CA-50,44052.0
"L3 TECHNOLOGIES, INC.",SAN DIEGO,2014,CA-51,34887.0
"HOSPITAL OF BARSTOW, INC.",SAN BERNARDINO,2014,CA-23,15000.0
"METSON MARINE SERVICES, INC",,2014,CA-24,0.0
AMERICAN STATES UTILITY SERVICES INC,,2014,CA-31,618350.0
DAMES & MOORE,LOS ANGELES,2014,CA-34,-38811.6
"KEVCON, INC",SAN DIEGO,2014,CA-50,9915.0
"BRAMHALL & GOLDBERG, LIMITED",SOLANO,2014,CA-08,40480.0
"BAY CITY MARINE, INC",,2014,CA-52,12637.0
J DAVIS CONSTRUCTION MANAGEMENT INC,,2014,CA-24,36595.0
"HERBER AIRCRAFT SERVICE, INC.",LOS ANGELES,2014,CA-36,6319.5
"WASK ENGINEERING, INC",,2014,CA-05,1834.0
"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",RIVERSIDE,2014,CA-41,2949.7
"TECOLOTE RESEARCH, INC.",,2014,CA-24,0.0
"ALBION ENVIRONMENTAL, INC.",SANTA CRUZ,2014,CA-19,5689.0
"KRATOS DEFENSE & ROCKET SUPPORT SERVICES, INC.",,2014,CA-90,18000.0
